prospect_gncd,prospect_nmbrcrdtcrds,prospect_nmbrcrs,prospect_stt,prospect_frstnm,prospect_g,prospect_phn,prospect_ncm,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
Dem1485,1.0,1.0,Manitoba,Ermengarde,58.0,1-186-422-8260,141116.0,5.0,M,487.0,O,KBR,1704190.0
Mcg1486,5.0,4.0,WI,Dredi,99.0,1-656-662-2201,441116.0,1.0,M,725.0,O,Textron,
har1487,2.0,5.0,CT,Kalle,44.0,1-503-287-5549,248359.0,5.0,U,667.0,R,Occidental Petroleum,2808793.0
PAT1488,4.0,3.0,WI,MIKAELA,98.0,1-178-317-4258,65756.0,1.0,S,305.0,O,Energy Future Holdings,3196105.0
COU1489,2.0,4.0,Ontario,Walter,16.0,,290793.0,4.0,D,403.0,O,Amerco,3544876.0
Ker1490,10.0,5.0,NV,Matty,79.0,1-108-050-9807,129732.0,3.0,S,569.0,O,OfficeMax,1670772.0
Lyo1491,9.0,0.0,British Columbia,Shaw,39.0,1-550-271-1876,53133.0,1.0,U,344.0,R,Teradata,540493.0
Grz1492,1.0,4.0,Manitoba,Nanny,100.0,1-474-997-1416,405337.0,2.0,U,421.0,O,Navistar International,1555520.0
DON1493,9.0,2.0,WI,angelika,30.0,1-656-672-9096,155083.0,4.0,D,745.0,R,Smithfield Foods,1846931.0
hub1494,9.0,1.0,MD,rosemary,93.0,1-800-584-3210,,1.0,D,754.0,O,National Semiconductor,434760.0
Vas1495,8.0,0.0,SC,Melissa,53.0,1-439-654-9673,91449.0,3.0,S,542.0,O,Laboratory Corp. of America,198000.0
CRI1496,4.0,1.0,Saskatchewan,Ann-marie,79.0,1-932-897-9544,239766.0,3.0,M,427.0,O,Itron,1724612.0
FRI1497,2.0,4.0,MI,Virgina,,1-449-834-6963,53266.0,0.0,D,523.0,R,Advance Auto Parts,103055.0
Bau1498,0.0,4.0,New Brunswick,annecorinne,24.0,1-631-174-6058,,2.0,M,407.0,O,Owens-Illinois,3328645.0
lor1499,10.0,2.0,ID,thomson,9.0,1-113-004-7988,10853.0,1.0,D,433.0,O,Southwest Gas,
SHA1500,3.0,0.0,DC,POWELL,90.0,1-109-833-5901,90003.0,3.0,M,641.0,O,Huntington Bancshares,1466155.0
sch1501,8.0,0.0,NE,Cho,58.0,1-180-822-0026,326214.0,2.0,U,704.0,O,Campbell Soup,812636.0
kam1502,7.0,3.0,ME,SILVA,9.0,1-118-536-3025,85603.0,3.0,U,768.0,O,E.W. Scripps,2635070.0
Sel1503,8.0,1.0,Saskatchewan,Shari,,1-350-411-9708,75465.0,5.0,S,648.0,U,Total System Services,847812.0
Ghe1504,10.0,1.0,VT,Mellisent,81.0,1-111-023-7187,273914.0,4.0,M,401.0,O,Manitowoc,382620.0
SHI1505,4.0,4.0,FL,Bruno,33.0,,165836.0,1.0,W,548.0,O,Phoenix,3389560.0
Abo1506,6.0,3.0,CA,Delfin,59.0,1-086-789-6519,489340.0,3.0,S,666.0,R,Landstar System,898322.0
LAH1507,8.0,5.0,WI,Marcia,23.0,1-314-758-5852,485480.0,0.0,M,745.0,O,Mueller Industries,3489904.0
Bol1508,5.0,4.0,ID,Annalee,13.0,1-870-655-0049,202294.0,4.0,S,310.0,O,Invacare,324039.0
fis1509,7.0,0.0,MI,Romy,17.0,1-578-045-5351,434289.0,1.0,M,419.0,O,Alliant Techsystems,492431.0
JOI1510,7.0,2.0,ND,florry,92.0,1-243-279-2993,249525.0,1.0,M,310.0,O,Sonic Automotive,884983.0
Jak1511,0.0,4.0,MI,Alok,17.0,1-897-141-1298,123780.0,3.0,W,490.0,R,Unified Grocers,3928613.0
Sur1512,0.0,5.0,IA,Anneliese,10.0,1-090-633-2787,121866.0,0.0,W,800.0,O,Costco Wholesale,2774428.0
Hel1513,9.0,1.0,IN,emran,64.0,1-752-622-8759,476710.0,3.0,M,450.0,O,PPG Industries,646041.0
pre1514,2.0,2.0,ND,miriam,53.0,1-591-778-8688,399528.0,5.0,S,643.0,O,Packaging Corp. of America,2973599.0
Gli1515,6.0,0.0,CO,Ashlee,88.0,1-186-807-2475,172693.0,3.0,M,820.0,O,,2894887.0
ann1516,2.0,4.0,IA,TORY,9.0,1-158-639-9180,309846.0,2.0,U,352.0,O,International Game Technology,2103192.0
Kno1517,5.0,3.0,MA,BIDGET,85.0,1-957-311-2551,476193.0,2.0,U,820.0,U,ScanSource,3085760.0
Mic1518,10.0,1.0,Nova Scotia,morna,79.0,1-454-844-5285,295909.0,5.0,S,470.0,U,Simon Property Group,1234065.0
efs1519,4.0,2.0,TX,Faina,50.0,1-994-912-9389,148902.0,3.0,,624.0,R,CVS Caremark,3173199.0
Har1520,3.0,,VA,cesar,13.0,1-308-526-0408,80132.0,5.0,U,693.0,O,Medco Health Solutions,1106177.0
HOL1521,6.0,1.0,MD,ORALIE,2.0,1-546-474-3897,104978.0,2.0,D,736.0,O,Catalyst Health Solutions,104805.0
als1522,5.0,5.0,KY,Douglass,55.0,1-834-081-4944,304295.0,4.0,U,573.0,O,Rockwell Automation,191852.0
Bas1523,10.0,1.0,ND,Johan,57.0,1-653-883-4810,382676.0,0.0,M,445.0,O,SLM,1016522.0
hit1524,8.0,3.0,TX,Cristie,65.0,1-068-884-2909,13829.0,5.0,D,548.0,O,Beacon Roofing Supply,751262.0
BAL1525,7.0,1.0,IL,Tresa,49.0,1-369-222-7038,251874.0,0.0,M,324.0,O,Huntington Bancshares,1193509.0
lil1526,5.0,,Alberta,GEOFF,54.0,1-122-338-0001,233030.0,5.0,U,348.0,O,Arch Coal,1265027.0
BRA1527,3.0,4.0,ID,MACE,61.0,1-708-984-3571,414795.0,3.0,W,581.0,O,Cooper-Standard Holdings,
BIG1528,7.0,1.0,FL,JOANNE,31.0,,366359.0,,S,692.0,O,Nalco Holding,80680.0
Qui1529,,2.0,Quebec,Fredericka,,1-882-813-7777,433018.0,0.0,M,345.0,R,,715481.0
Chi1531,4.0,1.0,RI,CYBILL,55.0,1-977-563-3107,375372.0,1.0,W,524.0,O,Burger King Holdings,1366427.0
gos1532,10.0,2.0,KS,BESS,94.0,1-173-251-6874,368074.0,3.0,U,742.0,O,Ingles Markets,1583171.0
smy1533,5.0,0.0,OR,KIRI,67.0,1-874-604-3289,453138.0,5.0,M,,,Modine Manufacturing,777929.0
DEM1534,8.0,0.0,NM,MIMI,55.0,1-144-460-9212,404914.0,1.0,W,465.0,,Blockbuster,3836423.0
zur1535,8.0,2.0,MO,CHRISTEN,0.0,1-208-527-9666,,3.0,U,393.0,R,Emerson Electric,2819864.0
MAC1536,0.0,0.0,PA,POLLYANNA,16.0,1-488-190-3987,213892.0,4.0,M,449.0,U,Cummins,1054065.0
Rob1537,3.0,5.0,NM,Willard,86.0,1-928-609-5956,15212.0,1.0,M,346.0,U,Verso Paper,112727.0
Mat1538,3.0,3.0,RI,Lea,61.0,1-525-753-2190,181008.0,4.0,D,479.0,O,PPL,2913410.0
hav1539,5.0,5.0,MA,DUTCH,39.0,1-133-814-6815,164110.0,2.0,W,457.0,,H&R Block,3502000.0
Bos1540,4.0,4.0,New Brunswick,Edyth,50.0,1-028-897-9680,356260.0,1.0,M,403.0,O,Boston Scientific,3142114.0
nal1541,6.0,5.0,TN,CARLYNNE,7.0,1-820-635-5662,434372.0,0.0,M,768.0,,,461981.0
FER1542,8.0,2.0,British Columbia,jon,89.0,1-993-027-8092,322772.0,1.0,M,609.0,O,Scana,866135.0
Rei1543,8.0,0.0,MS,Nevein,,1-889-516-6723,103115.0,4.0,U,685.0,O,Cinemark Holdings,2180522.0
spi1544,5.0,4.0,TN,YAVAR,18.0,1-195-535-4681,87172.0,5.0,U,463.0,O,BJ Services,1275045.0
kle1545,3.0,1.0,NY,teetwo,19.0,1-571-237-3189,46053.0,1.0,,344.0,O,Genworth Financial,3348211.0
COS1546,0.0,0.0,Manitoba,Birmingham,49.0,1-930-146-1088,432692.0,3.0,M,444.0,O,Warner Music Group,1858209.0
but1547,8.0,,Ontario,darrin,50.0,1-190-976-1557,8221.0,4.0,W,529.0,R,Berkshire Hathaway,1913209.0
Boy1548,9.0,4.0,MA,PATRIZIA,,1-095-422-7674,449503.0,5.0,S,755.0,O,Ferrellgas Partners,1290523.0
pat1549,10.0,2.0,OH,Dody,1.0,1-159-540-7650,498285.0,4.0,W,829.0,R,West,3837125.0
Kru1550,,,AL,GLYNDA,,1-305-425-6318,32882.0,3.0,S,,O,VeraSun Energy,3379915.0
laf1551,4.0,0.0,AR,rosabel,89.0,1-542-152-2258,426830.0,5.0,U,776.0,O,Coca-Cola Enterprises,2851495.0
san1552,3.0,2.0,VT,SALINA,72.0,1-626-445-0049,389213.0,1.0,U,431.0,U,NSTAR,3365608.0
COP1553,0.0,2.0,SD,JACQUENETTE,90.0,1-146-871-3093,188555.0,0.0,D,803.0,U,Enbridge Energy Partners,2266979.0
buc1554,6.0,3.0,IL,Janis,81.0,1-080-899-3805,34647.0,5.0,U,792.0,O,Maxim Integrated Products,3100394.0
NET1555,9.0,3.0,MS,BIANKA,25.0,1-407-616-3663,241005.0,4.0,M,564.0,O,Baker Hughes,2086714.0
Gac1556,6.0,5.0,CT,NOOSHIN,82.0,1-003-304-9528,16223.0,2.0,M,322.0,U,Catalyst Health Solutions,2873908.0
D'A1557,8.0,0.0,DE,Karna,31.0,1-302-410-8130,136870.0,4.0,M,685.0,R,M&T Bank Corp.,2535519.0
dud1558,7.0,5.0,VT,masa,59.0,1-184-336-0567,79941.0,3.0,M,468.0,O,PSS World Medical,181870.0
CHI1559,9.0,,DE,petra,23.0,1-768-893-7223,388810.0,0.0,D,697.0,R,Air Products & Chemicals,1288205.0
van1560,3.0,5.0,KY,HERMON,86.0,1-083-883-8300,382361.0,4.0,M,541.0,O,Sempra Energy,299075.0
Sob1561,7.0,3.0,Prince Edward Island,coursdev,46.0,1-241-478-7612,188686.0,4.0,M,394.0,R,Telephone & Data Systems,3685332.0
GAY1562,5.0,2.0,MA,Rejeanne,46.0,1-541-409-8204,241889.0,,S,833.0,O,,3446599.0
Kob1563,6.0,4.0,British Columbia,faiz,20.0,1-126-546-4935,213323.0,4.0,U,475.0,O,Sherwin-Williams,296419.0
Nor1564,4.0,5.0,NJ,waneta,34.0,1-459-098-4362,419724.0,1.0,M,812.0,O,Macy's,896575.0
VAL1565,2.0,4.0,MN,Wojciech,82.0,1-762-109-5261,232221.0,1.0,M,351.0,O,Frontier Communications,2958136.0
hug1566,1.0,4.0,MN,henrika,81.0,1-869-781-6422,237749.0,1.0,M,845.0,O,Time Warner,2587885.0
lew1567,9.0,4.0,ND,Leroy,45.0,1-161-796-7428,409091.0,2.0,U,542.0,O,Alliant Techsystems,1005444.0
hon1568,3.0,5.0,FL,lidia,47.0,1-769-727-9195,128460.0,3.0,M,554.0,O,Hershey,3954555.0
Van1569,8.0,5.0,UT,smith,79.0,1-974-700-6769,495997.0,1.0,M,690.0,O,Pep Boys,807347.0
gal1570,2.0,4.0,MI,GENOVERA,3.0,1-140-939-6080,265242.0,3.0,U,339.0,O,AFLAC,3500918.0
kah1571,5.0,4.0,IL,Danica,28.0,1-869-700-6220,481240.0,5.0,M,803.0,R,Celanese,468253.0
May1572,10.0,4.0,DE,Zdenek,45.0,1-393-933-8750,200410.0,2.0,M,721.0,O,,1517727.0
JAK1573,6.0,2.0,New Brunswick,Noellyn,44.0,1-352-302-5746,,0.0,U,337.0,O,Cracker Barrel Old Country,
MAL1574,0.0,2.0,NY,XENIA,28.0,1-544-399-4428,204803.0,4.0,M,357.0,O,Applied Biosystems,380907.0
cai1575,6.0,5.0,NM,gloriane,5.0,1-176-111-4899,369656.0,2.0,,448.0,O,Massey Energy,2365835.0
MCN1576,10.0,4.0,Quebec,alvinia,70.0,1-361-613-3801,394669.0,2.0,M,437.0,O,Medtronic,1207205.0
kho1577,2.0,5.0,Newfoundland,Annis,68.0,1-677-003-1611,199665.0,3.0,D,630.0,R,Arkansas Best,2195768.0
Mar1578,5.0,5.0,MI,Reg,19.0,1-694-213-2352,20419.0,0.0,U,825.0,O,Consolidated Edison,644582.0
Cha1579,9.0,5.0,Prince Edward Island,SUSIL,3.0,1-661-111-0843,164133.0,5.0,M,816.0,U,Teledyne Technologies,286711.0
O'c1580,10.0,4.0,HI,mathilde,49.0,,172891.0,5.0,M,735.0,U,Dean Foods,1204969.0
TYN1581,3.0,1.0,AK,Stergios,66.0,1-756-133-9020,310017.0,3.0,S,453.0,O,Hershey,1867820.0
Sch1582,6.0,3.0,AR,Maidsir,2.0,1-962-400-0170,283503.0,3.0,M,305.0,O,Wendy's/Arby's Group,225136.0
Gue1583,9.0,4.0,AL,LORENA,21.0,1-328-357-0132,,1.0,M,834.0,O,Hubbell,1403761.0
Saw1584,1.0,2.0,AL,Duane,44.0,1-528-975-7395,90250.0,1.0,D,426.0,R,Dresser-Rand Group,1648703.0
PAR1585,1.0,1.0,Saskatchewan,annabelle,30.0,1-615-026-0873,215458.0,1.0,U,356.0,O,Univision Communications,1964663.0
rus1586,2.0,1.0,MN,Sacha,80.0,1-228-343-7504,496587.0,4.0,W,521.0,O,3M,2313539.0
WAR1587,10.0,3.0,Manitoba,Vlado,41.0,1-345-076-8315,143238.0,2.0,S,465.0,U,United Technologies,2706243.0
Lon1588,7.0,3.0,NC,SHAHRIAR,75.0,1-585-407-1862,36900.0,1.0,M,844.0,U,Rockwell Collins,3454012.0
VAF1589,5.0,3.0,OR,JOYANN,49.0,1-118-702-1882,360262.0,2.0,,326.0,R,Family Dollar Stores,1126249.0
sch1590,7.0,4.0,Prince Edward Island,Blinny,23.0,1-612-442-2972,67322.0,3.0,M,609.0,,Weis Markets,61481.0
Car1591,7.0,5.0,IN,KAZUHIKO,89.0,1-169-249-3706,189676.0,2.0,M,488.0,U,Target,743722.0
TIS1592,1.0,,KY,Britte,28.0,1-334-560-0470,28077.0,1.0,U,548.0,O,Neiman Marcus,1902226.0
SCH1593,10.0,0.0,CT,Davine,,1-091-384-7916,203747.0,0.0,S,513.0,R,Abbott Laboratories,3667951.0
Amb1594,1.0,5.0,WI,Kelila,88.0,1-104-274-6326,191030.0,0.0,M,531.0,O,Humana,1420518.0
HLA1595,,4.0,ME,marie-jeanne,42.0,1-716-421-5982,278974.0,3.0,W,477.0,,Merck,1230013.0
Fal1596,5.0,0.0,WA,Francine,49.0,1-436-171-7630,405253.0,2.0,M,818.0,R,General Growth Properties,226768.0
Lev1597,8.0,0.0,KY,Keslie,79.0,1-062-789-9840,58611.0,1.0,U,445.0,O,Tesoro,262069.0
LES1598,9.0,0.0,Alberta,norcal,35.0,1-949-903-4401,183703.0,2.0,M,674.0,R,PNM Resources,33073.0
wai1599,,5.0,NY,EVETTE,27.0,1-807-102-4718,27048.0,4.0,M,543.0,O,Dr Pepper Snapple Group,1366099.0
KLA1600,4.0,5.0,Newfoundland,Charangit,95.0,1-246-968-4832,393487.0,4.0,D,381.0,O,Hubbell,92196.0
CAR1601,6.0,5.0,GA,martica,25.0,1-095-664-2591,115808.0,0.0,M,780.0,O,Chesapeake Energy,2609887.0
Yog1602,10.0,3.0,OK,LEW,84.0,1-138-271-9862,99224.0,2.0,U,,O,Laboratory Corp. of America,2293264.0
bar1603,10.0,4.0,IN,edee,73.0,1-477-254-6590,371296.0,2.0,M,358.0,O,IMS Health,295295.0
dor1604,1.0,,DE,Lacee,58.0,1-588-157-6380,218276.0,5.0,W,572.0,O,Frontier Oil,73189.0
Had1605,1.0,,SC,SIVA,,1-905-789-7948,237297.0,0.0,W,319.0,O,Toro,3545538.0
gas1606,5.0,0.0,CO,Jeff,28.0,1-765-783-0055,444523.0,0.0,W,400.0,U,GameStop,3971444.0
mos1607,3.0,5.0,SC,sang-maun,4.0,1-250-193-0140,400885.0,2.0,D,340.0,O,Cigna,1362426.0
dal1608,1.0,2.0,ID,Vu,76.0,1-142-956-6276,,,U,,U,PetSmart,2854996.0
ARM1609,0.0,2.0,Saskatchewan,ISMAIL,76.0,1-103-038-8615,480717.0,3.0,M,642.0,U,Duane Reade Holdings,500510.0
DIS1610,3.0,2.0,ME,jeanelle,35.0,1-046-959-4224,316675.0,1.0,D,640.0,U,Covance,2991667.0
Hal1611,1.0,2.0,AK,stclair,61.0,1-480-417-1290,379294.0,5.0,M,735.0,O,Erie Insurance Group,3042267.0
Mcg1612,8.0,0.0,RI,jerry,68.0,1-176-188-5673,248490.0,0.0,S,332.0,O,Pep Boys,2211396.0
Bot1613,1.0,1.0,MD,Anne-marie,31.0,1-060-266-1941,369768.0,0.0,M,591.0,R,,3838330.0
Rav1614,4.0,2.0,CO,Lottie,,1-602-565-1482,424989.0,3.0,D,772.0,O,Southern,2188130.0
PAK1615,7.0,0.0,WA,Lina,3.0,1-341-964-3007,152231.0,5.0,U,642.0,R,Wells Fargo,1310726.0
PAN1616,10.0,0.0,KY,Martina,49.0,1-340-679-3376,343566.0,4.0,W,577.0,O,Bank of America Corp.,475488.0
att1617,9.0,,PA,FANNY,85.0,1-128-643-8987,64485.0,3.0,S,764.0,R,Cintas,243518.0
Bou1618,8.0,0.0,ID,Maitilde,64.0,1-364-110-8141,417784.0,5.0,W,759.0,O,Owens-Illinois,1657663.0
TAN1619,8.0,3.0,VT,Cary,58.0,1-396-311-1198,215087.0,0.0,D,433.0,O,Halliburton,3504789.0
Bar1620,7.0,1.0,CO,LILLI,71.0,1-207-089-8351,306929.0,3.0,S,525.0,R,Simon Property Group,640660.0
Lud1621,8.0,1.0,Manitoba,Gee,33.0,1-904-404-1552,458332.0,4.0,M,832.0,O,Adobe Systems,2222986.0
DEL1622,0.0,4.0,TN,Naveen,83.0,1-534-838-7977,39100.0,2.0,,316.0,O,Entergy,3588958.0
Kas1623,5.0,0.0,IN,aruna,57.0,1-161-262-1369,437794.0,4.0,D,685.0,O,CenterPoint Energy,2778934.0
hat1624,7.0,4.0,LA,Ingeborg,67.0,1-231-000-0392,37754.0,1.0,M,381.0,R,Invacare,754973.0
Tin1625,3.0,2.0,IN,Shoeb,68.0,,193120.0,4.0,M,584.0,O,Donaldson,1266963.0
Nes1626,4.0,1.0,NH,Nettie,68.0,1-673-457-9456,99512.0,0.0,M,385.0,O,AmeriCredit,1808998.0
Sch1627,3.0,2.0,MT,Sybila,14.0,1-926-757-3068,261126.0,3.0,S,635.0,O,eBay,2700239.0
SOB1628,2.0,4.0,MT,gail,,1-869-366-2040,120726.0,1.0,D,805.0,O,Raytheon,3108137.0
Clu1629,3.0,1.0,SD,sibyl,6.0,1-805-682-0192,224672.0,0.0,M,679.0,O,ITT,3578605.0
GER1630,1.0,5.0,CO,YONGLI,65.0,1-374-290-1311,12573.0,3.0,S,453.0,,Land O'Lakes,3699975.0
TUC1631,8.0,4.0,WA,ernesto,6.0,1-872-546-8088,200441.0,2.0,U,847.0,U,Tenneco,2269303.0
Tar1632,1.0,3.0,AK,Adrienne,47.0,1-498-123-3199,487097.0,1.0,U,,R,Leggett & Platt,2250865.0
Cre1633,10.0,5.0,FL,Jenna,96.0,1-136-368-7167,180636.0,3.0,D,,O,,952977.0
Joi1634,1.0,0.0,NV,Audre,68.0,1-576-056-3958,330412.0,5.0,U,642.0,R,Pool,705875.0
hal1635,0.0,,TX,DELORIS,21.0,1-875-959-3346,302078.0,2.0,S,,O,Arrow Electronics,661156.0
Tes1636,2.0,,Saskatchewan,Breton,73.0,1-577-954-3908,11593.0,0.0,W,600.0,O,MasterCard,3656197.0
ONY1637,9.0,2.0,NE,Martie,15.0,1-537-413-0900,110756.0,0.0,S,435.0,R,Broadcom,2313138.0
DEC1638,7.0,4.0,VT,Elsa,25.0,1-539-974-9296,278312.0,0.0,M,730.0,O,Smith International,3823810.0
Gag1639,8.0,4.0,HI,Barsha,98.0,1-938-703-0026,441167.0,0.0,M,418.0,O,Travelers Cos.,3690401.0
Lac1640,7.0,4.0,Ontario,pauletta,30.0,1-297-775-1510,225388.0,4.0,U,388.0,O,Monsanto,1065171.0
Clo1641,2.0,2.0,Ontario,Benedetta,36.0,1-021-370-2836,328387.0,3.0,D,622.0,R,,2185167.0
BAR1642,0.0,3.0,AL,Davina,47.0,1-304-537-9529,187204.0,3.0,M,562.0,O,CVR Energy,1736755.0
roi1643,9.0,3.0,WA,raju,,1-693-971-8310,322359.0,4.0,S,702.0,U,Symantec,2865116.0
Bun1644,1.0,1.0,AR,nabil,32.0,1-220-050-8394,,4.0,M,741.0,O,,2160791.0
Pel1645,4.0,0.0,OK,chiarra,25.0,1-467-981-9596,364216.0,0.0,M,312.0,O,Retail Ventures,3938874.0
PLA1646,4.0,2.0,OH,THIERRY,85.0,1-777-421-2018,,3.0,M,790.0,U,Del Monte Foods,813632.0
Tra1647,5.0,4.0,MA,pierre-alain,46.0,1-890-684-0005,473754.0,0.0,S,698.0,U,Sempra Energy,3373916.0
bos1648,0.0,4.0,DC,Blithe,34.0,,259788.0,0.0,U,363.0,O,Adams Resources & Energy,3577327.0
GOS1649,10.0,4.0,UT,JESSIKA,61.0,1-764-214-6220,419570.0,1.0,S,649.0,O,MSC Industrial Direct,
Kik1650,0.0,4.0,MO,merilee,,1-835-399-6988,253410.0,1.0,U,773.0,O,Discover Financial Services,2972070.0
Boc1651,,5.0,AZ,DIANE-MARIE,82.0,1-068-147-6649,382349.0,0.0,M,342.0,O,Jo Ann Stores,2722299.0
man1652,7.0,4.0,NY,Antonina,29.0,1-609-204-7920,52766.0,1.0,S,356.0,O,,2294218.0
HAR1653,7.0,3.0,AZ,malinde,58.0,1-963-175-0431,269001.0,5.0,S,551.0,O,American National Insurance,
RES1654,2.0,0.0,Manitoba,Pivert,92.0,1-784-086-7205,414609.0,0.0,M,395.0,R,Rite Aid,3171284.0
Owe1655,8.0,5.0,NH,MERIDITH,7.0,1-196-609-5188,80218.0,0.0,U,423.0,O,CH2M Hill,
Yau1656,3.0,5.0,Saskatchewan,HOLLI,35.0,1-713-056-3491,122076.0,5.0,M,635.0,O,PharMerica,149515.0
Gol1657,0.0,,WA,AZRA,10.0,1-044-618-4589,372965.0,5.0,W,648.0,O,AutoZone,2727224.0
Gru1658,5.0,4.0,OH,Dominica,15.0,1-982-234-2988,303356.0,3.0,M,791.0,O,Herman Miller,3137795.0
Man1659,8.0,5.0,KY,Ehi,,1-242-897-1921,294404.0,0.0,S,776.0,R,Wells Fargo,3760773.0
SOM1660,10.0,5.0,ID,Concettina,82.0,1-276-728-2298,154738.0,4.0,W,640.0,U,Tiffany & Co,1696300.0
cur1661,4.0,1.0,NH,Constantin,14.0,1-574-992-8766,159707.0,0.0,U,542.0,R,ConocoPhillips,3737794.0
COO1662,5.0,4.0,Saskatchewan,devi,15.0,1-067-494-4220,41562.0,1.0,S,746.0,R,Ashland,2401847.0
Hys1663,7.0,1.0,Newfoundland,kristine,29.0,1-310-942-8374,428580.0,0.0,U,676.0,O,Lam Research,905123.0
Ket1664,8.0,1.0,WY,Luping,78.0,,174339.0,,S,340.0,O,Broadcom,
Dev1665,6.0,1.0,WY,Syl,11.0,1-537-213-2904,140733.0,2.0,S,339.0,R,R.H. Donnelley,
Lep1666,7.0,5.0,AR,rogelio,75.0,1-949-756-5365,267828.0,3.0,S,408.0,O,Kindred Healthcare,
Mea1667,4.0,0.0,AK,BRIGIT,40.0,,,,U,449.0,O,Owens & Minor,968593.0
OPL1668,2.0,5.0,AK,HESTER,3.0,1-391-289-7760,364582.0,0.0,M,403.0,O,Wynn Resorts,1193550.0
nat1669,5.0,4.0,NC,mary-ann,33.0,1-253-172-1766,,0.0,S,566.0,O,Sysco,207023.0
Cal1670,3.0,3.0,NJ,Norine,73.0,1-542-914-9965,468033.0,1.0,M,658.0,R,Vectren,1990264.0
Mar1671,5.0,2.0,GA,GOKUL-CHANDRA,22.0,1-447-661-0804,439120.0,0.0,M,434.0,U,Great Atlantic & Pacific Tea,992110.0
Cho1672,9.0,2.0,AZ,Gokal,68.0,1-430-788-0862,97001.0,4.0,U,606.0,R,Peabody Energy,2842887.0
Liv1673,2.0,5.0,NV,ROCH,88.0,1-880-260-3062,196086.0,2.0,U,378.0,O,Penn National Gaming,3530642.0
TAL1674,3.0,0.0,Newfoundland,Coriss,10.0,1-227-757-7307,139221.0,1.0,S,668.0,O,Community Health Systems,1943917.0
van1675,5.0,0.0,FL,Vanda,,1-084-745-6387,334941.0,5.0,D,616.0,O,Zimmer Holdings,1432565.0
Nie1676,8.0,2.0,Newfoundland,STACEE,47.0,1-656-356-2378,479238.0,2.0,M,478.0,O,Discovery Communications,3251651.0
OWE1677,2.0,0.0,IN,timmie,30.0,,247437.0,1.0,U,710.0,O,CVS Caremark,977588.0
Whi1678,10.0,3.0,Saskatchewan,tiffany,23.0,1-858-742-2483,57060.0,1.0,W,543.0,O,Supervalu,2909288.0
MON1679,2.0,1.0,VA,myrna,68.0,1-022-659-6413,332194.0,2.0,U,329.0,U,Teradata,2039434.0
VER1680,8.0,4.0,MT,HENK,10.0,1-255-299-9298,174989.0,0.0,S,330.0,O,RPM International,2931648.0
WYM1681,10.0,1.0,MI,aimil,14.0,1-974-241-6963,61122.0,0.0,W,549.0,O,KBR,661067.0
KAP1682,4.0,3.0,Alberta,GEORGE,34.0,1-663-480-5987,39656.0,1.0,S,613.0,R,Capital One Financial,938673.0
tor1683,3.0,,Prince Edward Island,Wen,25.0,,246866.0,1.0,M,765.0,O,Health Net,2840325.0
Mat1684,,1.0,Prince Edward Island,NORALY,77.0,1-963-796-1557,,4.0,M,809.0,O,Thermo Fisher Scientific,2714847.0
Van1685,7.0,1.0,AR,claretta,89.0,1-644-341-7080,105639.0,3.0,S,768.0,R,Enbridge Energy Partners,470906.0
fol1686,1.0,1.0,MI,rachel,88.0,1-829-489-2859,187081.0,1.0,M,,O,,2723734.0
hog1687,2.0,1.0,ID,heinz,77.0,1-869-936-8210,172646.0,2.0,S,,O,Navistar International,974511.0
ANT1688,1.0,2.0,Saskatchewan,christabella,77.0,1-725-660-9687,205980.0,0.0,M,,O,Dillard's,178788.0
Hof1689,1.0,2.0,RI,EMYLEE,1.0,1-777-863-7024,350863.0,0.0,S,401.0,O,International Assets Holding,163516.0
Jaf1690,,0.0,KY,Cycelia,19.0,1-603-390-8791,269661.0,4.0,W,740.0,O,IMS Health,3789614.0
Bov1691,8.0,0.0,Saskatchewan,roderick,99.0,1-698-328-4742,66545.0,4.0,U,727.0,O,Mirant,2372376.0
Ban1692,6.0,4.0,NJ,KAMYAR,3.0,1-161-889-8284,272687.0,5.0,M,458.0,R,Burlington Northern Santa Fe,534047.0
Dug1693,1.0,4.0,IA,Sephira,34.0,1-057-158-2731,430624.0,2.0,U,412.0,O,Commercial Metals,3412264.0
Hea1694,2.0,5.0,New Brunswick,MAMI,74.0,1-409-105-4971,399038.0,3.0,M,328.0,R,Medtronic,3331358.0
lew1695,3.0,1.0,GA,Woodline,60.0,1-773-154-9142,198213.0,0.0,S,369.0,O,FirstEnergy,674289.0
gau1696,0.0,3.0,SC,Nevil,48.0,1-389-966-0349,,2.0,W,524.0,O,AGCO,1840996.0
Mcc1697,3.0,1.0,OK,LILLI,67.0,1-781-516-0268,148353.0,0.0,M,367.0,U,Schering-Plough,671677.0
lac1698,8.0,3.0,SD,Usman,35.0,1-821-873-7772,378622.0,2.0,M,836.0,R,Valassis Communications,2177421.0
PIL1699,9.0,4.0,IL,Martelle,54.0,,346372.0,2.0,W,719.0,O,Anixter International,2393402.0
Chr1700,4.0,2.0,GA,DEVAN,2.0,1-927-226-1923,328438.0,5.0,S,704.0,O,Systemax,809896.0
RIS1701,4.0,0.0,NY,Japan,68.0,1-123-641-4731,64723.0,4.0,U,399.0,O,Kohl's,974925.0
