gncd,nmbrcrs,crdtrtng,phn,nmbrcrdtcrds,mrtlstts,ddrssln1,wnrrntflg,ct,ntwrth,mddlntl,stt,cntr,ncm,nmbrchldrn,g,mplr
Btd10752,5.0,445.0,1-929-227-9183,4.0,M,Cgumnfzbbttluqmaijxvjljlelecqvedcl,O,Columbia,1401810.0,,CO,,216160.0,4.0,85.0,Anadarko Petroleum
XUH10753,2.0,669.0,1-976-545-8805,7.0,,PSLZQ,O,Peoria,2971933.0,P,HI,United States of America,301138.0,0.0,76.0,State Farm Insurance Cos.
nja10754,1.0,483.0,1-396-905-1794,6.0,D,Hjvzozjyffyqcegmkkodx,R,Jackson,2539385.0,v,Nova Scotia,Canada,237470.0,5.0,59.0,Paychex
YBW10755,0.0,486.0,1-910-772-9656,2.0,S,umiboqqldwpkxesjseucysbswaswaausaltjpfmqpoewoaxraherjpuvvuxscillganqomztkxqsrfha,O,Hayward,2797149.0,,DC,United States of America,175033.0,2.0,99.0,Community Health Systems
ojr10756,4.0,415.0,1-807-561-3794,5.0,U,,R,Winston-Salem,,,PA,United States of America,130402.0,4.0,32.0,Merck
Jxc10757,3.0,577.0,1-375-227-4309,1.0,S,CTOVUOJON,R,Halifax,3813587.0,,SC,,47190.0,0.0,67.0,Dollar General
HHQ10758,2.0,601.0,1-149-645-1017,0.0,M,Jjejreafisqsdqojmkbrcesjafvlywskl,R,Whitehorse,2954169.0,X,CO,United States of America,344616.0,0.0,6.0,Hudson City Bancorp
XNO10759,3.0,504.0,1-192-640-6430,10.0,S,zqxdexialfjaktvpumopgquyxrsyrbaxrbphicnbvesgigilivmjdivnrwgconpbzkopics,O,Montreal,1193300.0,,NV,United States of America,186412.0,5.0,22.0,Darden Restaurants
Kjn10760,2.0,413.0,1-594-840-8081,8.0,M,KPGTHIPUEBDRTEBYNCPSGCPLFWNNUTILJFFPIVTMCEEZFRXPLPYFIGSWTBKMSBRYISJRM,O,Lansing,574347.0,M,LA,United States of America,113792.0,3.0,21.0,Murphy Oil
Vqk10761,5.0,778.0,1-163-124-0211,6.0,D,Tmqxupgquybbjarqowwwdmkcxzilkffarcszofjccggzicsfhjxcjvz,R,Independence,3744118.0,,SD,United States of America,289307.0,0.0,87.0,Jones Apparel Group
XZB10762,1.0,308.0,1-943-519-0717,1.0,,Crtdusrezflroccrokwrom,O,Chicago,3583201.0,C,ND,United States of America,6882.0,5.0,96.0,Marriott International
ldv10763,5.0,446.0,,0.0,,Tivotviap,U,Charlotte,2748619.0,,ID,United States of America,311727.0,2.0,3.0,WGL Holdings
Ili10764,1.0,398.0,1-060-784-9249,6.0,U,Ypwdabcklzaqnzlzkbrutnahfeasaezenqfmj,R,Tucson,2383008.0,,WY,Canada,494245.0,0.0,88.0,Praxair
syu10765,2.0,695.0,1-502-155-7767,5.0,D,Golootzxqhxxpalsxgjnmpiefoetldccorgwskoyydcumwyrlzjmxoccwdnglpqgxfdhxidyardauf,O,Idaho Falls,,,AK,United States of America,298683.0,5.0,18.0,Briggs & Stratton
Xac10766,2.0,806.0,,8.0,M,Hxagrsdtkfrneb,O,Los Angeles,2137214.0,,NM,Canada,419170.0,3.0,67.0,Capital One Financial
Cti10767,4.0,340.0,1-782-212-0077,6.0,S,,O,Glendale,1031354.0,,ND,Canada,348664.0,3.0,51.0,A. Schulman
Nzr10768,2.0,678.0,1-054-375-4644,3.0,S,MBKLEISMRAGOTUBXOAKMDBATVDPAELYFKYVLGU,U,Oshawa,499467.0,,ID,United States of America,427181.0,5.0,48.0,RPM International
Mtw10769,3.0,359.0,1-471-294-4279,5.0,W,juiqhdy,O,Tucson,3514240.0,,UT,Canada,474270.0,4.0,5.0,
phx10770,3.0,501.0,1-084-800-8751,7.0,D,Hksgeslwkqtuyidbvgarcgsqv,O,Vancouver,1876487.0,A,MT,United States of America,88560.0,4.0,44.0,First Data
Vmy10771,4.0,460.0,1-275-225-1907,9.0,U,Urbfnnppxd,O,Norfolk,1952058.0,I,MD,United States of America,457134.0,3.0,15.0,Domtar
Xsi10772,1.0,728.0,1-486-197-6241,10.0,U,ipstantgbqlchlnwntqbotwkfbhkoyjzcamwqntkfyxxmos,O,Oklahoma City,909405.0,D,CT,United States of America,6358.0,3.0,89.0,Applied Materials
uxr10773,2.0,659.0,1-057-356-3119,10.0,S,tghpyowmcrtdrbxiffxwnevzoujxnkdqllbfcxtsgvmomrzsbeaiamd,,Iqaluit,,B,SD,Canada,418302.0,2.0,50.0,Kansas City Southern
Mxr10774,3.0,411.0,1-351-634-7023,2.0,S,SZASRQ,O,Lansing,3700638.0,v,CO,Canada,139285.0,1.0,22.0,AptarGroup
Cvf10775,3.0,369.0,1-858-200-2319,6.0,M,WIHLIRTLTNFTRLMACQSBSIAARWGWTFPDWPNUBYISCKPN,O,Lancaster,1306319.0,,HI,United States of America,292021.0,1.0,28.0,CC Media Holdings
Suy10776,,394.0,,6.0,,mcstwxdqgrccgceexalvbvbviocmsfjett,U,Aurora,150233.0,d,TN,United States of America,210830.0,0.0,46.0,Interstate Bakeries
GLY10777,1.0,339.0,1-273-760-4510,3.0,S,Fkrzizqbcdlgoctftgifkaxqmkghsssfxceavpbqivxeapiycmyhrwpxth,O,Lancaster,,K,WI,United States of America,109434.0,,36.0,Levi Strauss
Ape10778,4.0,547.0,1-472-941-5670,10.0,S,YSTMBUPHVUYIMWBYTBYNORWZKDKQABTLNFYAMRPTTMFNYHGCEKBLBUYEVDPDZTDJT,U,St. Catharines,3155265.0,K,UT,United States of America,12476.0,2.0,50.0,Merck
vpq10779,2.0,702.0,1-449-416-2015,9.0,W,CTPBTPQHTPLLUNVHOLQDFNABKCRNQIYVYVDQ,R,Warren,2143598.0,q,Alberta,United States of America,84193.0,3.0,16.0,Vought Aircraft Industries
pxg10780,4.0,679.0,1-628-488-5001,1.0,S,Khoclylzqwqzudu,O,Huntington Beach,1675682.0,,NJ,United States of America,326571.0,1.0,,Apache
Qyp10781,1.0,618.0,1-697-392-7320,8.0,D,zkqmwsydmowsfgekadglvirwxwcqrxzapubwcmmkihudernorvdvhsrammjcccdblpwufdfrrbgn,O,Winston-Salem,1032754.0,,MT,United States of America,134879.0,4.0,54.0,PerkinElmer
Fyu10782,4.0,727.0,1-231-031-8002,7.0,U,GBEITFQABYLSPMWIZGTZZMGECLJUFCQRPLSODCOSA,O,Columbus,3097622.0,,VA,United States of America,238275.0,4.0,8.0,Comcast
Vbp10783,5.0,406.0,1-111-043-1212,,M,,U,Norfolk,499178.0,k,IA,United States of America,,0.0,,Hexion Specialty Chemicals
Gld10784,5.0,302.0,1-975-997-5812,1.0,U,rjzfguatodqumbrmipfcdoavolwaqirvtvpipovuattljkmmteoneshvmxqsojqhlmxzkl,O,London,3254375.0,,DE,United States of America,78862.0,4.0,59.0,
kbn10785,0.0,818.0,1-996-419-5614,4.0,S,sglnxukpypeogrthrvctsijxdbwwdotxvoiwwyntktzommdiv,R,Hilo,1919672.0,q,NY,Canada,13674.0,4.0,53.0,
XZA10786,0.0,359.0,1-116-549-2473,10.0,M,UWNEJTWQMROHTVBKKKREPOHFHBQMHYWWPRUEXGHMQMPWBEAQLSCSBCZRWCKWVJNDIB,O,Baltimore,642522.0,J,Saskatchewan,United States of America,,5.0,78.0,Humana
CXS10787,2.0,610.0,,9.0,M,YZAAFMTPTFCBBFBQDWAURSEOVWKNHDMRUNQFXSDHJLJZUPBNFQXILEOSCOSIEW,O,Rockford,1676788.0,F,FL,United States of America,353310.0,4.0,65.0,Donaldson
jrr10788,5.0,526.0,1-440-004-1195,2.0,,,O,Oshawa,3923020.0,,MN,United States of America,218161.0,5.0,12.0,TECO Energy
yiv10789,3.0,521.0,1-300-448-6758,2.0,S,svoqtmbekhvkspqmkjbrtepvrcqxbcweitdzmjalspqhecmfhuhjy,U,Vancouver,3517029.0,I,PA,United States of America,319643.0,0.0,49.0,Stanley Works
Fnx10790,1.0,586.0,1-141-705-9606,9.0,M,QKYGRLCCJOKCVRNZDUQWVVDBRFJCRHDYQMVEGZPTDWETEDJBEYVTKPBBQMCBP,,Scottsdale,2118554.0,J,MO,United States of America,496302.0,0.0,57.0,Roper Industries
Axv10791,1.0,433.0,1-320-963-5571,6.0,M,Gituyamavghywcmvlswpjoayzuj,O,Madison,757375.0,,IL,Canada,394626.0,3.0,10.0,Fortune Brands
WNO10792,1.0,426.0,1-599-849-3421,3.0,M,Hmvhtherwinmgrjzhvokbavlowpfsmuwyuyppukjerarcoxcnqdshbebikpzpxy,R,Macon,3802888.0,,TX,United States of America,218359.0,4.0,25.0,Blockbuster
igf10793,0.0,749.0,1-043-685-6100,9.0,S,Ibpnqflulowuoxbnqjnjdevqvfynfjebxrq,R,Thousand Oaks,1492526.0,,LA,United States of America,171264.0,4.0,68.0,DTE Energy
wzd10794,4.0,342.0,1-059-523-4391,5.0,D,LNVFBQRHMWLVFGJCTHPLD,O,Atlanta,2747226.0,K,MA,United States of America,119570.0,,13.0,Smithfield Foods
Zsc10795,3.0,800.0,1-649-128-9023,4.0,W,AKBEMBDDFFTLISPWECPSSUWUVTQBYQZGAEZVKFOYUSWFENRTIUCFIUKABRTKKCXHJJKBXOPJYAVAEG,R,Mobile,2025593.0,F,Nova Scotia,United States of America,19661.0,2.0,37.0,Con-way
Hfh10796,0.0,619.0,,5.0,M,WVHHMTGMEXSHXGTFHWQNGXVAUPQMAUUIPZBZOWBPUNUITRDJ,O,Wichita,1456952.0,,KY,United States of America,375881.0,3.0,94.0,Alliance Data Systems
Uce10797,,337.0,1-005-744-6905,7.0,S,Wwklpqoazmcootztbtjyfeyl,O,Beaumont,3275538.0,,NH,United States of America,198187.0,5.0,17.0,Harley-Davidson
vwn10798,1.0,576.0,1-838-650-6282,2.0,M,HHHMECRGOGREOEZZMVIWMWSLGWGTSYCMCZRABRWBXUAAWJ,O,Louisville,2863460.0,c,KS,United States of America,331718.0,4.0,18.0,Ford Motor
Twc10799,0.0,685.0,1-506-432-5236,8.0,S,tjnyexabztollohyypcgpuraxyrfbfzwtipiyisdnpnvzpxmsgilzcwndlpyjbxmczesrbqriaa,O,Oakland,,,AR,Canada,7173.0,5.0,76.0,Stater Bros. Holdings
lhn10800,3.0,708.0,1-969-480-2533,3.0,M,Arkywjmqrxtbhjgyqwgrmqp,O,Dawson City,906022.0,,OK,Canada,172729.0,5.0,84.0,BearingPoint
Fby10801,3.0,723.0,1-762-340-8469,2.0,M,SYZDLWGTB,O,Sterling Heights,3269581.0,,Manitoba,United States of America,218459.0,4.0,65.0,AnnTaylor Stores
Wbh10802,5.0,352.0,1-493-704-6889,6.0,W,ilvdicgpbiaujfyadzkammjjcmnkujoggesistrgiedfhuqvlvdnieovyurg,O,El Monte,2287268.0,,FL,United States of America,293955.0,5.0,70.0,Walt Disney
Imp10803,1.0,816.0,1-790-646-8973,6.0,S,,R,Lansing,2411108.0,,SD,United States of America,213052.0,2.0,40.0,Lam Research
see10804,2.0,651.0,1-194-535-9986,6.0,W,Vsmhxhqnrbqbgnipynoxkkdhmknvsjbnjbdberpmvhfvlcdfpdrmjipjlkpepnroybmgoifmik,O,Yellow Knife,1634472.0,,MS,United States of America,417884.0,3.0,48.0,Symantec
akn10805,0.0,698.0,1-630-602-4901,5.0,M,WZJZXHJTDXVUMSSOLIGWZICC,O,San Antonio,629264.0,,AZ,United States of America,123343.0,4.0,96.0,Hewlett-Packard
wpa10806,4.0,804.0,1-031-973-6966,6.0,M,MFSEHAFIHVKBXXWISWOQNFJI,O,Durham,2853478.0,,ME,United States of America,56475.0,2.0,59.0,Toll Brothers
Awj10807,1.0,,1-583-912-3027,10.0,W,Hkdaqhvbmyvnkogvxyfpuerqxyktbkfonymgmoiiigdhvkodjshguhcsssbawiozh,U,Lancaster,1340666.0,L,New Brunswick,,395447.0,3.0,88.0,Kraft Foods
rgg10808,3.0,352.0,1-256-320-9686,3.0,S,dackmzkvkhisaihyszsfwaffnldpaqkvrluuukqukrtjtjsunqdhqhh,,Thousand Oaks,3597465.0,,OH,Canada,424197.0,0.0,81.0,American Axle & Manufacturing
Zdq10809,4.0,816.0,1-286-252-0305,6.0,M,Wyifwecvxwedmvixwrgivvjgxjgwjknspcvzpimtcxtkxbzlprbztcuu,O,Mobile,2367827.0,E,DE,United States of America,151018.0,1.0,78.0,Superior Energy Services
Uzl10810,0.0,510.0,1-486-740-1322,2.0,M,vcgxdgozyhycxcmpxkxavhbsukyhlsqojcwf,O,West Covina,,,ID,United States of America,218453.0,3.0,20.0,Lear
YQB10811,5.0,417.0,1-818-769-6521,6.0,M,Iygrvzxipyzrongcciorcjqogyvctxxwxxyawperfoucyuusfjaueztwcry,O,Kitchener,1233055.0,,HI,Canada,432197.0,5.0,61.0,Graybar Electric
xwt10812,4.0,850.0,1-699-921-4663,4.0,S,Cwonxauxutlmbmhiffxnhlr,O,Orange,102427.0,w,UT,Canada,116570.0,3.0,37.0,Cincinnati Financial
Dew10813,5.0,835.0,,0.0,S,Shesiyqzipf,O,Salt Lake City,2786005.0,F,Quebec,United States of America,115948.0,4.0,,Mirant
cjg10814,1.0,474.0,1-137-836-6758,,D,Hbtrihvdypekgytwsmjvocnosauaqtbufzmmmqprcsdeckcgutleddmnjlmvp,U,Minneapolis,,I,IN,Canada,434788.0,1.0,94.0,SPX
HXK10815,1.0,609.0,1-493-659-3964,9.0,U,Jrgfyvnyegalajvjkpaigdyw,O,Santa Rosa,1503007.0,C,MI,United States of America,287531.0,0.0,9.0,Cummins
Glj10816,2.0,375.0,1-548-072-1931,3.0,M,Lasxbipcsnyauaqlgwhmjenrybblsmuehvgixjwhsctt,U,Toronto,2123212.0,H,DC,United States of America,221614.0,0.0,82.0,Graphic Packaging Holding
aob10817,3.0,309.0,1-027-420-1686,9.0,S,vfpkhppjaorvhabbxu,O,Fairbanks,1744147.0,N,NY,United States of America,324232.0,3.0,,Discover Financial Services
AHT10818,2.0,516.0,1-794-212-6452,9.0,D,Ayavtquxdqclsksiqibenruoqpgxkepdvzrjwqdnwpxvkwvdaoipkusidslifxmbpgqicqpswwo,O,Indianapolis,3427871.0,L,AL,United States of America,239547.0,5.0,99.0,Group 1 Automotive
Lxz10819,4.0,319.0,1-076-584-7269,0.0,M,Buzmvjomgnqtvkvhcjgudtigxxkqcqucqgilmhb,R,McAllen,2713771.0,,MD,United States of America,243053.0,1.0,38.0,MasterCard
Ufu10820,2.0,673.0,1-465-838-4956,8.0,M,YBZLXSZENQSVYIEVPCCMYZOD,R,Scottsdale,3526256.0,D,ND,United States of America,101473.0,0.0,74.0,Crane
aby10821,5.0,472.0,1-193-589-4253,,S,Ylorsbymzfhyqnnqvrztttmrhqrjhc,O,Moreno Valley,2956251.0,z,NM,United States of America,392902.0,3.0,,Scholastic
YVQ10822,3.0,707.0,1-482-726-1707,1.0,M,NRPCPDILEYTWBDQEBREOEOWDROZMMMTJDVGPLYIOADDRTCUHXDFUXWJ,O,Frederick,3263403.0,,SD,United States of America,52496.0,4.0,16.0,Steelcase
qmw10823,3.0,709.0,1-855-121-2990,4.0,M,KOUAANXGQJGGOIKKBJGLYWAOQXGUNGDFQCUDKGCNVMZHJQFEMOLJOQAFFZOOBODOQ,O,Richmond,1695466.0,,ME,Canada,395022.0,1.0,25.0,D.R. Horton
XKC10824,3.0,775.0,1-950-765-0467,6.0,S,Goteiod,O,Sherbrooke,1095754.0,S,HI,,98274.0,2.0,99.0,Weyerhaeuser
Ryp10825,0.0,830.0,1-224-009-1614,10.0,D,Pkslwhobasrjfzitskwdtrefmdvojjlxpuaylxrpaiprcqvwtbdujgiedraiclwjol,O,Philadelphia,1938297.0,,SD,United States of America,382055.0,1.0,6.0,HealthSouth
SMO10826,0.0,529.0,1-552-379-3968,0.0,M,Ctihhyoqflljslcrqawpdgemrkjjkqqsighwgcsjtynynrwqrqbjcmnxxtlprwgrkqzs,O,Sandy,1248307.0,,ID,United States of America,123754.0,3.0,25.0,Energy Future Holdings
LGK10827,3.0,690.0,1-357-429-3968,,S,crfwnnpjipcjrvguzcmirrruywrcpoqbuforukfppeyxulcucvhadjwuphufo,O,Norfolk,2326670.0,,HI,United States of America,1969.0,2.0,100.0,Noble Energy
kwc10828,1.0,441.0,,,D,Rusttlpm,U,Pittsburgh,,Z,TN,Canada,456860.0,5.0,56.0,Dr Pepper Snapple Group
Fzp10829,5.0,554.0,1-840-869-8952,2.0,U,hdweeqdprjuauwfsudglhpqsujfhrjaqeynfvekxfaadymadqoesvzfvepenmxsbossftbblfcecshto,O,Grand Rapids,577606.0,s,NJ,United States of America,317619.0,4.0,12.0,CH2M Hill
dms10830,5.0,526.0,1-446-378-7818,10.0,S,Cqirxrjzndxgnweuu,O,Sherbrooke,2986027.0,,NE,United States of America,27254.0,1.0,94.0,Sysco
Avz10831,5.0,457.0,,5.0,M,EAYUIOS,O,New Haven,2498795.0,k,GA,United States of America,468777.0,2.0,83.0,AK Steel Holding
Nyf10832,4.0,424.0,,8.0,M,Siajetehapqzljzfufwftjwvrrlnufdglozd,O,Brownsville,2765571.0,V,WV,United States of America,362991.0,0.0,67.0,PNM Resources
JTF10833,0.0,559.0,1-187-894-9565,4.0,,Rbrie,R,Miami,3933394.0,,MT,United States of America,119200.0,4.0,61.0,Brinker International
Ukd10834,3.0,544.0,1-259-561-7057,9.0,D,AMZFEXDVGHNFZMJUXZIXCQBSIWDAGW,O,Torrance,3830057.0,S,NC,United States of America,58102.0,5.0,37.0,Snap-On
OGB10835,3.0,525.0,1-450-253-0327,8.0,M,Csfuribafjohohuztnyxffpznrokmqwhtswvvxxzdgvffeygcpav,O,Hampton,1373200.0,B,Nova Scotia,United States of America,428624.0,3.0,39.0,Allegheny Technologies
ceo10836,1.0,830.0,1-773-783-5611,3.0,M,zwmajofteuhuqyhveulxku,O,Colorado Springs,158582.0,,NC,United States of America,465832.0,2.0,81.0,
Hrz10837,1.0,752.0,1-965-493-0349,9.0,U,Vfqmeybxomwgbwavrfddopitxkcqripmpfqbsaiccdbsyuspwgvtsiqsidhytg,R,Concord,189255.0,n,MA,Canada,119885.0,2.0,71.0,Ralcorp Holdings
jeb10838,1.0,846.0,1-155-049-8081,,M,Jzciffclpncfjnerspxkjnggcopwrliyhmqqrgxwliuplatbmmkkwcpisgbmfazmvpmmuje,O,Salt Lake City,1109218.0,,OH,United States of America,174669.0,1.0,95.0,Nicor
fkd10839,2.0,558.0,1-452-868-7167,3.0,S,Oasuzotwibzahlaofygtuopstzuntnphytnvesodopmmgaqawodghezwpthe,O,Augusta,3656088.0,,MD,United States of America,156656.0,0.0,47.0,Bed Bath & Beyond
Res10840,2.0,850.0,1-574-507-3746,9.0,M,rzxqt,O,Toledo,473417.0,,IN,United States of America,357920.0,5.0,,HNI
REC10841,1.0,323.0,1-354-477-6595,3.0,M,Uwmakjjvigvigbzvoxdinerrtpzwjnbsmrawnilzrjuadztfpnbqvfhvhcmlgforblum,O,Fort Collins,3434751.0,,HI,Canada,359633.0,0.0,76.0,Lowe's
Yst10842,1.0,842.0,1-924-365-0863,3.0,U,roaabwarrozvqwuuimvmofpkymrby,O,Kansas City,3180166.0,b,GA,United States of America,202099.0,4.0,26.0,Donaldson
Nvs10843,4.0,718.0,1-343-557-5744,8.0,M,FLCKJNHJOSPHCVTNLWLUV,O,Hartford,356321.0,V,British Columbia,United States of America,,3.0,99.0,Ingram Micro
Krm10844,4.0,529.0,,9.0,M,,O,Hollywood,3992021.0,L,KS,United States of America,265342.0,2.0,58.0,Northrop Grumman
qps10845,3.0,609.0,1-066-884-8895,3.0,U,Hzhrnaajlepoaqxddwlgmbbwywxjwrhsdvqecvkjqysjbmfkueivccliuyypsswyrveblaprcdeatqr,R,Concord,1750937.0,N,AL,United States of America,337164.0,0.0,94.0,Lender Processing Services
Fyr10846,3.0,772.0,1-091-698-4789,0.0,D,,O,Saint John,3548008.0,,Ontario,Canada,350915.0,4.0,45.0,Bank of America Corp.
hkj10847,1.0,633.0,,0.0,M,qtdgpshhufcgjbxvvtmlkjcqrdsfqinukouogujntfvfkggvtkuqlqobsejrzuwdo,O,Norfolk,414056.0,j,NE,United States of America,358327.0,4.0,57.0,
smw10848,4.0,494.0,1-109-569-5507,10.0,M,Ajvngvvpfobkf,O,Santa Clara,613222.0,,KY,United States of America,28279.0,5.0,62.0,Leap Wireless International
Urq10849,,592.0,1-343-259-7805,,M,QCGYHBFBPVUWPWGPUPQUHIEZBJBWMCQBGSIUXPJMJTGGASHLVTJXMTEBUMBCCZOU,O,Sherbrooke,2416300.0,M,MN,United States of America,491167.0,2.0,34.0,Nicor
Cbl10850,3.0,455.0,1-453-392-7885,1.0,M,GFTHGSZCFDBUPRGFNEFMHKH,R,Bridgeport,2676453.0,,WA,United States of America,367346.0,,31.0,Source Interlink Cos.
IJX10851,5.0,446.0,1-213-684-9283,0.0,U,tcjzrnkdnynjkiewdkptjzedjrinvbevexlghvmbegvwmjpxjatthockdtvzpaguyjkimjmnqwfgu,O,Oklahoma City,2306581.0,,DC,United States of America,420057.0,4.0,66.0,Xilinx
qpm10852,3.0,,1-237-664-0583,10.0,M,fvisbwgzkgklvrzmnqpfkcvllnclacmtgqthjwywgpya,O,Miami,2251896.0,,Saskatchewan,United States of America,410305.0,4.0,58.0,Cameron International
Hfr10853,3.0,371.0,1-689-879-3736,1.0,M,TSDFZSQXZEKVCNLUNZHQDOQQCKIMWBPLJQQQFMUZJILDIAGBWPBVO,O,Tampa,3052538.0,H,NY,United States of America,326726.0,4.0,40.0,Buildings Materials Corp.
gob10854,4.0,308.0,1-953-647-7827,8.0,M,Vnchpkxbpfxtykanqupfvgoxjzggxbvfwoxqobnqielzjbxdhrgkalwaohyajeodcxurre,,Chicago,3739890.0,F,DC,Canada,418631.0,,63.0,Levi Strauss
Kta10855,0.0,520.0,1-002-821-0001,7.0,M,Whedmnkdjlpigchluhdkfl,U,Concord,1436877.0,,AR,United States of America,323616.0,,39.0,Superior Energy Services
Icr10856,3.0,612.0,1-932-555-0987,6.0,M,Necdnjtpfhsqgnvnxyjiyhkoqntggznydwudkntgremgbybkqkoupvjmi,O,New Orleans,1560760.0,,OH,United States of America,376508.0,3.0,49.0,Murphy Oil
tpm10857,0.0,808.0,1-646-016-4503,6.0,M,oivwpdtdneemectxctlhdzxdhxioqcxhoftoahdsfsbtbruystdu,O,Evansville,,,Quebec,United States of America,476120.0,5.0,100.0,Jabil Circuit
LRI10858,3.0,614.0,1-821-883-5682,6.0,U,Ercwgmjkfajuvninsggcuhpau,U,Worcester,2845352.0,J,AK,United States of America,40122.0,3.0,50.0,Mosaic
ebc10859,2.0,577.0,1-496-563-6016,4.0,M,EMHMWWKPRIZKNCPIF,O,Baltimore,2857909.0,,MN,United States of America,161189.0,5.0,40.0,
Fbi10860,4.0,318.0,1-055-051-9146,3.0,D,wifzvndqpakojptiptrifwznrcxosqmomiozcoltowrvfpritapquwhih,O,Vallejo,1069521.0,,MD,United States of America,400468.0,0.0,76.0,Securian Financial Group
ICR10861,3.0,604.0,1-388-554-0277,1.0,M,nuzqtgwjsbneiyhafnqlgxtxilkfekdowzbjn,O,Durham,,M,KY,United States of America,194902.0,5.0,55.0,Caterpillar
tee10862,0.0,847.0,1-727-292-8078,3.0,M,Doftzhwlgaquqnbjtmxjnlelqjflqsdcjjkuhgbjycdtaxcbmpm,O,Tulsa,3917628.0,,WV,United States of America,13152.0,4.0,88.0,Southwest Airlines
Tin10863,0.0,363.0,1-334-525-9861,1.0,U,kcgvlsjgzukaxiygqumazegwdpdnzumghjcpshsttlxuyyjlebtfhpstr,O,Winnipeg,761443.0,N,CA,United States of America,436025.0,5.0,35.0,Flowserve
Vch10865,,326.0,1-990-107-5564,3.0,M,WEZBXYOGFQTGTTGKFJINGNFZZEIEDWW,O,Corona,1771800.0,r,NJ,United States of America,257165.0,1.0,,Invacare
Pjx10866,,668.0,,4.0,M,FXLIBKRYMQPXVGOVFFZRDHWYAXPHTQUCAOUHQNXKG,R,Sacramento,3022542.0,,GA,United States of America,337894.0,5.0,48.0,BB&T Corp.
Vpf10867,4.0,825.0,1-716-166-9366,5.0,M,PUIFBOFFIWGCHLHGIEBOSTVEFVWNXBGACOTRCRCFZOIYHJGSQFWLYOMULNVLAAAMGCVZEVFELRW,U,San Antonio,1383399.0,,KS,United States of America,356799.0,0.0,52.0,
Gvj10868,1.0,786.0,1-688-045-4901,2.0,M,Pvwopybwrknqsllpcxyms,O,Brownsville,3990771.0,g,WA,United States of America,270117.0,0.0,99.0,Genworth Financial
Xuc10869,1.0,481.0,1-273-772-0860,4.0,M,Jwjwsjcnrybugmdiwtdguaqgxajck,O,Charleston,2450042.0,,MO,United States of America,494908.0,1.0,5.0,Health Management Associates
IVN10870,2.0,313.0,1-131-027-9958,10.0,M,Jgvkbaqhsjluthmvgybamcprljfkqrcvkmuhzj,R,St. Petersburg,3331943.0,T,WI,,,2.0,23.0,International Assets Holding
Rgl10871,4.0,797.0,1-687-841-5725,5.0,U,Jykljxiwemgbbbdhfnneechmw,,Durham,2700892.0,q,ID,Canada,72631.0,4.0,74.0,CACI International
Zin10872,0.0,655.0,1-049-141-1702,4.0,M,Jrkwtdarqqipdxyyulonxxpecfe,O,Hilo,1988778.0,,WI,United States of America,,4.0,80.0,First Data
Adu10873,0.0,735.0,1-905-415-3583,8.0,,gcnwhpornjxchcxlckiltwwpbucakcgdqrflkoxbxbnxkgac,U,Anaheim,726681.0,,CO,Canada,91926.0,4.0,28.0,SunGard Data Systems
Csc10874,1.0,459.0,1-540-914-4756,4.0,D,qntnvkczaxvoeljiprixoafrhpmmjxjdgqqoafadsgepkjsbvxjbunwyszoprbjyrkfnqajeyrbcr,O,Livonia,2337460.0,g,Prince Edward Island,United States of America,234038.0,3.0,5.0,Group 1 Automotive
Ekn10875,1.0,664.0,1-191-268-1646,2.0,U,xgxkrfobkkennyedpefvywwnwsmhwptpzlpm,O,El Monte,736224.0,,MT,United States of America,13154.0,4.0,49.0,Capital One Financial
Sql10876,5.0,817.0,1-419-978-5211,3.0,M,vmvgapslswmqlzjjrrmsgyosqicomgplfzwbpwyriqm,O,Overland Park,608007.0,I,HI,United States of America,489679.0,3.0,24.0,Adams Resources & Energy
GPG10877,0.0,,1-559-928-3346,8.0,U,gknohzlvkkggmfzcvojoqrwtwebgaddicyjuelosnbleiyvomkfibxypetswzbilk,U,Kitchener,3246504.0,,IL,United States of America,134587.0,4.0,9.0,MeadWestvaco
YFJ10878,2.0,753.0,1-052-414-7792,6.0,M,,O,Tacoma,2086761.0,n,RI,United States of America,127730.0,2.0,62.0,Dell
Jqw10879,0.0,582.0,1-165-465-6251,1.0,M,tasguijicdgeenb,O,Charleston,3868264.0,,DC,United States of America,34247.0,3.0,71.0,
Dep10880,2.0,625.0,1-394-137-7064,5.0,,oiejwoaxuqnffkwrphftyveftbdjaawiiiyawxlrrg,R,Wichita,25224.0,D,MT,United States of America,315589.0,4.0,53.0,Jabil Circuit
Zzq10881,2.0,619.0,1-095-184-2788,6.0,W,Hynackuhkubxtyfgfccsdekxdsymgvvhimjquymhxqsqj,O,Iqaluit,2099888.0,W,British Columbia,United States of America,377153.0,2.0,11.0,Abercrombie & Fitch
Pnj10882,2.0,641.0,1-885-088-7182,4.0,M,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,U,Scottsdale,413092.0,,NC,United States of America,31105.0,3.0,78.0,Unum Group
Waw10883,,531.0,1-830-148-9088,5.0,U,,O,Salinas,,Y,Quebec,United States of America,224693.0,3.0,70.0,Fleetwood Enterprises
Yjv10884,1.0,811.0,1-110-165-1188,9.0,M,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,O,Concord,575786.0,,AL,United States of America,350254.0,4.0,39.0,W.R. Grace
