prospect_gncd,prospect_phn,prospect_ncm,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Mjg14215,1-395-107-0050,166669.0,4.0,2.0,,64.0,348.0,O,Supervalu,3.0,3322554.0
Kal14216,1-899-412-2095,398815.0,2.0,1.0,U,27.0,359.0,O,Wendy's/Arby's Group,10.0,1845124.0
Epx14217,1-109-317-1324,332747.0,0.0,3.0,D,87.0,763.0,O,Teledyne Technologies,0.0,1726735.0
Eio14218,1-536-517-5996,319115.0,5.0,2.0,M,73.0,558.0,O,Health Net,10.0,61200.0
Jjj14219,1-693-597-8444,298080.0,1.0,5.0,S,19.0,536.0,U,US Oncology Holdings,1.0,1983697.0
YUB14220,1-709-777-1118,48712.0,2.0,3.0,,40.0,314.0,O,Plexus,1.0,2769292.0
ehj14221,1-924-883-3692,299249.0,,1.0,M,18.0,379.0,O,Illinois Tool Works,2.0,3035246.0
yys14222,1-977-925-6424,64590.0,1.0,4.0,U,75.0,578.0,R,PolyOne,8.0,1832820.0
exq14223,1-135-376-8167,275890.0,4.0,3.0,M,72.0,734.0,R,Universal,2.0,1737584.0
DMV14224,1-122-810-8888,497839.0,1.0,4.0,,14.0,621.0,O,National Semiconductor,1.0,194157.0
NUD14225,1-473-339-7117,84024.0,0.0,3.0,S,9.0,678.0,R,PHH,8.0,124372.0
Tio14226,1-811-842-3532,441717.0,3.0,0.0,M,64.0,393.0,O,Ashland,4.0,1217113.0
kxb14227,1-903-780-6290,163710.0,0.0,0.0,M,43.0,335.0,,Bank of New York Mellon Corp.,1.0,2332247.0
Svq14228,1-266-050-6191,139376.0,2.0,1.0,U,95.0,705.0,O,Devon Energy,6.0,322854.0
Tnq14229,1-508-789-7958,297058.0,3.0,,M,48.0,445.0,O,Best Buy,3.0,2978048.0
Rfz14230,1-696-817-0490,369231.0,5.0,5.0,W,1.0,783.0,O,ConAgra Foods,8.0,1721750.0
aur14231,1-817-949-2173,,1.0,3.0,M,8.0,,R,Enersys,6.0,2691114.0
Owh14232,1-883-789-1239,368012.0,2.0,2.0,M,20.0,605.0,O,Brown-Forman,3.0,3847292.0
AIR14233,1-639-233-0138,306832.0,5.0,4.0,U,82.0,340.0,O,Franklin Resources,1.0,3487148.0
Gvc14234,1-374-347-4023,,0.0,4.0,M,85.0,561.0,O,M&T Bank Corp.,2.0,
cep14235,1-320-449-1283,483214.0,3.0,5.0,U,,464.0,O,Kennametal,9.0,94947.0
ZTL14236,1-761-790-0824,127514.0,2.0,3.0,S,46.0,521.0,U,Urban Outfitters,10.0,3341326.0
oxl14237,1-263-759-3695,2106.0,2.0,0.0,U,1.0,346.0,O,Lennar,6.0,687399.0
Qcg14238,1-113-289-4735,161464.0,3.0,5.0,,14.0,319.0,,Furniture Brands International,0.0,3779858.0
ZRE14239,1-925-398-7849,121423.0,1.0,2.0,S,20.0,427.0,O,MDU Resources Group,10.0,3392308.0
MGA14240,1-980-489-4713,420041.0,2.0,2.0,U,88.0,698.0,,Altria Group,4.0,2695225.0
NAY14241,1-815-496-5162,299851.0,5.0,4.0,M,44.0,523.0,U,Oil States International,10.0,2493944.0
Kgp14242,1-688-450-0456,78705.0,,4.0,M,35.0,639.0,R,Vulcan Materials,7.0,
Mau14243,1-532-604-2766,89485.0,5.0,1.0,D,53.0,438.0,U,New York Life Insurance,2.0,1460426.0
AMB14244,1-680-188-6384,376881.0,1.0,0.0,M,36.0,724.0,O,Toll Brothers,10.0,1203234.0
Tbh14245,1-042-708-1097,255269.0,3.0,4.0,D,34.0,715.0,O,PerkinElmer,2.0,3378118.0
fys14246,1-240-249-0398,422183.0,4.0,2.0,M,32.0,485.0,O,Kroger,0.0,3064328.0
Xkr14247,1-393-131-8302,,1.0,1.0,D,22.0,403.0,O,Brunswick,4.0,1726792.0
EMS14248,1-831-243-7259,399224.0,5.0,5.0,D,36.0,470.0,O,JohnsonDiversey,3.0,1178058.0
Xll14249,1-260-406-1463,28149.0,5.0,5.0,M,88.0,320.0,O,Sentry Insurance Group,10.0,2157953.0
Pxb14250,1-756-949-3301,336314.0,3.0,5.0,U,81.0,668.0,U,Sauer-Danfoss,7.0,3231652.0
Khf14251,1-182-448-0993,131372.0,3.0,4.0,W,79.0,607.0,R,CC Media Holdings,9.0,1350603.0
Qsn14252,1-681-217-1806,324977.0,0.0,0.0,U,68.0,424.0,R,Merrill Lynch,1.0,1556831.0
pqj14253,1-684-176-1446,154695.0,3.0,2.0,M,51.0,453.0,O,Pacific Life,8.0,357300.0
Tyo14254,1-892-368-7827,194793.0,2.0,2.0,M,80.0,372.0,O,Georgia Gulf,3.0,247527.0
KKE14255,1-771-249-4670,34827.0,3.0,1.0,D,37.0,487.0,R,Medco Health Solutions,5.0,1748488.0
NMU14256,1-415-423-4796,219139.0,2.0,0.0,,90.0,,O,Calumet Specialty Products,1.0,1708972.0
Czu14257,1-919-234-8186,49565.0,4.0,2.0,S,68.0,492.0,U,Dresser-Rand Group,10.0,622205.0
TSK14258,1-581-808-9143,269211.0,3.0,0.0,M,46.0,655.0,O,T. Rowe Price,4.0,472251.0
fer14259,1-170-377-8645,315770.0,0.0,1.0,M,31.0,732.0,,American Financial Group,3.0,3150667.0
Prt14260,1-855-194-6984,129768.0,4.0,0.0,S,72.0,,R,Allegheny Technologies,1.0,3123250.0
Two14261,1-799-784-7536,5098.0,0.0,0.0,U,91.0,304.0,R,IAC/InterActiveCorp,4.0,281226.0
Eky14262,1-828-094-7882,350527.0,1.0,2.0,W,70.0,407.0,R,Omnicare,6.0,2650061.0
Ofh14263,1-277-904-5029,115454.0,5.0,0.0,M,30.0,834.0,U,Medco Health Solutions,7.0,3694059.0
UMF14264,1-378-677-5195,484429.0,1.0,3.0,W,87.0,651.0,O,Valero Energy,7.0,3810302.0
mqo14265,1-851-569-9923,,2.0,5.0,U,,783.0,O,,1.0,2511260.0
LWU14266,1-464-893-2950,282852.0,2.0,3.0,W,89.0,549.0,R,Acuity Brands,3.0,790850.0
fnq14267,1-024-843-0466,450536.0,2.0,3.0,D,40.0,382.0,U,Cinemark Holdings,0.0,23795.0
Zft14268,1-899-779-5888,351300.0,2.0,2.0,D,83.0,775.0,O,Oshkosh,6.0,1039574.0
CWL14269,1-298-424-1982,329266.0,0.0,0.0,,49.0,669.0,O,PolyOne,3.0,2067591.0
Dus14270,1-636-381-3399,57916.0,2.0,,S,83.0,800.0,O,Lubrizol,5.0,2412888.0
Mtm14271,1-742-353-5115,477886.0,3.0,2.0,M,11.0,,R,Comcast,10.0,3572005.0
Nqd14272,1-975-987-7731,157447.0,2.0,5.0,W,61.0,425.0,O,,7.0,3685408.0
jej14273,1-288-266-8559,59946.0,2.0,5.0,U,99.0,721.0,O,Thomas & Betts,4.0,
vrs14274,1-930-792-1510,77628.0,4.0,3.0,M,28.0,478.0,O,Wendy's/Arby's Group,2.0,2557649.0
cxp14275,1-469-096-5308,292215.0,4.0,2.0,M,7.0,839.0,O,Carlisle,4.0,1854365.0
QHZ14276,1-478-913-9328,108924.0,2.0,,W,36.0,506.0,O,Tellabs,1.0,123629.0
qhv14277,1-842-370-2871,202186.0,2.0,5.0,M,60.0,523.0,R,,3.0,1756024.0
oci14278,1-984-144-3465,249473.0,3.0,4.0,M,65.0,564.0,R,Adobe Systems,2.0,1179454.0
Bzr14279,1-266-098-5041,74270.0,4.0,5.0,U,11.0,,R,Amazon.com,5.0,1711531.0
hbt14280,1-110-082-3023,169220.0,5.0,0.0,M,0.0,418.0,O,Protective Life,5.0,
Azm14281,1-051-783-8770,5021.0,4.0,2.0,,71.0,789.0,R,Pactiv,10.0,2498431.0
nca14282,1-050-937-0437,402874.0,1.0,1.0,U,37.0,602.0,O,Maxim Integrated Products,1.0,201392.0
uup14283,1-686-152-3889,296549.0,4.0,3.0,M,45.0,574.0,R,Laboratory Corp. of America,0.0,2994924.0
Zwu14284,1-236-868-2042,46268.0,3.0,2.0,M,89.0,,O,Level 3 Communications,,171299.0
Vkd14285,1-958-444-1377,151542.0,1.0,1.0,M,4.0,,R,Discover Financial Services,4.0,3194011.0
Nas14286,1-175-764-0691,468589.0,4.0,1.0,W,,381.0,O,Hudson City Bancorp,4.0,3394308.0
Pmv14287,1-615-391-4843,27657.0,0.0,1.0,M,11.0,650.0,,Worthington Industries,7.0,3783213.0
HBH14288,1-240-911-5698,445358.0,5.0,2.0,S,52.0,436.0,O,Campbell Soup,7.0,22288.0
Osl14289,1-063-383-2557,107494.0,1.0,,U,98.0,771.0,O,,,3711927.0
Kdi14290,1-947-847-4779,367326.0,3.0,0.0,W,92.0,610.0,U,Mettler-Toledo International,2.0,3761376.0
MVM14291,1-282-244-2444,166876.0,3.0,4.0,U,60.0,833.0,R,Global Partners,3.0,1865538.0
Pof14292,1-056-814-5352,255251.0,4.0,5.0,M,61.0,700.0,O,Hayes Lemmerz,10.0,1545232.0
Vvi14293,1-613-608-0267,369684.0,3.0,0.0,S,3.0,761.0,O,SAIC,0.0,956334.0
Cfe14294,1-660-633-6578,77586.0,2.0,0.0,D,66.0,381.0,O,A. Schulman,3.0,3588455.0
Mun14295,1-250-995-5327,84054.0,3.0,2.0,S,29.0,343.0,O,Hudson City Bancorp,1.0,3764810.0
Qqo14296,1-258-291-9433,108760.0,4.0,4.0,U,32.0,672.0,O,Google,10.0,846907.0
YLC14297,1-016-216-4112,139949.0,0.0,0.0,M,47.0,335.0,O,Interstate Bakeries,2.0,2357547.0
xqn14298,1-768-181-0906,335099.0,1.0,4.0,M,51.0,587.0,,DirecTV Group,6.0,1181161.0
Sag14299,1-072-937-3465,245190.0,0.0,0.0,M,18.0,673.0,O,ManTech International,2.0,2903123.0
Bao14300,1-735-857-6903,478060.0,4.0,0.0,D,12.0,585.0,O,Southern,4.0,114187.0
Nzu14301,,477294.0,3.0,0.0,S,,693.0,U,,0.0,694118.0
Rbd14302,1-517-486-6553,80794.0,2.0,4.0,S,7.0,485.0,U,Seaboard,7.0,405090.0
Eop14303,1-703-025-4726,342479.0,2.0,3.0,U,58.0,822.0,O,Duke Energy,9.0,1408206.0
xeb14304,1-207-067-8348,209398.0,4.0,1.0,S,,448.0,O,PNM Resources,8.0,1244763.0
Dua14305,1-606-842-8119,189915.0,1.0,4.0,M,61.0,682.0,,Enbridge Energy Partners,0.0,3727747.0
Ioa14306,1-974-230-8099,,0.0,4.0,W,77.0,793.0,R,Universal Forest Products,1.0,170430.0
Ehv14307,1-642-857-1872,104305.0,5.0,2.0,U,52.0,495.0,O,,5.0,3890558.0
bem14308,1-124-073-0068,488881.0,3.0,4.0,U,47.0,596.0,O,,,1250010.0
Hth14309,1-470-626-5356,,3.0,5.0,U,77.0,361.0,O,Liz Claiborne,9.0,3297141.0
JXI14310,1-543-781-8820,,,2.0,M,38.0,742.0,R,BJ Services,8.0,1486747.0
Cwk14311,1-146-512-7151,395131.0,5.0,5.0,U,38.0,751.0,O,Expedia,6.0,1137672.0
YFI14312,1-185-650-3467,76368.0,0.0,1.0,M,97.0,582.0,O,PepsiCo,0.0,3682552.0
Uck14313,1-227-944-0589,281155.0,3.0,2.0,D,91.0,784.0,R,Phoenix,2.0,
KXE14314,1-144-228-8381,239023.0,5.0,0.0,M,40.0,627.0,O,Allstate,9.0,272940.0
bcy14315,1-713-961-8769,220595.0,3.0,3.0,,31.0,482.0,O,McClatchy,7.0,
OZS14316,1-626-942-8519,49702.0,2.0,3.0,M,8.0,415.0,R,Helix Energy Solutions Group,6.0,473652.0
Ipr14317,1-286-351-3076,23367.0,0.0,2.0,M,50.0,708.0,O,Scholastic,5.0,2382860.0
mfs14318,,399303.0,2.0,3.0,M,43.0,568.0,R,MGM Mirage,3.0,2025087.0
Npm14319,1-584-090-9521,47756.0,5.0,2.0,W,9.0,501.0,O,USG,,3435641.0
Erb14320,1-018-009-6742,231626.0,1.0,,M,75.0,656.0,O,Cablevision Systems,8.0,3921893.0
now14321,1-061-724-0731,53642.0,2.0,4.0,,85.0,813.0,O,Protective Life,1.0,23463.0
Koc14322,1-022-106-1148,51067.0,2.0,0.0,U,44.0,388.0,O,Assurant,2.0,3400991.0
VCT14323,1-172-025-6457,,5.0,1.0,M,66.0,834.0,O,United Services Automobile,8.0,2045175.0
ATH14324,1-721-807-1477,482621.0,4.0,1.0,S,43.0,504.0,O,Select Medical Holdings,,1501916.0
Wzi14325,1-759-544-7200,75916.0,3.0,3.0,M,22.0,727.0,,Quiksilver,7.0,1225797.0
Ytf14326,1-761-036-9479,360863.0,1.0,,M,,544.0,O,NuStar Energy,10.0,75912.0
erq14327,1-921-064-4300,99177.0,4.0,4.0,D,82.0,783.0,O,SAIC,10.0,2377185.0
Tzz14328,1-793-190-6995,30780.0,5.0,5.0,U,36.0,422.0,O,Tiffany & Co,6.0,48862.0
NSD14329,1-480-035-4741,434785.0,,0.0,M,57.0,673.0,R,Southwest Airlines,8.0,1829664.0
Qmd14330,,404943.0,3.0,3.0,U,29.0,317.0,R,Masco,6.0,1073646.0
cti14331,1-845-141-4063,116366.0,2.0,4.0,S,41.0,313.0,O,Exide Technologies,,1723913.0
uvb14332,1-363-990-6212,267173.0,5.0,1.0,M,31.0,344.0,R,Harman International Ind.,8.0,1063839.0
qqj14333,1-905-625-0625,322445.0,5.0,1.0,M,72.0,488.0,O,Brown Shoe,3.0,1070991.0
mhh14334,1-668-755-4784,319200.0,3.0,4.0,M,65.0,651.0,O,Brunswick,0.0,
zbk14335,1-445-639-4001,277469.0,3.0,5.0,M,16.0,514.0,O,Eagle Rock Energy Partners,2.0,
jcj14336,1-144-686-5831,462515.0,5.0,0.0,S,32.0,310.0,R,NBTY,5.0,351485.0
erb14337,1-880-624-0318,,3.0,0.0,M,39.0,584.0,O,Paccar,7.0,2510378.0
exd14338,1-817-633-1185,35561.0,,2.0,W,7.0,778.0,O,Granite Construction,6.0,268764.0
IWX14339,1-998-055-4109,370801.0,4.0,2.0,M,56.0,653.0,O,Flowers Foods,3.0,634180.0
Amh14340,1-949-660-8555,360406.0,5.0,3.0,W,46.0,374.0,R,Jones Lang LaSalle,9.0,741713.0
VNU14341,1-776-320-1845,495672.0,0.0,4.0,U,47.0,,O,Affiliated Computer Services,10.0,3312281.0
Kef14342,1-808-615-6450,95371.0,,3.0,U,67.0,850.0,O,Eastman Kodak,10.0,1181115.0
zmg14343,1-276-622-7430,123369.0,1.0,3.0,M,74.0,662.0,O,MSC Industrial Direct,0.0,3555262.0
Klc14344,1-361-761-1014,,5.0,4.0,M,23.0,319.0,R,Aventine Renewable Energy,5.0,3492950.0
qox14345,1-938-861-8366,367473.0,0.0,1.0,S,69.0,767.0,O,Comerica,4.0,546227.0
Fih14346,1-086-212-1033,159505.0,5.0,2.0,,88.0,797.0,O,Constellation Energy,3.0,3943292.0
Wla14347,1-443-304-9881,73697.0,1.0,1.0,U,31.0,462.0,O,Wesco International,,1814873.0
YHN14348,1-467-727-9361,,3.0,4.0,U,13.0,554.0,U,Neiman Marcus,9.0,3626487.0
QIJ14349,,307020.0,4.0,0.0,M,45.0,557.0,O,Mercury General,3.0,2109166.0
USM14350,1-724-945-7374,320661.0,5.0,4.0,U,9.0,654.0,R,Intuit,3.0,242007.0
Lea14351,1-576-834-0148,322224.0,2.0,2.0,S,79.0,683.0,O,McGraw-Hill,2.0,1491431.0
Stf14352,1-491-986-9352,480261.0,5.0,,M,30.0,632.0,O,Energizer Holdings,7.0,2342083.0
WKZ14353,1-077-763-4195,366909.0,5.0,2.0,U,12.0,,R,Intel,10.0,385957.0
lsd14354,1-324-594-6236,478958.0,5.0,1.0,U,14.0,688.0,O,Sonic Automotive,1.0,3302731.0
Qhp14355,1-964-033-6924,266268.0,5.0,2.0,U,54.0,588.0,R,Symantec,1.0,173992.0
Ozz14356,1-050-018-2160,405417.0,3.0,3.0,M,88.0,637.0,O,American International Group,10.0,980268.0
jna14357,1-675-855-7571,132516.0,3.0,1.0,U,2.0,640.0,O,Perrigo,8.0,662673.0
Lpb14358,1-081-314-7289,429271.0,4.0,3.0,M,61.0,761.0,O,Cracker Barrel Old Country,3.0,498358.0
UEP14359,1-259-486-5647,184507.0,1.0,0.0,W,14.0,775.0,O,,1.0,3623607.0
dmx14360,1-959-179-8642,,1.0,,U,27.0,628.0,O,Helix Energy Solutions Group,6.0,2141106.0
Xsl14361,1-624-202-4158,225023.0,5.0,0.0,D,20.0,798.0,O,Iasis Healthcare,3.0,1477561.0
KGT14362,1-973-611-2303,438811.0,2.0,2.0,M,65.0,,O,Hertz Global Holdings,9.0,2909566.0
Jpo14363,1-363-980-1831,227468.0,4.0,4.0,S,17.0,320.0,O,Northwestern Mutual,,1178597.0
guo14364,1-892-994-9793,456512.0,2.0,4.0,U,82.0,568.0,O,DTE Energy,0.0,2831005.0
WRC14365,1-285-572-7615,460160.0,2.0,3.0,S,41.0,705.0,O,Joy Global,4.0,1858460.0
Vij14366,1-646-647-6992,187618.0,5.0,0.0,S,58.0,578.0,O,Snap-On,7.0,3317213.0
Qej14367,1-555-049-5554,488866.0,1.0,2.0,S,50.0,354.0,R,Plains Exploration,2.0,3980017.0
Tqz14368,1-280-072-5238,444962.0,2.0,1.0,W,89.0,668.0,O,Coca-Cola Enterprises,6.0,3457866.0
CLH14369,1-863-203-6498,499056.0,4.0,5.0,U,12.0,369.0,O,Buckeye GP Holdings,1.0,278585.0
Fct14370,1-450-733-5018,98267.0,,3.0,S,82.0,,,Integrys Energy Group,2.0,1459764.0
cru14371,1-191-360-9125,358619.0,5.0,,S,38.0,439.0,R,Cooper-Standard Holdings,4.0,2679173.0
JEF14372,1-961-279-7183,474392.0,1.0,4.0,S,17.0,640.0,O,,3.0,
Sox14373,1-501-567-4652,402628.0,4.0,3.0,D,32.0,481.0,U,,,3223339.0
Xll14374,1-235-550-7015,302042.0,3.0,2.0,U,4.0,356.0,O,Marriott International,4.0,485851.0
Lsp14375,1-905-293-8200,439973.0,0.0,0.0,U,72.0,627.0,R,BB&T Corp.,2.0,3877401.0
Civ14376,1-068-628-1298,153370.0,4.0,5.0,D,7.0,399.0,O,Plains All American Pipeline,5.0,2113722.0
Dct14377,1-953-012-0279,186181.0,2.0,3.0,U,99.0,814.0,R,Mettler-Toledo International,4.0,1052651.0
Ggy14378,1-613-057-0710,493663.0,3.0,2.0,S,53.0,722.0,U,PG&E Corp.,7.0,2843892.0
IZT14379,1-575-614-0866,377463.0,3.0,1.0,M,5.0,683.0,O,HSN,3.0,3964811.0
Hsz14380,1-539-220-9202,411899.0,5.0,3.0,U,64.0,544.0,O,MPS Group,8.0,447743.0
jyt14381,1-410-583-3558,447763.0,0.0,5.0,W,43.0,451.0,O,Lithia Motors,7.0,3982933.0
Llj14382,1-840-141-0267,484770.0,5.0,5.0,M,71.0,,O,H.J. Heinz,9.0,1059550.0
QTP14383,1-178-473-4942,73639.0,4.0,5.0,,87.0,578.0,O,Danaher,8.0,745124.0
jwy14384,1-120-011-3497,174467.0,0.0,2.0,U,48.0,589.0,O,TECO Energy,8.0,1922274.0
Pxv14385,1-485-725-8328,197132.0,4.0,4.0,U,,703.0,O,Mirant,1.0,
Ijh14386,1-108-046-2284,467114.0,1.0,3.0,W,86.0,767.0,O,Autodesk,4.0,1316528.0
Sen14387,1-064-669-7551,317019.0,4.0,2.0,S,1.0,818.0,U,Textron,8.0,3996579.0
Gxr14388,,382645.0,1.0,4.0,S,55.0,848.0,O,URS,2.0,1190286.0
TGW14389,1-595-070-4717,441559.0,4.0,,M,15.0,453.0,O,Spectrum Brands,4.0,3731400.0
Elc14390,1-767-052-9555,42506.0,0.0,4.0,W,94.0,393.0,R,AGL Resources,7.0,221386.0
RHN14391,1-843-997-2048,285530.0,3.0,0.0,M,80.0,773.0,,Comcast,9.0,632839.0
Lny14392,1-627-346-4752,165938.0,2.0,,D,,428.0,O,Tupperware Brands,6.0,617692.0
peg14393,1-661-236-7444,228600.0,2.0,5.0,S,76.0,300.0,,Snap-On,6.0,939163.0
Yrv14394,1-174-930-3420,123413.0,3.0,3.0,S,27.0,307.0,O,Molina Healthcare,5.0,223537.0
vtk14395,1-504-327-2209,344417.0,2.0,3.0,W,97.0,782.0,R,Michaels Stores,4.0,3022300.0
los14396,1-773-162-0677,17690.0,4.0,1.0,M,22.0,776.0,O,GMAC,3.0,
Kws14397,1-124-339-2590,339484.0,2.0,1.0,S,63.0,486.0,O,,9.0,3612621.0
Zqf14398,1-665-186-6426,88344.0,3.0,1.0,U,63.0,665.0,R,American National Insurance,10.0,2125666.0
MPT14399,1-235-882-0397,392499.0,,2.0,M,52.0,461.0,O,Radian Group,5.0,3797853.0
egs14400,1-322-746-5011,276525.0,2.0,2.0,S,49.0,835.0,O,ProLogis,8.0,
Enq14401,1-896-529-8169,440288.0,1.0,5.0,M,65.0,344.0,O,Brunswick,3.0,997085.0
PYJ14402,1-619-560-2386,308589.0,1.0,2.0,M,77.0,370.0,R,Lexmark International,6.0,605329.0
bpm14403,1-130-474-9643,221003.0,3.0,1.0,W,57.0,323.0,O,Paccar,6.0,2245371.0
lhr14404,1-587-078-5058,67392.0,0.0,3.0,W,8.0,644.0,R,,2.0,3794676.0
Xyk14405,1-252-358-8043,430609.0,0.0,2.0,U,73.0,830.0,O,,0.0,3498774.0
gmu14406,1-645-646-1576,,3.0,1.0,D,4.0,609.0,R,Invacare,2.0,962290.0
XDZ14407,1-732-421-8341,,4.0,5.0,U,24.0,534.0,O,Dell,3.0,2649797.0
FCC14408,1-717-254-4033,91881.0,5.0,3.0,S,53.0,390.0,O,Air Products & Chemicals,5.0,1949816.0
LQA14409,1-846-170-8026,335545.0,0.0,3.0,M,52.0,406.0,U,Anixter International,6.0,1987244.0
VRM14410,1-124-004-8682,466209.0,1.0,1.0,M,31.0,636.0,O,Omnicare,6.0,3860493.0
Fup14411,1-513-119-0420,233521.0,3.0,1.0,M,15.0,757.0,O,Robert Half International,4.0,1147099.0
fth14412,1-756-966-9228,427500.0,3.0,5.0,U,24.0,513.0,O,A. Schulman,3.0,1791021.0
Ghx14413,1-538-366-1984,264456.0,4.0,0.0,M,8.0,810.0,R,Varian Medical Systems,2.0,1466584.0
POM14414,1-375-648-9313,281839.0,0.0,0.0,D,15.0,756.0,O,Portland General Electric,2.0,2946602.0
Guh14415,1-764-019-9328,,5.0,2.0,U,52.0,,U,Pilgrim's Pride,4.0,1185601.0
uke14416,1-095-539-6359,264217.0,0.0,2.0,D,68.0,659.0,O,Wynn Resorts,8.0,36774.0
Iyl14417,1-625-459-5085,27104.0,3.0,4.0,M,61.0,733.0,O,Family Insurance Group,5.0,2557767.0
Elo14418,1-429-446-1718,198635.0,4.0,0.0,M,9.0,746.0,O,Watson Pharmaceuticals,10.0,961558.0
Gxq14419,1-081-187-2160,17675.0,1.0,4.0,M,59.0,593.0,U,Peter Kiewit Sons',9.0,2389496.0
Drm14420,1-167-750-3875,128905.0,3.0,2.0,S,98.0,495.0,O,,6.0,2462830.0
Uhe14421,1-430-040-6867,307448.0,4.0,1.0,M,,424.0,O,Boise,7.0,2623588.0
svq14422,1-888-844-9831,411546.0,5.0,0.0,M,10.0,344.0,O,Lam Research,10.0,2946688.0
Hqd14423,1-965-373-2849,194697.0,5.0,4.0,M,58.0,839.0,O,Nvidia,4.0,739992.0
Flm14424,1-165-726-7840,317823.0,1.0,4.0,M,72.0,523.0,R,Ameren,3.0,1499108.0
siy14425,1-081-472-4861,298980.0,3.0,4.0,M,64.0,403.0,O,MDU Resources Group,1.0,3679780.0
JOU14426,1-354-015-5055,108872.0,5.0,,M,75.0,779.0,R,Manitowoc,9.0,1044972.0
VEK14427,1-015-518-1058,445146.0,2.0,2.0,M,32.0,823.0,O,Delta Air Lines,4.0,2109185.0
wpy14428,1-864-431-4884,374383.0,3.0,0.0,M,18.0,434.0,R,BearingPoint,9.0,1925304.0
vxs14429,1-588-732-5233,265640.0,5.0,5.0,S,36.0,316.0,,AT&T,9.0,3771856.0
DID14430,1-585-479-3947,491569.0,1.0,2.0,D,77.0,356.0,R,UnitedHealth Group,3.0,456803.0
qmb14431,1-782-909-7372,86179.0,0.0,1.0,S,30.0,716.0,U,Ryland Group,8.0,2319354.0
Sbq14432,1-738-725-7861,287461.0,5.0,5.0,S,83.0,632.0,,Sears Holdings,3.0,3118808.0
Lkd14433,1-561-107-8245,42412.0,5.0,2.0,,35.0,714.0,O,Wells Fargo,1.0,1543509.0
XIR14434,1-913-263-2152,,0.0,3.0,W,92.0,349.0,O,Simon Property Group,6.0,1884351.0
Mxh14435,1-700-227-1446,417262.0,0.0,5.0,M,99.0,371.0,O,WABCO Holdings,5.0,1349046.0
Axx14436,1-286-589-8348,250564.0,0.0,5.0,M,5.0,783.0,O,EOG Resources,3.0,2538814.0
mse14437,1-718-382-5659,288437.0,2.0,4.0,M,64.0,568.0,O,National Oilwell Varco,3.0,1268025.0
Kcv14438,1-891-409-7907,70733.0,5.0,1.0,M,42.0,638.0,O,Quanta Services,9.0,3805064.0
Zwh14439,1-035-434-6786,283983.0,3.0,2.0,M,19.0,543.0,R,Johnson & Johnson,2.0,2872318.0
ucf14440,1-162-512-9416,437550.0,,4.0,M,20.0,610.0,O,IAC/InterActiveCorp,,3571944.0
ujr14441,1-221-647-3564,138058.0,1.0,0.0,M,99.0,596.0,O,Waste Management,0.0,971491.0
Mxn14442,1-613-155-4348,167207.0,0.0,0.0,M,46.0,660.0,U,Interstate Bakeries,3.0,2566618.0
CME14443,1-971-553-0450,63401.0,1.0,3.0,U,42.0,829.0,O,T. Rowe Price,1.0,1217027.0
Nvi14444,1-815-598-1025,125871.0,2.0,1.0,D,100.0,353.0,R,Lincoln National,3.0,1305914.0
Qde14445,1-243-035-3005,498551.0,0.0,5.0,M,71.0,467.0,O,General Cable,0.0,610123.0
Sos14446,1-883-782-2111,349969.0,2.0,5.0,U,19.0,652.0,O,CB Richard Ellis Group,7.0,2252668.0
mkl14447,1-411-059-2120,86109.0,1.0,3.0,U,26.0,395.0,O,Abercrombie & Fitch,9.0,1308313.0
HON14448,1-691-712-2251,265194.0,2.0,4.0,S,72.0,703.0,O,Rite Aid,,2060402.0
SSY14449,1-567-456-2694,41052.0,,1.0,W,3.0,,U,Verso Paper,7.0,1618891.0
qdr14450,1-639-197-5305,121978.0,3.0,4.0,U,8.0,730.0,O,General Electric,9.0,
Vlu14451,1-076-221-7493,17419.0,3.0,3.0,S,28.0,483.0,O,M&F Worldwide,9.0,904017.0
Fcd14452,1-375-088-5573,48689.0,5.0,5.0,S,88.0,670.0,O,Dominion Resources,1.0,1802901.0
Enb14453,1-374-365-7710,354222.0,4.0,4.0,S,46.0,655.0,O,,8.0,2669015.0
Gxu14454,1-891-062-6875,55393.0,0.0,3.0,M,81.0,429.0,R,Live Nation,7.0,3398747.0
Cog14455,1-637-981-6496,223509.0,4.0,4.0,S,56.0,455.0,O,Duke Energy,5.0,163753.0
xal14456,1-403-836-7724,284900.0,1.0,5.0,,12.0,774.0,O,Mirant,8.0,488537.0
Tyb14457,1-847-812-8261,74961.0,4.0,1.0,,64.0,732.0,O,Targa Resources,0.0,3636410.0
Dtv14458,1-715-702-2852,5276.0,4.0,3.0,M,56.0,745.0,O,Alpha Natural Resources,10.0,411833.0
Iwl14459,1-451-177-5272,479377.0,1.0,0.0,M,64.0,567.0,O,El Paso,10.0,1763531.0
Jwj14460,1-764-551-0682,88670.0,5.0,1.0,U,67.0,424.0,O,Fiserv,4.0,791553.0
UTN14461,1-758-482-3030,354931.0,4.0,5.0,M,,435.0,O,,4.0,521350.0
Itv14462,,70039.0,4.0,4.0,M,66.0,624.0,O,Centene,8.0,1897562.0
