prospect_AgeID,prospect_MaSta,prospect_NumChil,prospect_Ph,prospect_Sta,prospect_In,prospect_NeWo,prospect_Ge,prospect_FiNa,prospect_CreRa,prospect_Emp,prospect_Ci,prospect_MiInit,prospect_PosCo,prospect_Ag,prospect_Co,prospect_NumC,prospect_OOReF,prospect_NumCrCa
Ybv7643,D,3.0,1-028-849-5461,WV,184669.0,2123972.0,,Fykbowmpxpbb,,Herman Miller,Yonkers,,OCNCREZ,39.0,United States of America,5.0,O,1.0
Rim7644,S,0.0,1-480-785-4021,IN,126989.0,112782.0,,Ruagwhiorgizpmbphjerywjrr,,Kindred Healthcare,Atlanta,F,JXOGSVJ,90.0,United States of America,0.0,R,3.0
gnf7645,M,4.0,1-443-132-4138,MS,48144.0,248311.0,,teldp,460.0,Arch Coal,Hayward,,Iqtso,7.0,Canada,1.0,,3.0
Wxp7646,,4.0,1-143-020-1234,CO,377787.0,3719851.0,F,Tmhxnpfgyifx,793.0,Whirlpool,Savannah,C,Uxgvbwop,95.0,United States of America,5.0,O,8.0
Dxh7647,U,5.0,1-475-304-3486,PA,323782.0,1920385.0,m,Fpchjcvsrkakkqqsojokdrg,821.0,Arrow Electronics,Fullerton,N,Ovsiu,59.0,Canada,5.0,O,8.0
Aqo7648,S,2.0,1-677-882-6792,DE,31880.0,576903.0,,Heiehcgec,,Rock-Tenn,Overland Park,,Frqdqbs,13.0,United States of America,3.0,O,6.0
fen7649,D,3.0,1-151-067-7411,Prince Edward Island,390190.0,1855037.0,,sgapkfrztiyyayezulvi,643.0,R.H. Donnelley,Alexandria,s,waiitdv,58.0,United States of America,5.0,O,8.0
CMQ7650,U,1.0,1-645-553-4591,TN,413821.0,2954046.0,,Nohjtayoycptngwoitqzhmuf,817.0,Pall,Fort Collins,,Vlmzifrfolfs,67.0,Canada,4.0,O,2.0
Yhb7651,,2.0,1-670-793-5351,CA,301451.0,952096.0,f,QIGFYQTIPFYCR,702.0,Burlington Coat Factory,Santa Fe,,DKXNSUJQRKGM,68.0,United States of America,1.0,O,10.0
mbw7652,D,0.0,1-049-843-6473,TN,5888.0,3382998.0,,evwjgjrsttnkbmhmmrswodkvwdqo,409.0,Forest Laboratories,Simi Valley,L,Vzvadviukgid,17.0,United States of America,1.0,O,2.0
xas7653,,2.0,1-739-185-6579,FL,254404.0,3772196.0,,SMOQFUQUOWABMRDKJPFC,617.0,Moody's,Mesa,Y,Jjtgz,44.0,United States of America,2.0,O,6.0
MKM7654,M,0.0,1-215-295-5893,TN,290984.0,3180080.0,M,Jzwgkirmjeznhbniytvkxnhhar,,Fidelity National Financial,Simi Valley,,TMWLE,16.0,United States of America,3.0,O,5.0
Jgi7655,M,5.0,,OR,441847.0,3971412.0,F,IMPCDEPQTVPBRBNJNLWAPSYUW,756.0,Amphenol,Charlotte,,Lfmjqz,27.0,United States of America,5.0,O,
Mwv7656,D,4.0,1-515-341-8405,ME,373240.0,1488210.0,,Ewwyolurheysjpusipgrmydspux,484.0,Int. Business Machines,St. Petersburg,,bserucmdlez,59.0,United States of America,2.0,R,5.0
YOY7657,S,4.0,1-249-978-7278,SC,461444.0,2621373.0,,Indhpnqswpoplupdlejxhjm,589.0,Int. Flavors & Fragrances,Washington,,Nobgu,8.0,United States of America,1.0,O,9.0
Gja7658,S,4.0,1-471-716-6210,Ontario,255072.0,1021949.0,m,Dahur,380.0,Gilead Sciences,Tallahassee,,Mynrhpyte,98.0,United States of America,1.0,O,0.0
rcx7659,S,1.0,,GA,255019.0,2444319.0,f,JLZXMAOFICNNT,541.0,United Rentals,Mesa,E,aqobdfbeu,35.0,United States of America,1.0,R,10.0
IPA7660,M,,1-982-617-1421,VA,330718.0,362567.0,M,Rvrfuknkgeyb,474.0,Convergys,Portland,V,jecwnfavowiu,57.0,Canada,1.0,,7.0
rbj7661,,1.0,1-068-568-6056,KY,245130.0,462234.0,,Ruihhbkdjniajgrvwos,685.0,Mueller Water Products,Las Vegas,b,Nmemytq,69.0,United States of America,2.0,O,4.0
ebw7662,M,3.0,,SC,19691.0,3936622.0,,Gkirgeljoajnkshohjinbooco,363.0,Shaw Group,Sudbury,U,Vqvleqweftl,33.0,United States of America,4.0,R,10.0
SQY7663,M,1.0,1-772-155-4468,NC,13490.0,2116904.0,,cgqpaxicnbhaaufmao,605.0,Energy Future Holdings,Sunnyvale,,ABCSQOCHEHK,33.0,United States of America,1.0,O,9.0
nqw7664,W,4.0,1-551-833-6226,KS,90333.0,63883.0,f,beidygiakhaztngnhqsrjhxs,394.0,PHH,Birmingham,i,NOQIRAGYH,1.0,United States of America,4.0,,6.0
Fyz7665,U,2.0,1-894-068-7775,MO,210200.0,2747738.0,m,XXILDDNLYSINLOGZNXHQKGLMEAR,812.0,Simon Property Group,Orlando,,Yqqldbrjvcqq,19.0,Canada,0.0,R,6.0
Hds7666,M,3.0,,OK,195318.0,938329.0,f,MLHCHSATXNEQIRSMEHAM,688.0,World Fuel Services,Albuquerque,J,BSICQKYPBDT,63.0,United States of America,3.0,R,3.0
ksz7667,M,5.0,1-942-682-4165,LA,486627.0,976093.0,F,Qqgzzbefkm,808.0,Andersons,Nashville,s,enurwe,27.0,United States of America,5.0,O,9.0
Wzm7668,,4.0,,Saskatchewan,142918.0,2031908.0,,qdjedjylsojhngornkkgmozdbb,492.0,L-3 Communications,Akron,,Qslfupidrch,12.0,United States of America,,O,1.0
Xna7669,D,3.0,1-316-836-0322,KY,243364.0,660066.0,,Vszkppbmlhgmjgeiss,734.0,CACI International,Lubbock,N,VEKXFJRNX,26.0,United States of America,4.0,O,6.0
ugr7670,M,5.0,1-746-466-6593,NH,208343.0,2777991.0,,Yizitnh,579.0,M&T Bank Corp.,St. Paul,,Dbkoxqpx,2.0,United States of America,1.0,O,7.0
Qao7671,M,4.0,1-306-508-0916,NM,26787.0,3148815.0,f,Jkrhfalisxualvrritesxm,410.0,Family Dollar Stores,Columbus,a,HPYTPNH,34.0,United States of America,0.0,U,10.0
MXH7672,D,4.0,1-049-405-9872,NE,190609.0,3714775.0,,Hfhsubkrpir,743.0,Medco Health Solutions,Abilene,G,rxcbiltuvzyh,86.0,United States of America,0.0,O,7.0
KQU7673,M,,1-539-901-1797,New Brunswick,,2203195.0,,Htbblpuiuynkio,431.0,Crosstex Energy,Biloxi,J,jfrawlwjssge,47.0,United States of America,1.0,O,9.0
bxn7674,M,0.0,1-976-507-8347,MD,,3708645.0,,odfxd,805.0,Reynolds American,Cincinnati,,PGIUBMUAR,73.0,United States of America,0.0,O,4.0
Opu7675,U,0.0,1-902-376-9596,WV,453308.0,2954852.0,M,Znewofyktnzry,688.0,PolyOne,Tulsa,,rgqwzxsvza,83.0,United States of America,1.0,O,9.0
Ceo7676,D,,1-532-161-3458,MA,251108.0,2421534.0,,obgrwipkwotv,483.0,"Toys ""R"" Us",Oakland,,qnxfnq,99.0,United States of America,1.0,O,1.0
DZH7677,U,0.0,1-943-745-8094,MT,128853.0,941243.0,,llbtndfaert,844.0,Sonoco Products,McAllen,,lfjtpka,49.0,United States of America,0.0,O,7.0
Ocd7678,M,3.0,1-162-078-3859,NM,486933.0,3133101.0,F,Vowvlsbsbfokxbljqxz,436.0,Newfield Exploration,Laredo,,pyeiwbftpsck,96.0,Canada,3.0,O,5.0
Uyj7679,D,2.0,1-881-265-1012,TN,306545.0,2070834.0,,qafdyn,336.0,IAC/InterActiveCorp,Fort Collins,,Enncjsox,12.0,Canada,5.0,U,3.0
mhz7680,S,1.0,1-781-682-4447,PA,7682.0,2617194.0,,aqococfdutcrxipsdiizyfbigy,688.0,MGIC Investment,Sudbury,P,Lnprrdeegs,75.0,United States of America,1.0,O,1.0
Sft7681,U,0.0,1-716-288-6722,NC,280763.0,2752340.0,,Radeyutyf,581.0,American International Group,Simi Valley,,PXRXKFTOX,29.0,Canada,3.0,O,9.0
gza7682,,2.0,1-407-712-3659,CO,296945.0,2611991.0,m,ockmjwrdbkxoaemodyftxmjcl,670.0,Health Net,Berkeley,,Osanin,4.0,United States of America,1.0,R,6.0
Rem7683,U,0.0,1-747-143-2305,TX,176399.0,3965576.0,,MPCHPTTYJUWERHWMHALH,671.0,Mueller Industries,Santa Rosa,,WWWMNN,100.0,United States of America,0.0,O,5.0
cko7684,U,4.0,1-522-074-1862,IN,97252.0,3550405.0,,Duhgkwcceehrrqvnnirv,352.0,American National Insurance,Mesquite,b,tsqtfhsh,45.0,Canada,3.0,U,10.0
RLN7685,S,2.0,1-867-195-7669,VA,320588.0,1566093.0,f,Rpmqztmrghojzbyqnivxceyuiha,317.0,Morgan Stanley,Regina,,zwyuac,63.0,United States of America,3.0,O,10.0
Qjl7686,,2.0,1-272-128-3403,WV,18284.0,1944507.0,,YTNSVR,809.0,Halliburton,Worcester,R,Gzgsvt,35.0,United States of America,4.0,R,6.0
YNL7687,S,2.0,1-174-194-8365,VT,,3250645.0,m,xgayrgnjhvearxja,704.0,MGIC Investment,Iqaluit,w,Shirfkrfppb,61.0,Canada,0.0,,5.0
qpi7688,S,,1-067-296-1708,AZ,80228.0,2806218.0,,AJSVULACHMZKBAEN,411.0,United Services Automobile,Little Rock,E,hwxcimvf,43.0,United States of America,1.0,O,2.0
Xxi7689,U,3.0,1-688-092-7664,NY,39672.0,2826399.0,F,fubtbkexiuaacw,431.0,Spartan Stores,Santa Clarita,C,xqkaxa,98.0,Canada,,O,4.0
axi7690,M,3.0,1-784-445-0301,NE,225036.0,91147.0,m,Lygmiirioggkj,362.0,Moog,Chicago,,cjeriaaeunmp,84.0,United States of America,3.0,O,4.0
Wqd7691,M,3.0,1-773-485-4247,SC,224427.0,1036928.0,M,Xtslyxwajneuihyndtpz,532.0,Century Aluminum,Irving,,Mhhqranm,,Canada,2.0,R,4.0
jur7692,U,4.0,1-528-873-2585,New Brunswick,123153.0,2406965.0,M,Fmeifzrxyvgil,442.0,Hayes Lemmerz,Ontario,g,Ztrxdxr,18.0,United States of America,5.0,O,3.0
NBX7693,S,1.0,1-952-933-5053,KY,,3588199.0,,Rugvrsjeadcummqftfmb,677.0,EOG Resources,Stamford,t,BVMLYNHCFOY,14.0,United States of America,2.0,O,10.0
Naf7694,M,2.0,1-882-237-0765,British Columbia,353487.0,,f,RAVHHLPXNYMAOCOVOWXKHPS,565.0,Dresser-Rand Group,Victoria,,RBVXNHWO,22.0,United States of America,4.0,O,8.0
bzc7695,M,1.0,1-762-453-2464,WA,145794.0,2896930.0,,eaxqrdredlfrhooq,365.0,Sealed Air,Brownsville,,Wfmsguhdyyo,7.0,United States of America,3.0,R,5.0
Pmo7696,W,5.0,1-129-593-2017,AK,142515.0,312676.0,F,XLJLRWZ,406.0,Blockbuster,Bellevue,,Mcxklhj,97.0,United States of America,3.0,O,5.0
goh7697,U,5.0,1-779-145-2680,MN,414775.0,16279.0,F,Wwqsseqcbmteqjub,774.0,Owens Corning,Baltimore,z,Lypuhgeezbgp,49.0,United States of America,0.0,,3.0
Jfb7698,S,5.0,1-770-255-3860,RI,125271.0,1536113.0,F,Qdakvyntptkywsqpy,718.0,Robert Half International,Cedar Rapids,I,TRKCEX,25.0,United States of America,2.0,R,7.0
Hao7699,M,,1-336-236-0201,British Columbia,,184474.0,,Fhpdqgmswyxgqjhe,588.0,Wesco International,Huntington Beach,,Kihzeilpneap,99.0,United States of America,4.0,R,2.0
Dwo7700,M,5.0,1-185-085-5742,SD,93761.0,2971869.0,e,Fyetnnttkqoewqijbggbvrkxdg,764.0,Dana Holding,Cedar Rapids,O,pylzfutqftt,44.0,Canada,1.0,O,5.0
RJA7701,U,1.0,1-957-033-0510,AL,397902.0,2256728.0,f,ktggcdbzntnxuxsiosyqegcesu,,NBTY,Los Angeles,,Bsclhehzobfm,96.0,United States of America,2.0,O,2.0
Lph7702,M,3.0,1-485-740-9640,British Columbia,123538.0,2127026.0,,Yzurhpzqfcwgkwsgrkjzithjnksa,657.0,Eastman Chemical,Milwaukee,,Ieyjqvfhges,88.0,United States of America,4.0,O,8.0
Rfk7703,M,2.0,1-459-114-0867,Ontario,118013.0,3476485.0,,Qijmex,769.0,Allergan,Detroit,,Zuttopn,33.0,United States of America,3.0,U,
RFU7704,M,5.0,1-671-499-0522,MD,45737.0,908035.0,,WDJNJGKCNRPTUNIQNNBBNN,776.0,Global Partners,Nashua,U,EHXJIUER,8.0,United States of America,2.0,O,7.0
TQH7705,U,0.0,1-817-903-4786,IA,456999.0,,m,Wjfwmudjwwybmmiubeqybeeniystl,343.0,Fluor,Minneapolis,,ipazhhewr,55.0,United States of America,2.0,O,4.0
Bbc7706,W,4.0,1-099-914-5598,PA,326910.0,3054149.0,,PMWXCRMVYFVJX,568.0,FedEx,Columbia,,vvwizqanbs,43.0,United States of America,3.0,U,5.0
Yoj7707,S,0.0,1-102-019-9878,MA,166536.0,,,luklinfqmglorhokwtwvhgqhmhxisf,830.0,Polaris Industries,Garden Grove,F,Lzxpul,75.0,United States of America,2.0,O,5.0
lvh7708,,4.0,1-873-941-1147,ID,337347.0,248269.0,,Mmxepsmk,812.0,Torchmark,Norfolk,,Dwvezt,66.0,Canada,3.0,R,6.0
Zpr7709,U,4.0,1-710-953-4977,Newfoundland,41345.0,1203267.0,,Ixsoib,489.0,Alliance Data Systems,Salem,,WQSZWQBE,58.0,Canada,2.0,U,6.0
LMG7710,U,1.0,1-789-825-2857,UT,370209.0,3704743.0,m,Cwurvdjbmuxtioeqbpk,845.0,American International Group,Saskatoon,,DWMXIPKTCN,29.0,United States of America,5.0,U,9.0
WMF7711,U,4.0,1-179-937-7265,OR,343016.0,3673540.0,,Jhnamxkltxicm,735.0,Mohawk Industries,Boise,,hrhbmmtj,28.0,United States of America,0.0,R,0.0
Qov7712,D,3.0,1-596-337-6757,ID,186990.0,982779.0,F,tdbtkqtfzcnjridma,615.0,Vulcan Materials,Irvine,,EXIDAUKO,93.0,United States of America,4.0,U,4.0
Vkp7713,W,4.0,1-512-224-7078,AL,46562.0,2778471.0,,njcdtc,,OfficeMax,Washington,,Wqhgxcfrvqe,17.0,United States of America,,U,6.0
SST7714,U,5.0,1-552-735-4638,MN,98412.0,2585134.0,M,OMBIVJDP,769.0,Michael Foods,St. Petersburg,P,Lwuvkzp,98.0,United States of America,5.0,U,
Fuk7715,S,4.0,1-127-805-3262,UT,436056.0,3591627.0,m,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,406.0,Vulcan Materials,Torrance,,htndjyvd,38.0,United States of America,5.0,O,10.0
Brz7716,U,1.0,1-985-423-7255,ME,36008.0,1819561.0,f,Erjrxnjctmkhgqwpjzuylkf,586.0,,Warren,,Iadjghd,44.0,United States of America,3.0,O,0.0
Faw7717,M,0.0,,IA,417402.0,2857056.0,f,Ijqvmftaeaoeiycxxi,630.0,Unum Group,Oakland,,,27.0,United States of America,1.0,O,10.0
Jtn7718,U,1.0,1-019-900-0927,VT,273535.0,1393892.0,m,lrntptwvbrtnvwdquqpsx,533.0,Domtar,Hull,,kvcqpv,94.0,United States of America,1.0,O,7.0
too7719,M,2.0,1-055-674-3126,MA,445562.0,759096.0,,Ouzxts,328.0,Sentry Insurance Group,Boston,,MFRHTZKJ,,United States of America,4.0,O,
Kcd7720,M,2.0,1-539-727-9817,Prince Edward Island,226333.0,2288668.0,,Cxogpjlizzckvntqnvns,753.0,Constellation Energy,Modesto,,BRXSSYJHS,60.0,Canada,4.0,O,9.0
Yhh7721,U,3.0,1-125-903-5459,Manitoba,,3580824.0,m,Piqrxkifkii,512.0,CSX,Grand Prairie,,ijsdxorwqin,48.0,United States of America,3.0,O,10.0
Adu7722,D,3.0,1-591-506-8069,TX,,1681450.0,,Bflmgwcfmker,432.0,W.W. Grainger,Phoenix,,Fuxiyfjtqevk,36.0,Canada,5.0,R,8.0
Kwx7723,,3.0,1-131-877-8296,RI,271054.0,1592047.0,,Gjxszyfxpweic,323.0,Kimberly-Clark,Lincoln,W,Egxkelhxosoh,67.0,United States of America,5.0,O,2.0
uzl7724,U,4.0,1-716-805-3703,MI,64626.0,3596545.0,,Bjobwdoxutojkprezhmpqibkxthznh,714.0,Henry Schein,Shreveport,,gmnioeblfn,63.0,United States of America,3.0,O,10.0
UXY7725,S,2.0,1-506-286-3588,PA,463945.0,3093246.0,f,Nesaxzxlulmhmoxztefdk,730.0,State Street Corp.,Warren,C,Mdqarqysh,55.0,United States of America,5.0,O,7.0
FRU7726,M,,1-427-982-9005,KY,159731.0,3867919.0,M,DHICXMQRMKABXBTFUBDUUJDI,346.0,Quanta Services,Erie,d,frzijg,4.0,United States of America,0.0,O,5.0
Bjx7727,M,3.0,1-669-946-1808,OH,190805.0,3245961.0,f,Sfdjitmusbmcjxar,,Marshall & Ilsley Corp.,Fargo,,Clktwlprka,92.0,United States of America,5.0,R,1.0
zkp7728,M,1.0,1-936-581-5888,AR,43888.0,600366.0,,BROVPAASJ,818.0,Oceaneering International,Wichita,,Fnbcpkispthu,93.0,United States of America,1.0,O,7.0
Lbo7729,S,0.0,1-740-256-2368,KY,34137.0,1738979.0,M,pntucfaekdacxehx,623.0,Raymond James Financial,Mount Pearl,u,Gnczlyncstm,87.0,United States of America,0.0,R,4.0
TFP7730,S,1.0,1-559-799-0991,IA,196885.0,454564.0,f,Yuvfvyhmgf,742.0,Valspar,Mobile,r,Qrlsag,44.0,United States of America,4.0,R,5.0
XKQ7731,M,1.0,1-287-631-2055,British Columbia,206705.0,3912268.0,F,holps,378.0,Live Nation,Phoenix,v,Bqzjycxovl,95.0,United States of America,0.0,O,9.0
DQY7732,D,3.0,1-100-505-6436,Quebec,337299.0,1966788.0,m,Zhsdvrhwonsusgdyuqztx,323.0,,Fontana,B,DCJMXZP,61.0,United States of America,3.0,,8.0
Ydl7733,M,5.0,1-167-261-7959,KS,280247.0,985098.0,,SWEFUTQ,684.0,Health Management Associates,Toledo,,rnvhdukwyktc,23.0,United States of America,2.0,R,2.0
VGT7734,U,2.0,1-653-504-0712,ID,286206.0,,M,Trhovdcrqxthcnbbrvdob,390.0,Wyndham Worldwide,Raleigh,,Pqvdcrnumij,16.0,United States of America,4.0,O,6.0
Wwi7735,M,1.0,,Newfoundland,153656.0,1053231.0,m,Fviodsrylzqxraxioqleo,707.0,Broadcom,Lubbock,C,SOMMLUWO,58.0,United States of America,4.0,O,8.0
OJF7736,M,1.0,1-388-567-1492,Saskatchewan,379503.0,,,Sgzipqh,368.0,Aramark,San Diego,G,Hjucmacpoyg,58.0,United States of America,1.0,U,2.0
Czs7737,M,2.0,1-801-318-0082,AL,19124.0,3885299.0,,VLTBIX,534.0,Aventine Renewable Energy,Charleston,r,jxhbe,21.0,United States of America,1.0,O,5.0
Zpa7738,D,2.0,1-280-292-5628,MT,44001.0,895008.0,m,lxsuouepduoidrjsneub,379.0,Humana,Garland,,Izrbiiz,66.0,United States of America,5.0,O,9.0
Icx7739,,3.0,1-075-286-5992,MT,461564.0,101325.0,,Yczdgngm,305.0,U.S. Bancorp,Nashua,,jnvwcxmcygu,92.0,United States of America,3.0,O,5.0
jmm7740,M,5.0,1-426-228-4128,GA,313750.0,1279719.0,f,Kgqiqsawtbkpgsrsswfadgenvkxxc,417.0,Analog Devices,Fort Worth,,AJLYHOTFBHX,38.0,United States of America,3.0,O,1.0
saz7741,D,4.0,1-393-250-1404,MT,78185.0,3779634.0,M,PYKDTNCFODSNR,536.0,Superior Energy Services,Sterling Heights,h,Hptdnxadnxc,,Canada,2.0,R,9.0
Ybr7742,W,4.0,1-130-076-0722,CO,419102.0,742822.0,,ohezji,773.0,Freddie Mac,Oklahoma City,R,Iaahnutner,66.0,United States of America,2.0,O,10.0
ncz7743,S,0.0,1-984-871-9500,Saskatchewan,91366.0,2761827.0,,Htpngemoolmybunaep,808.0,Autodesk,Baton Rouge,,cxiytr,55.0,United States of America,5.0,O,10.0
WWO7744,,1.0,,HI,433487.0,3749505.0,,osnyvlqpt,660.0,Shaw Group,Rancho Cucamonga,x,eblgypzk,55.0,United States of America,3.0,R,2.0
TKP7745,W,0.0,1-203-707-3229,TN,394286.0,391566.0,f,Lbbutmfng,,Commercial Metals,Kansas City,,pjkbo,83.0,United States of America,2.0,O,4.0
Mqz7746,U,5.0,1-297-038-0345,WY,189157.0,2959021.0,,Nomvdbagefjlngselxriwhzgpuspcj,346.0,Laclede Group,Long Beach,,Ebgdmqzzga,27.0,United States of America,1.0,R,7.0
Dqw7747,M,5.0,1-669-932-0648,OK,22483.0,2776296.0,,bnkufhbxijwrfnjsppfsgp,475.0,Seaboard,Sydney,,Oyykmr,11.0,United States of America,4.0,O,4.0
seh7748,M,4.0,1-801-131-4681,MS,298307.0,,M,Mmuplbewosfgftjogkaz,499.0,General Mills,Evansville,e,IAJOVENWI,56.0,,2.0,O,2.0
Nii7749,U,3.0,1-340-993-5817,FL,353200.0,864947.0,M,Nvzlhjvlnefxuixkftbrjpuhvvu,346.0,Family Insurance Group,Lafayette,Y,Diustc,54.0,United States of America,1.0,O,2.0
Szc7750,M,5.0,1-116-138-8621,Manitoba,185208.0,1146468.0,f,Nrxkbu,431.0,Brink's,St. Louis,,RUKHBIF,50.0,Canada,4.0,O,0.0
Mph7751,,5.0,1-094-843-5304,NH,17790.0,1702447.0,,Fqahvzbjrflxo,823.0,Medtronic,Erie,,KFUIYG,93.0,United States of America,2.0,O,2.0
Bvl7752,M,5.0,1-741-266-4363,Alberta,59420.0,2293642.0,F,IMELHPKYDEXIHELBQRD,344.0,United Refining,Sandy,,,15.0,United States of America,2.0,R,5.0
Nbu7753,S,,1-961-736-5322,Saskatchewan,178200.0,1529653.0,m,TFOSMWCFBTVKINAVEEBDKPMBW,709.0,Smithfield Foods,Riverside,V,yopqwvbyr,92.0,United States of America,2.0,O,9.0
Emz7754,W,1.0,1-098-038-9852,New Brunswick,162738.0,137515.0,M,ieomjcnhnyysvradllmznsyd,,Medtronic,Ottawa,,GXYSPJAIN,22.0,Canada,0.0,R,2.0
Kkw7755,S,1.0,1-648-057-3488,MS,352913.0,2754879.0,,Iqcdijgerjktuahlgojvlo,354.0,Cabot,St. Petersburg,,Nueqkmojpd,25.0,United States of America,4.0,O,
HCT7756,S,0.0,1-827-164-1984,KY,288188.0,929067.0,,ahvvihkvbextremvexfapo,,Electronic Arts,Fort Lauderdale,,Jcrxnu,77.0,United States of America,0.0,O,9.0
BBE7757,D,4.0,1-852-465-7862,AK,385946.0,1153023.0,m,geryrjjsknqvhuswavmrjmcrefmhoa,686.0,Seaboard,Carrollton,h,MINUYRRIL,26.0,United States of America,3.0,,6.0
PTM7758,D,3.0,1-757-808-6215,NV,136162.0,1933058.0,F,WTXMEESMJGTZWDYME,643.0,DirecTV Group,Hayward,B,ptiimoo,56.0,United States of America,4.0,O,7.0
QJD7759,M,3.0,1-443-303-9144,DC,220449.0,3179244.0,,SLZAPLSIUU,665.0,Allegheny Energy,Yonkers,,PCMCPAKCZRPT,16.0,Canada,3.0,O,5.0
SFE7760,S,3.0,1-889-677-2295,Manitoba,299284.0,2912318.0,m,Pbppda,519.0,Marathon Oil,Lexington,,ibuoegcyrm,77.0,United States of America,1.0,O,9.0
rro7761,M,2.0,1-938-614-3949,SD,334094.0,2828037.0,,Wvtticeyguuhhotrxgmqzsystjnc,615.0,Prudential Financial,Cedar Rapids,,Uuvoy,43.0,United States of America,3.0,O,6.0
Imu7762,D,2.0,,NY,364719.0,495577.0,,FVVKHPCVSNGTUUITXJ,,Dollar General,Madison,K,Mhfhcibygs,94.0,United States of America,3.0,,10.0
JPU7763,M,,1-478-332-4603,TN,319866.0,1793954.0,F,Jowuthjstdmjzpl,812.0,Schering-Plough,Los Angeles,B,OXRCOLPAK,92.0,United States of America,5.0,O,9.0
Luw7764,M,1.0,1-378-149-2550,IN,71545.0,2347778.0,,bctcbpqwkkayptutzjkym,346.0,,Fort Smith,,Tkdllignncn,19.0,United States of America,4.0,O,5.0
Fde7765,D,3.0,1-042-436-6724,MT,,380048.0,,Jdpqlxxtfd,761.0,Capital One Financial,Sydney,,Llmkq,80.0,United States of America,4.0,O,1.0
Bso7766,M,0.0,1-706-400-3078,AZ,484457.0,,F,LWMWK,617.0,Collective Brands,Greensboro,O,Oaqeg,64.0,United States of America,1.0,O,7.0
GVA7767,W,4.0,1-877-687-0944,New Brunswick,176394.0,1918435.0,,utkoptkxststrid,470.0,AptarGroup,Fort Collins,k,,44.0,United States of America,2.0,O,0.0
twc7768,M,1.0,1-132-295-3991,WY,251600.0,2764457.0,M,Frtlkivwiqi,356.0,Coach,Worcester,e,Jutdcadqth,47.0,United States of America,1.0,U,6.0
GZF7769,M,0.0,1-451-759-9810,AZ,145698.0,1510144.0,F,gktsklphdxwnvhcrfcxrykqyacjavd,,UGI,Akron,,Lpacivuivyxa,93.0,United States of America,0.0,O,7.0
bvm7770,W,5.0,1-817-806-2866,New Brunswick,492640.0,925182.0,M,Boxkdkokrcglmcgymhcxafg,806.0,Forest Laboratories,Tulsa,E,XWNMP,94.0,Canada,4.0,U,5.0
zju7771,U,0.0,1-890-845-4416,Ontario,266405.0,2566330.0,f,dcgkvxonx,,Boston Scientific,Tucson,R,Xzaatccwhtxt,82.0,Canada,1.0,O,9.0
DYV7772,,3.0,1-684-966-9733,HI,307897.0,3668461.0,F,tpkpxsuytfvvou,731.0,Worthington Industries,Irvine,i,Xaulwtfkv,42.0,United States of America,,O,1.0
Gpk7773,M,2.0,1-692-342-0156,MS,53713.0,2348645.0,M,jgyioszfmrvmotbdz,441.0,McCormick,Wichita,,Honnirqpwrye,,United States of America,4.0,U,9.0
Lit7774,D,1.0,1-187-607-6141,Saskatchewan,70637.0,616526.0,,KNITXFSNBS,339.0,Southwestern Energy,Inglewood,N,Pmwkcaesegkm,12.0,United States of America,4.0,O,7.0
BZG7775,S,0.0,1-228-353-9628,Quebec,384754.0,1828046.0,,Rhnezmjcmsrkqdccizjohntrb,822.0,CC Media Holdings,Costa Mesa,C,qchtwef,36.0,United States of America,3.0,R,7.0
Mld7776,U,3.0,1-421-032-5998,MN,411913.0,1296407.0,m,WXVBQSG,487.0,Jones Financial,Baltimore,u,Nycfak,,United States of America,2.0,O,8.0
Ujq7777,U,5.0,1-368-920-5554,NV,499162.0,903552.0,f,RDVDSWKKDKHDJDKQGLVRVT,664.0,Whirlpool,Escondido,,qslprzz,4.0,United States of America,1.0,O,
Bmf7778,M,2.0,1-904-895-6967,Manitoba,86635.0,230058.0,m,Iwefijhhrjcvvhy,392.0,Patterson,Lexington,,Vcqwwhvjybf,79.0,United States of America,3.0,O,3.0
Jvz7779,D,3.0,1-477-094-9023,NC,228058.0,301320.0,F,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,655.0,Rent A Center,Warren,h,LOOBNMN,97.0,Canada,2.0,U,10.0
ORQ7780,U,5.0,1-912-621-2838,CT,172125.0,2286525.0,,imfweqhdstdakmokjmlefmzhdbvwlp,380.0,Ryder System,Berkeley,K,ssqxc,37.0,Canada,2.0,O,3.0
Puv7781,,0.0,1-088-248-7795,NV,241263.0,1482250.0,f,Idswueimrsbycluamujgztzwqfipvf,651.0,Sysco,Salinas,I,Gphjr,92.0,United States of America,0.0,U,1.0
DAJ7782,U,2.0,1-596-039-1994,VT,99175.0,3123257.0,M,Dvutcxgywkpttbkvzyfjmkh,,Entergy,Brownsville,L,Rncwspqx,78.0,United States of America,3.0,R,6.0
Iaf7783,U,,,HI,198444.0,944918.0,,Faywbcvwdbxvjwn,652.0,,Fresno,H,Wfdkdkfp,48.0,United States of America,3.0,O,0.0
EJP7784,U,4.0,1-235-024-0569,New Brunswick,250333.0,2050110.0,,YLPNDNVXGTDOCPCDO,338.0,Telephone & Data Systems,Ontario,,JRFAEYJP,0.0,United States of America,4.0,O,9.0
