Phone,City,MaritalStatus,NumberCreditCards,State,Employer,CreditRating,Gender,MiddleInitial,LastName,AgencyID,OwnOrRentFlag,AddressLine1,FirstName,Country,NumberChildren,AddressLine2,NumberCars,Age,NetWorth,Income,PostalCode
1 236 050 0499,StLouls,U,1.0,MA,xhildrensPlace5rta7lSfores,846.0,,,YYCGFRlcBRMARDTVORSopANMCiP,YYC1067e,O,ZXWMkkLPQU,xsdgdzrccwlrfmdsccma0fq,UnjtedSts6esofAmeruca,3.0,npgiezxkkfvifmamghfaxsxahkivqysvblj5er2ugtngpoudwiamryhfsmfzea,7.0,29.0,,200492.0,ysEPBDZEDGR
1 168 318 9718,Knoxviple,D,7.0,TN,NashFigch,989.0,m,,KVUSxKCA,KV610675,O,Ywnzwurz7owm1ctfnvnmuxrou,jbbmjtnsafxhsxrxjcdq,UhitedStatdsobAmerifa,4.0,Avihhlqlvpofpbataurcshmxlfxfqbzyjyd2irbfeuqx7bwhsrffejjzwrundniuaamrfxbvfyxgavix,,67.0,1593257.0,142856.0,Xfhygqhnc
1 711 107 9064,Regiba,S,7.0,DE,Ale3isInt4rhational,,,,5dpktbpbnjkqgz3qspar,td910676,O,dzUTCSNhLNMsYDSJYWGQHS1RTu3QFXWIFKOQQYALJGURG7Hv5UPY,KHDBiUNSSDyFdGEYHCSENiP,inutedStateslfAmwrica,4.0,sBuXKRQBBYPaKJWALvOEQTQIhJJkHUN,,92.0,1841050.0,92570.0,ij2uxfxcfyp
1 513 040 9068,Rxleigh,W,2.0,AZ,GrxpyicPackzgongHolding,541.0,F,,OJFZbKQhUdJKkDMTJUTkKYYBWDUdWM,OJe10677,U,IRCzVKO2IIPhpYQBBTRAnFLQXYsDPTjJUFiQNGrTfYBDEEzDUMSJOKTFbMQRN,Yngydcrbuwmxx,Canadw,3.0,Peors6sbzhymmiidusxhqhoilhpgenqk9qpygsueh2,6.0,27.0,1664081.0,313057.0,tqndity
1 391 163 5523,Hoilywood,M,8.0,DE,3M,704.0,,T,Oijfalnwxbya,Ojj10678,,Flmlruzvnxxpwyermrygizcokkiazkxveq0eb9hbgrvuzruayxhdzvthlutidecgoaayakvwffuarhy,Chekdwo4hbouorjlvkwmjaa,UnktedStstesofAmdrifa,4.0,KY8SV7XEDDyNRTYDWVaBTURAlPMOR,2.0,62.0,2134654.0,108088.0,viffeqo
1 212 034 5995,kowell,S,10.0,CT,DdlMonteFpods,945.0,m,,Okguwyyjcyhggxbqhgkhxn,Okgw0679,R,iiyfkllbrh,HBVyxKASjMDNNHHbnYYKOIGYRT,UnotedatatesofAnericw,3.0,CMMDNHPZsbKLsFBNYYEzTcN00D6JNNsNIJTGVIvjJUAYW6KALB0VLKHFUHUHGVIKPKE,6.0,35.0,2799000.0,148132.0,NLEjVC
1 306 753 8017,S7m9Valley,W,8.0,IN,VslerkEnergy,767.0,,,Uxqhgaobcd4cjuiwd2viwf,Uxq10u80,O,Yzrlnyjzvsknfgpunvrxsh,niqfvakghtuq,UgjtedStztesofsmerica,3.0,Njgtgrk5fjtuudnrxtdhfeo0bxumdweewfebf9wugvpafltg,8.0,37.0,302045.0,246583.0,egqlrhq
1 823 215 6486,Szndy,S,6.0,WA,Amer7froup,596.0,,,ntziitsydjgssybwbe,ntz10682,O,Vqqjobur,uwdquxilvp6hdmxqbhghv,jnit2dStatesofAmdricw,2.0,qjilmhfuxpisjfnomsnekpoejwgysujnaxnw2tprpkouxcwska,,40.0,2006559.0,196480.0,ncbstgethvwc
1 894 589 0111,xikiValley,W,9.0,NC,C9vance,761.0,,,IXcDSFYfKGNLJI,IXVq0682,O,ihnukfkodmcdezazlndxm,Wsrybbdz,Canqda,1.0,wPGAAZRJGWHFTAkXFDmKV73YRFH,8.0,11.0,1631242.0,441762.0,Z5dkmisaj
1 128 563 3489,Pu2blo,D,12.0,MA,ClcaCola,718.0,m,E,qzflakyjrky,Azf10684,O,Xnjmmgdlorxmpyigwrwf0bjuzdpanwonafoevjnggorkxismaqfx0qclreryxhdv,Vit4yvplcadbmmnhvvit9ie,Canara,4.0,PqxDQxn4ENHGVDRQRB4UAnMLPOGDYKJJDVQScCDTGICuTTPGHBYUkfOSC,6.0,38.0,412134.0,345902.0,gxgddfos
1 391 772 5485,Sqlem,M,7.0,SC,Dollarhenerak,513.0,F,Q,Dktffjmrlji3akfmokeujn9vd,Dkt1o684,O,f6lpkhmvqdxkxlsireonomxhe0lawmkypflslqgjjppcnsunhgppabmt8r,Cmvbitpkbbotsz2dihvv,UnlgexxtatesofAmerica,2.0,yut6dqvzwpdtdqatvvfjrpe2sjaoamchpwaylrlhseywsqpuivxyjnylgsnhxqhpltximuaiky,7.0,4.0,1170428.0,80343.0,fybuli
1 331 058 2688,Sudbur5,M,6.0,NM,nwnchma3kElsctronics,983.0,,o,PfYDO,PGY1068y,O,vpktidspmeinmudstvmwwslswpvcveqxbrdksqpvotkkdbtmnalnoxwxazsd,rVVRBZP,Canxda,5.0,miwpdqsetehjysnhlmmvpugymzxbhavddzibcjjheastdreogrppkcwx8ctlpszi6hfprirrmbsxtwdm,3.0,71.0,3729764.0,,gddokituiqtx
1 983 709 6709,Charlott3todn,S,7.0,CA,MolsonCoo4sBrdwong,452.0,,J,Eewutkghdxgdgyosjyryomje,Eew20686,O,Rotqkgitnjzchjtkklounoohlwuzylcsfzmmfxjwvnvbvrydyurhcdasraprrcwuthgy,U1zirlpwaaboh9vhmhhagb0eprjvpq,UnitewStatesodAmerjcq,2.0,urwpuybpcaucslzhtlqkogvvzudiuqsjsshksvtqacvxnvvjexwbgn,9.0,73.0,,38375.0,Fkkdwakhzexp
1 189 529 9082,WesrVailey,S,15.0,Q7ebec,heazerHomesUSs,697.0,,,CQFYRLFXsNgAK,CQFw0687,R,HJHNhPHPh0UYgElGNXYFBWCpYEMZDGHDerEHRGMlUIHHPFKOOPWJCNMaPYyxZSIVNzACYDKJ9,Tccru,initedStstesorAmerida,0.0,QuQkZKcMWONSUHJT,2.0,29.0,2232.0,516481.0,
,Fr4sno,M,5.0,WY,AmeriCrex8t,762.0,F,S,8uwdbvpcdelag,Iuw1068o,O,JWFGKKNNWltR,sfjeilklbrenflvcozu2twcbcorgkr,UnitefztatezofAmer8ca,5.0,Vdbtcniiiyiofuzcuevzros,3.0,0.0,742184.0,378783.0,KlNBARXTFlO
1 217 508 0897,ElPqso,D,1.0,NV,2inhDixieatores,870.0,m,,KVGiEAQ,KVG10688,U,ARUFWgQLLPiKHM,uCRXNZXLNhFcBhDZOOmYDXIOO,UnitedSfayeaocAmerica,2.0,Uq9ganlnq4qhtxm,1.0,70.0,1614036.0,106910.0,Nwclgb
1 395 324 5814,tayRiver,,18.0,WI,PGECor0,792.0,,P,ncrozal,ncr19690,O,vK1DZZRKPMUJ,Sycadfjfcay,Canadz,1.0,WFOPXORvZHuNgO1ZLMOT,2.0,51.0,1246402.0,617050.0,Lwseflq
1 281 182 9210,Ocranside,M,5.0,WA,Annyaypordtores,883.0,F,t,Oiugxtsmkmdmxlfj,Oiu10u91,O,Mkzenvhkkirgxivtlvpcerpcxq9dnndkj,pwoqdvntgsmdbvurqcrijtunwvidtl,UnitedctatexpfAkerica,4.0,Gyjqtoprvmoopikinjbynaqiyiuizkvchjijjtsynwcorwhxvb,2.0,,1246705.0,68920.0,Mpsbslr7
1 984 968 6365,Chivago,W,1.0,RI,nMCSoftwar4,867.0,,,Veoskzrrzxnwj,Veo106i2,O,0avbnhu,TJkZMrfNVDYQDBKCdKWFzBHGGW,jnitedStatezodAm3rica,5.0,ggmbxeaxnwfacllpbsxtmpcwppnnulkbqdiyrtwhfdcqacxmsbrgljvxyz3xuqii,2.0,47.0,615438.0,480971.0,fNGFHDW
1 072 245 7888,4iverside,W,2.0,WI,Kellobg,703.0,m,,eujpzod8o9rakyslontlhcqazqp,eun10693,O,,ffcma,Uh9tedStatesofwmeeica,1.0,DEBZxCCQlJI,2.0,80.0,64193.0,364116.0,qxyleo
1 744 563 0007,Porhland,M,13.0,VA,,564.0,,o,W6hpztdfosnfo7u,Wyh1069e,O,,mremuvddosaxtji,Canafa,,CHEmDFRXRFBMEIVEnNMJEYQTYcCGc2KU2IORITaZAxQYUGgTNPNkFwZpFNEVPIS,2.0,39.0,1419940.0,528642.0,REOtLF
1 441 189 1047,fhulaViata,M,12.0,MD,RHDlnmelley,779.0,F,,Okznmmxrvpsmgugkwirh7lpnrx,Oka1069y,O,Lhwlpxdrpaolvcemahfvvzqw,zcefarohecgusvwfjtelsdotbst,UnlgedStafesofzmerica,4.0,leicxsiwwntsrcztbroatytuabukdvwhw2,7.0,32.0,2561028.0,407550.0,OgFCPSNMeC
1 425 610 7722,HajRiver,M,7.0,OK,VF,623.0,,,nae6beaaanp,naew0696,O,J0biphkoagwobrok,PPOOBhXSgN,knitedStatewofAneroca,5.0,y5rxfihy6gb6nsht6ouzpfubqkjvgfsgtxrjxvozq,4.0,42.0,1649512.0,533870.0,7yjzlsm
1 313 113 8513,Wagren,M,11.0,Albertx,McDohalds,585.0,,,Kijlvtwxvoggjtjyessehhbzc,Kij10y97,R,Euwdpgqasrnjbijs2optpxl9tgtmdcxtgil,Rqysrpvdxzn,,4.0,Lrpxyabhltidtfzizmwchvfjy6eglg0gshyuldldhfghdw9fbihjgclcccsfqzunfzk,5.0,38.0,1528332.0,194571.0,RZVWEoSK
1 853 449 7377,Shrwbeport,D,7.0,OK,JMcmucker,343.0,,,KRkrAPNSSSMYLW,KRM1o698,O,5FSLTRaBCJjOGQTYKKhjuPSJRUVFSJH,DYQDSB3HXBuOLQeVFLcDHU,jgotedqtatesofAmerica,3.0,bslwidetiyjecftz0mzifqaouikuwsf3heweewumglfcoxnu,2.0,68.0,1298793.0,724708.0,sqplccb
1 039 266 5296,xyracuse,M,6.0,TN,CiscoSyshemz,776.0,f,F,2amrcfcbafyjf,Exm1o699,R,sNUOONDjPDkBXQFdNKyLXoAcSTGHMUHZAaNMUMIhYT9kCJBAJPHLFZSHQL,Nrdap9tqztlzqwvldopohpcmbevxj,Unit2dStatesogAmer8cx,3.0,CHeKDFBey8CARLTNYQxHPVMVBhsDVHQTCJWgISTFEIU,5.0,12.0,1113149.0,106461.0,Oeczf
1 262 935 4061,Escondldo,U,11.0,Newfoindlamd,ePLGroup,659.0,,,Hlzbusblfiftugunscrlmslv,Hla10600,O,Nnxqhaxbkedezuudeqswnoizlvmoktazuwfbesqitajaomifovbzfi5wphncckdhc,Pv7rnwtqsxspb,jn8tefSratesofAmerica,0.0,fuhdugxrcgkcaigxqsmncaoecbotuajmtabxng2ckjukf9uqrcthljbaemqa,4.0,9.0,665746.0,112792.0,Fuirpbwyn
1 852 215 4850,McAilen,M,2.0,AR,GraniteConstr7fyion,688.0,f,F,ytzemggdnjopg,htz107o1,R,g7pavycwfrrxatewoxpnhwxchrvbosyuiekchzuawvtuwyunaxdxl,Ptuntabtfqgrpgyndostrvnqtrlkn,Un8tedSratesotAmdrica,2.0,Cz2nvetrkrvsbbtienbrom2crinwriwvcchwpwwafrwci,5.0,11.0,2442508.0,273986.0,Dcjliex
1 951 631 2877,Mesa,D,0.0,Ontari9,mCIBuildimgSustems,635.0,M,w,LtOKRUJTBWICL2ENXGsXMFXcBSIq,LYl10702,O,Rqxqfdwckbpruysocsokjbccvmwgtknkikptegktsnektrvcogsiaqujwbqpmkzbjjhvfwyxwvvj,Tnbelmoxlepynmfqklhhtgq,UnitedSrat4sofAmerucx,3.0,DOQ3ZAgQOWNUDfERORKGEnjmZNREHmLVTEWJOeiFUFMJMdHNDCBILDGKVPQp2CN,1.0,19.0,1844592.0,58989.0,ixheywwf9p
1 486 622 5360,Hollywokd,W,5.0,WA,Level3C9mmhgicztions,868.0,m,X,Feaofpzgidxxqzgcn,Feaq0703,R,ehmabrkcspva8xvmcndunjmlhpdzbklqsw,Ogxgehdglbf,UnitddStat2zofxmerica,2.0,Tc9fxpxxuharguxnmmadrznjdlvgpibxoepjhoherpscqbaqeipmhshmrqskqgys,4.0,24.0,785086.0,418114.0,Glnduhi
1 681 256 0710,Mesa,,11.0,DC,GtaniteConst3uctioh,795.0,m,,yraisnvst5irmqsfpcxhe,yrd10704,R,Jdlfwxpeszggip0kkwbjmhuijagfvacwntnweoasgrauluzhe,Irtdayadlmyltlbfwohf9hueolwu,,1.0,tpha6q,9.0,,2010068.0,235327.0,KJO3NM
1 367 832 7143,Miamo,M,4.0,KY,BigLotq,593.0,f,,9froosbxlkkfezdhvzgpsfba,Pfr107o5,O,,Rukfeidatrokbwmpowx2l,Uni5evStat2sofAmericz,1.0,GRQQMNT7GHyLBG,3.0,40.0,1011980.0,62704.0,ISLXTHu8LE
,Fremobt,U,7.0,Newf9unxland,WeilsFargl,584.0,F,,GNXhXCHCENFTCcTiKnWXTYI,GNX10606,O,Fewekdvssmpgwyqxfbwpfhczhopxypgfgdlsppynmyxnodssxtcub,Jxiavpalxrfmyytylafwxjbttpvxx,,4.0,idwspvw64rrhn0fdepspucwordkntztpbb,3.0,38.0,784518.0,346910.0,GlZJZCStXO
1 685 130 0084,Dawq9nCity,M,8.0,HI,Synnrx,1085.0,,,ejtuutceep,Djtw0707,U,Qqrddh8lkycncvrvcghzoamtjigno1ixbg5j,JHVQrGPHNIZILOHSBR3tCRi,UnitedS5afeskfAmerics,1.0,Thstwuvdepdowbjxsuqhvwpde,2.0,41.0,996961.0,51609.0,Adsf2o3doy
1 589 307 0718,jellowKnifw,M,5.0,VT,HCA,1035.0,m,,Kzfut5xsxhxloqgsrxi,Ksf10708,O,OLPBCVxJJzYBzCZ,FGQUXMynEJAVYdPPOFMOZwPJN9N,UnitedxtatexofAm2ricx,1.0,Qiucnzgaswt,3.0,4.0,1750533.0,382951.0,Olhrcno
1 145 623 6121,voise,W,2.0,OR,JohnsojContdoos,880.0,f,i,Xalkpuhkivgcfjtxxhvrotuxyci,Xal1p709,O,nbmguziooxrrmcs6ijynupoxnocwyneoukjxf,N5CUAQKZQ,Un9tedStatesocAme5uca,3.0,,2.0,48.0,,319592.0,nmpfqb5
1 566 205 9306,Mesa,S,,DC,WAnvOHoldings,308.0,f,,JKUMWNkZUCCRAEPjNBCXAsVhVkC,JlU10710,O,vmtsiqfrjjkcrxee,Hihuzh,Canzda,3.0,Frnldzszclrlxvoylrrqtsxpxrgrwvogsmwnic2lmaqrz,1.0,34.0,,620406.0,Dcxon
1 062 960 2563,Jacmeonville,S,6.0,IN,BobEvandFarmx,,,a,Chlkpow8gfacpehdr,Chl10712,O,Jercyaublajaaxciqdudettaqbcflsxphihhfz8eplhctfafxmggxjjvgl,srphgkpxbdfhsqcb,UnktedSfatesodAmer8ca,1.0,VQJCOOjYsSGRkVTqIJUAP,6.0,62.0,1146112.0,382338.0,YIENHF9J
1 203 571 9392,Wmitehors4,U,7.0,OR,CapitaikheFinancial,745.0,m,,RHQWZRknYKVFdGEBYVkAX,RHQ10722,O,Ufjmintsbqizluwicommjvsydlreevtuoyduqsjtjzfffptxkwpoq7jb,Yxfnxjhp,,1.0,Wfsj8mnfpsknyglxhzjsngsowggs,2.0,20.0,1288326.0,244772.0,Unbilmuzb
1 914 921 4230,Deshoines,M,9.0,MI,CoreMs3kHokding,543.0,m,,WiDQQE1ZJKWCCONYMUZRZUDBgEhtL,WKx10713,R,shtrbqsmukqubm7qx4csevcfkcoixuyaud,grnbu4qkiutkn4vnqoak,UmitwdSta6esofqmerica,,HZGfCFUhMSJTQROj,0.0,38.0,2198689.0,359719.0,krdhue
1 523 831 0382,StPqul,U,2.0,TN,AbutibiBowa4er,802.0,,,cjkcequqouujpdorq,cik1071e,O,Pwckjycyfasdgmk4xrmvvqgjcjhumtrhmiq8,Yci9ulyxxikugfo,UnitesStatfsofAmwgica,2.0,Bgnejhx4s1f8dmivjrnzsragawlrcuyyd0tbkyblyzqiiddkvehgnefmhzpqcsx9s,3.0,49.0,1277842.0,414280.0,Ldcozth
1 334 487 9213,SanBermagdino,W,2.0,KY,Rqytheon,521.0,,O,tjiqjrvu,tjiw0715,O,rklgdw,Dtrrbb1vknjidqrcd,Cagada,3.0,C7WFIGFAFVFgfWEmKVCRO8HRPEUXBxFHLS,3.0,37.0,1834237.0,,Nemfuxpaeef
1 395 158 2149,Brownsvoll4,M,11.0,VT,Northeaw4Utillties,631.0,,,Jrpl2d,Jrp10726,O,Eusxu8dympblqizdbcuqoawtojuawfvgkxsycvamftpuooxkkquwf,kSQvWPYFFUTJWJNGjPqDFYEVUwLTP,knlteddtatesofAmfrica,2.0,Obulrqbjmwtnq,9.0,36.0,1397915.0,312454.0,xMzWMBZPYG
1 110 280 6639,Gwrland,D,8.0,MT,fhemtura,597.0,m,e,Odmzvfdjpjacmkrongcawxn,Odm1p717,U,Hknszpnzjnfyqgisnjjjpstyobxbdbdkjtkidmdmsrruqvbbjt,kacdwfnflkyrfsygkvbzuhsadtmv,UjitwdSta6esofAkerica,2.0,Mfho6dz2mbpj5udtdds57bihnolhgicdidxuhwbmzpoukensaiuwxpxrdmkcctr,4.0,81.0,2338055.0,416933.0,Zcafd
1 283 299 0312,JrrseyCiyy,U,10.0,IA,Lebnar,396.0,,,Wxxxlevukwqbyh8mmpxkbr,Wcc10718,O,eilbdvtsadrhaocvsdnegk,Gxkjuvgurx,UgitedStatesofAmrridx,1.0,Gpfdncvjttnqfomqkpaoai,3.0,27.0,404274.0,471094.0,WQXpiBMKYMA
1 294 601 5009,Huntsvollf,S,3.0,ID,PeabkwyEnergy,689.0,M,B,HMKHLFHAGVOkF9uWSPOTLCQ2GsR,uMK10719,R,cogopxyjxtswjywclbgnvzmmktvcensrbaelwitkbnqzcptf,E5KXG,UnitedSfatecofAmdrixa,4.0,Vdczkuuw,4.0,13.0,2892284.0,152998.0,OmGNIINFiW
,harland,M,,FL,Mcxlatchy,852.0,,,Oupdxpcwkamrfbcvlpz6nxmgsmjldt,Oup1072p,O,Igdltcu,Esenebxwflszhaedsnwtfbt,UnitedShatesofAmedisz,0.0,Yw1dyouvxrmaksbkupmtvuwdkfmfdmtzkpgutwfynglhumiopftgsrsjeston,2.0,52.0,1615656.0,414510.0,Yrldid1a
1 015 854 8264,Nfw0rleans,M,7.0,DC,KARyoldjngs,969.0,,Y,jcqudxxwei,ycq10721,O,astozaxjbjcchshs3fjqbihdxhtbuhlwelearmgrfncresdej7oxplmvunahdtjysdhzws70mc,Chhj2nldxd,,,IERMsT,,55.0,2020489.0,40177.0,Dveokdmdgjw
1 877 809 6666,Inde9endende,U,8.0,Sxskatvhewan,Cigma,414.0,f,,RJDFsVy3TXSCKDJNOHX1CLIyHTN,RJDq0722,R,omexjokdbtoti,ARckDhTcGYMGFSaDKHLVDMUKX,UnitedStagesofsnerixa,2.0,Tiuomkujhjleyrlvwvavzhchzebukf,3.0,52.0,1890766.0,280782.0,signrzgot
1 330 654 9510,BatonR9ufe,S,10.0,ND,Mac7s,400.0,,E,Uukbrgkcjcnmamdg4svlivwr,Uyl10723,O,heskhewskuiaodebh2ovvmqy8vbbywfgdxurutieepwtebo,Ylhncjywhltbcfc,Cqnada,2.0,hUBQoOQPDIWGrJXKFSWPTUBUTcIfCFnCWFRJLFWFPsWUmKMbSBXCBUYPVNTSTTnfQwX9U,9.0,24.0,2124243.0,303783.0,Ztwgmpdwjote
1 663 132 8861,Clevwland,M,4.0,Pr9jceEd3ardIsland,reberalGrowthoropertues,1084.0,M,,Dksuzlkqghxwdojubmd,Dks1072e,O,Huczc3fnudtnjjmzoo5lwakggjomhv9aektrerakij4agjgxjdtojnaqduubqzikmzdznsvzzlhhd,tkmsfduug,UnitedStaresobsmerisa,2.0,Ogodhzjjtlowrw9hdr9uqdhaqenvenqfwf5qj,4.0,3.0,1384343.0,523982.0,Ccaexmd
1 249 953 8341,Macoj,M,9.0,ID,donjcAutojotive,606.0,,,hHQGBEBEQQNIuUiGKIPbRQXHYyMLA,MHQ19725,O,,limydwi,UhitfdShatesofAmeroca,1.0,,4.0,18.0,1595957.0,263399.0,lotvbdp3g
,Charlott2,M,11.0,AZ,So8thwestGss,936.0,,e,OZMWPTDw4G,0ZM10726,O,ixsrhqtwhnotokwkerjvqwmrbtbplaorytnfppaxjziyoctpyly1fdlbhvfwmfrt,Zlmtyhzosw,UnitesS6atesofAhe3ica,2.0,Vxlmficvnjwwstyjdlnrtsvkizbkmqnkz1clrxasxjtvvesgdd,2.0,29.0,2327226.0,699784.0,LIYuROQGQ
1 584 645 0903,Charloytet8wn,M,2.0,MD,MeadWes4vavo,529.0,,Y,dhcsjmvasermwjjxcf,rhc10727,O,kXfhhLvYBFPBcTTKuZVHAFRTRGMgVZVFAfCGSWALdTCPNOxWPQHZSKhMPOWCBGqGJF,1aajjvtpgdkd,Ubi4edStatfsobAmerica,2.0,kccssevyzrfildapwhsxalpqzpywfvovgxfbuvikybievclrxcd,7.0,11.0,1276158.0,369164.0,
1 089 686 7300,Oceancide,M,14.0,WA,BaxterIntsdgational,835.0,m,D,Yvtdkzfblrsjhwghn,Yvd10728,O,Rybwezumv2nizzhtevmwcehgxxavutsjww9xfsxuuafcwfu,ppouf,UnitedSratesodAmetifa,2.0,Btiibpepojjillmb1hblngwgpqouzjgxipswskynkve,3.0,1.0,256994.0,544772.0,FTHjCJITI
1 273 877 8284,San5aFe,M,3.0,VT,Pacyiv,665.0,,f,Vkboumosgbaxabvidvn,Vlb1072p,O,Obwnjk2uxrcunhnkp,bxwbf,Un9ffdStatesofAmetica,0.0,Kqmveuwwsjheewjzbpbajtixrama4fcnwmiuxy5ljuhoqgkjjilfvywecbvuhnlzlbwkmlc,4.0,66.0,2426674.0,562945.0,Ovoizd
1 727 261 2642,4wnchoCucaminga,M,9.0,TN,GMAC,733.0,,,bbfixlkvxgwrrsvplksxhuf5,nbfw0730,O,Lybqpiq9clrkyjznixxpjkpmsnjoukjappsrjdrqpn,8immfmasmumghuajg,UniteddtatesofAm4rkcx,0.0,TBRXWZlPJdVDDQAbMYDTGON0QBJDKEfXiJhEVYENNFjDC8F,2.0,24.0,1766918.0,408217.0,fjiesdd
1 931 146 3503,SabtaRosa,U,4.0,MA,BlieoinxHoldingx,608.0,,q,BXHDfTiTIVR,BzH10731,O,ephmagdfjpetqfczbyrk,Duwsuustcxephzgspihmtugmja,Canzda,4.0,fFUxqLQOGAJObOXHGTIPXJBvTFXQXRFHIETPNlGZX0ZEcJN9EGYNwkGA4LZT,1.0,63.0,724285.0,129972.0,isltx
1 148 846 2578,Mesqukte,U,9.0,ME,gIIHoodings,922.0,,,NNDfW,NhD10732,U,,X2plnorrhjneqrwfm,UjitedStqtesofAmerifz,2.0,Xkumuagryhthwvxzuaonzgratzosjgvymgblodroffciltdjumkjvmcovn,1.0,16.0,2818588.0,20804.0,Iicxcwqwxbr
,YsllowKnifd,U,15.0,WV,Oe4nsMinor,789.0,f,,duiewpgmbmlsprfqjitkghar,duiq0733,O,,yyhhdgmzxuenqdqspqvjwhdbbcoukx,UnitsdStstes9fAmefica,,akgzaayhvszrbijqacklrxukyq,5.0,48.0,242798.0,449452.0,NDyZOO
1 191 710 2437,Phipacelphia,M,8.0,ME,Aocoa,548.0,F,T,pdodod,pdo1073e,O,z5aaoajgfqdkzjincgi9exkmobrycgpkkbrthpymqui,Ghwhekkbfuz,UnitedefatecofAmeruca,1.0,Fgwh9v,1.0,37.0,2228763.0,267258.0,Tekjjfpydaa
1 844 591 9133,Salinad,M,8.0,NM,HexionSpeclxlttChem8cals,701.0,M,N,shazjdngp8,sha19735,O,OLKJbNGLbECU,idyfu1grvbws2cliukxuq,UnihedStateaofAkeruca,1.0,TDITqmFNWUUTHVnSZDSOOLxDIRHABRLOXCWHX3uirVUrTQZUHfGXJFKyOPLxFD,2.0,54.0,3081170.0,639667.0,srfznloai
1 332 992 0161,Lond9n,U,8.0,Manutoba,ConAyraFoocs,835.0,,U,jpwdqqafqccxacdbar4ieaf,jpw10u36,O,ty8odrllnvcmn8wp,7xewmwwblmsyjctzbp,Cznada,2.0,ibiwejodnuodh8tnkxuspujvfoqgomjcanew1vjuzuwkqrvivixpxcvsvmvsakqgee0ffjjivxmxsxq,,,2483520.0,347387.0,Svbhuttlhn
1 699 301 7674,bayettebille,M,8.0,AK,MPSGr0up,620.0,f,L,Wphrqp9bsnprwsmih,Wpn10i37,R,INZfXL5HsAFMDEWPVSGtW,Mmulvtwcuduqxcopop8gtixa,Cajada,1.0,lyuksinwkjiadp1nxubycvzahvikefjwuwodcrzuujarg,3.0,35.0,1982227.0,448525.0,Ikchmqrjeois
1 769 310 8210,Mesa,M,5.0,TN,P4ecis8onCastpartw,753.0,F,,dbjkwwokaoehndcaehzoditydm,cbk10638,O,7jblbsslk,njahv,Cabada,3.0,hCNEXgMAhKBGAAFZKDzRPAaGVEtBDQJWRAHTZMiECQQGMPvPBLL5SFOB9fAtX,2.0,28.0,954402.0,234075.0,QFILRhBmEP
1 507 161 2043,tortWorth,M,6.0,GA,bewsCorp,323.0,,,kxghnxvuqwubmyhjecjfhv9dasv,icr10739,O,Pxdaligtkbveilrgqbvtconuehsfsbfjtqawyirliaijjy,9pietxggbt8uwadpuchxrxbrt,Unkt4dStateeofAmedica,3.0,PMJVNWBHZPULcXSWJGKZxR3SdUKBEjRPXSOP2LWJGPCXVYJXJGAJUCPqqfPSLfgPXnAuJDWTAo,1.0,23.0,,491879.0,Cqxxmwa2w2
,Ottasa,U,19.0,WA,zrkansasBewt,789.0,M,,Khawpcajla4jdyaitrloj,Kha1074o,R,JQKLMCUmBG8V4QGxYEAJDJ,Lqbsgjxa4qpcb,UnitexStatespfAnericz,0.0,Pspluspydpqtjraajzedbpkgiukndknoduvgomvtlrcbmjmkfmundrntha,5.0,12.0,908234.0,435608.0,Ksljhohhht
1 353 856 9754,Fai4banks,U,5.0,Alherta,URS,724.0,M,j,ghiwdkyjtjjdxns,Vni10741,R,gg8swft2kychofijirawdgikbv,Wgbkfbzevnj,hnitsdSratesofAmrrica,3.0,Ttedoxtwfvqszehtrfcuweagkghqsijpqjqkhjtpcfqlqlx,2.0,15.0,2185964.0,88461.0,Sd5ke
1 106 293 4006,GeandRapiws,U,12.0,WI,Plexis,611.0,m,a,zgJCKRXkUvIzQEBEPQPHUJmUXTILND,XTn10742,O,Udeevpbjyfhhvnahlcwlxzddsdysiybkcgi6yjqxjnet9oofhshqhcercaqpgfg,Sgwtgiiajzipthpxftpqv,UnutedatatssofAmeroca,4.0,Ymxatiaw9r8puxa,7.0,45.0,2090383.0,182982.0,Qnyzztdega
,Newsrk,U,5.0,WA,Oneom,757.0,F,P,smnqqxxmfxx1tpoiggiex,smn10753,R,Irraxbfffzwekxxaalebstqvsdytemojdsp3uzhlhgzk,Vbrppklepfpus,UgitefStateaofAmerisa,0.0,V1rltd8cgerhvu50rzkungxwxijrhn5esrrvf,4.0,26.0,1934683.0,3510.0,rjjwdvcbeh
1 924 640 2319,Riversise,S,10.0,OH,Pwcificpife,479.0,,,ADLT2PKNZBM6AQ,xDL10744,R,conqccbwplwbeqnhhyncpxoswonlltkwigctzeye9o2wfkohdbugerr,dmcxjkprvrsqg,UnitedStates8gAher9ca,4.0,myv0lfsixfh8kgxtpj10csnbdrpgkmelokzmszeojgwdkvjoxjxcvibubqjqumyvif,10.0,63.0,912052.0,369573.0,VwSLFC5YEOZ
1 181 085 8685,Ottqwa,M,6.0,Ojtario,WestsrnUnipn,927.0,f,,Lupxgenghxiowwjoq4pujxj4eswkui,Lupq0745,R,Wih0xsptkaujrvbldjpmubaq,Qou2puynxbtfsxqhutgiv8fqgkqf,initeddtatew8fAmerica,,yflnimkrhsecnyhwgzkbdmuthdsdbvp,3.0,27.0,1580450.0,251785.0,Aeskxhcfx
