prospect_gncd,prospect_frstnm,prospect_ntwrth,prospect_mplr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln2,prospect_mrtlstts,prospect_gndr,prospect_phn,prospect_nmbrchldrn,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrs,prospect_stt,prospect_ncm,prospect_crdtrtng,prospect_wnrrntflg
WES1120,Pramod,,Walgreen,10.0,WESTFALL,,S,,1-340-794-6618,1.0,16.0,Lafayette,Canada,2.0,ME,38149.0,508.0,U
rem1121,stormi,3945293.0,Berkshire Hathaway,2.0,rembecki,,M,,1-303-816-5750,4.0,66.0,Lafayette,United States of America,1.0,British Columbia,401069.0,628.0,R
Fla1122,Arlena,1838076.0,Pulte Homes,2.0,Flach,,M,,1-283-146-6689,0.0,22.0,Escondido,United States of America,4.0,CO,8984.0,437.0,O
STI1123,carissa,2233580.0,Marriott International,1.0,STIRLING,,S,m,1-589-481-9736,1.0,53.0,Fort Worth,United States of America,5.0,Quebec,90034.0,496.0,O
JAM1124,Ning,505817.0,Weis Markets,10.0,JAMMU,,M,,1-793-609-7458,2.0,88.0,Livonia,United States of America,,AL,348378.0,747.0,O
Kun1125,Joanna,949866.0,Hayes Lemmerz,9.0,Kunz,,S,m,1-939-041-3103,4.0,88.0,Mesquite,Canada,2.0,IL,129211.0,645.0,R
gar1126,Sohayla,,Lithia Motors,3.0,garg,,M,,1-849-317-4292,5.0,58.0,Garland,United States of America,1.0,IN,61258.0,671.0,O
Mun1127,Jacqueline,3970367.0,Eaton,5.0,Munroe,,S,,1-252-246-6922,1.0,52.0,Glendale,Canada,2.0,CO,12465.0,503.0,O
Bre1128,ROCHETTE,2524762.0,Key Energy Services,2.0,Breglec,,U,,1-776-251-1309,4.0,4.0,Charlottetown,United States of America,3.0,Nova Scotia,466795.0,316.0,O
Jaf1129,JUOZAS,47548.0,Activision Blizzard,4.0,Jaffer,,S,,1-344-071-8421,0.0,9.0,Billings,United States of America,5.0,VA,8185.0,808.0,U
hor1130,sask,3107908.0,Electronic Arts,5.0,hornung,,U,,1-255-590-3287,3.0,,Tempe,United States of America,5.0,WV,307715.0,452.0,R
hud1131,Milka,1686378.0,Mercury General,1.0,huddleston,,U,,1-220-467-9456,2.0,81.0,Miami,United States of America,3.0,Saskatchewan,13028.0,655.0,O
Edg1132,HRDATA,1825074.0,,2.0,Edgar,,U,m,1-323-626-6939,2.0,91.0,Colorado Springs,United States of America,4.0,OK,88869.0,799.0,O
lau1133,Norstar,1812748.0,Owens & Minor,5.0,laurich,APT. 90,S,,1-716-829-5890,3.0,49.0,Chicago,United States of America,1.0,CO,67662.0,838.0,U
wam1134,LAURY,2410767.0,NRG Energy,6.0,wambsganz,apt. 951,U,M,1-586-719-4407,1.0,84.0,Santa Fe,Canada,3.0,NE,255430.0,586.0,O
tav1135,Kazuhiko,2561323.0,Target,5.0,taverner,,W,,1-224-749-2301,3.0,5.0,Macon,United States of America,0.0,LA,288585.0,303.0,U
Tej1136,marris,3586148.0,AES,4.0,Tejani,Apt. 915,U,,1-058-679-6409,1.0,,Tallahassee,United States of America,4.0,Ontario,76305.0,714.0,O
Bri1137,thea,2850170.0,International Assets Holding,6.0,Brinklow,,,m,,0.0,,Pomona,Canada,2.0,NH,454086.0,805.0,O
Vie1138,cortland,1183241.0,R.R. Donnelley & Sons,3.0,Viens,,M,m,1-165-250-4035,5.0,18.0,Winston-Salem,United States of America,1.0,DC,90372.0,350.0,R
Kla1139,martina,2353201.0,,8.0,Klaudt,suite 184,W,M,1-557-090-0094,1.0,79.0,Allentown,United States of America,4.0,NM,143662.0,776.0,O
SEL1140,ki,2787578.0,Seaboard,7.0,SELISKER,,U,,1-868-632-8142,2.0,,Charleston,United States of America,2.0,MO,353864.0,733.0,R
Kni1141,Courtney,1577482.0,,,Knighton,Apt. 600,M,f,1-017-931-9415,0.0,87.0,Santa Clara,United States of America,4.0,British Columbia,293272.0,333.0,U
kau1142,Mcgee,3616434.0,Alpha Natural Resources,4.0,kaura,,S,m,1-561-620-1390,5.0,60.0,Hampton,Canada,4.0,WI,435702.0,515.0,O
Sch1143,MARILYNN,1092961.0,Teleflex,3.0,Schmidt,,M,,,0.0,13.0,Mesa,Canada,3.0,DC,192697.0,,O
cul1144,KENT,1871131.0,OfficeMax,5.0,culp,,U,M,1-567-714-5099,3.0,40.0,St. Catharines,United States of America,5.0,IN,83243.0,535.0,O
rai1145,MARY-JO,1241392.0,Tesoro,6.0,rainsforth,,U,F,1-059-611-6783,5.0,76.0,Whitehorse,Canada,5.0,KY,429700.0,603.0,O
hsi1146,Nady,1253352.0,,5.0,hsieh,,M,f,1-139-364-6454,2.0,97.0,Peoria,Canada,0.0,KS,67822.0,314.0,O
met1147,ASMAR,3866970.0,Scotts Miracle-Gro,1.0,metler,,W,M,1-402-347-5011,2.0,76.0,Sterling Heights,United States of America,0.0,OR,11906.0,623.0,O
Map1148,ardith,857598.0,Zions Bancorp.,2.0,Mapes,,M,,,4.0,8.0,Milwaukee,Canada,0.0,PA,212673.0,546.0,O
bou1149,FEDERICA,258605.0,Black & Decker,6.0,bourlet,,M,F,1-007-602-6745,4.0,0.0,Arlington,United States of America,,Saskatchewan,308654.0,698.0,R
lal1150,EARNEST,,Carlisle,9.0,lalka,,M,,1-702-404-5303,3.0,,West Covina,United States of America,0.0,MI,353500.0,,R
MEA1151,katarina,3379711.0,Nordstrom,0.0,MEASURES,,S,F,1-938-744-9669,1.0,75.0,San Buenaventura,Canada,1.0,NM,438030.0,558.0,O
Td1152,Madeline,1304352.0,NTK Holdings,0.0,Td,,M,,1-763-974-3931,0.0,0.0,Newark,United States of America,1.0,WV,165409.0,312.0,O
CAR1153,Alain,580139.0,O'Reilly Automotive,10.0,CARRON,,M,,1-660-967-6856,0.0,61.0,Livonia,United States of America,1.0,AR,6654.0,473.0,O
SAB1154,Petrina,2252871.0,Air Products & Chemicals,2.0,SABATINI,,U,,1-215-498-2302,3.0,30.0,Elizabeth,United States of America,2.0,MN,,492.0,O
Tar1155,Edyth,3992185.0,E*Trade Financial,10.0,Tardioli,,W,,1-340-724-4534,2.0,,Lansing,United States of America,5.0,ID,345844.0,532.0,R
mid1156,bhupendra,3091500.0,Capital One Financial,9.0,middleton,,U,m,1-484-646-0416,5.0,,Fort Lauderdale,United States of America,1.0,OH,168068.0,436.0,O
pha1157,REAL,2448579.0,Burger King Holdings,10.0,phalen,,U,,1-603-251-5949,1.0,7.0,Bismarck,United States of America,0.0,CT,260416.0,805.0,O
Sha1158,Skip,3587225.0,Sally Beauty Holdings,1.0,Shackley,,D,,1-452-281-0654,4.0,88.0,San Francisco,United States of America,2.0,Newfoundland,43507.0,330.0,O
SCA1159,holst,,PolyOne,9.0,SCARBOROUGH,,S,,1-968-156-8297,,50.0,Evansville,United States of America,5.0,ND,444249.0,828.0,O
gai1160,MISTI,3394698.0,Greif,9.0,gaiotti,apt. 440,S,f,1-219-741-8500,2.0,29.0,Tallahassee,United States of America,5.0,ME,401051.0,357.0,O
Fis1161,STACIE,2365806.0,Trinity Industries,0.0,Fiszman,,U,f,1-081-831-4877,5.0,2.0,Hamilton,United States of America,2.0,LA,438776.0,772.0,O
Sch1162,Daveen,910763.0,Nicor,1.0,Schwane,,U,,1-606-474-4401,3.0,87.0,Atlanta,Canada,1.0,RI,303366.0,837.0,O
HEP1163,Miles,1819015.0,Sherwin-Williams,3.0,HEPBURN,,M,f,1-863-749-8264,2.0,,Fairbanks,Canada,1.0,NC,282715.0,691.0,O
van1164,heike,926601.0,Enbridge Energy Partners,,vandenborre,,S,,,0.0,75.0,Hollywood,United States of America,5.0,TN,,721.0,O
CHR1165,roshelle,280293.0,Spectrum Brands,7.0,CHRISTENSEN,,S,m,1-524-621-3328,0.0,92.0,Waco,Canada,1.0,TX,329204.0,763.0,O
sue1166,Mohammed,720552.0,General Growth Properties,3.0,suess,,M,f,1-964-577-9282,1.0,97.0,Baltimore,United States of America,,ID,233906.0,747.0,
Fon1167,lewis,1520684.0,Family Dollar Stores,8.0,Fondacaro,,,,1-479-071-8387,2.0,89.0,Thousand Oaks,United States of America,3.0,British Columbia,175670.0,581.0,O
Bor1168,RADOSLAV,1865107.0,J.M. Smucker,2.0,Boruslawski,apt. 339,S,,1-816-928-3911,,34.0,Richmond,United States of America,0.0,NM,344647.0,826.0,R
WIE1169,NELDA,2157922.0,Systemax,9.0,WIENERT,,M,F,1-821-841-0685,5.0,97.0,Hayward,United States of America,,WV,44515.0,698.0,U
CHA1170,CORDIE,3276895.0,ProLogis,1.0,CHANDRASHEKAR,,U,,1-908-496-9722,3.0,38.0,Regina,United States of America,3.0,VA,,489.0,R
Pag1171,jewell,3989535.0,Perot Systems,5.0,Pagi,apt. 207,S,M,1-628-917-2398,3.0,,Lowell,Canada,1.0,Quebec,485565.0,,R
pop1172,Alysa,2342514.0,,6.0,popper,,S,m,1-682-982-2013,2.0,83.0,Charleston,Canada,2.0,NC,459732.0,832.0,O
Cou1173,vitia,2623847.0,MetroPCS Communications,,Courson,,U,m,1-161-506-6299,4.0,33.0,Pembroke Pines,Canada,3.0,WA,186178.0,721.0,U
COM1174,GLORY,2664977.0,Mattel,4.0,COMEAU,,M,,1-307-374-3616,4.0,91.0,Casper,United States of America,4.0,DE,98162.0,412.0,O
ROC1175,Ranga,202931.0,Service Corp. International,0.0,ROCHE,,U,m,1-563-460-6812,1.0,7.0,Paterson,United States of America,4.0,NE,391863.0,780.0,O
Ask1176,Carmina,2150554.0,Travelers Cos.,3.0,Askins,,U,F,1-689-309-7772,0.0,92.0,Dover,United States of America,0.0,MN,277206.0,,O
ALB1177,Debi,3943624.0,Raymond James Financial,7.0,ALBEA,Apt. 926,M,,1-333-494-9786,5.0,24.0,Naperville,United States of America,2.0,Quebec,72968.0,,R
Per1178,hala,144121.0,Southern,5.0,Perrier,Apt. 954,S,,1-787-767-9041,,42.0,Stamford,United States of America,5.0,TX,397291.0,451.0,R
Ged1179,manjinder,3372221.0,Ralcorp Holdings,3.0,Gedeon,,U,,1-576-844-8702,4.0,19.0,Hialeah,United States of America,4.0,NV,9714.0,393.0,R
Gus1180,Marylynn,2955257.0,,4.0,Gustlin,,S,,1-510-039-2939,3.0,13.0,Chandler,United States of America,0.0,CT,153193.0,315.0,R
kes1181,Nikolia,1460915.0,Boyd Gaming,10.0,kessel,,M,,1-140-124-9970,1.0,72.0,Kitchener,United States of America,0.0,DC,274520.0,832.0,O
RIT1182,Sena,850568.0,Northeast Utilities,5.0,RITTER,,U,,1-259-495-6309,0.0,20.0,Laredo,Canada,0.0,PA,394376.0,659.0,O
DIE1183,lucita,302538.0,Oil States International,,DIEU,Apt. 668,M,F,1-031-516-5725,0.0,16.0,Chula Vista,Canada,0.0,MO,171364.0,498.0,O
SAN1184,MARYA,1806295.0,Baxter International,10.0,SANSOM,,U,M,1-505-732-8802,1.0,40.0,Erie,United States of America,0.0,NC,396156.0,629.0,U
Dic1185,rici,3456371.0,Henry Schein,1.0,Dickie,,U,M,1-101-781-7512,2.0,41.0,Regina,United States of America,1.0,FL,499850.0,798.0,R
Per1186,Sriranjani,2691544.0,PHH,2.0,Perron,,M,,1-414-582-0346,2.0,56.0,Mesquite,United States of America,1.0,Ontario,149880.0,679.0,R
Blo1187,codi,3639971.0,Yahoo,3.0,Blodgett,,D,,1-142-777-8202,3.0,59.0,Sudbury,United States of America,5.0,UT,34922.0,692.0,O
Hub1188,Berri,3209574.0,,8.0,Huber,,M,,1-712-335-7075,1.0,46.0,Casper,United States of America,,MA,30239.0,,U
KIN1189,Kassem,3756926.0,,9.0,KINNIBURGH,,W,,1-414-633-3613,0.0,43.0,Omaha,Canada,4.0,KY,93347.0,688.0,O
tes1190,BENITA,2931041.0,Hess,9.0,testsds,,M,f,1-740-250-5357,0.0,49.0,Spokane,United States of America,5.0,RI,197194.0,,R
Ser1191,gajendra,775130.0,Oracle,8.0,Serraf,,W,,1-521-470-9182,5.0,55.0,Cedar Rapids,United States of America,5.0,HI,91995.0,663.0,
kor1192,ross,2616286.0,LSI,2.0,kortekaas,apt. 990,M,M,1-489-574-8594,5.0,54.0,Fairbanks,United States of America,2.0,SD,249279.0,684.0,R
bos1193,emmalee,933005.0,Plains Exploration,,bosnyak,,M,,1-589-412-8021,2.0,20.0,Fort Wayne,Canada,2.0,ME,137890.0,836.0,O
Eng1194,Myrtle,2159011.0,Travelers Cos.,10.0,Engelberg,,U,,1-815-395-4773,1.0,18.0,New York,United States of America,5.0,MI,124655.0,421.0,R
Lin1195,LEONTYNE,2539729.0,Charter Communications,0.0,Lindberg,,W,,1-205-996-4786,5.0,56.0,New Haven,United States of America,0.0,Ontario,213860.0,721.0,R
dru1196,Career,1956521.0,Massey Energy,1.0,druzeta,apt. 714,W,M,1-379-121-8359,1.0,5.0,Greensboro,United States of America,2.0,IL,210345.0,539.0,O
Mim1197,ZACK,1568532.0,,9.0,Mims,,D,,1-549-459-9347,3.0,63.0,Saint John,United States of America,0.0,UT,58462.0,621.0,U
MAC1198,HEINO,618397.0,Dun & Bradstreet,8.0,MACIEJEWSKI,,M,,,4.0,7.0,Bismarck,United States of America,1.0,Quebec,463531.0,339.0,O
Boy1199,Sonny,792635.0,American Axle & Manufacturing,5.0,Boyce,,S,M,1-105-878-1416,1.0,52.0,St. Johns,United States of America,0.0,TN,2962.0,344.0,O
sha1200,Michelle,3786664.0,Texas Instruments,8.0,shannon,,U,f,1-099-542-7457,2.0,85.0,Fontana,United States of America,5.0,Quebec,492936.0,689.0,U
Abe1201,Yoshiaki,2234573.0,Eli Lilly,0.0,Abernathy,,M,,1-946-550-5142,0.0,41.0,Fontana,United States of America,1.0,IL,,339.0,O
eis1202,Schouwen,1190191.0,AmerisourceBergen,6.0,eisen,,M,,1-511-509-4165,5.0,82.0,San Buenaventura,Canada,0.0,PA,80814.0,822.0,O
RUM1203,MOLL,1505284.0,,0.0,RUMMANS,,M,,1-123-823-0767,3.0,90.0,Newport News,Canada,5.0,MN,453062.0,657.0,O
CON1204,Harrietta,2529745.0,,10.0,CONERLY,,D,f,1-650-413-3513,5.0,13.0,Memphis,United States of America,4.0,Alberta,260863.0,,O
kla1205,CILKA,990318.0,First Data,9.0,klapper,,W,,1-152-101-9525,3.0,29.0,North Las Vegas,United States of America,2.0,UT,72979.0,498.0,R
Hud1206,aurlie,2965412.0,HealthSpring,,Hudyma,,U,m,1-753-826-8969,3.0,56.0,Tampa,United States of America,4.0,CT,347970.0,618.0,O
ede1207,duncan,3947021.0,Harley-Davidson,5.0,eder,,S,f,1-450-541-8069,1.0,12.0,Oshawa,Canada,4.0,PA,472646.0,533.0,O
FEL1208,Kellen,205448.0,Alliance One International,2.0,FELCZAK,,M,F,1-517-002-8015,2.0,77.0,Scottsdale,United States of America,,ND,91620.0,539.0,
Sch1209,utpala,1212587.0,MPS Group,2.0,Schrader,,M,,1-422-843-3164,3.0,94.0,Sacramento,Canada,4.0,NC,206466.0,370.0,O
bro1210,maxi,3019513.0,Mosaic,,broadhead,,U,m,1-090-540-3172,4.0,1.0,Charleston,United States of America,5.0,Manitoba,470471.0,466.0,O
doi1211,YARLANDA,480003.0,MGM Mirage,1.0,doig,,M,,1-544-108-4404,1.0,47.0,Warwick,United States of America,3.0,TN,15702.0,841.0,R
Iaq1212,shandy,1663851.0,Weyerhaeuser,3.0,Iaquinto,,M,,1-834-719-3009,2.0,32.0,Missoula,United States of America,0.0,HI,,846.0,O
VOA1213,Siamak,16431.0,AGL Resources,2.0,VOADMIN,,M,,1-309-532-1007,1.0,6.0,Jersey City,United States of America,1.0,AR,77086.0,,R
woo1214,freddi,955759.0,State Farm Insurance Cos.,8.0,woodall,,M,,1-258-938-5054,1.0,92.0,Winston-Salem,United States of America,3.0,KY,277587.0,335.0,O
hal1215,Ilysa,829233.0,Pilgrim's Pride,8.0,hallett,,U,,1-265-555-7012,4.0,31.0,Lansing,United States of America,0.0,VA,309383.0,340.0,U
Zay1216,florida,1277886.0,Precision Castparts,3.0,Zaydan,,U,,1-496-220-5173,4.0,59.0,Chicago,United States of America,2.0,PA,,,U
Hur1217,lynnea,2693596.0,Rock-Tenn,1.0,Hurtubise,,S,M,1-943-319-0450,5.0,92.0,Nashua,Canada,2.0,NE,86633.0,449.0,U
GUM1218,ofelia,1340742.0,,6.0,GUMBLEY,,M,f,1-086-172-2402,5.0,69.0,Concord,United States of America,0.0,Prince Edward Island,31218.0,381.0,O
sol1219,Shirlene,,Delta Air Lines,2.0,sollman,,,,1-738-154-3508,2.0,51.0,San Diego,United States of America,4.0,NM,109562.0,419.0,U
fao1220,Jerrylee,852982.0,Motorola,8.0,faou,,D,,,3.0,71.0,Madison,United States of America,1.0,NY,201385.0,747.0,O
ERN1221,MIWA,1746702.0,3M,3.0,ERNST,,D,m,1-147-341-1855,4.0,72.0,Saint John,Canada,1.0,OR,427589.0,720.0,O
Syl1222,Ida,1111993.0,Ingles Markets,6.0,Sylvain,,M,,1-504-164-9114,1.0,40.0,Norfolk,United States of America,,MD,442115.0,,U
sco1223,Brittany,905885.0,Hudson City Bancorp,8.0,scourneau,,M,F,1-382-486-7322,1.0,23.0,Lakewood,United States of America,2.0,ND,419466.0,547.0,R
Rid1224,Morganne,418487.0,Citigroup,1.0,Ridgway,,U,,1-725-441-6643,1.0,40.0,El Paso,United States of America,4.0,LA,276706.0,308.0,O
Hot1225,Hortensia,2667849.0,Schering-Plough,4.0,Hotson,Apt. 646,S,m,1-624-667-8341,4.0,81.0,El Paso,United States of America,1.0,NV,130584.0,644.0,O
LUE1226,SAEID,3129396.0,,2.0,LUE,,S,,1-394-099-1580,5.0,10.0,Tulsa,United States of America,0.0,Nova Scotia,363231.0,523.0,O
WAL1227,MERIDEL,1827490.0,Cephalon,7.0,WALBRIDGE,,S,m,1-819-993-1787,,87.0,Escondido,United States of America,3.0,WY,364610.0,330.0,O
Hoa1228,MIEP,1695044.0,Aventine Renewable Energy,9.0,Hoang,,M,,1-284-475-3132,1.0,22.0,Irvine,Canada,4.0,AL,167477.0,662.0,O
VAN1229,SWD,3037827.0,National Life Group,9.0,VAN OORSCHOT,,W,,1-629-566-6403,0.0,71.0,Durham,United States of America,2.0,ID,15674.0,326.0,O
Sca1230,RUTH,1394392.0,Retail Ventures,0.0,Scarrow,,M,f,1-288-650-2894,5.0,30.0,Ann Arbor,United States of America,4.0,Nova Scotia,104231.0,377.0,R
SID1231,jaya,1165541.0,Apple,3.0,SIDOROVSKY,,W,,1-045-952-9338,3.0,44.0,Bismarck,United States of America,2.0,WV,439123.0,760.0,O
Luu1232,ivona,1959230.0,Newmont Mining,9.0,Luu,,S,F,1-723-682-8994,4.0,,Lowell,United States of America,0.0,Saskatchewan,65410.0,704.0,U
Bor1233,Therese,121635.0,Sealed Air,4.0,Borson,,U,,1-137-265-4305,3.0,68.0,Ottawa,United States of America,2.0,ND,469337.0,,O
GIL1234,Lou,1752544.0,Amgen,8.0,GILLIARD,,M,F,1-893-977-0837,4.0,73.0,Milwaukee,United States of America,5.0,ND,298717.0,713.0,R
Mcw1235,JOCELIN,590157.0,Spansion,5.0,Mcwherter,Suite 290,M,,1-204-729-1190,5.0,74.0,New Orleans,United States of America,3.0,ME,56675.0,542.0,O
Huf1236,Alan,378036.0,Office Depot,9.0,Huffman,,M,,1-784-145-6096,0.0,43.0,Greensboro,United States of America,5.0,AR,250536.0,778.0,R
mev1237,jolynn,150777.0,,8.0,mevis,,S,F,1-112-443-1407,2.0,3.0,Simi Valley,Canada,,WA,,623.0,R
sti1238,TWYLA,499128.0,Halliburton,7.0,stirling,,U,M,1-591-924-2610,5.0,49.0,Santa Clara,United States of America,0.0,TX,299575.0,392.0,O
lor1239,saree,3883139.0,Kla-Tencor,10.0,lorincz,,U,F,,0.0,50.0,Worcester,United States of America,5.0,CA,1647.0,314.0,O
vin1240,Shirley,2998448.0,Thermo Fisher Scientific,10.0,vincent,,W,m,1-120-114-2808,3.0,53.0,Escondido,Canada,4.0,ND,286954.0,702.0,O
Wan1241,LORNE,2625185.0,Williams,10.0,Wang,,D,f,1-305-810-2623,0.0,38.0,Erie,Canada,4.0,SC,481516.0,485.0,U
Baz1242,Somsak,3167634.0,Sonic Automotive,6.0,Bazik,APT. 254,S,F,1-652-883-3499,5.0,60.0,Regina,United States of America,2.0,MN,111344.0,715.0,R
Bab1243,Elyssa,2769945.0,Flowserve,3.0,Babin,,W,,1-672-562-3209,5.0,72.0,Lancaster,United States of America,3.0,OH,341647.0,743.0,O
Neu1244,SHIRLEE,3943063.0,Huntsman,4.0,Neuman,,M,,1-410-290-3625,5.0,42.0,Charlottetown,United States of America,3.0,PA,425275.0,752.0,O
Bet1245,Wilow,26913.0,,10.0,Betts,APT. 159,M,,1-066-652-6553,5.0,3.0,Huntsville,United States of America,5.0,ID,76349.0,,R
sch1246,Christine,1268277.0,Alliant Energy,4.0,schwenk,,M,,1-783-423-3737,5.0,92.0,Springfield,Canada,5.0,IL,243685.0,727.0,O
Zel1247,Ria,2173819.0,AptarGroup,2.0,Zelsmann,Suite 328,U,M,1-415-186-6059,3.0,56.0,Bismarck,United States of America,2.0,MI,34059.0,627.0,R
Win1248,heddie,1004185.0,Genuine Parts,2.0,Winningham,APT. 421,D,,1-167-455-1042,5.0,80.0,Salinas,United States of America,3.0,ND,321140.0,439.0,O
heb1249,Aartjan,3248647.0,Starwood Hotels & Resorts,2.0,hebbar,,D,f,1-525-839-7401,4.0,54.0,Fort Wayne,Canada,1.0,TN,30169.0,828.0,O
pic1250,Aloisia,403159.0,Weis Markets,3.0,picard,,M,M,1-906-537-8336,3.0,82.0,McAllen,United States of America,0.0,ND,232504.0,413.0,O
May1251,jossine,1255629.0,OfficeMax,2.0,Mayr-stein,apt. 776,D,,1-933-285-4690,1.0,32.0,Shreveport,United States of America,4.0,NM,,829.0,O
kle1252,ANSLEY,2944139.0,MetroPCS Communications,10.0,kleynenbergntmvaa,,D,,1-113-559-9611,4.0,76.0,Hilo,United States of America,2.0,AK,33500.0,724.0,O
Dil1253,chin,2730313.0,Darden Restaurants,6.0,Dilley,,W,,1-553-227-3208,4.0,58.0,Oxnard,United States of America,1.0,WI,94094.0,,O
COM1254,cybill,3721362.0,,0.0,COMBEE,,S,,1-119-188-8234,2.0,75.0,Pittsburgh,Canada,1.0,MD,384343.0,597.0,R
men1255,QAINFO,87116.0,Dentsply International,5.0,mendez,,M,F,1-610-990-4030,4.0,72.0,Pomona,United States of America,1.0,NY,335778.0,702.0,O
CAL1256,Luke,,Modine Manufacturing,3.0,CALIS,,S,,1-418-964-5696,3.0,25.0,Lubbock,United States of America,5.0,Newfoundland,,783.0,O
CON1257,CATE,188852.0,Maxim Integrated Products,2.0,CONNER,,S,,1-727-518-0923,5.0,73.0,Chicago,United States of America,4.0,New Brunswick,170437.0,514.0,O
Van1258,Florine,697983.0,Brink's,6.0,Van dyke,,S,F,1-424-230-7510,1.0,33.0,Gary,United States of America,2.0,ID,269584.0,395.0,R
Nov1259,Luping,2682855.0,American Financial Group,1.0,Novia,,U,M,1-158-972-9762,,89.0,Independence,Canada,1.0,SC,172183.0,431.0,U
ACK1260,Caroline,2101299.0,Regions Financial,,ACKWOOD,,M,,,1.0,8.0,Little Rock,United States of America,1.0,TN,35385.0,402.0,O
PAT1261,Krinda,,WABCO Holdings,10.0,PATTULLO,,D,F,1-921-154-5804,0.0,36.0,North Las Vegas,Canada,0.0,Alberta,223383.0,657.0,R
Piz1262,Elfrieda,3419489.0,UAL,4.0,Pizzarello,,M,m,1-845-232-0939,3.0,4.0,Fargo,United States of America,3.0,Newfoundland,159693.0,663.0,
Mof1263,Emalee,1927419.0,General Electric,2.0,Moffet,,U,,1-310-011-8087,2.0,21.0,Cincinnati,Canada,3.0,NJ,311444.0,748.0,O
Dru1264,Tierney,2476124.0,Collective Brands,5.0,Drummond,,,,1-367-411-5545,4.0,29.0,Orlando,United States of America,5.0,GA,285802.0,794.0,O
IOA1265,STACEE,3524149.0,Duane Reade Holdings,5.0,IOANNOU,,M,f,1-071-995-4878,5.0,32.0,Simi Valley,Canada,0.0,NV,423642.0,800.0,
Win1266,Jacklin,2826334.0,VF,3.0,Winstead,,S,m,1-944-859-5982,2.0,65.0,Stockton,United States of America,3.0,ND,414724.0,716.0,O
CUL1267,Millard,627765.0,Quest Diagnostics,2.0,CULMER,,D,,1-500-161-2282,4.0,41.0,Denver,United States of America,5.0,WY,103095.0,685.0,R
Rol1268,GWENDOLYN,2079617.0,Amazon.com,3.0,Rolston,,S,f,1-900-782-2828,4.0,4.0,Ottawa,Canada,4.0,New Brunswick,251608.0,467.0,O
Dav1269,IOLANTHE,2440307.0,Cooper-Standard Holdings,8.0,Davalo,,S,,1-688-722-3100,1.0,,Santa Ana,Canada,5.0,ND,466631.0,424.0,O
flo1270,Buffy,494497.0,Raymond James Financial,9.0,florence,,M,F,1-663-949-2542,4.0,40.0,Fresno,United States of America,3.0,HI,319611.0,719.0,O
Nar1271,Noreen,2449007.0,Waste Management,4.0,Narraway,,D,,1-704-752-9592,0.0,23.0,Newport News,United States of America,4.0,AL,31336.0,460.0,R
DEG1272,DARINA,1061532.0,Patterson-UTI Energy,0.0,DEGEN,,W,M,1-829-463-0846,1.0,78.0,Cedar Rapids,United States of America,0.0,MD,234270.0,503.0,R
AL1273,subi,3947420.0,Fidelity National Financial,9.0,AL,,M,m,1-956-266-9575,3.0,80.0,Augusta,Canada,5.0,PA,441616.0,781.0,O
CRA1274,KARIN,323615.0,Brookdale Senior Living,5.0,CRADDOCK,,M,M,1-793-652-0399,3.0,7.0,London,United States of America,,OR,199969.0,389.0,
ste1275,KESSLEY,2578863.0,Nalco Holding,10.0,sterian,,M,,1-444-570-0151,4.0,11.0,Salinas,United States of America,5.0,NM,104211.0,472.0,R
Fal1276,miriam,2330950.0,Dillard's,3.0,Fallahi,,S,,1-270-102-2156,3.0,,Fargo,United States of America,5.0,New Brunswick,125783.0,,O
Erb1277,HOLST,1028958.0,Hess,,Erbilgin,Apt. 343,M,m,1-088-500-6364,2.0,10.0,Overland Park,United States of America,3.0,FL,386913.0,,
Egn1278,tonie,591978.0,Medco Health Solutions,1.0,Egner,,U,f,1-002-204-0709,2.0,95.0,Aurora,United States of America,1.0,WV,434919.0,435.0,O
Tah1279,Darrel,1566884.0,H.J. Heinz,5.0,Taharuddin,,S,,1-560-601-9858,5.0,11.0,Huntington Beach,United States of America,0.0,NJ,409171.0,345.0,O
Tog1280,margette,2233915.0,Allegheny Technologies,1.0,Togasaki,,U,m,1-003-740-6871,4.0,74.0,Cheyenne,United States of America,4.0,MT,35973.0,845.0,U
ing1281,Siew,1697753.0,Perrigo,0.0,ingrey,,,,1-483-304-6077,2.0,8.0,Bismarck,Canada,0.0,WI,496333.0,583.0,R
Dac1282,TIN,2281290.0,Texas Instruments,1.0,Dacre,,U,,1-018-689-7394,4.0,39.0,Syracuse,United States of America,5.0,AR,34940.0,410.0,R
SEA1283,Blythe,3872337.0,Gannett,4.0,SEARS,,U,,1-945-171-3526,3.0,36.0,Chicago,Canada,,DC,433355.0,743.0,O
Ert1284,Emer,2092159.0,,7.0,Ertl,,M,,1-990-496-1766,5.0,10.0,Newport News,United States of America,0.0,British Columbia,204073.0,316.0,O
Cay1285,EADIE,1311610.0,Dean Foods,3.0,Cayouette,,D,f,,2.0,73.0,Jackson,United States of America,5.0,NJ,311152.0,690.0,O
Wil1286,Diannne,2854213.0,T. Rowe Price,1.0,Williford,,U,M,1-017-610-2976,4.0,56.0,Ann Arbor,Canada,0.0,IA,140649.0,448.0,O
Reg1287,Kingsley,503224.0,Gardner Denver,10.0,Regimbald,,U,F,1-215-714-0481,4.0,90.0,Allentown,Canada,3.0,FL,133125.0,517.0,O
