City,LastName,Income,State,Phone,NumberCreditCards,Country,MaritalStatus,AddressLine1,Age,AddressLine2,Gender,OwnOrRentFlag,NumberCars,NetWorth,Employer,PostalCode,NumberChildren,CreditRating,AgencyID,FirstName,MiddleInitial
Plano,cuisbajkbgbepg,323020.0,MI,1-991-240-0534,9.0,United States of America,D,ibaxqhselzieddtxcorobdgqhotiaebzqgwdvjkwhxnpqptqj,33.0,Ysabszpkbgeoskangmunmiidabubeppsgupaqoctlvbltngdqbrfwnttldyumbonouomqtxi,M,O,2.0,781263.0,Regions Financial,efturzblmq,0.0,435.0,cui13252,uvmtyoftduppine,q
Idaho Falls,efyurbmsmiawhwfzpvqatzzc,202720.0,ND,1-881-231-0558,4.0,,U,Qmmqleexwlpjsmgdzzoojxsquztlhqhstbffrki,1.0,Pjjxi,m,U,2.0,2219616.0,Manpower,Nlnyt,1.0,493.0,efy13253,Mqvfiyqpiplg,
Boston,UMOOZLDCNHRAWH,147444.0,FL,1-891-314-6597,3.0,United States of America,M,PZJGMYAVXBTZBKQIGFQBAEOAZDMMEOCCLFDRDSZL,99.0,aandmlilsbjnyglvegrxglhnbrzqlytpetlsqdstxsvlobro,,O,1.0,,Dun & Bradstreet,Cratwrnhiqen,2.0,386.0,UMO13254,Qopkq,
Biloxi,Yfwwxvjgnqoiwurbkjitanpfdzldk,284326.0,UT,1-382-735-0127,1.0,United States of America,D,Miutbqibvfxkarvziqbogcfwupxxjhztomhlnocdfamajcdfifflhdri,96.0,YPUWPQKWPL,f,O,1.0,3777584.0,RPM International,Sdungmzu,0.0,333.0,Yfw13255,huhobdl,
Hialeah,JJWGGLFHHIEJICMMGNMR,51448.0,ND,1-408-130-0965,3.0,United States of America,S,Uyjimrvueeievgnabxuofdqrclhvfcwaohxbkfhpuupvipdmlexkhjaujswouijfltodel,92.0,krthzupxyqstrvkjitoxfckbhqnpnxvxkcoodqmlalmytoxeleglbhofxeunskexydandmtfxyiefkd,f,R,,3688022.0,Staples,EPFBIBJLFE,,516.0,JJW13256,xfremibyy,W
Montreal,Wabvq,133021.0,MS,1-938-427-7583,1.0,Canada,D,Ilfvyocsrcbtujjpghsflzjucnlajidvwdgzezrxbcuafiyzuumkagugwbmdvpimxlnirnrlzq,88.0,KTRJQCRUBAQSKDZS,M,O,1.0,3462697.0,Alcoa,LQDVABGW,1.0,351.0,Wab13257,Fndemrfrigiljzasmdmblm,f
Oshawa,CPIJKREDVUDNVLE,269064.0,MN,1-632-407-4063,7.0,United States of America,U,Crbflrmgfwzfckfwzpadrhsdecnnnoyqggunjzbjryvfp,19.0,Jtsao,F,R,0.0,2780611.0,State Street Corp.,Rdezvwvdszp,4.0,304.0,CPI13258,EQHAXANOBUZQKZEWNCBNRZYN,
Fayetteville,BZCFCJUAEBCZBOGTZTQQJLGE,,GA,1-871-854-2212,1.0,United States of America,U,Kvolmmqkorkeoyrvjoygbwlbrfq,79.0,Eaqwnwlhxtrawlrioonhedanavvtwog,,O,1.0,1503671.0,Gap,Qqbmwzycl,2.0,491.0,BZC13259,BBUVKPXGRT,Q
Vancouver,QIVZSAHHXKHNTUVSKGFANR,298878.0,Nova Scotia,1-475-831-3964,5.0,United States of America,M,CXOIKGSRVRERCXNEFEGGWNSUHCELLPXWOBNMDBOBHYRDTGCAAEDBPHFPPQOOBNMDYLGAPRBSEWUBK,40.0,Enzpgtbnzbezuqgydjekhtgjpbogmmjvafynshuwtw,M,O,2.0,3263203.0,Owens Corning,gkiltrkqxml,1.0,594.0,QIV13260,BENIAUKRKRZVN,
New York,HKNKFPQBMD,412000.0,VT,1-907-551-3014,7.0,United States of America,U,kjpektzonskgxbimbrdncuwjpretsyolpnauulpnsg,85.0,thuwnxvcewm,,R,0.0,2761203.0,Curtiss-Wright,Dzlkuop,2.0,664.0,HKN13261,Apvknvjzhclc,Z
Windsor,GFLQKKZKICTSKXWUSDEGXVPJFTUMRL,161918.0,IA,1-574-065-0336,9.0,United States of America,D,Wojphxkugnfavdaoyftsueyltjoutxokoiqrmwaotbwwvdqesjetaiklzskqdsrxrai,92.0,Wphuxhenfshnbdmfjdsebjcqnujclhmxkkjfmneqx,,O,0.0,2500499.0,Harley-Davidson,chrjnrm,0.0,836.0,GFL13262,mrauuzqbvnup,
Berkeley,PCRXDULLHCFVILQZNCNPUWOSK,150257.0,CO,1-983-331-5503,4.0,Canada,S,NXVDTV,37.0,Bledreqvzmzhkbfrqesnjunljzbrwjrrhdtugcobqrlzqyrkhebkhzawwgqiq,m,O,4.0,1031644.0,CenturyTel,Kgbhipuuovxb,0.0,807.0,PCR13263,UYPWYMIYHMKKXIABRSOAO,
London,Mxhzueedxguclnjhqtyej,131378.0,KY,1-913-754-4478,5.0,Canada,M,Vkpcaqyrjav,49.0,WJSNSXFE,,O,4.0,3245402.0,Magellan Health Services,pjxhfvict,3.0,555.0,Mxh13264,VGPQVIOIUHKQILAVWAEYNW,
McAllen,Nunleuaswk,427824.0,NC,1-968-682-4562,1.0,United States of America,U,qdrkylwdortaygisdbdkcbrhfotdecmnuxancwvculibugwbn,,MUULPQPMBXUDWZXJJOIYABDFACTIOLPIOGARMMDQDWOEPZOFJPWBPVOK,f,R,0.0,2532859.0,Cooper-Standard Holdings,Jnssq,1.0,704.0,Nun13265,Pmvwdxlz,t
Gary,zveyys,432383.0,AZ,1-126-684-7680,7.0,United States of America,S,IRSSDGEEFKJQOHWXEYEVMVNIPGYGWFQMQLW,81.0,nxzuqbeegnltbiyvkotrxroepqmoqjbymmabe,,O,1.0,3478268.0,Costco Wholesale,Ophngwnyzgj,4.0,444.0,zve13266,Reaewyvidnekmykydyt,
Long Beach,Csinhgq,72261.0,WA,1-509-797-1506,1.0,Canada,S,ATIUEEWOTGBPFVXQELSOEQIIJCTVGKUYCMMLMYHLJLMTUBFEAXPUDNMMXHHKOUXECPEJU,13.0,Onyaofkjntgongkvwywoaudxrmplejvrumpugtrfhoqourkqyz,m,O,2.0,,Domtar,QSSDIQWNUFEN,,344.0,Csi13267,GWVVPFINYUZDFRIJEHWSIDRJIOY,Y
Bellevue,Eekaktxhncnsenigjmlomilf,2945.0,Newfoundland,1-079-603-5559,7.0,United States of America,U,AUHLHUQENHSIFKPOYFVTTPJSTPDPYTR,98.0,Kecufndwmjfygkzvfptthpbfnsucpswfcgebhoyfsuajbqodepxwsuoqroe,f,U,4.0,2886374.0,Susser Holdings,RNXZHCFZZ,5.0,728.0,Eek13268,Uonsfqgapprhrhdgo,X
Plano,RTULOHDRDPQPKNPISINWYBCSHTHLV,434739.0,Saskatchewan,1-003-595-8840,1.0,United States of America,S,Kseoxihjkzsdpternnipvosapdxpjplpsyekaoxfsd,61.0,Wvctragybfktdrjlcyfvzcefdobbewemkwxjne,,O,3.0,1521016.0,Owens & Minor,Fzbvohtpbibi,,428.0,RTU13269,Twgumduxzypwraipdkjro,
Regina,iahazgxasdfbrtxhneyycv,316148.0,VA,1-103-761-4145,,United States of America,,CEINTV,77.0,,,U,3.0,2976268.0,Dick's Sporting Goods,Acovlcfa,5.0,732.0,iah13270,Dmjtsomaurdewdgspgtuktdl,
Bridgeport,cepsbyjknb,164871.0,NY,1-169-001-0679,6.0,United States of America,,BOEFNAJBBDDKNJMNQSVBSEUVCCBECQCOWTHDJYBNZBDIIEWTMOBGVHXPQFNDNQYMPRVWHQVOTKX,55.0,,,U,5.0,1510723.0,VWR Funding,bcemigjbmuer,4.0,372.0,cep13271,ulmjtam,
Scottsdale,Xrjebpexpcxppvgevfmlpqhi,480038.0,MO,1-674-730-3777,5.0,United States of America,U,gadynrdaysaazchvcpinoxdtjrvhpohhorrysalimgoiaibfsxeozigyt,83.0,Edkdnqbhrzcbivhfqlgsbhsxrjietyxyquuccscjjucfrtpxlovopz,f,U,0.0,526799.0,Owens & Minor,avjoozh,4.0,427.0,Xrj13272,Uagtoxmicfpgalkmg,
Manchester,OMNUDOWKKKSOVGXTZN,91185.0,CO,1-679-489-9725,1.0,Canada,M,Wvriudvijyhgcakjyumhmdjjowm,82.0,Pepwqcschemfzdpnelleosibudcvqgggfnvofcqdaehimradfjgffmptuxyprfkrkmrlgrxdexklj,F,O,4.0,445239.0,Dover,ymvix,,765.0,OMN13273,Xfgszmjrpcgikazjuuujk,
Birmingham,KGWNFVBKVKRILAFDGASFCQXJDAP,480642.0,British Columbia,1-364-266-8678,10.0,United States of America,M,VVRNYFQODNXSN,45.0,hzlzcosyugytywvhawpmv,m,R,5.0,2580124.0,Varian Medical Systems,fxyetv,0.0,787.0,KGW13274,qgcjiilqqxriqbxjdjj,
Lubbock,ETJYNUIWJNIITKVUZLTJHVAVHVBAVB,338137.0,VT,1-680-779-3336,1.0,United States of America,S,Xdnnwjuapyllljqzsfzhwvwpngrbhffausacwoepjmxlxwivfuompuybauz,96.0,viuuabzubfftpfws,,O,2.0,484634.0,Campbell Soup,ycecl,3.0,399.0,ETJ13275,Emuvpxvsqvcjnkrakpsqtdbdeicac,
Fort Collins,odfgygnohhufopdzhfwxdayka,151581.0,TN,1-629-190-3998,10.0,Canada,W,Yngmrpjurfcvjhjtyruydagymrfnkknfgcfabp,50.0,vsaptguroofkstecfxiythlkeiazzqtrtykzxmpnzwworirjthfxtwpadrmbkjksmhejd,f,O,1.0,3644428.0,United Stationers,Nusabxe,1.0,436.0,odf13276,epusfugcfjnhndbx,K
Anchorage,FJJESBSIEQT,216513.0,VA,1-333-190-4296,10.0,Canada,W,LURSEVMDXREGMVCBAPNTNVCOSDTJOHCDJXVBZJZ,7.0,Ounbuuw,,O,1.0,382858.0,,qnhkhbnconz,1.0,769.0,FJJ13277,Tjbbkbjmlptxizyzqpimqcqadjwn,X
Boston,Grywfjcjknfhslkt,316902.0,NE,1-601-449-9825,6.0,Canada,U,Jfawkeeswa,68.0,HDUAJOLXUVEBAOLMPGTQIIZSOJBIBDPXPVDHOHVT,M,R,,3994265.0,Bed Bath & Beyond,JRXXARORTL,4.0,719.0,Gry13278,Bucjsqarucmmaomcbtm,
Long Beach,Htggjocfimxmmfobxadwwfja,249323.0,WY,1-802-639-5897,2.0,United States of America,M,Koeonnffouvghfgbtkugsnj,31.0,xhtrn,,O,5.0,2294561.0,Dole Food,hefghnmso,5.0,340.0,Htg13279,tgsdex,V
Stamford,Nckixbtfccwdqloeptpuep,180897.0,VT,1-386-695-2443,5.0,United States of America,M,Iunpumjyfewxssizu,67.0,Mdrifmtubmgrtxkduusumewpwtujxoxfeioyemwxxfxksargvvdisbgiray,,O,3.0,3736725.0,MGIC Investment,NAKQC,2.0,696.0,Nck13280,Euoksvzwrdqjow,M
Garden Grove,Uluntczdvgnwm,64683.0,FL,1-133-344-0698,6.0,Canada,U,Xzcoyiqtjpphosaicrbbwwuvdscu,78.0,Yhrnocudbzkowuqvfcwipeckwbrfqucwmngxqcocxuigqzzcxpexlldxuxkhhtgmhdxccwkubrtvovon,m,O,2.0,1373134.0,UGI,Tppopzjbbkpm,4.0,429.0,Ulu13281,Hhfzyghyllkxirhomrhgsccjsrhmv,
Flint,ZMHZQVXUQYSNYPIVVXDTCOVIPDHAJ,116935.0,RI,1-648-894-4848,7.0,Canada,S,Oqfnkuywnqkjskkeoinnlupktcuugllarlqunvqbfmnnccuxixjdnoxtux,61.0,RGPNAIBMTLTSJRKDVIGDIEYROYZYRMAGAFZDEVBRQWRFCMVQHASRXOGDEKGZMUR,,U,5.0,2622298.0,Packaging Corp. of America,Ltmtuo,3.0,502.0,ZMH13282,Fhnsalscqyeedefswwuwrl,S
Richmond,esoarvks,84676.0,CA,1-350-570-6771,5.0,United States of America,W,Bxwhqdksc,81.0,Iqfoyjqsdlaiiqroumxwjjmusprsemmksfnpwprqlrnjiuwvlcstqgsfiaztgjy,F,R,1.0,197048.0,Dominion Resources,Rtxbz,2.0,849.0,eso13283,Jqqnlhvtmnbqymynwnjoqqaotk,
Independence,Uvwivesoxhdqcsmaqaxyc,22879.0,TN,1-796-938-9443,1.0,United States of America,U,vwrmgjrdsrjcrnudxxspjmhxvvqqpsxffkburraqsnkey,4.0,Grdqfosgfkoyjqjdsydkosdvquwubhrjhroyokfnvcbacungc,,O,5.0,769987.0,State Farm Insurance Cos.,Qoqbrkwrj,4.0,,Uvw13284,HOWVOBXXKZKBAMNBJND,Q
Halifax,ejnawdtboaajgqngttxzh,6876.0,Newfoundland,1-945-448-9130,0.0,United States of America,M,NKCHUZVBLQMGSSQPQEECMGETCCJOXHAMDZNWHERZDPKPULCPMPXZDZXPCKOVYNIY,20.0,mthxfvajledcgaigmfcmolkztpyqmg,f,R,2.0,2263759.0,CarMax,Xlxle,3.0,827.0,ejn13285,EKVIOIERSZFEK,
Lancaster,abgbimyccytmfvhef,423844.0,NM,1-652-817-1263,3.0,United States of America,W,xtoxzfpfdahjuoxhftdyeeicqxpdwudsmmj,68.0,nysyupmujtvlkyhwcwwohilofavqdtlvaszsdakvjyozfinuzxbwgcyzddwrnbfp,,R,5.0,1149508.0,Allergan,Tadzvdwmk,0.0,377.0,abg13286,Xshlqjyyykdqeeakxywbukaugj,
Burlington,PPLTPYIMKVHZTRSONSOICMV,52513.0,DC,1-287-586-7650,5.0,United States of America,M,jsepghkxpbikmt,,IEBVLRCHXWGAJHNNYVIARIDSVVKBK,M,R,4.0,,Vectren,ocngwjx,0.0,428.0,PPL13287,Hbimisqfhdhfas,y
Torrance,Jiuew,34540.0,Prince Edward Island,1-718-238-7850,6.0,United States of America,M,Phykwcqzfxclpualudqaogwuxwslnbykwgzewpjthkiivqmdskunnruimlsdyj,32.0,Eugghcgdmumaviewkeqnfkwvtsdvkazxwbrvrsrbjhdcidyechuhijlkfauqv,,R,4.0,2142179.0,Analog Devices,swgmcuxdux,1.0,326.0,Jiu13288,Waqkzfslhsqnj,P
Portland,Imskilwbysuyrjhwtaurmm,173732.0,LA,1-766-959-6159,8.0,United States of America,,Xhxzkhkxglgziupspkofwndxdbmthquxcfovx,25.0,Xllyzeprukchxgdaweqauoskiwxmqqdzvbnwhqocfkhwpdtmplgskalgrxbqloll,,O,1.0,3456095.0,CommScope,EGYAHVCH,5.0,,Ims13289,IVNFMXUHLNKNQKLQ,
Orlando,kxrmrctlrwohexobkcomup,248640.0,CA,1-446-952-6459,3.0,United States of America,M,ZZJGCEFVTHFGNFCEQUGXVRRTQQMKHXSJNXQDGGSZNHXBQQWXQCFUNGF,56.0,uttkmpgofpnvltglavrqbhqhvvgiwrczfdynjeavyiduufwiubvthgrrvhgvdiipoogqfzyfoq,,O,3.0,1797369.0,Express Scripts,FLTBWUK,4.0,789.0,kxr13290,Ebcetgrmdusfhkwlqijxchc,
Beaumont,Jpvgjcfkkjedzfktntzoktiw,439264.0,LA,1-327-961-7228,7.0,Canada,S,FWCQFPOMOHVNCFBGFDRBWADJXJWKKPCGSQKTVGKXATKRHKEPQXHRGAINBWG,90.0,Lvnrtrxvgogwgnltapxvnhzovoxlplgibzxtgearoydcgunvnxhnhuevzggljsfnhivhcjgmmvbebhy,F,O,5.0,236958.0,MEMC Electronic Materials,Dgksmvlbaq,1.0,700.0,Jpv13291,Rmislhw,
Lancaster,AUVXBVQNFBBWWKEIVGCHG,338039.0,NY,1-909-462-1614,1.0,United States of America,S,cdciiormdlhrqivygsqfuhdwdtqxoexgqvowmzdgviggscrkwccyvxptvdozgumfgoncxcedewyua,18.0,GFVLKNXIJCBDXTSTFROQUKXIAJA,F,O,1.0,2916599.0,Las Vegas Sands,,5.0,460.0,AUV13292,Ocubrzf,
Nashville,lipbleqkcaqilgjpurryzabkz,138898.0,UT,1-088-568-0253,10.0,United States of America,M,quxoxxtmgzbnmrsaulfyenqbjd,49.0,RMUYVPBMSIHFGXHVPHCGVJMWIBUDYHAYRANCWXUUIPCNAGTUZGFBCTJKIWHJEKAUV,,O,2.0,830045.0,Regal-Beloit,Vdkouhul,4.0,441.0,lip13293,QIDHXL,
Charleston,Nfomnrpywektufycjs,465718.0,MO,1-900-597-3379,4.0,United States of America,M,igqizsglieckfolqhermjtdnqvsxocpyinjpmmjoyimeadoprrvpqlziaaeimakbfyzpgjceqhjkodf,55.0,Jouyypisuuswovbtokq,,R,5.0,3260198.0,Murphy Oil,gecgtfvxouab,4.0,542.0,Nfo13294,Uofuytisp,
Provo,Wszigvwkfsyt,208991.0,WI,1-881-385-6273,1.0,United States of America,M,Wskwbvkixqywnulhwuuiouornbespqyuzgtbvpkqnryeqxxvetubuxyvjnumgmsmuryxewhdxrjdou,43.0,WVWESZERIABVHJTQZAPRJGEORKDAOEESG,,O,,2286681.0,SunGard Data Systems,Kmlvthsl,4.0,736.0,Wsz13295,Paopa,
Bridgeport,qbcgtarhyfwwwmvfn,237244.0,NJ,1-605-435-3346,3.0,Canada,S,nsgqbcxmdvavuntxirwzvqlyqnjifebafrqelcxwdvpxjcaozuvzum,95.0,pfldajeezhl,f,O,3.0,2416195.0,Energy Transfer Equity,Emdktxpin,4.0,451.0,qbc13296,Uyjkarcjfhpdxtsqlirxlysbatho,R
Charleston,HWJYZUXJLMVHUY,101559.0,NC,1-458-069-0788,,United States of America,M,KNXFCPZACRXEOMZMVVHZMOGSQIFETZMTDQBSPALTSZKVV,39.0,wlgjskvvbmpyqfolhumlwzhzoilfpmvbmyxa,,O,0.0,1506478.0,Torchmark,Rqcazinms,5.0,620.0,HWJ13297,Bhnolbqnulsabdukbkzc,s
Syracuse,ggfljpdptcptignjaxqya,55791.0,Saskatchewan,1-464-238-0810,10.0,United States of America,S,,46.0,Lhboivagfqwyvqwnimgdcjlvpjtevy,m,U,3.0,3328580.0,3M,Brgxxpackcr,2.0,327.0,ggf13298,Bnnavebjbellkprchpcypnkubsip,p
El Monte,dvsti,293690.0,VA,1-081-162-4468,7.0,United States of America,M,OSASJKIAXOGOXAVVVVECPPDMOWUAZGWWOBTADYTCNAHNFLBXQDUWTHAGKAB,98.0,RISZYDGMXSQEMPSTWYEXJPPTJFJECNCWOXZIPASNDQRKVWTFEHTBDWAOBTCGCILFCBNCCEEUPT,F,R,1.0,1482658.0,DTE Energy,WKSDGYYN,0.0,744.0,dvs13299,JMEUVKQUPCEGWRRO,g
Chesapeake,Mmkruoaosytchvparck,338565.0,WA,1-911-389-2850,10.0,United States of America,,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,37.0,,f,O,1.0,1623391.0,HNI,RLAJNQM,1.0,,Mmk13300,Pisbqriysjnuxlos,
Huntington,Bpljphrggidoo,154961.0,VA,1-794-660-0975,10.0,United States of America,M,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,27.0,Iwyicvnuhglehmacutqgxgfokwxwgomwswmsyasldtbbicdrbbkkcahmyrzcyqzxak,,O,4.0,3810116.0,Legg Mason,Qeeqxnxkk,0.0,554.0,Bpl13301,Igaaszlxumvzcz,
Omaha,Izsbdjvcbejoqtdfyipetoqeed,196527.0,IL,1-224-122-8069,4.0,United States of America,M,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,49.0,agbopelmbrdfgsflveuxjpjfjbqlvdgpsbejsbnytuxaqxrlgrrkmqnlwnjuqszqefwg,m,U,2.0,3210053.0,Polaris Industries,Uflgkjhluhj,0.0,694.0,Izs13302,ECHZWRRTLLOYCTJEMJPPONQ,D
Fayetteville,Tpvyfurwzqoplsymchnsztm,315680.0,IA,1-516-909-3477,4.0,United States of America,M,NODLPZHVEUIADUKUXZRGIHMISMYWQ,7.0,Zklygkgilmmeplwgqpdopimaoeadmujuvnlypcbrmbuxpkji,,O,3.0,2685602.0,BlackRock,Ytpnflkvyhr,5.0,507.0,Tpv13303,JBBAGLGANCBGIWUHQFOTDJVX,
London,Qgqacfcmjhaudgxwqiivhbrjz,415427.0,MA,1-138-341-8864,2.0,United States of America,U,ICOBYWAUGJKRMZVQBLZFDP,83.0,Pyibsj,,O,5.0,112786.0,Lubrizol,xuzfyelrdtzq,5.0,809.0,Qgq13304,DQXACHNAUXJQZLDSBELFG,R
West Valley,Pirnd,104727.0,MO,1-570-136-0551,0.0,United States of America,D,FGDABTKPRMHVMQEDPTZA,85.0,Vcpfeulnemlsydckmhdvksbyimvjmqgdxaxbidxwqmbpeigyctos,M,U,4.0,3368397.0,Asbury Automotive Group,XDOAYETOUM,4.0,362.0,Pir13305,Frvfkbmecfpqtusfznjvf,
Rapid City,Mmgznzekjeebetihawhijggq,308515.0,IN,1-066-670-5957,2.0,United States of America,M,,87.0,Eynpzzuafmjzwoui,f,O,5.0,46485.0,Sauer-Danfoss,Ncrqhelezez,4.0,329.0,Mmg13306,Aoszeqrbkpwkucpkqcrgxxmoco,
Biloxi,SZXMFDAIRXWVWVZESMSLLW,123475.0,British Columbia,1-808-944-2055,9.0,Canada,U,REEAYSXUHXRDPMQYIXUPQRMFUOGOREIC,22.0,Rdvnnqacigdyvgvdhhqdjswxnggartapgxwahifcodhgtwgkjsjbfdkdlmsh,M,O,5.0,198873.0,Ralcorp Holdings,mntonucdqjt,5.0,303.0,SZX13307,WLRGFUYFXFCOXHLIORVLIIYBQHGZ,
Charlottetown,hmdcaucdsafzgm,103004.0,MD,1-589-355-0258,8.0,United States of America,U,EBSNXXBOVCTLKAWMHYIIQCRSPHCSOEKWAUOG,86.0,nsgfivaqlaocatwouhprrnvagrbonnonurobrwcaycgvptytawt,,R,3.0,3063829.0,Benchmark Electronics,Ttyixxkfz,2.0,656.0,hmd13308,Vxmsbwkqy,Z
Jacksonville,Qjmmsxugrwqo,267070.0,FL,1-647-652-7574,4.0,Canada,M,Nvitrekpngdhsjfesxixfeizrmofpatyfvgcxihsrxijsewuz,46.0,,f,,0.0,447917.0,PG&E Corp.,Znlnlzxhh,2.0,710.0,Qjm13309,Ppibejqzyepwgspezjsea,
St. Johns,Djlceiu,127017.0,HI,1-526-427-3269,1.0,United States of America,U,RTDGEEXXUZBPDFHVABKEOZWKBHWWFOIXIAMDLIQHIWGMINGWTBHXZNIQVSCDTSRUGGOABBPOPXQXT,,XBKJEDNTQVYVEFDGPRDUCUQALSXELXTX,F,R,3.0,2301005.0,,kkavkdpxek,2.0,619.0,Djl13310,xbitznxudwydsuui,
Hilo,nosvswtloteuwqpftqfdv,304221.0,WI,1-330-614-1445,8.0,Canada,W,Ooeyopjxaiksqhjtrrfvlobtqirkgbfsrmvahghsala,4.0,Laiszjxakbluopmsejpytqmxrakzxv,,O,4.0,1261825.0,Casey's General Stores,TGKMRHT,2.0,516.0,nos13311,fplwwkvmfaozeiw,
Ann Arbor,ysezsasuxu,443773.0,WY,1-760-007-7116,1.0,Canada,M,slfsindqxaycldhibqkpnmnxduwhncbaa,94.0,Npllawldpzjqggmoxb,m,O,1.0,910255.0,Safeway,YCKJXU,1.0,545.0,yse13312,WVGBGQYHCSRDNFPEUDLNARHSIHSXNO,
Pembroke Pines,Sbuzxxvnt,287856.0,OK,1-955-025-6844,0.0,Canada,S,Xujvegtpyhoaslhkxwasrnwnzoyaqr,68.0,Wsszxjwwcumnxvlqgvzqpjvapxunhzbcadskggrxaailjtoswp,,R,4.0,1821823.0,Bon-Ton Stores,PTHNF,5.0,811.0,Sbu13313,aqvjndtsknefbjhioo,J
Boston,ytzvmwjfjxgpvks,235513.0,VT,1-839-197-5686,,United States of America,M,ZMARSSQPOXM,84.0,BJQEJTPRSOOIWRXPDKXLLZNKCYMHRTIUPXQLRBAFIXZDLJPRVASEETD,M,O,4.0,2199015.0,GameStop,xregvkuvgje,2.0,,ytz13314,Iqunpkqrkjyhgnjed,O
Palmdale,Fcebdc,168446.0,OK,1-423-036-6301,2.0,Canada,S,Ijsvbctldjgsvxhz,0.0,Hoapfmenaqzlxjerjjvbcajolrcacxborjwufdqtu,F,O,2.0,3734037.0,Cooper-Standard Holdings,Bzxtukntjmuh,3.0,392.0,Fce13315,pqxmyuenkdxgwxhtatfks,
Torrance,Ynbxvywuhgcunwdcegylutj,158347.0,GA,1-236-597-5459,,United States of America,U,Lonkdbturiatgrvgekqnl,3.0,kozwojnlvktbowfuylhoqhdzodc,m,O,4.0,,AmeriCredit,Easiqoozh,3.0,379.0,Ynb13316,ASXIXIALHAUJRIHNOCWCKCLTWDJM,h
Richmond,zurvujhqr,252112.0,UT,1-248-353-0225,4.0,United States of America,U,Sfcizcekzhpkwcuqyuqfukkdxmnq,8.0,JCGDWYIOSWPYPSDQVLQKIUWAECPKOMPFMGDAUXZHDKMWJPVWRHMBVBAQRBHNSJTPSMAOKLNCT,F,O,1.0,1405386.0,Black & Decker,XTIAQE,3.0,432.0,zur13317,kzqficctkkinccrxy,e
Pembroke Pines,Kfilcbusfxvc,64619.0,NV,1-747-947-1632,2.0,,U,Lxiigptgqrsegiegbzpoiwoounpscxpkticgfzysnvpdjqhonfsna,100.0,Tmiiaccongbnxjxsljpfrsonqnsbpbiskgcalussbka,m,O,0.0,278240.0,Holly,Vzcbixlj,3.0,414.0,Kfi13318,KOBQXX,a
Raleigh,Kkyhpxjvtgjhkqoytzrrocgelq,351408.0,OR,1-824-966-8091,3.0,United States of America,,Xqdeojykhdmxlxtueyimphngtuhrqcpsxogvhhcszzomaxqkmhqum,0.0,GKXENFBKJJQEAYUAQWHHVKBSDSMUAEYOEJMAQIYZXZNNWPPLCDPWZKYLELUMQF,M,R,4.0,,Kraft Foods,,3.0,557.0,Kky13319,SQVFIJAZSRPOSXHAGBRKMGMO,E
Pembroke Pines,JHTMZXEJLQTQKBBEHGPA,15690.0,VT,1-097-243-8273,4.0,United States of America,,gnuuwqjvbkqcxntkgprfeogalfxwbejayqycyzvbkunfslig,90.0,xmbvyvlxeqlctealxa,M,R,3.0,1401347.0,Questar,xtmcwdbpwdv,3.0,620.0,JHT13320,Vvsyuntoyqixxsbrvmj,
Scottsdale,AGEVVQPRKZDR,100473.0,SD,1-263-598-1053,9.0,Canada,M,Zswxuknigikaoncrdplasenykmxgoqehdyrlnxasqdrlqgopkdsmmuowmbdbezlzfflzhudeoikr,100.0,SIQFDLYSOOBSNQPFJTPAZPLJVNDWHPVBFSLYHLUTLYXKYGNPWI,f,O,3.0,989289.0,Biogen Idec,OAYHHW,5.0,603.0,AGE13321,Rjeeyehqqcnnsmpm,
San Francisco,BPPJCSQBP,79867.0,NM,1-474-374-1560,4.0,United States of America,U,ipgtyrmetntkcd,60.0,Kitoarfbibiziermhhmmumivjlkmnypoitokzenlegwxnvizpsgfcdushcgtvbhrn,m,R,,2424799.0,Polo Ralph Lauren,Vdahuxrb,,544.0,BPP13322,Nmlkfbjgfctssviiiw,e
Berkeley,Uxtyowqpfwlje,402837.0,TX,1-074-245-5912,2.0,United States of America,S,Wvwucqsjywwbgaojgqcejytptgiiplbnihfizhcovlkulphoaozajcubddlulauaoaz,12.0,exxegpyauodkwxdfu,m,O,1.0,1819852.0,Icahn Enterprises,Nahlg,1.0,568.0,Uxt13323,KISSIYPETBMRTSEI,L
Sherbrooke,wropnrdvvbapxfoq,182885.0,OH,1-154-643-3643,6.0,United States of America,,Xapvnfturoazlpyncbljvrgwfpijmfnfb,37.0,GVRYVCU,,R,3.0,1333649.0,NBTY,DBEKWLQUH,0.0,609.0,wro13324,Oewwziucxwaptwqlwzk,
San Francisco,Qfxdqcyiiphpsmaftgkld,450158.0,TX,,4.0,United States of America,M,spxisnbqxwilnirbfraqxmfrqsjngldmmns,80.0,Milzkwvcdfsrfgrw,M,O,2.0,970779.0,NYSE Euronext,Gmlpzoxetwz,4.0,558.0,Qfx13325,Yohdrxohrkhmqwnryvbeo,
