AgencyID,Country,NetWorth,AddressLine2,Phone,Employer,Income,NumberCreditCards,MiddleInitial,OwnOrRentFlag,FirstName,LastName,Gender,AddressLine1,PostalCode,City
Ddz14680,United States of America,269606.0,Brumoccxwfztblralebckvbncjazwvctwbgyfiknezhalchphxjhnvoecvc,1-875-937-6404,,289278.0,7.0,W,O,Tvvhaewoiglnqkiqevlcxkw,Ddzaukwfmyeekmm,,,Kxlzmuz,Santa Clara
ARL14681,United States of America,1145592.0,Xgggyziohczuwtwncyjjkbfnlqnxwefxpxsnkblylpqwrmfpwwjtezehnogexruwxsptwbhz,1-513-846-3277,Northrop Grumman,274094.0,2.0,g,O,zmnnziydfjpxwrbeomrvtveokh,ARLFIGRWZEOQA,F,MZPUVOWKIBTTRQTLXQWFNTWODNRPBJSNRDLXWWGTIEVHCKRSJPOOTCCZNZIASJRONHTIZKXRKTRCJG,Rznksn,Warren
VYE14682,United States of America,1355790.0,hwmwdcmseivzkqmm,1-111-085-3822,Carlisle,167434.0,7.0,,O,dgzyarrwiqbdlmtgohsmage,VYEHOPCVGJNO,,Jlbhhpgzofaliovobalucdekarjsxghazeqlonanemrusktfbvqxxharkfhv,CWDRUWEYTP,Scottsdale
Nbc14683,Canada,2172354.0,Offtxkeldcjblopkeipqgfjtzpjxlqimiwnotjuvlwlezmdhesvfcpjdmj,1-746-665-8420,Pool,366136.0,10.0,F,O,Ihnhlfitejqioa,Nbcqvonosbezmuxnwthafezubejf,,Xebglgemilgexwusffw,phpfnj,Los Angeles
ANG14684,United States of America,140525.0,Qwkwgaxc,1-325-318-7233,MGM Mirage,445814.0,10.0,,R,BBEYRGWPQEXOBU,ANGTQHZPPHUMVSQDIRLJSJWTCUFX,,JWUEIVICQLIZVDHGMEBYMZNYJLZWVOZLNLGRQWTMVKZNGXOFOR,cbuyb,Billings
Och14685,United States of America,915800.0,Fjaxjwbtgjqohqvuvtxbjpycjrfjqourcdkjyjjuxrlfusksqmasylrcvsiscekfqsdbggrqvbnzhmmy,1-876-022-0589,Insight Enterprises,138382.0,1.0,I,R,Srjatgcxaphdbp,Ochkpnogqytqccbt,f,Lqkoqrryvkfgdbbklardlzefmelbpkourk,dymfmw,Kitchener
tsz14686,United States of America,1005455.0,zktbycswtcfioyxymhedzgwpfaeueppcmlhruemeppdvzrqiurfrscdan,1-065-312-4871,BB&T Corp.,44606.0,7.0,,R,Xqhvjligyuxpohtmxywrpa,tszdjwujnrdubkwy,f,Alycrdeigtf,XVRZBUXX,Toledo
GYQ14687,Canada,1114686.0,RJHYNBUQC,1-443-310-3390,CA,,6.0,A,O,Tcjro,GYQLNGYJPNUHEWBTMYGGFYDDWOMJ,,,Ocajregko,Fort Wayne
Dep14688,United States of America,3432486.0,Xoarfzrrdjsmqdpigcxtbhmfcjldjkgvrusehdycfzgelwpygfwncp,1-601-118-9612,Noble Energy,21183.0,8.0,,U,Wdvostkfaaaesxginvcxlalarkxcmh,Depklgcnlk,F,cffrnwmuoiyvvtnnvgmzhjwkefitrouiglshynlfxolqn,Gurtmf,Naperville
Omd14689,United States of America,3027200.0,Jqxgcmgieatipxspcdzkmsfwakqkmhwlpvbuykqcymfpimuozehknzjhqcufkfdwqgurzpjz,1-843-091-4297,Time Warner,,3.0,,O,Hbiph,Omdbhpxjucazudnmvs,F,,Mrluordmtsq,Salt Lake City
uwn14690,United States of America,2619540.0,Sbqxowmppvhjm,1-365-225-4349,Alcoa,107543.0,6.0,,U,kerhycmvvrvcmgvds,uwnfifwiim,m,SVSKOXLDGWHXJLBCQDETICAVRFNWEHFIRXTWHNKZNLTCYYPBKVTN,Coeubjy,St. Catharines
mdq14691,Canada,81648.0,Mprzhsgovsmiytvuuoaoocoyxfbvlyjlontpuqgiraxxpfwhgvtdetlqfhgxhctlbs,1-192-377-8245,HealthSouth,311623.0,7.0,,O,Yvtbjvaspwnzpxobsawgroqtfk,mdqyyuokgvgo,,vhdyyfykcqhqlvjpnqqyleegwioqgmxrgwfdbqolkdmzysveumxzoptspfymeeydwouetrfuxl,Woffwd,Vancouver
LGR14692,United States of America,1148569.0,GADRZECDPVJTFFWVXXMVZWNZSPFUHYTEKVEUENXNXUNDEFHUUUTSLILHD,1-363-946-9721,Spansion,136307.0,10.0,,U,nnddmxgsupjs,LGRIRLKQQDPOSBMNMFGAQFSWTRD,,,rpududktr,Augusta
YMZ14693,United States of America,536825.0,Dgblfijitdevuagyufdmqhxxsyytnmcjelgmvtbnxovkqjweojvqpcuuzdvugtafluhwtwhyn,1-992-098-4469,Health Net,74140.0,5.0,,O,Clzkey,YMZQCKVJZBUOBMAXOASOMXSWRL,M,Ohmfskpmevwgkknrhwwgwvirznklnbbdkksiwmmxhtiotzyxtqlmccfgcq,zpzjtpk,Costa Mesa
Fkm14694,United States of America,820930.0,,1-086-908-4564,Devon Energy,77843.0,8.0,,O,Zmlnyzr,Fkmftewkwlshd,,WKUIQIDISCA,Cjcqt,Victoria
BKP14695,United States of America,892268.0,qeukvnnfxnoa,1-818-400-0168,McDonald's,230026.0,8.0,N,U,Bwpdzkuogudeoeehjuvhw,BKPAQQMTNQEPAAOGFRMKCCNPO,F,ULIAQRJLOQPHNACBOHNOGTUQHXOOZHPEWGIVGSAOAXHWRHABGBNXMPUSFTYKJQTMIYR,bgtxmpx,Huntington Beach
Mws14696,Canada,3989109.0,Shcltypoookubjngphqftislvbwfixo,1-157-574-9381,Bemis,303196.0,9.0,,U,UOHKMAWA,Mwsqeifapuwbzn,m,Nsskihemo,htwrqhu,El Monte
owh14697,United States of America,100538.0,Fqfcyqdtzhasjbszudwmhfpkbxssvxdionluuqprpxqgrrqkcjrvtacpqmopnhlzk,1-382-979-7961,,168159.0,4.0,,R,bjejulg,owhcrqxbxoewhgcmrtlcjl,,TPKHGMDOMPVFAAH,Ucmoc,Springfield
gsm14698,United States of America,2635850.0,nocukumdczfewpyuctsaqxtycxekkvstzygce,1-178-839-0167,Laboratory Corp. of America,452914.0,7.0,g,O,pmdyeedmfnwklqqcuqkdisp,gsmqjkfdnpftlfbcgdbydmnuxpm,,XETQTFVIOEVFOQOYBRSYRHETFQE,TZJKOYWYU,Washington
Qqq14699,United States of America,1819462.0,NQANGDMXTFCLXQOEUGIEMCKVYFPA,,Protective Life,31981.0,0.0,m,O,Gckftzbli,Qqqysgjgooyccmwvrrowohzjtcopgp,m,Iwtepeqgxlthgdibcnptftqdeewmbkiuollkpwrth,Qaqhbpynpe,Garden Grove
Gev14700,United States of America,1788989.0,FIGDPNCMVEIGWSXYGZHRJQ,1-487-992-7836,Pulte Homes,441639.0,5.0,,O,Vchmcvoibhxsgfcittbvlwxrtk,Gevnunconsygwkscfmu,,Vgxopuzzhyphrpepaqdydhikamvtsajedbgfdtvbxvkmcfoowwskz,kqnykxffrbjw,San Antonio
tgy14701,United States of America,2020639.0,IHJQYKVLRRWDPISKKXVLNVZLMZXLAVLNFFVAWZHSXJMFNTBRUBALWU,1-251-243-4517,Pantry,447894.0,9.0,,R,Dhxflkvbelnqhsmfroypgtfph,tgyoy,,nbhmjpo,Abobuqjsqnwn,Bismarck
jvm14702,United States of America,1231110.0,VSQZCRBVJSPIZXLPHYDYNDS,1-733-040-1600,Northeast Utilities,297129.0,9.0,X,O,BXAMEMTRS,jvmuexapykzjwimcrcpd,M,ZCYYUEOEGOVJKYRQYRKOEWMSOHSXHWBALGFBPDEDGOQLSUQJUYUEKD,KGDBOUKGOWSX,McAllen
UGT14703,Canada,1507047.0,Fgdhyptbbmzvgiqnhuvwulkwgdvepuqqtzxnpqtxmhzhabpaupcmoygcoy,1-353-759-2113,PPG Industries,191001.0,9.0,E,R,Deynsvlcfqdqjnzhhsawjmx,UGTONYCHFVIQDSNROTCMEEV,M,Jipzbxztyouwizhslnocydytisnnzicjmyngjrxzzbnehhyaopffavrwqytklv,mzuxqpfoggr,Fort Collins
vur14704,United States of America,3286334.0,oiptyoocpukjtztywskctbumfctauuaifruabnrmbipgyeaakskbjvsu,1-319-577-2818,Interstate Bakeries,250899.0,1.0,v,R,HSFRWVBYRUMEPDGX,vurjtwfj,m,Ylzlithlxlfrlwihscicppzobroxs,AVMPJVTEWOV,Concord
jdv14705,United States of America,299212.0,Kwcdgccwfrypfsjkfmusqmslbfmdoaqpyxfmvpuaxolzepxrovdjsamygsdqxxgicojesouzxffz,1-709-997-6841,Lincoln National,370528.0,6.0,,O,Ptenjgsrouhe,jdvfp,,,Pxkfermnr,Thousand Oaks
Tfs14706,Canada,1128442.0,AXAQPSMGTGDVNSKRUOYULHQIUTDN,1-340-355-6068,IAC/InterActiveCorp,40410.0,0.0,B,O,ZODBVGEO,Tfsczufqacjseuopovrxhbizevcfjh,M,,CKXIQ,Spokane
Sye14707,United States of America,610059.0,Uimhwbnazogfihvkarljzaluzdqpcbiunvxfytbbpmhrfizrgsh,1-542-715-6993,Starbucks,401628.0,10.0,X,U,Mlerxswaau,Syeoiwepbjnpdthwtendfxouk,M,kojmjeegthpeurebxdtpzvlivgblniocqmwbxjnpjvyfobdlpeqpkgiobrtluenjibztgmeygv,kndwfpmawoj,Minneapolis
Nly14708,United States of America,555406.0,NMJXJJ,1-204-692-4397,Broadcom,216214.0,1.0,,O,orhxvcqjldtipfj,Nlygcuxbiiyvsak,,otqzbbi,QFVFYFULOS,Lexington
FTB14709,United States of America,586180.0,IIDRPUCYKUJWJPIRP,1-500-665-0012,Lockheed Martin,375438.0,2.0,Q,U,UQBHOZMXTLMELWNXARF,FTBZXRDFEBAYKT,,nzuklxtnb,DCKIU,Inglewood
Tvk14710,United States of America,1510331.0,,1-129-650-7159,A.O. Smith,263732.0,10.0,r,U,Byqlikbmckipysxix,Tvkxobsqaxl,,TMEJOUGEGNUWDHTRQSSGHHQVWHUUHCVJPVEVQJDFMECZMNKHBVSFILMYQAQO,UXXNNKOYXI,Chattanooga
Luc14711,United States of America,1637679.0,mxsdncfubbivutktiicutsjhtbkobbnqslkmdtbqxgk,1-777-557-0100,Gap,83872.0,3.0,T,R,xtvffesypdwfumclpfibyoupecekyi,Lucwwqrypioidegfukbrqkl,M,,hourquzdxu,Anchorage
gzv14712,United States of America,,Nlaiwwodzxpxmqvlyedaxysiypcfthfgbfwhgvgnjjdisyeuqoydwutwus,1-276-167-8552,Kelly Services,151428.0,8.0,,O,PXUIZKPUMUU,gzvocglizrssukrwrvqf,F,Tgvcvmzxylkggnfglqilclkgjpkvbogapevctfqpgmentluhxnrqpulsfgxp,Ndudtjwt,Lafayette
Wjn14713,Canada,1878209.0,mahbldldmpuqhmkstoyhjuhsizoblxnuvupzfbaqsttwyfhpjcqyfqocxtpqbjkxeteumoaehoxs,1-748-145-3604,Wyndham Worldwide,364458.0,4.0,,O,Gkdsaib,Wjnviqoiwtxob,,Kpedchtukehjeydih,KGUIVQAUHRPE,Livonia
Gsi14714,United States of America,1151853.0,gvjbmarlxsrhv,1-555-965-5512,Teradata,456783.0,3.0,,O,DWJLWFJHPLEIVND,Gsiwaycxr,M,Yhnuqw,guucjocfdx,Ann Arbor
Yoe14715,United States of America,1675504.0,Uwhinuix,1-139-689-8075,Vornado Realty Trust,27972.0,8.0,m,O,Eilklerk,Yoekexa,P,Fnkudzndkhktgwojfxpqrpeddxaentiranjiwaofewzheaxohelebmhiwtovmtqkfbk,BYSEE,Washington
Rrn14716,United States of America,1337233.0,Zhlmffaelwopqyeuhssckjpduvcusfsmhemaxmbrsihxzrfylsyuvggtirzsgc,1-697-135-1314,,217160.0,7.0,,O,Cybpfvhpwggrazsebyrlymtgat,Rrnefkjovgolorvakpwmenodfuxk,,Kigaioukxpoktwazaljhasitaedzzztnsrcgmwbpngygobk,Yesttsenkj,Alexandria
ine14717,Canada,1069103.0,SPITXVNDKDSQGVAOHHYTECBUHBNAZJZZS,1-658-596-8451,Total System Services,,4.0,U,R,Azmomfjowbkc,inejgvmfntibvjqpyof,F,ykvcbkqgiordxtunestlcmzbfbaqlmjrhgm,Ylugidy,Chesapeake
Qpv14718,United States of America,3766329.0,gbxblouefnmybptkvgetknngyaptrfheucvhztpqfqfjmcaxufludjpcfparqqvnjsoynjnwibfz,1-913-271-6844,Patterson,389292.0,4.0,,,Rxchlvrxhqfhjmnxgdwmgkfbgmyjny,Qpvcwaoldbzcbmrergypcmmvsxuun,,IXNBJHBQZGPIAX,Wyuumdi,Wilmington
Egg14719,United States of America,2189356.0,AYAEMANWYLHSJFWOCMQDHLRDHKAYZVJSRSDLMWZEEGDURSGNWXIL,1-784-449-6598,AutoZone,24521.0,8.0,,O,Dnnvvcmcorvjvghptrlwgus,Eggcjsxmpdkbptalyvaioxi,,mkousowspiizfdktmelextxjmtbx,Vomcemcvx,Billings
OSI14720,Canada,3948438.0,hltoofqjcmvqyyistmmmjdrmgluntnoxlclpswbhxacjlletiaehneipjc,1-048-096-5388,Delta Air Lines,433146.0,10.0,g,O,Rcvcwkonprkdavtcancb,OSIXTCXQNRSHKJWIPIFEKIJDC,M,Vlkdolhzogiaaxtlthcqaoqwqphwudeohndskencklqzddkcfhoqlxbmwjoihvakwp,Xgqcre,Memphis
NGW14721,United States of America,3142543.0,LPUXBEWDXNNLQQCTQPVNZL,1-050-226-2824,American Financial Group,290472.0,8.0,h,O,Fibdvcobpaautek,NGWIGJF,,Ggxebdwqmjkhmsufrcenbstihpkositxvcrpqrt,Earmiywivibr,Sherbrooke
Ygd14722,,2025221.0,Qoyotcglfnaxknjeacrmbq,1-753-942-9641,Molina Healthcare,111043.0,5.0,g,O,jvbpnpv,Ygdihplwovxiaqrwcwoebhhuoqdj,,Wtlaayosa,hftwrivlvsf,San Bernardino
yqt14723,United States of America,1776099.0,lqzjmblbiwpossizhfczlofksposrixjnvrfjyuwtmlv,1-706-059-2484,Berkshire Hathaway,,8.0,S,U,kowjfiljyzlkgaimwc,yqtdcoxeihasypicqswuggtv,m,NHSICVMCWUMGQPAOELCXDBU,jixhxo,Lafayette
Qnt14724,,3475839.0,traobwezqatucyiegya,1-283-793-0318,W.W. Grainger,67647.0,2.0,,O,Wqoxvtfrccecztufvijipbymclwcy,Qntojhnkb,f,ICVSIZBJDQRVOTNTMYOBTVFVBNSAHHLYSZGOOX,LEMZM,Livonia
ttl14725,,3382760.0,IPVFDSFWDZYVFBMXN,1-349-484-1720,Level 3 Communications,134400.0,0.0,N,O,Swxlrrxdbmnelsizrzfsbpugxkh,ttlueqmotjvnxhvfoyvcf,m,Xqehvylxzefddeolqgjyvurpy,vlwxwcdb,Cincinnati
Brl14726,United States of America,2967947.0,Aekmlxorksobqdajjvprfbnezlgfufzcauiepsfvigunxhazvgrhisdlaabb,1-003-700-7796,Alliant Techsystems,191088.0,3.0,,O,ppmoexn,Brluthrzhyekeqpsoaerborp,,Oxeluqroxnjzoxsdhjsuvlzocwtqnqgruhmcrqxv,uoaotbjxolfx,Winnipeg
QJL14727,,3371636.0,Aymsnrnfrbqtqupnivsgfnbuu,1-096-389-5037,,274296.0,6.0,e,U,Wdhlujvdgbhmkosgbjnze,QJLMTJRSMVDLRZ,m,Kxndmrzgxtxvexsrnfmxmuhqip,offkhkky,Oceanside
Riy14728,United States of America,2712738.0,Tzpenyta,1-369-786-4371,Abercrombie & Fitch,364522.0,1.0,,O,Sgzgqgphjvqdjpfbqvcwmwik,Riyiipqfkr,,Mmyewlovldkdnzrjxqskaef,RBIYFHAUNN,Tulsa
Qbx14729,Canada,2144357.0,KRBINPBLQBPTSYPIMEBLFBLMDVPOAPWBOIKPWFWIZIVPRRE,1-958-153-6144,Washington Post,35700.0,10.0,A,O,Bakkvokbpw,Qbxlzmfsmhoaruhdvijwv,f,Lsxccrwjtfozuoae,Bsimskdzndh,Scottsdale
gjf14730,United States of America,2250783.0,BAEKOSVDHEONZOKK,1-324-846-3960,Curtiss-Wright,167106.0,10.0,h,O,Nrxhmcmsgb,gjfzed,m,Etmixuopgzekvkxyxfdoeubzerlprxpzvhgknd,VRLAIL,San Bernardino
xod14731,United States of America,224582.0,puuxsumrslmsnylvwtqwtpgiihdaxssixwhcnwgknfglbocwmsxiwjgqhfnpnnfmocqv,1-881-890-9770,DaVita,421510.0,3.0,U,O,Noaactjirbi,xodwtvzsgdgamxhiaiqw,,rgkluwfnhvxodbrvbktuaiuegecremlmpmrkbqttgqoszlwmmasmkodqiuqlb,dvztwpl,Allentown
rhm14732,United States of America,1996165.0,Dmejp,1-497-464-9420,Massey Energy,364499.0,8.0,p,R,EQJORHCOGSDEQ,rhmbrvxaiswnkqbhftvfmibfsuf,,Mhfgzwcjdnitoviulfovsd,Fkqvlgrfmiuk,Glendale
QOI14733,Canada,293038.0,Tsourdsvqbgprsyyvcjpljvrwvpxsrbjjjynlgnpqknalawgfluhzdieuflhuoflfuctaspkkel,1-320-011-9560,WellPoint,392289.0,0.0,a,O,blluiwqwwr,QOISWPQSFTGGEHJEGR,m,Ztbdocsxlcwujzfxhnixrwivenaqqpcbugfioeupjuounmoivcymwgppwxtwvgthwivyznugoeookh,DVSKOVKBB,Victoria
Vja14734,United States of America,,Kbudswrdkunsswtnilpepmildnkyjgabgtquyqrdatayjsbbqcddvadqzmrxfpbftx,1-702-970-8307,McCormick,189237.0,7.0,S,O,Fkwtcwqwmzidbxqtgkdl,Vjaglwbjwmxehlihdjo,F,Pxcahykxmohpwbyekualaohkmfexzm,TLLFG,Lubbock
Yzl14735,United States of America,2802667.0,NWDHESKFSXLNZQUNZ,1-985-064-3194,First Data,314061.0,0.0,,R,qjpndnsumsinarbazyzdfxmhmazrw,Yzldzgcpfimdwawgjwbpbmme,,Eysapnfswgluthyqvugyircgekowdjodpsjfkxzicsarotkarurcosinwcfyckvjljc,Wqehmbbdecv,Las Cruces
Sry14736,Canada,1012388.0,Bquwcadgktzelbylgyukoizggydmncxzbvjtdompgjtqiaspxnviycqzqgozzvug,1-291-959-3504,PepsiCo,101904.0,8.0,j,O,kzukdjlbagbbucibcypvzezc,Sryditpkkkewcspapotanurphmtrna,,Awqbaznhprve,Rynfjtb,Laredo
EKN14737,Canada,121339.0,Duudjdvakxinixjfhs,1-764-154-8413,Granite Construction,216065.0,,F,O,Bpycpbgbufxfcddfblrsbifzlmo,EKNVCDRGLJUHXX,M,Ixwntxcyeqszmioudqpdikevwlbfqytcjtjoqbedecyahxoyvpipflnjpoc,Mjywivalfdnt,Pembroke Pines
DXY14738,,2157057.0,Lozzlkhucxrtnsqpavjhlmzffzenoab,1-347-135-4606,,,8.0,,O,xegqs,DXYMIADKWJPMOXOKUH,,EOOMWAVETHAGWXJJQEMDGAFGSQGIJTLEAIFPQPZLRMBXXQTQAPURGAIUCXHVOTHBKSURZZGNFZQKG,edmihwctzdou,Macon
Nmu14739,United States of America,3807055.0,Hamjryiejvfqvhvgmltejjcpkaawntkvefelrumznjqibfwanlhbryhjgqhppfacvsnrrrscwmrvvr,1-633-651-6561,CenturyTel,,0.0,h,O,Sqcqdsbyrflpjilbbewq,Nmucl,m,Ufawidwnyidds,Dujjhnwn,London
Dkh14740,Canada,123214.0,PGHIIGLJOSJOCZUMTDEOPFWUEXTHIJCZ,1-399-245-8269,Mutual of America Life,494031.0,4.0,P,R,Rycmpkozyaqiokxr,Dkhaibchnj,f,,FAUXFFHMFJH,Tucson
xpn14741,United States of America,,iodwjthjfhqaxjzueyqhozdkvhaznkfeawgmgua,1-184-463-5462,Ford Motor,133583.0,10.0,l,O,Bzpjbxhpnaifhlmuxroda,xpnmcoci,,Evhkysrfgblcyvinljdhabewkmwwndsizzghojnvufxlgrhigbctauxntwbbjaqpvarghtzpyauainp,mspyh,Naperville
Wcp14742,United States of America,3952400.0,Bmxafcjnraurwrbeqajgmbdcholfucsmmmzzzpda,1-316-020-7430,Waste Management,461330.0,10.0,,U,Lujhzbbk,Wcpnajggaxujuwqqnqrgjoyybbf,,rwvbltfagmavsclrfpnqkmhpqrkcnuoyccqfyppxhcccvtpwjvdloqppqyydsrb,rbjjwk,Washington
Bzl14743,United States of America,585179.0,uouusycuzhmkleqofdedneuwfarmszenotxfnqsfxvflwqab,1-715-622-0264,Harley-Davidson,324243.0,3.0,U,U,DVTYNJSL,Bzlwsezmehzcxqmklwg,f,thrscooaapbxquissbpieedsicvfcsmbpycsofwloyejktult,tnggz,Minneapolis
fvt14744,United States of America,1167883.0,Amuqgzqefdpraqotagyr,1-107-293-9798,ITT,227364.0,8.0,,O,WOFGYAAJ,fvtyawia,,Pdmzpgttzgbamghdtfsq,Bawgzl,Buffalo
Xyn14745,United States of America,702192.0,,1-600-016-9310,,359842.0,6.0,v,O,Virfgbjbejynhsooktbvz,Xynuratqisuwuawtxmpswepmq,F,Hspxibppuaxuevlfkjfkdxfhutzemofnfwhyhrqxdxtcpktlhqrhns,Nqsxddsce,Evansville
DQF14746,Canada,,,1-949-036-7296,Family Insurance Group,173701.0,6.0,F,O,MHRGAIMFKCOBFVWFHQUBGBT,DQFTGWOYSWOUO,M,Czzkbyunsvdmhceot,Awsreu,Philadelphia
Bqz14747,Canada,298102.0,Imflovagbuucxsosvcjapcwaqcdhcfvxinwhgjxjbpwzqnhznwkafuthithkrdvonjcmq,1-734-304-9159,Universal American,477386.0,6.0,,R,VTJKRRQZBCOJDKKIKGKU,Bqzpesapnlziy,,Clrxjlqogjoabdwlppmjcsafivadbmokkwfqrtfcmdwdepxtpetwexhjntfcweaqge,Tylnmpf,Salt Lake City
ouf14748,United States of America,3586098.0,XMXCBRCYZKARIKFEZRRDD,1-224-589-3906,StanCorp Financial,155804.0,3.0,,O,Shvpeoniptthigajzyjixhshokahra,ouffxzbwimxuyitkrdpgsawghglba,,CDNABGOGSWDAOFKJOMARTBUWIFIVPNTOJDT,avlkmhr,Tacoma
COH14749,United States of America,3183977.0,Dewbqrahbgnbyzh,1-350-107-1276,Graphic Packaging Holding,156530.0,7.0,N,O,Ooigxfdyvbps,COHOJQBVCDUSPMG,f,boiirqybkfvyblcgfhivhotsglbubvcmslbgvlawiwvqivlzpvblozjkwlxt,KMKUTKZOPP,Fresno
OXC14750,United States of America,3603002.0,Qgofocvbdjxqcbehcrbplmh,,Piedmont Natural Gas,74625.0,3.0,,O,FCPJVSIVWIJJG,OXCGCEOPDTTUBGRXLWVZNPE,f,tupufebllcth,Sfgwbt,Hayward
JJC14751,United States of America,1642074.0,tqdracclspzmleltlxcmitvnsddhbcpgvfvxbxucxtjuwvaarehakvonjhfawegexrhxizys,1-785-592-4773,,493429.0,4.0,H,O,muaahizfpwbjtpnifhn,JJCCRTILQDLADZKPQ,M,dnapsffkihlgvdwfzstldvehncmajnrhond,Dtjjajw,Cincinnati
Ktq14752,United States of America,1296830.0,YGBLSPPFBFWDAWVFVUJKXTDNQCOMCRUDXU,1-835-057-1735,Scotts Miracle-Gro,401168.0,4.0,,,Iurphubdarcqyaqtivrgtqo,Ktqngtk,,Rhcokpoyg,Wbfllafo,St. Paul
Ate14753,United States of America,2994177.0,IRRUXFKPPAKXCQRLOPIFUZFFXHRJJNPXICTGTGJM,1-600-386-2980,Sunoco,470303.0,10.0,X,U,qdsvclgsmzzalrcuvlpxavuex,Atevbr,,zacaludcyrjlvzhswijbvcxmhlkx,DZHITKLJDMT,Bellevue
uzy14754,United States of America,2717229.0,rmxsdjvocdbpfvggrfccrurzvhyeicjhjxnfwjfxau,1-082-420-1003,ScanSource,215751.0,6.0,,O,uullzxibzoygqsljkpxiajorlds,uzysteadbized,,Lsgbcnbtubaycaamnqjhiwqpxdpglaquvnnalahpacnwvfywsqbumqp,TFBZMCMCJJ,Jersey City
Neq14755,United States of America,3062317.0,Gpdhdfjilruolqkseblgnjuotdjxtekna,1-980-965-4367,Viacom,420656.0,8.0,d,R,Qzvimirshwumdow,Neqlsac,M,uqaetnqliuhulsskuerzbugvlbittk,gmapbliuvlzx,Pembroke Pines
Iue14756,Canada,1034805.0,Tcvglqjhzekhvepcq,1-961-620-1205,CIT Group,270879.0,9.0,,O,Pbvzzefnkehhzunicekmajt,Iuehfniajogcnzsfydujd,,Pjsbibubakynngupxnsjxedtgisvdddpcwzeylyyqcjeeubrlu,GEHNVTFXT,Mount Pearl
mwa14757,United States of America,3259207.0,Gowcuhozneadpwogrfkmkebricsqqvmtitexdotdhlqtsj,1-308-486-7818,Host Hotels & Resorts,417713.0,1.0,t,O,Tysanku,mwanjzymxbuolkgr,,,LUXWE,New Orleans
Dwn14758,United States of America,2589281.0,qhfygiapyviiuxvkmimlxrgpllqkrpsbwshaiehghnpmzxzbundlmgcydlexcihzpjwqm,1-392-507-9429,Avnet,279621.0,0.0,S,O,SBCQSRFJSPSSD,Dwnovtxjxclgqunqjhn,,LANCMHPTWUFBRCRTDI,AIGAJG,Wichita
Znh14759,United States of America,3594646.0,OSBZGSSGJNSRHHWLWTWVGDYMUMEPQFRW,1-382-980-6837,Xilinx,400702.0,3.0,f,,ffapfwxukapmibvsnjfwicxdydjhlo,Znhjvrtozltxbvxqx,,Ioddvflkvseiapcygoctkmjpxmaqndmvsdluzopftqquhcffkwkrhhiopqtojwzvhntmwxgdghe,Rhbbvlejfkq,Sandy
str14760,Canada,2317189.0,QOAHFCRKXTARZUSXUTOUEEANBSZUAANJWNQDGNWZDNHPKNRHXFZ,1-195-722-4596,Regal Entertainment Group,241808.0,4.0,,R,SUAAOUDU,strkfftvvjktmp,,,Gwtbnsqhj,Overland Park
Rto14761,United States of America,542867.0,EMJFAVSNSWJDJDFZBVBIEXMHABASBWPNRVUBTKHMYWLWYXEMBOYOMJFIQKYPQHLLBKDTAFJAKGQ,1-987-195-3879,Imation,456131.0,8.0,,O,Emutf,Rtobhgeuk,,diozjhgkbmkykmtgvpnpgkvxjlptqekkmsheynfthmetokla,Vewomwgvoqtl,Huntington Beach
Goh14762,Canada,3250520.0,SKNYJCUSFGHWJZZMVKPAMNZYIGZLUDAYCVQNBSKKTZBONDUPXXOXTKYDCGGHECI,1-906-464-2518,,474282.0,7.0,T,R,Zqzxxsurussklyfpirsdam,Gohfztbtyucdsggdkjdukgmcpp,F,Otbeoxuxhafehcxsiruasircnftmtlrwwladkfjfblbkklukmdopfkkovblpfgtukjcqunwdnxarzcjp,Ygaivdkrzb,San Diego
Fcx14763,United States of America,3807629.0,Hasrblvwkmexbvlphwhfaiemdxvxvpojdimeeyromkrvuvaxjuaedtctsfegohjswezqowxexocminxq,,Legg Mason,214140.0,10.0,,O,EAYFCIALXUWVTOXLGGQQKWUU,Fcxjkd,,UPEXOAQSBXJYMQ,ahjdntni,Elizabeth
dkg14764,United States of America,1485133.0,Hwzcrmjucjrgaodazhgnuirc,1-460-336-2050,Burlington Coat Factory,384453.0,1.0,F,,Pdjrozgjcpln,dkgil,,,Aioqofup,Lowell
UCZ14765,United States of America,3002778.0,Jityzcrwohsksmcwrepmbjmksilsvolqwongcwglmmvremwvzizmzlrzqfjkubxvrbwg,1-493-025-5252,Comerica,366890.0,9.0,,R,Pxxbcdpx,UCZCQIBWYJPNRWIT,,Gytrgrvpebctmv,GVYRAVWKOQJ,McAllen
bfn14766,United States of America,3083191.0,Xvgdolfbhrvakoll,1-050-074-7976,Publix Super Markets,271842.0,7.0,S,R,vxviybuphnivt,bfnfdpplr,m,Bbwrvofmapopoqrarysrein,jpwva,Berkeley
Waz14767,Canada,3572185.0,qringxdhdlepfkbswpuuixcwwgyyarawkxwxsiwqbnmji,1-058-963-1895,Waste Management,50979.0,,g,,xrkiwcwh,Waznenjvzqwscqohybwxub,,YAWAPEWFRYETEUNXSESFRBPAIFZBKHESBGOVVDIFVROKYXOSBROGUGEDPH,Txdpwmvartnw,Honolulu
