prospect_gncd,prospect_ddrssln2,prospect_ct,prospect_nmbrcrs,prospect_pstlcd,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_ddrssln1,prospect_frstnm,prospect_g,prospect_cntr,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
mar3227,,Plano,5.0,89101,,5.0,8101 clifton drive,Cissiee,76.0,United States of America,4.0,S,796.0,O,General Mills,604270.0
del3228,,Santa Clarita,1.0,48093,I,10.0,7052 alamo street,Cleo,97.0,United States of America,1.0,U,501.0,O,Wesco International,1425634.0
BES3229,,Paterson,1.0,84104,,2.0,2451 knowles street,riyaz,6.0,United States of America,5.0,M,789.0,R,Medco Health Solutions,2051188.0
ZER3230,,Durham,2.0,31215,,8.0,6365 SIMPSON AVENUE,RAOUL,17.0,United States of America,4.0,W,,U,Imation,2587072.0
koo3231,,Memphis,4.0,94345,P,9.0,19470 ennis crescent,Jacob,15.0,Canada,2.0,U,,U,Stanley Works,1363907.0
MCL3232,APT. 913,Santa Ana,2.0,h7f 1u1,H,0.0,9093 hughes north,Estrella,37.0,Canada,2.0,M,318.0,O,CC Media Holdings,2058479.0
Mac3233,Apt. 517,San Diego,4.0,35205,,5.0,14561 tahoe north,Laurette,13.0,United States of America,5.0,M,556.0,U,,1247076.0
Mar3234,,Sacramento,3.0,94504,,10.0,4221 lake park road,IFTI,96.0,United States of America,5.0,,596.0,O,Werner Enterprises,3686584.0
Wie3235,,Salem,3.0,78237,,4.0,2308 BALTIC ROAD,SHAINE,85.0,Canada,0.0,U,476.0,O,Dean Foods,2632649.0
Cul3236,,Springfield,2.0,55441,,6.0,19165 turtle creek court,Aartjan,58.0,United States of America,3.0,M,397.0,O,J.B. Hunt Transport Services,305809.0
Iez3237,,Jersey City,3.0,73188,,,17837 sweeney north,Lib,50.0,United States of America,1.0,U,819.0,O,Sun Healthcare Group,2943497.0
Cow3238,,Houston,1.0,43665,,3.0,17786 halifax court,Azmeena,58.0,United States of America,3.0,M,377.0,O,PC Connection,2903025.0
Zub3239,Apt. 849,Chesapeake,3.0,92603,P,4.0,5940 malden park,unreg,98.0,United States of America,1.0,,401.0,O,Murphy Oil,2692250.0
Dik3240,,Naperville,0.0,V6E 1S9,J,5.0,19068 coventry park,ernie,52.0,United States of America,4.0,S,351.0,O,PG&E Corp.,3217795.0
jan3241,,Glendale,0.0,19065,X,4.0,9236 CREEK LOWER,Joscelin,62.0,United States of America,0.0,M,724.0,O,,
THO3242,,Nashua,5.0,98006,,1.0,911 TOPPLE DRIVE,CODY,92.0,United States of America,2.0,U,800.0,O,Telephone & Data Systems,2174274.0
DIL3243,,Santa Clara,4.0,c2a 4x5,,,9941 briar forest street,Vanna,86.0,United States of America,,,645.0,O,,3320103.0
CAR3244,,Sherbrooke,2.0,M5f 1w3,H,6.0,23934 brooks north,Leny,2.0,United States of America,1.0,S,487.0,O,Quanta Services,3775388.0
Pie3245,,Indianapolis,3.0,27704,X,4.0,23999 3rd west,PATTIE,14.0,United States of America,0.0,M,684.0,R,Interactive Brokers Group,2903784.0
KUN3246,,Portland,3.0,78298,L,4.0,7776 inwood lower,Oriana,20.0,United States of America,3.0,W,364.0,R,St. Jude Medical,2322609.0
OPE3247,,Lansing,3.0,93376,E,2.0,17376 westmere rue,joelle,45.0,United States of America,5.0,W,368.0,O,Interpublic Group,1427851.0
SUD3248,,Wilmington,0.0,90065,,7.0,17018 SAYERS EAST,Micah,35.0,United States of America,2.0,U,491.0,O,Western Union,3739109.0
Fou3249,,Allentown,2.0,70807,,5.0,3923 blossom upper,philippine,84.0,United States of America,3.0,S,776.0,O,ProLogis,2141255.0
GIO3250,,Great Falls,5.0,m5c 1z1,T,8.0,5524 frostwood court,athene,84.0,United States of America,,M,514.0,O,Western Digital,656710.0
Qui3251,,Sacramento,3.0,95190,A,4.0,7889 murray way,kui,29.0,United States of America,4.0,U,740.0,R,Zions Bancorp.,659042.0
RAI3252,,Pomona,3.0,21276,,9.0,11528 EDWARDS LANE,Zalee,14.0,United States of America,3.0,M,621.0,O,Key Energy Services,1853466.0
God3253,,Atlanta,1.0,V6m 1u7,,10.0,7479 yohan upper,Winonah,6.0,United States of America,0.0,D,584.0,O,Oshkosh,2744394.0
cob3254,,Wichita,3.0,68116,,3.0,22806 garson east,Birgitta,92.0,United States of America,2.0,S,354.0,U,Thermo Fisher Scientific,358478.0
lie3255,,Bridgeport,2.0,78234,,10.0,9749 overton ridge boulevard,Dasie,63.0,United States of America,1.0,U,362.0,O,Exterran Holdings,2078198.0
Law3256,,Independence,2.0,93547,,1.0,681 innsbrook east,Josephine,50.0,United States of America,4.0,M,317.0,U,Group 1 Automotive,1000174.0
Lia3257,,Fresno,3.0,19153,,2.0,1584 emmonds rue,Anne-corinne,21.0,United States of America,,S,716.0,O,Weis Markets,3396824.0
Chi3258,Suite 111,Glendale,5.0,33147,B,10.0,9945 creekbend park,nuri,73.0,United States of America,2.0,W,462.0,O,PepsiCo,1654521.0
Yon3259,Apt. 815,Washington,0.0,h5j 1p6,K,8.0,12478 garden brook street,DORTHY,54.0,United States of America,5.0,M,417.0,O,Securian Financial Group,2392640.0
Slo3260,,Mobile,5.0,33019,,7.0,7343 SAXON RUE,noeschka,57.0,United States of America,1.0,U,713.0,R,R.R. Donnelley & Sons,2520112.0
Ann3261,,Pembroke Pines,2.0,E7N 1M1,,4.0,21575 woolridge lane,Claudetta,99.0,United States of America,4.0,S,674.0,O,Advance Auto Parts,1211608.0
Ahm3262,,Newport News,1.0,80165,,4.0,3632 norwalk east,SHIV,11.0,United States of America,5.0,D,575.0,O,US Airways Group,3548866.0
Gel3263,,Plano,5.0,76102,,7.0,11449 blalock park,Michaela,36.0,United States of America,5.0,M,790.0,O,Robert Half International,1719942.0
Evr3264,,Cheyenne,5.0,36635,U,,13936 mosshead upper,AMALEA,10.0,United States of America,0.0,S,503.0,R,AmeriCredit,1517930.0
Kna3265,,Milwaukee,0.0,77256,,5.0,9907 upton south,Marlyne,71.0,United States of America,4.0,S,697.0,O,Mutual Life Insurance,1571208.0
Fis3266,,Montreal,5.0,20093,,2.0,9818 pearson avenue,Norean,,United States of America,5.0,U,663.0,U,Career Education,
DEL3267,,Casper,1.0,m3x 1j6,,4.0,2409 vinson rue,dyanne,24.0,United States of America,3.0,M,587.0,O,Community Health Systems,144409.0
BLY3268,,Aurora,0.0,20082,P,0.0,11828 BUTLER PARK,Binh,62.0,United States of America,0.0,W,813.0,R,BearingPoint,2225473.0
ver3269,,Detroit,0.0,99640,O,7.0,2342 greenspoint lower,Catherin,57.0,United States of America,0.0,U,373.0,U,Vishay Intertechnology,1676769.0
mel3270,,Montreal,5.0,80010,,7.0,20020 knipp way,Emer,19.0,Canada,0.0,W,434.0,O,Constellation Brands,1089104.0
LAC3271,,Pasadena,5.0,94592,,8.0,2747 sinclair lane,Benthem,63.0,Canada,3.0,M,,R,Delta Air Lines,3078929.0
Juh3272,,Raleigh,2.0,73184,,3.0,16574 yale road,maxey,72.0,United States of America,1.0,U,519.0,O,KBR,2384755.0
Rom3273,,Erie,3.0,14207,U,8.0,14058 rocky knoll lower,arsavir,45.0,United States of America,1.0,M,442.0,O,Rock-Tenn,3556194.0
Men3274,,Kansas City,4.0,07504,V,1.0,23517 lenox upper,oliver,19.0,United States of America,5.0,,433.0,O,CenturyTel,
Oka3275,,Glendale,2.0,35826,,0.0,1879 arcana lane,business,14.0,Canada,1.0,M,673.0,O,ArvinMeritor,1736434.0
SUM3276,,Sudbury,4.0,35826,,,22386 spanish river lane,Marguerite,,United States of America,3.0,M,547.0,O,Bucyrus International,2194341.0
Kli3277,,Milwaukee,2.0,92840,B,7.0,739 dunbar way,Priya,29.0,Canada,2.0,M,398.0,U,Unified Grocers,2360985.0
dos3278,,Mount Pearl,2.0,M1i 1p5,,3.0,2254 whistler drive,jasver,84.0,United States of America,0.0,M,464.0,O,Retail Ventures,3057611.0
Gun3279,,Overland Park,0.0,90848,U,2.0,12727 florence east,Miyuki,85.0,United States of America,1.0,S,389.0,O,FirstEnergy,1710675.0
ram3280,,Indianapolis,1.0,H2d 1u5,,2.0,16676 BRYANT IRVIN DRIVE,Gilles,66.0,Canada,2.0,W,811.0,U,International Assets Holding,2888686.0
SIL3281,,Providence,1.0,V6s 1p7,,1.0,10526 linwood lane,Adelaida,4.0,United States of America,5.0,W,664.0,O,Knight,3805501.0
COT3282,apt. 57,Cheyenne,,V6s 1t6,,9.0,22785 peachtree boulevard,Con,4.0,United States of America,3.0,U,676.0,O,Laboratory Corp. of America,1622246.0
Lar3283,,New Haven,0.0,66617,,5.0,5975 WINSTON PARK,kai-wai,25.0,United States of America,5.0,D,668.0,O,Embarq,245938.0
ken3284,,Hampton,4.0,95144,,3.0,4628 trinity upper,HUGUETTE,71.0,United States of America,0.0,S,450.0,O,Pacer International,3558615.0
San3285,,Kitchener,5.0,27704,,5.0,874 four winds drive,Anita,57.0,United States of America,4.0,W,534.0,O,Visa,1165550.0
HUD3286,,San Bernardino,0.0,10182,,4.0,11547 colonial park,ZANETA,75.0,United States of America,2.0,U,743.0,R,Unitrin,843126.0
Koh3287,,McAllen,0.0,89015,M,10.0,17293 macon avenue,Noell,74.0,United States of America,,,799.0,O,Jones Lang LaSalle,1823976.0
Att3288,suite 290,Pasadena,2.0,63121,,8.0,10905 apollo west,Jeanie,90.0,Canada,,M,323.0,R,Kohl's,2691466.0
Bus3289,,Jackson,0.0,V6p 1r6,W,2.0,8601 KEMPNER LANE,Maitreya,46.0,United States of America,1.0,S,667.0,O,Hill-Rom Holdings,3007125.0
Sie3290,,Lewiston,2.0,M7n 1b3,,0.0,7377 coventry east,SACTO,,United States of America,5.0,M,,R,Beacon Roofing Supply,1106531.0
BRI3291,,Boston,0.0,X1g 1s2,G,8.0,22829 PICO DRIVE,edouard,51.0,United States of America,2.0,M,749.0,O,TravelCenters of America,2043906.0
Ahl3292,,Durham,1.0,98424,,7.0,10378 carnation west,casi,40.0,United States of America,2.0,D,784.0,O,,639532.0
SKR3293,,San Diego,2.0,10138,S,0.0,23519 towerwood rue,Charmian,,United States of America,1.0,M,827.0,O,Oshkosh,2763474.0
lar3294,,Dallas,0.0,35859,,0.0,24438 cedar springs avenue,Parham,98.0,United States of America,4.0,D,527.0,U,Allegheny Technologies,3055538.0
Sol3295,,Washington,3.0,E7N 1Q8,V,4.0,6920 CHEROKEE NORTH,MAGGY,36.0,United States of America,4.0,W,850.0,R,Toro,23059.0
Wen3296,,Oklahoma City,4.0,e7o 1j8,,5.0,24185 shallowford lane,MONTY,36.0,United States of America,4.0,S,510.0,R,Graphic Packaging Holding,52980.0
SHA3297,,Baltimore,1.0,77227,,4.0,21891 dewey street,RENATA,52.0,United States of America,2.0,S,542.0,R,Jones Lang LaSalle,2963689.0
Run3298,,Regina,3.0,H2g 1w8,,8.0,11447 bernard south,Ferne,17.0,United States of America,1.0,M,713.0,R,Parker Hannifin,2945990.0
Roe3299,,Riverside,4.0,14222,,9.0,14295 TEAL LANE,Shaib,61.0,United States of America,1.0,S,312.0,U,KB Home,2626650.0
Lun3300,,Oshawa,1.0,92809,,1.0,11117 archer park,He,56.0,United States of America,3.0,U,681.0,O,MPS Group,1242353.0
Lov3301,,McAllen,3.0,M3V 1K4,P,0.0,9729 cliffbrook north,Hyacinthia,89.0,United States of America,1.0,S,550.0,R,Xcel Energy,3037579.0
RUM3302,,Las Cruces,0.0,77245,S,10.0,20773 HIGHLAND DRIVE,Lanita,,United States of America,3.0,W,348.0,R,NuStar Energy,2015321.0
Hus3303,,Fremont,3.0,H7h 1s5,,9.0,15915 HIGHLAND PARK DRIVE,Merola,58.0,Canada,3.0,U,610.0,O,First Horizon National Corp.,2425640.0
Hae3304,Apt. 517,Missoula,1.0,Y1a 1f2,,7.0,24250 summer south,homa,55.0,United States of America,,W,553.0,O,Rockwood Holdings,1803577.0
COO3305,,Tampa,4.0,V5a 1n9,J,10.0,9146 pacific avenue,norry,11.0,United States of America,,U,305.0,O,Aetna,530608.0
Mol3306,,Jacksonville,1.0,V6S 1U3,,2.0,19112 minot street,ELYN,22.0,United States of America,0.0,,598.0,O,Energy Future Holdings,3768839.0
art3307,,Tulsa,2.0,t5d 1u7,,0.0,23449 HOWELL STREET,Manish,57.0,United States of America,4.0,U,491.0,,PPG Industries,3477168.0
tud3308,,Brownsville,0.0,98409,,7.0,909 sienna drive,WALLACE,93.0,United States of America,5.0,S,446.0,O,,1645651.0
kea3309,,Alexandria,4.0,10710,U,5.0,9179 eagle way,Guo-qiang,43.0,Canada,3.0,S,604.0,O,Wendy's/Arby's Group,2267029.0
Ser3310,suite 440,Irving,2.0,A5d 1b9,,9.0,908 foster west,Pen,85.0,United States of America,0.0,S,302.0,O,SunTrust Banks,3230496.0
FLO3311,,Philadelphia,5.0,H2f 1y5,L,3.0,22892 AVALON NORTH,pedro,55.0,United States of America,3.0,D,435.0,U,Administaff,2411438.0
Sal3312,Apt. 125,Hay River,2.0,75249,,8.0,18978 bellevue park,Leodora,57.0,Canada,4.0,M,563.0,O,Applied Industrial Tech,2493000.0
dau3313,,Laredo,3.0,36184,,9.0,17818 coventry court,CAROL-JEAN,54.0,Canada,1.0,M,729.0,O,Cooper Tire & Rubber,2091867.0
Bel3314,,Pittsburgh,0.0,60691,,10.0,4966 westpark south,CHO,70.0,United States of America,1.0,S,590.0,O,Goodyear Tire & Rubber,3525572.0
Yed3315,,Columbus,1.0,02135,,2.0,4861 cartlett south,dorry,59.0,Canada,1.0,W,475.0,O,Questar,1633097.0
Kuc3316,,Philadelphia,2.0,89126,,8.0,22025 gramercy court,Wieslawa,85.0,United States of America,4.0,D,731.0,O,Constellation Energy,2032506.0
Kle3317,,West Covina,,76144,C,4.0,20901 ashley north,do,15.0,United States of America,2.0,W,646.0,R,Thermo Fisher Scientific,3159891.0
MCL3318,,Stockton,3.0,75054,,5.0,4822 michaels north,MARTIJN,37.0,United States of America,0.0,S,660.0,O,Tiffany & Co,1156054.0
Drw3319,,Aurora,,10143,,,3909 marcus road,IWS,24.0,United States of America,0.0,M,816.0,O,,2140042.0
rex3320,,Pueblo,2.0,93539,N,0.0,23181 cantey court,Katrinka,,United States of America,3.0,M,674.0,U,Charming Shoppes,335274.0
KEN3321,,Salem,0.0,19063,,0.0,15633 landmark park,Shayne,38.0,United States of America,4.0,U,660.0,O,Great Plains Energy,1453069.0
soo3322,,Hartford,5.0,14619,,1.0,18642 ashford rue,Siva,13.0,United States of America,2.0,M,541.0,O,Oil States International,2096164.0
jue3323,,Yonkers,3.0,93340,,5.0,24896 WRIGHT EAST,MELANY,,United States of America,3.0,S,642.0,O,Omnicare,2977632.0
Lak3324,,Cincinnati,1.0,H2g 1y1,Z,6.0,8294 burrell court,Inger,29.0,United States of America,2.0,D,549.0,O,Morgan Stanley,123370.0
Mal3325,,Philadelphia,4.0,75186,O,5.0,9536 innsbrook west,hiroko,36.0,Canada,3.0,U,509.0,O,,1455600.0
Gor3326,,Hull,4.0,H2g 1y8,,5.0,11323 clifton east,VLADIMIR,47.0,United States of America,0.0,S,487.0,O,Chesapeake Energy,2548585.0
KIM3327,APT. 57,Grand Rapids,0.0,T6a 1a9,,4.0,23011 LA CIENEGA LOWER,BEVERLIE,48.0,United States of America,3.0,U,385.0,O,AnnTaylor Stores,1266363.0
REV3328,,Tulsa,2.0,97306,G,1.0,12782 lenwood south,Thierry,85.0,Canada,0.0,D,713.0,O,Philip Morris International,2798682.0
Sch3329,,Seattle,2.0,V6f 1r9,R,10.0,20813 lamar park,Oral,27.0,United States of America,2.0,U,714.0,O,,3269981.0
FAN3330,,Glendale,4.0,V6r 1t9,,2.0,3855 cantey drive,Butch,87.0,United States of America,2.0,M,525.0,O,Air Products & Chemicals,2723466.0
BUS3331,,Oklahoma City,,10124,V,3.0,4059 bannister park,adiana,69.0,Canada,1.0,D,702.0,O,Viacom,2964004.0
SZY3332,,Chattanooga,5.0,V6O 1R4,,7.0,22105 grandview park,Kwong,36.0,United States of America,0.0,M,711.0,R,Fannie Mae,134053.0
HAL3333,,Montpelier,4.0,V6o 1v5,,2.0,10117 college upper,gerti,44.0,United States of America,4.0,S,396.0,O,AmeriCredit,2986178.0
KRI3334,,San Bernardino,3.0,35894,,1.0,4801 spaulding park,BRYNNE,16.0,United States of America,2.0,,755.0,,Kindred Healthcare,
Hea3335,,Fairbanks,4.0,85077,,7.0,16520 hemphil north,lynde,99.0,United States of America,3.0,S,728.0,R,Cabela's,3530416.0
upd3336,apt. 676,Hayward,2.0,m5b 1z2,U,9.0,9479 oliver lower,Kevina,34.0,United States of America,0.0,U,713.0,R,Ecolab,3595488.0
Fis3337,,Dover,3.0,e4a 1s6,,10.0,19611 mesa lane,Emilio,31.0,Canada,2.0,D,628.0,,Del Monte Foods,2787063.0
Wyl3338,,Hampton,4.0,39201,,4.0,18648 butler boulevard,Virginia,89.0,United States of America,0.0,,837.0,O,Service Enterprise Group,3190159.0
Kin3339,,Dawson City,5.0,V6x 1v6,S,7.0,14770 tartan upper,MANAS,71.0,United States of America,0.0,U,518.0,O,Broadcom,3818744.0
hol3340,,Houston,2.0,V6Z 1W7,,6.0,19923 MAIN AVENUE,Sukey,34.0,United States of America,5.0,U,534.0,O,Avnet,1794775.0
dun3341,,Moreno Valley,4.0,T5D 1L5,N,8.0,3020 FOX RUE,darice,47.0,United States of America,3.0,M,421.0,O,Time Warner,591506.0
DEH3342,,St. Petersburg,0.0,99765,J,2.0,8096 NORTHLAND ROAD,Karissa,58.0,United States of America,2.0,M,511.0,U,United Rentals,2544490.0
mar3343,,Charlotte,1.0,85238,V,4.0,7142 brandywyne park,nic,49.0,United States of America,2.0,W,511.0,O,Staples,2707663.0
Lab3344,,Philadelphia,4.0,90120,,10.0,12813 bolton court,Eduardo,,United States of America,2.0,M,476.0,O,Western & Southern Financial,137707.0
rus3345,,Santa Rosa,1.0,V6p 1p2,,8.0,13094 BOQUET SOUTH,Krissie,94.0,Canada,4.0,U,780.0,,Pinnacle West Capital,
CAG3346,,Missoula,2.0,93064,,9.0,16757 highland way,Nance,91.0,United States of America,5.0,W,669.0,O,CC Media Holdings,2867568.0
cog3347,,Huntington Beach,5.0,T6d 1k4,I,1.0,4822 michaels north,COSETTA,97.0,Canada,0.0,M,718.0,R,Newell Rubbermaid,1290762.0
JAG3348,,Hollywood,2.0,99665,,4.0,1426 basswood avenue,Arlinda,40.0,Canada,4.0,M,385.0,O,Cimarex Energy,2683051.0
Ric3349,,Windsor,1.0,93844,C,3.0,17183 WATTS AVENUE,Pammy,9.0,United States of America,1.0,U,714.0,O,,1983893.0
hat3350,,San Francisco,3.0,94474,,1.0,20658 KERRY SOUTH,Katha,55.0,Canada,1.0,S,327.0,O,Furniture Brands International,1220684.0
Rah3351,,Baltimore,3.0,T5A 1W6,,7.0,9609 kentucky road,LAURY,50.0,United States of America,3.0,S,819.0,O,PepsiCo,230189.0
Les3352,APT. 213,Salt Lake City,1.0,m4k 1o1,Q,3.0,4842 leon boulevard,Cyb,18.0,United States of America,5.0,M,712.0,O,Western Union,666362.0
coo3353,,Columbia,2.0,T6D 1F3,E,1.0,7879 park hill court,LEXIE,2.0,Canada,0.0,U,695.0,O,Devon Energy,351198.0
Str3354,,Cheyenne,4.0,53218,G,1.0,20839 HUDSON STREET,monroe,34.0,Canada,1.0,,826.0,O,Black & Decker,1715648.0
kli3355,,Costa Mesa,0.0,95259,Z,6.0,7658 winifred street,Tiff,57.0,United States of America,1.0,M,561.0,O,Discover Financial Services,468935.0
Myr3356,,Warwick,1.0,10113,,10.0,22232 south drive,Adriaens,92.0,United States of America,4.0,M,330.0,O,Snap-On,2701186.0
MAI3357,,El Monte,0.0,V5d 1n9,,1.0,18065 gale lower,Xi-nam,89.0,Canada,3.0,M,470.0,O,Cummins,3362955.0
MEN3358,,London,5.0,32218,K,0.0,8763 planters wood north,Blair,44.0,United States of America,2.0,M,402.0,O,Genzyme,1656972.0
DAR3359,Apt. 568,Bridgeport,1.0,H2F 1W1,,1.0,23366 winston east,MONAH,45.0,United States of America,2.0,S,751.0,O,Jo Ann Stores,1762024.0
Mau3360,,West Covina,3.0,59403,,9.0,14050 BURNETT LANE,jun,48.0,United States of America,1.0,M,741.0,O,,2895921.0
Mac3361,,Elizabeth,4.0,t6a 1g4,,2.0,14497 frostwood boulevard,Shana,34.0,United States of America,2.0,M,551.0,O,Ingram Micro,1783993.0
Owe3362,,Ottawa,1.0,10113,,4.0,12037 overton ridge upper,CORRIANNE,23.0,United States of America,1.0,D,466.0,O,Jarden,3266104.0
Svm3363,,Mesquite,2.0,90859,,10.0,10608 bissonnet road,Kristi,10.0,United States of America,2.0,S,431.0,R,Rohm & Haas,1706618.0
RED3364,,Moncton,4.0,v6w 1v9,,8.0,13151 cleburne north,Madelyn,88.0,Canada,,,655.0,O,Principal Financial,1985991.0
rid3365,,Fort Wayne,5.0,92194,,7.0,11120 GRAVES EAST,Colette,97.0,United States of America,1.0,S,783.0,O,Urban Outfitters,
lan3366,,San Francisco,1.0,80074,,10.0,9177 wishek park,Humberto,86.0,Canada,2.0,U,794.0,O,Convergys,411562.0
Mci3367,,Calgary,1.0,68508,,6.0,22892 SYCAMORE SCHOOL WEST,ERWIN,94.0,United States of America,0.0,M,655.0,O,Coach,615892.0
Rud3368,,Pembroke Pines,3.0,91358,U,,21404 sheriden south,stars,93.0,United States of America,4.0,S,390.0,R,Total System Services,441946.0
emm3369,,Lafayette,5.0,81009,,10.0,2476 concho drive,Ernesto,66.0,United States of America,5.0,S,613.0,O,Biogen Idec,1911238.0
SLU3370,,Inglewood,2.0,94591,C,4.0,14227 flynn park,Panch,4.0,United States of America,5.0,U,615.0,O,Lockheed Martin,364505.0
Pag3371,,Kitchener,1.0,98408,M,4.0,18591 chapin road,Maxine,21.0,United States of America,5.0,W,659.0,U,WellCare Health Plans,3013000.0
Pet3372,,North Las Vegas,5.0,94497,,3.0,7819 green park,Ulrica,23.0,United States of America,4.0,M,418.0,O,Windstream,3776334.0
Haw3373,Apt. 358,Bridgeport,3.0,77079,,0.0,9761 LYLE EAST,Kyoko,32.0,Canada,5.0,U,598.0,O,Pactiv,1109889.0
Wen3374,,Tulsa,1.0,32831,,3.0,10363 BOLT BOULEVARD,Ecocafe,36.0,Canada,5.0,M,450.0,O,Albemarle,28555.0
Gob3375,,Peoria,4.0,55125,O,7.0,5935 MCAFEE PARK,hanja,76.0,United States of America,1.0,M,617.0,R,Snap-On,727865.0
Zar3376,,Syracuse,4.0,h5l 1o1,,0.0,22174 blalock east,fleet,66.0,United States of America,2.0,,848.0,O,Roper Industries,2959175.0
st_3377,,Las Cruces,2.0,99625,Y,10.0,1104 century road,loree,89.0,United States of America,4.0,S,804.0,R,CVR Energy,429620.0
Tod3378,,Warwick,3.0,t6d 1a5,,,9521 BAILEY EAST,Muni,24.0,United States of America,5.0,D,836.0,O,Darden Restaurants,564934.0
lah3379,,Tampa,3.0,19206,,9.0,13936 mosshead upper,marcelia,27.0,United States of America,1.0,M,390.0,O,National Life Group,2336187.0
SET3380,,Long Beach,2.0,T5a 1n1,,9.0,8921 rampart court,Kissiah,93.0,United States of America,1.0,U,331.0,O,Aventine Renewable Energy,1811992.0
bat3381,,Dayton,4.0,V6z 1t6,,0.0,2415 edgson drive,Melody,77.0,United States of America,5.0,U,315.0,O,Mutual of America Life,959778.0
bro3382,,Irving,4.0,T6c 1k1,,8.0,2116 whistler upper,Blinnie,87.0,Canada,2.0,U,704.0,O,Spansion,822765.0
TRE3383,,Burlington,3.0,93542,,7.0,15589 BEATTY ROAD,tessi,62.0,United States of America,1.0,U,453.0,O,Sovereign Bancorp,956916.0
Pcs3384,,Paterson,3.0,V6S 1W7,,10.0,16592 creekbend street,GUI,96.0,United States of America,5.0,W,840.0,O,Arch Coal,707339.0
Dan3385,,Winnipeg,0.0,58503,,2.0,12584 airport drive,kessley,29.0,United States of America,0.0,D,310.0,O,Buckeye GP Holdings,3305966.0
Noy3386,,Sudbury,1.0,77282,,9.0,11671 WATHAN NORTH,Lloyd,47.0,United States of America,2.0,S,437.0,O,Integrys Energy Group,2086553.0
Sum3387,,Modesto,1.0,93653,S,10.0,18909 hawkins way,marylin,9.0,United States of America,2.0,W,401.0,O,RPM International,1083042.0
Bra3388,apt. 157,Houston,1.0,t5d 1r5,,5.0,22153 pinesap drive,LESLIE,6.0,United States of America,0.0,U,323.0,,UAL,3238585.0
SEE3389,,Saskatoon,2.0,v6t 1s8,N,1.0,7357 CROSBY DRIVE,esam,26.0,United States of America,3.0,S,574.0,U,Polaris Industries,3126495.0
Sie3390,,Arlington,0.0,70811,,0.0,17676 rusk street,WEIPING,30.0,United States of America,5.0,,493.0,O,Comcast,1445421.0
sha3391,,Lowell,4.0,31401,,4.0,10484 waverly road,Jude,8.0,United States of America,0.0,U,836.0,,Family Insurance Group,2252677.0
ber3392,,Portland,5.0,19201,,9.0,685 queensbury east,TATIANA,55.0,United States of America,,S,636.0,O,,1495396.0
Kal3393,APT. 157,Hayward,2.0,T5c 1v9,,1.0,9585 sun tree west,Frank,,United States of America,,M,513.0,O,Total System Services,3566392.0
Maz3394,,Coral Springs,5.0,78750,,9.0,22801 meadow lake road,Debera,60.0,United States of America,4.0,U,735.0,O,BMC Software,3205027.0
unk3395,,Las Vegas,2.0,58106,I,4.0,20839 hudson street,Cristie,,United States of America,4.0,,692.0,O,Chubb,2460843.0
Nai3396,,Livonia,5.0,96803,,8.0,19730 burgoyne lane,Evy,5.0,Canada,0.0,S,665.0,O,American Electric Power,1532374.0
Sho3397,,Fort Worth,1.0,M2q 1f9,,10.0,512 northland street,Lynna,17.0,United States of America,5.0,U,762.0,O,Mercury General,1605720.0
Mar3398,,San Antonio,0.0,91225,,6.0,18390 martins east,Jobi,46.0,United States of America,4.0,W,799.0,R,Oneok,154727.0
Kol3399,,Lancaster,1.0,88005,S,8.0,15960 ST. PHILLIP BOULEVARD,Narendra,52.0,United States of America,5.0,D,,O,Temple-Inland,2152460.0
Kea3400,,Kitchener,3.0,23221,T,1.0,11414 jay street,Gajendra,96.0,United States of America,,M,404.0,O,Cabot,310519.0
VLA3401,,Sioux Falls,2.0,43613,,1.0,1989 frailing avenue,GINEVRA,18.0,United States of America,5.0,M,699.0,R,Pepsi Bottling,930004.0
bro3402,,Tucson,4.0,T6d 1j4,H,5.0,3692 EVANS NORTH,Duane,83.0,Canada,3.0,M,558.0,O,Motorola,574419.0
Abo3403,,Charlotte,,T6b 1e6,,7.0,24427 bay lower,Chi-vien,89.0,United States of America,5.0,D,487.0,R,Energy Transfer Equity,2699006.0
Bou3404,,Saint John,4.0,v6l 1t8,,7.0,23606 highland lower,Mabel,81.0,United States of America,,U,654.0,O,New Jersey Resources,
SPE3405,,Oshawa,3.0,M3V 1K9,,10.0,7052 alamo street,Naveen,2.0,United States of America,1.0,M,357.0,O,Expedia,2832793.0
STR3406,,Baton Rouge,4.0,77162,,10.0,12557 kelly boulevard,SU,30.0,United States of America,4.0,U,768.0,O,Rockwell Collins,3235144.0
Van3407,,Macon,5.0,21277,,7.0,24400 sycamore school boulevard,KATHERYN,43.0,United States of America,0.0,M,556.0,O,Newmont Mining,176503.0
Vog3408,,Hay River,5.0,V6h 1s9,J,1.0,22282 bramblewood park,Sande,88.0,United States of America,1.0,M,475.0,R,Southwest Airlines,229963.0
Far3409,,Arlington,4.0,t5a 1w3,,5.0,497 STONEHILL LANE,ULA,99.0,United States of America,2.0,M,636.0,O,Convergys,2599351.0
sta3410,Apt. 513,Lewiston,1.0,63178,,8.0,18787 englewood park,Jacob,4.0,United States of America,0.0,M,588.0,U,Solutia,2602155.0
