nmbrchldrn,ddrssln1,mrtlstts,gndr,ncm,g,lstnm,wnrrntflg,ntwrth,nmbrcrdtcrds,ddrssln2,mddlntl,crdtrtng,pstlcd,ct,nmbrcrs,phn,cntr,gncd,stt,mplr,frstnm
5.0,jgmdpkntkcbkfxcddgirlkkfqdveprlsfofg,M,,77998.0,50.0,XUAVO,U,2696965.0,0.0,vqfxlgtx,c,499.0,ZPPTGJ,Springfield,0.0,1-786-279-2981,Canada,XUA13923,Prince Edward Island,United Natural Foods,VVCZIWBGGUDWEEBBDQQWPXPTTGN
0.0,Muthrxlsvzuxgdoogmsiinsibjxjepq,D,,234183.0,95.0,rqfkeogfmpehttdr,O,3241209.0,9.0,XBPEDJWCNLLECIQVMKGGBPTOAIFMRRZSJCSDKIPEHYRVOCKBMWDEJGYZSLTIOQZKXSLHLSITVJIYCHJW,C,725.0,DAIERPTUEMND,Riverside,1.0,,United States of America,rqf13924,NV,CHS,Crchmyjvzqicffjtkrl
4.0,igrehe,D,,290353.0,84.0,OVJQPE,O,99121.0,0.0,Ekbvzgwrawhgyyigvferjimfvraegd,C,,Rogjxwxxc,Indianapolis,3.0,1-884-271-2918,United States of America,OVJ13925,MT,Enbridge Energy Partners,qcchwijkwfbbhzglxhonhotobqvi
3.0,,M,,78188.0,72.0,Rwtxyizpnnhzbtodhkylqcreo,R,2411633.0,6.0,fedjudawjynetovwkudozbjfvjqqjejpsdzlsbmrzgrtoaaphfxnfljxrjh,j,377.0,Riqsrzh,Orlando,0.0,1-564-433-2755,United States of America,Rwt13926,MA,Computer Sciences,Hwmyckilmphdr
5.0,Txvgpkjiulblaexmbpwncxdqyecmltydvgdifireezjpqchdzpxvzidsdeqwprzcjegbyuhmo,U,,199557.0,55.0,Zlokqrrnwhmnwpkrvipis,O,3936495.0,5.0,Ktznxqewrbbqqqppjmkkskddbtwivmtmclarawxqognrrnowhwakhugsgpdau,,411.0,OXVMXG,Anaheim,4.0,1-526-735-1170,,Zlo13927,CO,OM Group,CEQPXKDBUTFMEQELBWTBO
3.0,Wmnlhsukffwlxwrcqjyqyxeunnmpfjefcbrmlqojhzapayasyfohpkrdr,W,,150259.0,,Cksucjvzeicmhcunlcjicbbmpvgff,O,935867.0,3.0,Kqzokztgnvcvvtpuyojityuoalfvyskoawqxfgugdvumlypjveeiewwr,t,684.0,vmhaaqpdku,Scottsdale,0.0,1-006-822-2837,United States of America,Cks13928,MO,CIT Group,Uebxrmbqsnsc
2.0,GSEPSRJQDVRKOHTGPHOHVIETCXDAVQYDKHAHOGLBLDFRGMXAMSCUAYZDLLWBJCQF,M,,299551.0,81.0,Hvldaditgtjouxkvefjtibsxfgyh,O,3563344.0,1.0,QKMUJLNPMC,,571.0,ybivawh,Sterling Heights,1.0,1-463-667-7034,United States of America,Hvl13929,CO,United Refining,ROOREDTDUXUPALY
1.0,SIPNAXGCRDVVSBMQS,M,m,237611.0,61.0,Dyfqkcdniwideyxxruk,O,3066261.0,6.0,XJKJJWFDEELNJDDHTNTGBXUDGTUYARBUEWATMMRCEYRCHJIWLCBFHFDXQSEGCOMRPOFAGPQT,r,327.0,Bdlbo,Inglewood,5.0,1-934-003-6736,United States of America,Dyf13930,NM,Mutual of America Life,ZHPJGFSXORFHOLLSHC
3.0,DAVTDN,M,m,70603.0,20.0,Pggxwygii,O,3807256.0,6.0,Agqnkfvbercfijrwsyahsixjduglrwipagfgamtwnefpkmg,,441.0,myycljkxi,Bridgeport,4.0,1-072-328-3081,United States of America,Pgg13931,WA,Rowan Cos.,AFKHU
3.0,Rntxgucujitxakpkrpjtvspbatirgomxfofvqmksiuuoinbofsy,D,F,274140.0,74.0,Yuanvxawnzfsgjmpnwogys,O,741335.0,4.0,,,502.0,Fkxrooed,Philadelphia,2.0,1-091-805-1357,Canada,Yua13932,VT,Joy Global,GOLUZRKRJ
,lvhugoxjqzwvwrkgolootsqrluzymomaxkjrjkozykqlegjubcdmakaqgmllceqcjzyxn,M,,77661.0,13.0,Davtmpojfkfndougmpdxrpyco,O,3298590.0,,VRPBGUFNZFDJWOSSEQYQVLTTKGKQTQWDGRUCR,P,390.0,Ewnghtwgh,Corona,0.0,1-173-267-3080,United States of America,Dav13933,CT,OGE Energy,Xjcowmdhjdltjtcwslt
1.0,pvfnpelnucdqbmcwpgunysbqcdsfqmqyidovredjwsyjgksmtvqyzgbrtitktsxcsynmdhlkmiq,,,29331.0,44.0,GBSFAMFLFOJIRTPFPYMIFSWN,O,2674364.0,,RCPBQQTUUJERUSTSRQAXZCEXQFBLHTHWNCCEVOLQIRCWBRDARLCDMRWFASCAZXNWTMPKLRABWQC,Z,561.0,epnwpvlsx,Oxnard,5.0,1-957-386-1745,United States of America,GBS13934,AZ,,lfkefvgkwhwfmagwcekxrhq
2.0,lussqosugdgkusdtmtkbdxnhwqbmxelbohsimmpnfpljbexdi,U,M,475895.0,62.0,Kbsltstpfadidloohqvjwbw,O,781172.0,7.0,Ffenfxwjsifyyhukbpferoensyslndypzivjhfpvicnoqbpnfsrckghu,e,390.0,ANBKJMYHIGCU,Los Angeles,4.0,1-397-956-4678,Canada,Kbs13935,NM,CenterPoint Energy,GPPUAFKJXKBAXGOCWHRYSAYAOOFTJU
0.0,Wlmgkupaxdxpzcdpatpjvpcfigsvxdwatfgkslegifcarxpezgmndolyateffvbwzepzexppgkr,D,F,493225.0,4.0,Sypdcw,O,1435588.0,5.0,Ysgufpznyqrexznmehxihtvgxjrojjtb,,817.0,SQGSDXHLPY,Cheyenne,1.0,1-205-182-3341,United States of America,Syp13936,IA,"Toys ""R"" Us",qcpqthx
5.0,emqzyxxqjssqiqcyfsjfcsnxgcskftaozvihauxpmzkvhnjddbnqfnboqfgaelknv,W,F,207302.0,58.0,EMEUNVNBDBKCHMSECPCCVKCYB,O,2214468.0,7.0,Tqgeximluhgrdvjwqydmsaszqmutpmlrnocekzoi,M,,,Charlotte,0.0,1-908-313-8382,United States of America,EME13937,WY,AGL Resources,PUZUMDTHIGVRWQWFRWKBOJGGIMKQAJ
2.0,afsalklcxthtmfp,M,,266103.0,97.0,jqptesklfunlqyuehluco,O,1445007.0,0.0,Jbfewdbovtoimqwjkajzyvdasrynfqguqhgiuktgjffthxinwfnhhuaqhrciqxgsi,A,622.0,Flriixqqrucg,Lakewood,4.0,1-019-115-8599,United States of America,jqp13938,Prince Edward Island,Fiserv,HWJVABWNUFXFZTKTGYMXGEEGQP
1.0,UIVJTVSGWCRMLPYMQSETTJSZJSXPSDNGFPCQESBIWJSMWMUNOZO,M,M,425127.0,33.0,Zbixdmpyboeeebgymim,O,3113183.0,3.0,Ylrgjkrffkjb,,618.0,Momyiy,Sherbrooke,3.0,1-339-158-7109,Canada,Zbi13939,WV,Berry Plastics,kujykbuazyefpbbsrfjj
1.0,Erjixgvztepdrifpb,W,,393247.0,69.0,DYOFHBLRMAWQ,U,2384449.0,6.0,Ihctpqeaiajopyqwjke,,359.0,TYXMFLTZVMQ,Garland,1.0,1-272-243-3337,United States of America,DYO13940,KS,US Airways Group,WEXPDYOUEBGEFEEUDACVYSCZ
4.0,sbsqjfgedvpipcjospdrrbrfc,S,,223579.0,7.0,NHKJBBRCAJRCFOERHNXTLUWOACYH,O,3703130.0,5.0,MAOLNEYXOLCZOAFSEGXRBKUMZHUVVJKPOAVEPKCGPUSWDERVFHYFBUP,,756.0,Vdiebtct,Ann Arbor,5.0,1-688-252-4384,United States of America,NHK13941,WY,Targa Resources,HROOZDBNGH
3.0,KSYJZNYYPIKTKJKJOJBXQCFVFV,D,,360982.0,81.0,Glqdy,U,3636029.0,1.0,rwhbseypgrocijoitmexsomnokftwxssatngatsemtdqakdczccejhongzgqtrjzzrd,,756.0,Ncwzejbsm,Augusta,0.0,1-842-517-1117,United States of America,Glq13942,WA,Regis,FJWBPJZVYSETQW
1.0,Tpprhkeuijrajjlgouuvjirxxfeqmudeaoqrtesjnpmdlsbemjvjhpwcnpuqdskdmjxln,S,f,435755.0,65.0,Drqvonhuauocvucchrgwwhfovfuuep,U,313134.0,2.0,CFVPTLFDBSTZB,G,803.0,nmvgxbzm,Columbia,5.0,1-239-570-1064,United States of America,Drq13943,IN,Tesoro,Bcravflcgwuszgionxryej
3.0,qypbxiavuahdlrizhztemlyjkpaaiglxhjenxpawvyxvqnszbjtwakrbgbvjk,M,,496164.0,75.0,PDSHVBOZYCZTTSQK,O,3263583.0,0.0,tlzscjhfgxcsbvguwdwcocwfyoduhekbpqfcfmetwbhauxadixoqbifsswqsoakpmesgss,v,846.0,TBFIACEZJ,Newark,0.0,1-670-707-4129,United States of America,PDS13944,ME,Eastman Chemical,Ceswxxxkwjaakidwxblpyu
3.0,vkwqrvvaoqqrqypdxfxtlimpqnshwsbhuxpusznadrhyumaeqtlhqlzkiokqjsojcfuovsidkryi,M,F,356209.0,86.0,Eyumejjrektqohvlyox,O,,7.0,Cnlfalwrgyqmfj,G,603.0,Vlyss,Phoenix,4.0,1-758-914-5524,United States of America,Eyu13945,VA,Smith International,RHULEEMNLVBDUIDIQFYLFMJOSLTEM
4.0,Fztfebuekghewtgwdgqijwehyjpiekdixlhixezpupzbokzttmxgksujiwpcvlgjprvtqvawceecu,M,F,225121.0,60.0,lmfrjzesjkvbytuwqeco,O,1749360.0,2.0,Cmzdeaovdkmspmyojewiodzkvkjncbcqiotbnzeidgfncxefbxuxyxrsbkmxswianvhxkggbmsmn,,468.0,Kmpqlwczp,Chula Vista,0.0,1-694-360-6361,United States of America,lmf13946,CT,Cytec Industries,Rvkxjaalseidbelbcqwwuujvldo
5.0,ONTIDGF,M,,141818.0,52.0,ASMXXZWBUVYPQQJCAASBCIJECCZLW,R,1180119.0,5.0,CIXEDJJNAZYVZXGMBULLDTPWOARAAGHMKIHB,,542.0,eaabrgudgnlo,Fullerton,,1-404-703-0017,United States of America,ASM13947,Newfoundland,CVS Caremark,Jqjutcrmigvscsb
4.0,Ridbgbfuvhadpxfuvmdsapcfdocowfchswdadizhgsgazygxbxzbnffslrtko,S,,337693.0,62.0,smdmgfclmplgw,O,78819.0,8.0,Nwnjgbluqkhtuvnhzkaxjwstcoouucejgdldftbpetyrfusjnrugtpefc,,763.0,Csorffcxduw,Orlando,3.0,1-951-294-4836,United States of America,smd13948,OR,Newfield Exploration,Mkykjauhgzqeygmxxqxxpwq
,,D,,95943.0,38.0,Bhxqjjetygwtlbqupirhqilszzr,O,3458085.0,6.0,Cvzcxyjducyriizxfiqfrrszpdmcckjxyuj,S,364.0,PJYUFBOTR,Ontario,5.0,1-940-882-5583,United States of America,Bhx13949,New Brunswick,Tellabs,LJIQUV
0.0,WBEIXNAVNECPZISXJUTJFKIYLEQZHOCRECJOMNOJKTVIGFRZIAJFOWPANNADNAHPWNCFLAVOQYF,S,m,257089.0,1.0,kdpkjbpqvnimnwphowje,O,1210682.0,8.0,Arsbsbxipkcmmqdhtcjkktabfboeekdpearxbfuitlajvtjuxejaxkqmrpyhrulworgntylzuf,D,649.0,Pxukqxha,Garden Grove,1.0,1-831-635-0465,United States of America,kdp13950,MA,Quanta Services,gndupsdnlrylsoxcetiasuccqknupv
4.0,UPHMZMIUNQQOBHHDBRI,W,m,93773.0,62.0,khnfxaparuijozkjn,O,3285571.0,8.0,xxacq,,433.0,Kkpvnb,Mount Pearl,5.0,1-399-017-4256,United States of America,khn13951,KY,Wesco International,qhdqieobwohzgjvuhlrr
3.0,nixcauvlr,U,,69037.0,46.0,Wugxacflrntukzcman,O,2454306.0,3.0,Gpyevvehphzhakrsscorjkqwunbdivnvxcvtcvebvhuhmxbtkn,G,379.0,Pdieokc,Nashua,1.0,1-557-870-4652,,Wug13952,Alberta,United Stationers,RTCWJHSCXCYRMFOTQPGYDTU
3.0,flnewkxxugmuxdiaobngweeymkakrqymjlphuftqelxhaouwdacchhdlkhocqzuvkwqjdzfokvaif,W,,114593.0,98.0,BFDDUHWDCUVVUXAXCHVRFOYYYGT,O,462067.0,10.0,Ciqwovttsarbdmokyeumtvvinjllledheryceednvnrjimjtmbovpuippaghwxjvg,S,622.0,Wpmotxtipekw,Plano,1.0,1-181-612-7216,United States of America,BFD13953,Saskatchewan,Hill-Rom Holdings,oyzxamfltbrhpyyqapyonqvq
1.0,Azbteamroiymibjnypercuomsvzkfusouptrqxxqckvkyimo,,f,,99.0,Hrsqjfvtdrjclnnvkynaalxvnvtkym,U,2624430.0,7.0,wtqdmibbfqqkragicnmxnevhwtkhskqntdnuubsrczd,Z,536.0,xdqnruowu,Victoria,3.0,1-423-934-7237,Canada,Hrs13954,AZ,Jarden,Kdfhru
5.0,askclqoynnembelmxhvzr,M,m,459831.0,100.0,Pxyvah,R,2418267.0,7.0,JURVTIOYKJCHVYEORBULGDGANMTMWOULDFEIFTQAYIYTOOCNFOVSGYGSQL,,805.0,jmmmx,Memphis,0.0,1-904-788-0117,United States of America,Pxy13955,Alberta,Ryder System,cvsfdlbnzdgfllwfcpg
2.0,ZFAXJAGGJXHIRKMKBOJTGIDXYPSMAQTAIDKBCZIXZBQRWTXPMQRIZDGWCRFBGMMTFCGQDITWCDJ,M,m,169145.0,95.0,upstnkzdvah,,3885556.0,6.0,MOARIOYLRUWMLZDCDLFVXFUJGELKQVFHJKPXGONANVWMKXFQBLIBYHGWCOVVNOQ,e,614.0,cfnyxjdc,Missoula,0.0,,Canada,ups13956,RI,NCI Building Systems,Dwwfcjmfdnxnq
4.0,rfzhoksaeazencubdtaryvoiqumtgtxuhodkleeygoxbtmsnxeazjodmnugslhavwvdvtwjrs,S,M,244172.0,29.0,Qqlxahfkoxtqa,O,3152565.0,8.0,Fqekvhjymhvjtsijzjemhrmqwpejqopxbwybxonoojmnfkdnuydmymcecsrhqcpihegkqrabxzohp,M,641.0,Unxzgubnbmac,Tacoma,3.0,1-974-185-9652,Canada,Qql13957,Nova Scotia,State Farm Insurance Cos.,Bnqkjtpzhum
0.0,RLGIKIPXQTDHNEJOKKKJJLR,U,M,130486.0,27.0,Yggsumyyqwnijjlrdzmog,U,3273594.0,10.0,djtmgbmhztucpuwlewnksrlebhocqcoapmzbwvmterripemlkxtpedoivie,N,391.0,daycmrp,Windsor,2.0,1-802-011-4447,United States of America,Ygg13958,HI,Kimberly-Clark,BGALGYKY
3.0,Eaiegxcjiamnapmjamniolkeupdspxticwdzbxhiz,M,,360431.0,38.0,Yuvbtgctvyp,O,3932499.0,3.0,Wfgtigxbblaqqyqkxhrphgsjtiljbbtpwtodgcbnnezkddbwer,z,375.0,Fqdprdumhjy,Huntsville,4.0,1-012-539-6416,United States of America,Yuv13959,British Columbia,Scana,Jdtjcixwrxkhro
4.0,Ehdsaboznhmnvwyhilvmxnxuxijzlukusaknwwf,W,,211586.0,39.0,Sidqhhskl,R,2045905.0,,EGGZOMTKLIBAANIEWBDMNOTMRFQQOQAJEEVYTKBYNXPPTKXQSGALPNFUDOHRQUARVFGOAIBDJO,P,621.0,Ywrblb,Huntington Beach,5.0,1-519-551-5834,United States of America,Sid13960,WY,ENSCO International,Umknezolfwhoqeu
1.0,gseaufgqagmrawfjhrmkmyvemxwrwejwnoudtjrdgrjpqjjltxtczcqnmvfpr,S,F,393945.0,22.0,Odrxlsouvaa,O,1118147.0,,okiflgntqxukzbnqhhsuupafloqmetstnpvpmrrbfjtmsywmckimsdtlwxqpywkkuxmcurljpkib,,757.0,nskmt,Milwaukee,3.0,1-019-004-8482,United States of America,Odr13961,NY,Enbridge Energy Partners,AGGEQITQQNPJVTOENULWRSHZIRDD
3.0,Afdmugbjibkuqcklonkurvvnvfrkyygodqedtqsgcgfqtbuxcjdy,U,,272451.0,,Sjxktaosrafbolextjc,O,1927138.0,6.0,Udvomhjxitavdvchtidqlawuhmxzjfwzljsibdsjijtkunydpzysdrzyatqjybmhvoijrdhp,,479.0,Qqleauv,Hialeah,3.0,1-085-175-0598,United States of America,Sjx13962,MO,ManTech International,nzlmi
5.0,KOMAOCFEEHVXEFLTPXKVHFXDZFCSRELZBFDLCBUFEIQEUHUEXEEMSKDWFGTZKXOYCBCZGX,M,f,157752.0,20.0,CTNAZVRVKDJXVJ,O,556264.0,5.0,Monkmtgmnkotgvrqqvwjbpux,,333.0,DBMTMGVLT,Saskatoon,1.0,1-428-402-8208,,CTN13963,WY,Zale,Ocjdrpoxdswutgpf
5.0,HPEFRVGFOZDGAKUVXZBQDLZWWTASJTKSPUHFUECAWLKGK,M,,135566.0,1.0,Lambapfhmsgjozpobvmiclwnxgqnia,O,1608422.0,9.0,JTKGOJGDOFGVLLKFTBDOUVRWO,,386.0,Dzejhiioc,Charlottetown,1.0,1-069-479-4001,United States of America,Lam13964,CA,Dillard's,cmhxykeldbuivziugeb
,Lrkppwlzvtefzvuzqzlporcdmmwmjgifmefrvzxmxstqcgnk,M,,419154.0,,Uebpsofn,O,341421.0,7.0,apfphrsctyhpwtenreslvpkryfxozubrorgzkqppkvyygn,,457.0,,Vancouver,5.0,1-902-255-6844,United States of America,Ueb13965,CO,Vectren,Jvmbtgjuirm
4.0,huyodzeopeepyudxubfnfzbfzkxrnvqxngcbedtnyvngsxbcqpynybcwmcnizcxhrnbchp,M,,459459.0,52.0,xitlftpwxk,O,2965033.0,2.0,,L,732.0,gqqty,Regina,1.0,1-884-113-9591,United States of America,xit13966,Manitoba,DST Systems,Vhxhcnkwintwpvtdjolprrpbawdut
3.0,dkyvpfcdrvyxzwtzhhyikjkzsnyhosbdbrxkooucu,M,m,22081.0,13.0,vqarswwvulnuwpbnuzhhjtdtjqb,R,1636999.0,9.0,,s,536.0,,San Antonio,2.0,1-307-872-9233,United States of America,vqa13967,DC,NYSE Euronext,LNKQSIODBCAPTAG
,xdiqrlaynnjsqagkttpzywsdupiqijjldsumxetrxssh,M,m,112579.0,70.0,arocabwexwfuljcz,O,,2.0,Boosrzjohzrkdkjeirbgmpczaxdqnersdgocvx,k,757.0,pfswhyw,Evansville,4.0,1-988-740-8444,United States of America,aro13968,NM,Icahn Enterprises,PBODSNLSKFWU
3.0,Ngjzwrriamjgoqcfdvndjffiarpf,M,f,19784.0,14.0,hrsvdbsetlgfd,O,2079032.0,,Wgzidkbgbqqbfbrobtkwdmdextmyx,K,680.0,Edjphd,Iqaluit,,1-138-877-1669,United States of America,hrs13969,Saskatchewan,Quest Diagnostics,NRZQMFRKZNWFNPJIPLAPFNQFG
0.0,Nngcknoixkz,W,f,38086.0,14.0,Srlataeczrnfcpplojziitgjbcqna,O,3511953.0,1.0,XOZLSNTBRARJNBUUPYSMTXGAAZZTUIERFVAXT,B,492.0,Orenewvkau,Columbus,2.0,1-972-479-0625,United States of America,Srl13970,Prince Edward Island,Borders Group,Nxaigondtgpginobwwthdhzp
1.0,IFJVCKOXHFOAOANGSYLWUEFEULIMLGUZMQFCZKUNLYHDOBAAIQOVNTSONUHKAJFWEOP,M,m,21725.0,44.0,Daegy,O,1392884.0,0.0,Szxpijrirrdembxwfmsywitpjvyjasyhghplx,,710.0,mcutrgvehaxe,Chesapeake,0.0,,United States of America,Dae13971,GA,eBay,EBYELJDNWDFCFBMPUGGKQDOPQYPZ
2.0,Jxiklbyogcozysidlmgxxlvlsmodkotjjlmxnzpbqtxooxhamhbcnjpyifpm,M,,369095.0,96.0,Zkmtiochsszpn,O,2478055.0,7.0,Bifqujkdzyinqklztrjcfaktioikfs,,352.0,,Toronto,0.0,1-329-048-1947,United States of America,Zkm13972,IA,Coca-Cola Enterprises,Xjqtudjercqswd
3.0,Dvpbjqfsmznlcbjyexxizrxvertoqmfotwwbinhfhcjtrvjwyoamwikwdecmbh,M,M,92474.0,14.0,Iejxalgcpkpvv,R,,8.0,,,588.0,GTUAKVUAPKG,Missoula,2.0,1-152-520-5771,United States of America,Iej13973,UT,Hill-Rom Holdings,Rnswupseqgatupxk
2.0,Euyps,M,,190473.0,38.0,Kjvapjdwtdja,O,1133913.0,9.0,YFIUJQBZTYCXEMCPAY,,589.0,Xgfxvgjx,Windsor,4.0,1-142-958-8821,United States of America,Kjv13974,VA,AK Steel Holding,Pnqbxirxyifloavcwl
,cyxgaijbelbthstdovrbvbmxztpcsdmpelkbgmcbttfzewlwkwbveglupa,D,f,220143.0,65.0,Ebckgxfchtwsgpzywhfidmxj,R,1894984.0,9.0,Blcnevikuuft,,,sqdguxukwgwx,Chula Vista,0.0,1-242-893-5657,United States of America,Ebc13975,IA,Huntington Bancshares,Twebwnrnlqc
2.0,Sghuhfqvigoxfisojxwgwssfpohiskolcerwlmfyoddtnutaizsoxjylrweejbft,M,,4662.0,26.0,Rqfouarqqggysfgzeiuyfao,O,2723987.0,1.0,,,800.0,Vpisduto,Great Falls,4.0,1-440-810-7914,Canada,Rqf13976,UT,Burlington Northern Santa Fe,Tszcxsfrcubqdisa
0.0,Irnttwmr,S,,458033.0,3.0,Eqqzohwggpjovxxetcqbqkwq,O,1600240.0,6.0,Ppejioibcwdwrppudtxkxsawkgfpjnxfxrsstxiuyetskvyzjldjlfsekm,S,661.0,,McAllen,2.0,1-069-921-3482,United States of America,Eqq13977,WY,Travelers Cos.,dlcsldtjfqsfflidsmwdsixbt
5.0,iooibkrybqkkgwedmwmespgwuvpwpjycrdfexwvvchwtdsgmrewszhtncaf,U,,369252.0,51.0,eyyjulegdtopdfh,O,2924669.0,6.0,HNBSYDTHJCWQNFTTURZJXLRXZPNQCYXWQZBZBITBJYG,,572.0,OVAIJACDXZG,Buffalo,3.0,1-950-437-3988,United States of America,eyy13978,NV,Dominion Resources,LELHPXTLYFHTGHDUXBVTTOURS
1.0,Knzcevyskpfnbbewpzevjskllifcbzjxghrpotsrczkafckgwvhotokfjpc,U,,363605.0,10.0,fnldqeqkkzsmmmnhjqtepnofx,O,,6.0,Oxblgebmgscmtpfzmhcnatxhtjvizoykmdumrqdujnlpevqlzbjhmxykbyx,q,479.0,qtlfovglsl,Chula Vista,5.0,1-494-222-8356,United States of America,fnl13979,TX,Halliburton,mucuslrexloqkclft
2.0,SCIYTWDDXHFOVMZHUFNENWHFWGYMWMECWXGVXKKQQXCSOOEYOGOCTCIFLHYLDIUXRG,M,,5313.0,51.0,Loldqbhhtaawnwitthrcajzt,U,2057569.0,7.0,Xymozlfha,K,591.0,OKYXDGK,Lowell,0.0,1-099-824-6833,United States of America,Lol13980,NE,Metals USA Holdings,Zjaepppubftigikh
2.0,ZWMVUPYQWXVZQVSCQRXFDEDAESSBZPGIXCRPXPRSAJVAQNDXFLQADFUFT,M,,174584.0,37.0,Qdeknadjwttkua,O,2948381.0,10.0,favtbzpgsyykojghpxdwgugwsylchjczcunmxhjrsoswhy,O,566.0,Ixnfepsrq,Torrance,0.0,1-802-307-4045,Canada,Qde13981,Prince Edward Island,Southwest Airlines,Xbdypqqepgus
2.0,AJDTRDRMOTXEHWOA,M,,348502.0,87.0,Rcgbsuxevqjglrfxvwv,O,1365779.0,1.0,Twzzhthpksbjuwhobipfadcdwcqndaconueilgegqfbdokwnljylchahwljpykcsdcfyjouz,G,693.0,Votbrmnthmq,Phoenix,,1-181-269-3341,Canada,Rcg13982,VA,,Hlqxjq
3.0,Skbnrqjgtivoijixmphvvrncqweoizhcuhqnrbnrlsrmcey,,M,190130.0,75.0,rveaerxgqtlxrt,R,2681971.0,1.0,Crvtdkhzdgjfuvvxlvzvogipjordcymwulqf,Y,585.0,kdqmlnav,Boston,,1-345-572-1060,United States of America,rve13983,FL,Precision Castparts,bxuybcdxkrel
5.0,Veyrmsvtovgmvpfftvshgafjioijzfumjqfdwszbietfklssbuyrnmodwtbrajectkbkknobunezrv,S,F,23136.0,45.0,Mfqxdwpicnvr,R,781495.0,3.0,Nrsrxbgcbxqypkshlgfrbosnuxhwqiafkcuettmwwuhfhnhodxn,e,842.0,Tcvksozc,Paterson,5.0,1-743-843-8791,United States of America,Mfq13984,MD,Kelly Services,Jekqltromqnsbopjrzahw
4.0,rccgxuipzcy,M,f,436751.0,66.0,amjocgwdddglkqavqcdzxqobtclg,O,2939519.0,3.0,bcmmfabrmfpqqnmronrvonjvxcjcjhcknzkbwtdqwibfylbfdixgsnvrlxnzhuvcerdacguaiws,d,689.0,VAIYTS,Iqaluit,0.0,1-359-252-8672,United States of America,amj13985,WI,McKesson,UCDPTDK
4.0,Dwsijxahafeokxcxnflhybuyufxdcommtrgkwhwojjebvaealpjijgxtwtswppsldegppttvoqwlt,U,,426593.0,47.0,qhcdvdocpzwqvhgxrgcpfdismwq,O,1659632.0,2.0,Lrquqrbrzdxfjdhycowtnuwwbfqjacxbcqdrkknxvgflqjvxronnnizourmbovv,P,631.0,ksymdkwaazb,Garden Grove,,1-120-103-6754,United States of America,qhc13986,MO,Univision Communications,Vgjqraoeoicsjfbi
0.0,ZJDELCFSWTLPVNHFJASPODMPOWPXTESRHOTYBVQTCSACXSXC,M,,303231.0,33.0,Ahkvgzzeygpqlrt,O,2799883.0,6.0,Puhppfjxoxpsuuowlhwoswkhvytipillfvmmrgstblntqkz,,711.0,Jvhjlcwpq,London,1.0,1-236-166-7204,United States of America,Ahk13987,MO,PPL,Udssiqxgpbppdwriu
0.0,onbbhspwwogcueonxrfimkrnohbjwshtt,U,m,265908.0,75.0,RPGXPSQ,,2021398.0,7.0,Orxtnaxajatbjkoqcwyevpevknsumlxnoehqhpbjyrobfpvugbk,M,377.0,Pnlkwjmqqq,Greensboro,1.0,1-472-226-0277,United States of America,RPG13988,DC,Aleris International,Uvsduwlyhbkazfysfnzus
4.0,Ctrsjbfpxocbomnhixoxppr,W,,442006.0,,Mwvumj,O,3951038.0,8.0,LBFBHTJSYTIYNQAUQHCTSXL,T,452.0,Hcroqqyjswk,Tulsa,1.0,1-032-583-7718,United States of America,Mwv13989,NH,Anadarko Petroleum,CCWVXWDDXWRGQKR
4.0,Nynceebaruhdicamupijadstpfnfvrtztrrvkophog,M,f,347405.0,29.0,Oztmkmuqltzf,O,2673643.0,3.0,cbnrpk,,601.0,TDAPMG,Pueblo,4.0,1-708-464-0481,United States of America,Ozt13990,NY,Allegheny Energy,Gnqbpdkbocfggvzgta
0.0,ugvqsdryxnfrnjswssvdrkuebk,S,f,412007.0,79.0,CIDIMKQPBMY,O,3815100.0,9.0,Lkqodsezednmudnhpqjfcrsnai,,512.0,Nybsj,Edmonton,2.0,1-143-234-9886,United States of America,CID13991,UT,EOG Resources,bpxdhbmlsoawosnxww
3.0,hksurrpzwstvuywvcyjrtecxrusqlhukoxqtfkqagxhdlnzygvcdylsyn,D,f,228548.0,54.0,atebbhsjbahpocwcrxcdvipajjbfc,R,952118.0,5.0,Ldrfjfasboaklx,z,823.0,Owxcar,Riverside,4.0,1-760-583-6186,United States of America,ate13992,ID,Cooper-Standard Holdings,pfhsdjyqnpkmpdvv
2.0,gmpbweskzavacktqnfjbrxieodnquaxbicjsmncuaihjsew,M,M,275615.0,39.0,ftvncdutnaosvwoiffkzfkefq,O,2217978.0,0.0,Jmvtgnhnzwrogvlqjwiensesmfttlnagdclppshlvwmd,E,644.0,yhsivwi,Richmond,3.0,1-706-240-8374,United States of America,ftv13993,NH,Expedia,Gkphsf
4.0,RBXSEFUVGQYTWTGRXAEDYWGINGVSBCXXVGZFX,M,M,277335.0,82.0,OSHZJPXYVCKUTRKCUBDBXHBGXGIJWO,O,1971360.0,4.0,zhzrldpaoklqciibuycallwikhrobuwnflxefkiqktxuburskgjjwmaxvnjwkkeis,V,744.0,BEDDTGOYO,Montgomery,0.0,1-788-095-3707,United States of America,OSH13994,WV,Devon Energy,Mqbyqtuueetkpccejwnxdgf
3.0,Senlhfxtlezmwrflpjguxdbtfurlkjjdlawfnspaonz,M,,218571.0,40.0,Ullicplcmsydihhbhqtrrhzvzmkp,O,2328228.0,,Qsaiomh,,417.0,Fnlaukjeq,Las Cruces,,1-625-204-4179,Canada,Ull13995,TN,HCA,Kdttcevzsspfujvyfddorqwbyiucb
