St,NumCreCa,LaNa,AgID,Co,Ge,NWo,MaSta,Ag,CreRa,Ci,Em,MiIn,NumCh,FirN,PoCo,AddrLi1,Inc,AddLi2,NuCa,OORFl,Pho
WA,6.0,Azhfazkuje,Azh13408,United States of America,,3152909.0,S,51.0,785.0,Toronto,NVR,N,0.0,JISGENURAGYRJQOJSWPOIH,FBAKDLF,AZHLWBLQIRAVOSAVDSEWSXJLRICTGSTYAOLKKHWYGDPULOONVKXNVYDNBTSCKMWUAMVVF,290998.0,xioko,5.0,R,1-531-787-8427
IN,2.0,KJKPEXOVMJTPNRSL,KJK13409,United States of America,M,2323724.0,W,93.0,761.0,Augusta,AMR,,1.0,Rxgftnliflctf,IBHVZ,Bexqwpnhwf,112950.0,NDLPYIPROMKUHOVPZBGZNJPGYRW,1.0,O,1-160-193-8577
ND,10.0,Kgyhataota,Kgy13410,,,3444615.0,S,40.0,735.0,Fremont,A.O. Smith,,4.0,jfmxsnou,tnicjxwtc,WGDAE,291467.0,GWLCFRZYFNFJTZLEWIUNHWPJL,3.0,R,1-799-089-8076
NJ,8.0,Lbokrorasezzwayyqredetmwkfg,Lbo13411,United States of America,M,2157760.0,D,57.0,636.0,Corona,EOG Resources,l,4.0,Fxnyrlcxhehmqedprhu,FFXESDNGRMZ,Wxugjoashygcgbstzdn,358258.0,Ajwralaodooseuyvhdwczpbfutet,1.0,,
AR,2.0,Ohsfx,Ohs13412,United States of America,,2626950.0,M,59.0,704.0,Idaho Falls,Emerson Electric,,3.0,Neowtbqmvoousomdjfwurbjthxl,Ubauiwvpwwi,Bjyenqjkkkjstwykwiquvbttchetrbncnqobigdagauryrfhzpqadycoursrlzgatlbds,445423.0,Igfuoiqqdwdbmrfkywtnkpmmzkwxohnvqbnpgfyutikmg,0.0,O,1-609-039-1034
GA,,JNPTQLCWWDKCJJZAAVUGSV,JNP13413,United States of America,,1965855.0,S,67.0,500.0,Independence,FirstEnergy,n,2.0,tuigehzfmilpxyiniws,Bivyebbb,Tcrnmhwaszkzxxqnohgszxxvocpwwj,241742.0,HTVCYTSLRTMBGFOLDYFGMEFIMVDGUEDBVBVWIWEOHDLVKOBJYQCMFSMTKIYOEOIWN,2.0,O,1-870-031-6697
MT,10.0,HFWJUQGYWTZWPMSCPTOFZJREBT,HFW13414,United States of America,f,1011053.0,M,31.0,343.0,Vancouver,Vulcan Materials,,0.0,Tsujug,UMLXV,Wxjvhktixycccvjtuqhtpacrreksszwiwcnwjukhrclytwzmmhzxqftvbplkuxtvvisuwutdkjlua,150120.0,bjnkdigxsivflzmbxfezerbwuscyqjajfcvrfxpsrsygkayxddqiheubqiuxzuhurxqd,0.0,O,1-711-748-0815
UT,4.0,gtagduovowff,gta13415,United States of America,m,1126425.0,M,84.0,304.0,Nashville,AnnTaylor Stores,I,1.0,PYAVFKG,NGEVQULUZ,pqrzssn,418826.0,Hlpeogtserxgfubavdoihwyepfgjwr,3.0,,1-076-910-4384
MT,1.0,prcneoggghmopeyldmayrh,prc13416,United States of America,,,S,79.0,652.0,Tulsa,Baker Hughes,,2.0,VSHZLPVSLKAITUK,Xaldqso,Fqajcgzonoerwjwkytmhbnpauixtjfxobrjeosrurorlhoherfrapohnehdrvsanpsfypgygebunty,299696.0,Pkxzxnpmivtpxexcjlbougcddputcjlzgufvbqnejpajcngrkvmnvhujjchxxdlgklggpn,0.0,O,1-693-431-7315
Prince Edward Island,3.0,MSLGWLKRJJGLJSL,MSL13417,United States of America,,3677625.0,M,28.0,748.0,Bismarck,Packaging Corp. of America,o,5.0,Fmhmqg,EHNWUQLJM,,74767.0,GXYLWIAPWKLWPZPEHZNMUAMIUDSNMDUWWLREJGPFSXTWYHRJNGLJQGEB,3.0,O,1-989-570-9954
Saskatchewan,7.0,Tqoejabxkeoxggrpszlpbsmifbbwqu,Tqo13418,United States of America,,2552839.0,S,58.0,541.0,Syracuse,,,1.0,PYJPH,Qtdlfu,MECKGKPWQZFSTMTALDPEKYEGCBQRVWDNIGNBLWLNUREXQBUQWBIEHC,208571.0,PNJOVPJMXVGQCGUFWGLQPKFUYONSNJHSXUDMNWEQNBSTAUGBET,5.0,O,1-297-207-8118
AL,7.0,Ceyfudj,Cey13419,United States of America,,3065927.0,M,98.0,484.0,Concord,Avery Dennison,f,5.0,Zdydetiuivjpussalfsp,TKAIT,aypkniyclqcvgxkgsepssukvyjqmwthssnbiauehrdzvrbzvulbudabfsgzp,309813.0,BRZMBMORCGZSEKEVDMEVIBBZENBZGUSUJ,2.0,O,1-388-290-8649
CO,2.0,Srgilgorzijqtel,Srg13420,,,2895331.0,D,80.0,368.0,Memphis,Wisconsin Energy,m,5.0,CSGMCLDMXVQDFHYIOMZCNHOO,Maqvwsjlyel,Tcjpbdioyemfvhpkdaefwkakcpzjqqgirdwdgkccbprploxpnuo,116410.0,Lbymsrogoguwjvafxosczkavdhvksfuvkhhtpzqntqgrhwywimmkihikbddwqxlbuafeqxhe,4.0,R,1-967-807-8632
ID,8.0,Hkstuliil,Hks13421,United States of America,F,1408826.0,U,11.0,411.0,Durham,Spartan Stores,,4.0,qctudci,Smxopeneo,Sttgqyludzqdsmjoekioxdvjfirdlurwospvjmwjtihtfautydozewesxi,64370.0,lnjwzopwhtfhjpgowyibvyukqgjbkjcklurwmb,1.0,O,1-861-295-0096
MD,8.0,USTOFAXAJPTLDQXCAFASVN,UST13422,United States of America,F,3131250.0,S,63.0,554.0,Casper,RPM International,B,0.0,Dsaeagxm,MZVVUZ,Gpcrjwbgfxyccdbqybspdgmyhlkbjdtsmsjklyexbbeubwdivcvwlxhduaschpatejcy,131067.0,Pzkmuikejpiahltuaohfhjumfkbinkvrqugiwofkwygd,5.0,R,1-335-283-3406
WV,9.0,KLYVMJIEKGHR,KLY13423,Canada,M,2235242.0,U,60.0,739.0,Salt Lake City,Henry Schein,,4.0,Yeriwjxatamiahhlpfwscforyrqcn,ICJISWALFKDS,HNGJHRHTGDKJOAPVMBNLRGDADYURLJUSRXRDRIIRBTLAQZPHCBQPPQPMUN,386836.0,vepptpyistjprnmdrqrml,1.0,R,1-170-534-0918
RI,1.0,CYXAZW,CYX13424,Canada,,486589.0,W,70.0,651.0,Jacksonville,Nacco Industries,B,5.0,wqspjuvwj,Rhvycl,Vaedetvylddjykrskwunbygqqcuewhudswexltnunmtacmcneuflveflectqquaowuztrfyb,66911.0,Fgxpvitdakmcuke,1.0,O,1-001-537-4016
FL,0.0,qtlyfqaefl,qtl13425,United States of America,m,1866492.0,M,7.0,447.0,Fairbanks,Publix Super Markets,W,,Chtoctbqbvg,,Asncqdubcjwxblxpiycshouffhoruwcbcorpydgrcusitgpsaqudbemmb,482853.0,Xbmegbjvkmsogxpvjyulrbiebrlpndtvhhjwlhkkgjxmztwg,3.0,O,1-397-619-7234
MN,10.0,ZQEAQU,ZQE13426,United States of America,M,3448699.0,D,50.0,833.0,Biloxi,Interpublic Group,S,2.0,Jynovcpyt,qimevbixnqef,vsqjkmgdjwoebgbocogurl,77290.0,ldvvyxqoapsgntlftpteqcbii,2.0,O,1-529-272-2423
GA,0.0,jidjtyifchwezuzjifciijrgkm,jid13427,United States of America,m,707707.0,U,13.0,727.0,Hay River,Southern,I,3.0,ULQPOHSUSLTKGYDJJCCYFKXX,Gsnnxcvitu,HZQRHKOMAEOARVJHWGASHDTEGAEYCQDIKOADBAAYMPDTTESDJFEJHLLLKDUWFUQWHWFKFHAPQUMYA,330330.0,AVTCQBO,4.0,O,1-326-090-5395
CT,10.0,VPCTJSWWSVVBLP,VPC13428,Canada,,3812236.0,M,62.0,760.0,Berkeley,MetLife,L,3.0,TOBOA,Npgog,axyckhmtjpwvnwgdykkqoaozsuhpcfrfavrropvqbhfmrpssvuxjpuafeuhardsyitjbmywtnf,190039.0,TQJLPZQDF,0.0,O,1-860-217-2112
NY,3.0,TFJMKHOXFMZ,TFJ13429,United States of America,,3822989.0,U,52.0,309.0,Bridgeport,Flowers Foods,C,0.0,Mfcicgzqkdtylpygfvtweewna,Dgollrsgbfl,OSFNSVKWNQMTQLV,61833.0,,1.0,U,1-212-775-9379
NM,1.0,dfbeunqwmmjyvbdtktucnoalwtjydh,dfb13430,United States of America,,3702672.0,M,84.0,811.0,Erie,Celanese,u,1.0,jbolabxkeykcihfgfuiac,Lukqq,Yrhptjmvcbgbwpmizekeshrkfadeirqxjdxqfuuwvucpedwnsabelevvzpsqoijgexibnydbza,237325.0,Lbvnldsiwjdafjjbqxbdwkakfexhbdackltlbadkihdf,4.0,O,
MA,3.0,szvubfaevmjmoobjrwxtmbhcctdxq,szv13431,United States of America,,3491822.0,M,63.0,671.0,Columbia,Neiman Marcus,,4.0,Axbbdbltdpirjwssnmeejhzflbrmm,Wybjb,Apbgdbqlpchvhedomzpepndsnqgmcgmojgmivlnqjtpabpoqktezrzfv,469609.0,Mgthsznmbozkxmxamwkyocltpbwjbabcalxwwyhmhtijtwvfkjesfmlnwyzubrgkuaku,3.0,U,1-630-259-2524
PA,1.0,Nqnzgya,Nqn13432,United States of America,m,598057.0,,98.0,771.0,Orange,Wesco International,x,2.0,Rilxtejkuxl,Wsmxsayflwns,Vzqwlkajudiuhjvgjrhlxcakbucoonmtnqfkcaafwhffxgvtu,,IXMGGSQKNFWCCBOVXMICHVGTDZ,4.0,U,1-703-607-6123
British Columbia,6.0,Kbkxvetzfadwebatigemaxqsdi,Kbk13433,United States of America,F,3698115.0,M,54.0,801.0,Huntsville,United Technologies,,1.0,SKDBLQUZDFYNK,Suzblnial,ZVKRCRIBRJOQUQPZCZMYOEWHIWQNBPND,147261.0,Vklpuogtzmktfetlwwgodmyk,1.0,O,1-712-937-5358
CA,1.0,nxvenwawaqnqkkugfohrzhe,nxv13434,United States of America,M,3967662.0,M,54.0,445.0,Alexandria,Hovnanian Enterprises,Q,5.0,KBYHBRZXNBVSIQQUEKEZDMQ,NIJTHUMEM,orjamuffjsberigbctzuepbtmhtosajzi,247255.0,Zjdbvfvujhpacivzwtjquzcwogkb,5.0,U,1-131-342-4998
TX,9.0,QBZCVY,QBZ13435,Canada,,301398.0,W,,518.0,Sterling Heights,URS,,2.0,WKZXWAARXATTOIJPOLPYSJ,WMLNBTOOA,Vnmuvgoucceopopcjmfcakuhgfksksvempllbywoiiqmkcwnhqenccafmngzkcdgrfylyxqqwjyiaqh,390143.0,Ctpcbblibhxhetdwhhhnxruiauoopltnej,3.0,,1-184-197-2194
AZ,1.0,NYZJRYNTTKVULXLKLYR,NYZ13436,United States of America,,2637018.0,U,41.0,349.0,St. Petersburg,Landstar System,,3.0,MYAJNTKGA,Bhkxnhj,Zajkqsjjfgdascjyuqcx,167512.0,OGUVLCSUQYRIEEGSKWBVVVMEJHDDXMBSZZZDLPERHGWAYMTSAVBLTJTUNDJPQVMJGSOOJ,5.0,U,1-633-405-2644
FL,7.0,IPWSHJOCNBFGAGLEIITWECYXR,IPW13437,United States of America,,2295132.0,U,10.0,473.0,Winnipeg,Danaher,,0.0,Tehrlmsbinrcyuxjvufkeetifejc,Fiynyliewa,Drrfxhjkcjhjeagzhptczjlrxtghtpvgdluvljdmeqfrqqsimidyvtcsrfiafcwvji,334967.0,UCJKRRFPVTLEQNYUBJCFMLTNUE,5.0,R,1-342-711-3090
OR,9.0,Coedkbbchfejgjayxzsrvyerfu,Coe13438,United States of America,,598436.0,S,58.0,507.0,Vancouver,Maxim Integrated Products,,3.0,zygjxvjpboazrihtcevhvgo,Wkvjbknw,Zysfkfvycclegmocqyfqprytbomxwom,88882.0,Wrgizjiksjbksnazhwjohyhvcsucnsulxrmwltkveieaalvldqppbpp,5.0,O,1-320-699-7650
TN,3.0,aznyabjymtdyiz,azn13439,,f,3057888.0,M,83.0,479.0,Cedar Rapids,Vornado Realty Trust,,4.0,hiacabdvyvtjyzpdacz,axnqbea,Vgkcxnkorfwoofbtgcgiuqwxdpigmiucsveehoccnhmfb,398372.0,Kqnwsdbtvjfbi,4.0,O,1-462-078-1849
MN,4.0,CMINTENTOLEJDU,CMI13440,United States of America,m,2289608.0,M,24.0,646.0,Plano,Mutual of America Life,,0.0,Iqjvsyxqdopnhyawocixvroyvau,FKYDD,BWLRXWDXMKKQKBCAXWKPRXWJHTQCFDUJHA,408036.0,Scnsaxdcdxyhukqtargizctyvoqmamwvdmekmqlcogoqv,1.0,O,1-928-999-6405
IN,4.0,ncupvrchwdbgainzwanbglivzhd,ncu13441,United States of America,M,3970770.0,,,550.0,Toledo,,,3.0,Kkitoreosoj,iwlaodxw,Kwvrsfgm,468846.0,CUMCHCGGYMXOKONDSNJVFZVGRBPIUGZIIUXHBHRCIAVPD,1.0,O,1-510-554-3465
CT,10.0,Ivgzjpnfnt,Ivg13442,Canada,,1511924.0,M,32.0,631.0,Windsor,Nucor,,2.0,FVSTS,QSVCOEQZQDA,raltrsglclkwafyffqrhjobtzowgwifefblcdytfjnltwoixtoswxatooahxehaqkrevans,232318.0,JMBKGAEDZAVRKDGKXINOKAPSKFKOQDLKDGPQHFXWOIVTLSIEYAEYMU,2.0,O,1-504-774-7073
UT,8.0,SJJWKKGKZPWETULFUJXXULBRDECWUW,SJJ13443,United States of America,M,2906143.0,S,25.0,833.0,Biloxi,HealthSouth,,1.0,Afththmvhtdgmfqouprimfffi,wplswe,Sqmmxufctfwxflcozkisasouglilcbyexgfoyhagandrzsujbgxlnhszhjotnugecnkwdsulhvkg,23408.0,ivgbdeofhtvnbmjozgjdeqtkrlj,2.0,O,1-014-919-1324
UT,9.0,nglppljxomsfxgxstzrixrehhjccas,ngl13444,United States of America,,2327430.0,U,32.0,505.0,Peoria,A.O. Smith,F,2.0,npblyjlkwxj,cycfngceol,Jevxiyatkmcwoftuhkkhptsobztmbiozpgzwnuafmaaatkxdtzezusjzhalpmazkjhaggcxcebjwbbu,377165.0,Ueeocpaxzkuylyqtlrpsevvbibsaotgfvsxculmqdbumaabi,,O,1-705-544-0667
NH,0.0,Bcmeefj,Bcm13445,United States of America,,1557527.0,M,43.0,543.0,Huntington Beach,Reliance Steel & Aluminum,,,EULRUKAZDBUNUXJCQMWINV,,Cptkxrmgynmdyrybsrtnvariuedgfuiheqqjlgthheldarcdlrhri,62663.0,UHOOIEOJXBMRPAOJBJLOKFMMMTDIBSWXEPYPQQPJJZAQCGPOLLGMPIJQDQVNOIHJVKJZSFHWMSBPU,1.0,O,1-478-984-2218
MD,1.0,Ovdjhzjevtxhxh,Ovd13446,United States of America,M,222067.0,M,33.0,394.0,Tucson,Pioneer Natural Resources,D,5.0,Xjtoveddqkl,nilnirczrje,Qhzseirejvtbewwathsjcvwlkcnhjmyviypwlrjfflshfbuotqvxggrgcfggdjmecsiqw,45422.0,Fesicgggxdzhhiwvcupjuezdawyynnuywypursfrnooyeasezrtx,2.0,O,1-788-269-9102
TN,0.0,HIEUIAAYMEXBEKIWTSLOB,HIE13447,Canada,m,2595162.0,U,5.0,615.0,Pasadena,ITT,,4.0,ytaxipffmhgrdhyobvga,hszvu,Avztdzqajarqaqogorwjotrfvcmdgzwlqwejdujdjprlobepuighifppjadbtaotqfwjwegsp,325513.0,saesneakdleikbusmmoozhpbuctrxkgtgt,5.0,O,1-374-484-1176
WV,5.0,Rhdfa,Rhd13448,United States of America,,1158457.0,S,70.0,,Bismarck,Markel,,5.0,qfngmmqoazxzkrqpgimqbvxxtumnc,FVCXHPAI,Zcydmwytilswludtjtnzfvcoemtakptccgxohhtxebumhisqdybzkovgytyrmkfmwdpn,123854.0,Ptqrlailsdtjtygbhuseebcxeyfmttuafcfweyrqhqdbv,5.0,O,1-002-355-1726
British Columbia,8.0,Vcxljuwzgrhfdisuonmlvpino,Vcx13449,United States of America,,1563046.0,M,36.0,498.0,Mobile,Autodesk,o,1.0,yqkcbrukdklwdeka,TAKSF,xvgbhzqzbjgheecfw,30507.0,zcjafzrbyhpayhaylgypwadicicnrfsovgksdebnudcoqylxz,3.0,O,1-318-816-6959
AR,,PIIWHOUU,PII13450,Canada,M,3920394.0,S,76.0,457.0,Provo,Sanmina-SCI,M,1.0,vlfafgxuibycv,Odpdr,Lojbegbklyiyptobkyqusquhrpvmqowqiyvlaheotmomwqgiydmbtdoerqkdzwkaeevtqc,240713.0,Iapwqqdzapq,5.0,O,1-542-369-7662
PA,10.0,Ddmqvvmiauklwdwrhiegcjlbd,Ddm13451,United States of America,m,454249.0,M,67.0,543.0,Stockton,Lam Research,,1.0,Nkqoaundbgdmnglgmbvrtn,pwdevenldzlm,Ettbreerdmyytsmubqbadtivpvdhocu,,Avbkdaeafgnvcvsydlwgivlzbuptjtgjkqvcmpejaodkrekxnsdpwzvbbhvnaaynjmatijx,2.0,O,1-688-437-0856
ND,2.0,hchgjtkhmeqadbhx,hch13452,United States of America,,663834.0,,88.0,685.0,Sunnyvale,,,4.0,HRKZECYHIFIFQFKMJNBS,Tzxqqkktgevs,Mvljrtwlllfajfndegvdvfzcods,230870.0,,1.0,R,1-385-994-7972
PA,2.0,JRKTUDOPXCZUUIHDAMDDPSK,JRK13453,United States of America,m,416618.0,S,95.0,453.0,Amarillo,Enersys,R,0.0,Ihqoqvitrcvsohh,LFITTBW,,87590.0,Ohpxcqtiluxcyjouscdasurgxblwclylhiqciecsbumpplomgmackvkwlsmniqfexqzolwrlpan,0.0,O,1-358-691-6605
NH,4.0,fjhhsa,fjh13454,United States of America,,663678.0,W,22.0,571.0,Columbus,Unified Grocers,,,Wrayfnsnui,ROGPW,Fcnirnkfblcxkxzrjbjvzgsiwfflm,423148.0,Zdezocstixxswfqhgqwbianpgtwdobatppjhkqfnozkidwlcltqkvii,4.0,R,1-173-080-2680
MA,9.0,Pddadbeckwmrlqdhahsgwzbqquxu,Pdd13455,United States of America,f,815814.0,M,85.0,833.0,London,Warner Music Group,g,3.0,Xabnbynxninbx,Ttdurdlplcd,Ncejmxwsmjdwtgghtwuduthvxftewjwwdyurkberayyplspoichdqofxmilfhcmrm,245484.0,Idbglonzmxevrexnxccrgjxvlsrlsxtymcnz,4.0,O,1-842-716-1253
AL,8.0,Ubmjilzq,Ubm13456,United States of America,,1728168.0,M,53.0,722.0,Los Angeles,Cephalon,,1.0,Gobytalulvhubhwzgrotcwmd,jvqmw,rqcoipinaezcmsfrrieqxebvvaojt,362660.0,seqamuapqhpfkbpdysceaxabrrnybpoyijkxqjowhfflujkvcaydsacj,1.0,O,1-740-513-2725
MN,2.0,jvktenfn,jvk13457,Canada,f,52670.0,M,10.0,687.0,Mobile,Kansas City Southern,,,lelfzfqkscndumrrhjcxs,ndpah,Rcdmzdjbsfdfjoryqbodffqsddpxj,456181.0,,0.0,R,1-433-707-3224
DC,7.0,Ugpfzbohxhjqlvxhaphnqmusd,Ugp13458,Canada,,3263655.0,M,16.0,690.0,St. Catharines,Hexion Specialty Chemicals,A,0.0,NROVRUOPGMHJYMKHDWEJTNAEUN,ZZNJDGYIKD,CUNNFGQFACBJAPMKJCSNZNWZTOEEVJINBWTELNWJKHMIHQPEVIODPKTXLWDUFVHXTLJPWWEAOB,427837.0,TWNTMXAELZQUOCQGWJHBAOCITKEDDXNXGTVUDVRVXIKDEHBXPIJHESPQPOKKZMLCAP,5.0,R,1-242-204-6374
MS,2.0,Ivtuyvtpehfocquyumpgo,Ivt13459,United States of America,m,508888.0,M,,647.0,Hilo,SanDisk,,1.0,Clzfkihugzfdldmqvvixnpdbhnjt,Xmttgwxwb,Wptsktkfkeamyxalwiphjpuyhtpvaoraaywlrxnrwprdoxwbirwwcnetxbxrynmz,142920.0,CWGYUZXEHSOWLXRWKYPBPYSKUMRQOSFAMVFDSLJFBQLSIXRO,5.0,O,1-015-160-5580
KS,2.0,APEXRFQQF,APE13460,Canada,F,280461.0,M,22.0,548.0,Columbia,Sealed Air,c,1.0,Hmbxxtznfjdvub,Vlkzphdxyec,AYABPVBGNAOYZLJLGIEQDGENEWFULOVOWSCXLWLNBDLOGKNHJWWLGWONXWKKQDZJUMWPBMEIAOM,94906.0,XQATJAYANKZECDDIQSNOANGWWRCUYKTDPCVZBIGDPSRHTWXGASJUMDBXHUC,5.0,O,1-704-943-0689
HI,7.0,Otidgfoorutmwrlbmshahjontyod,Oti13461,United States of America,,1265398.0,S,57.0,849.0,Hayward,Office Depot,F,3.0,Jwkecsskyytzbxeojmuefcdvcm,Fvweshcwpxxk,luvsbmegaaqmywpjdjhhczuvukcpgtrneiuhonivitn,304697.0,TTIONHOGYOWFUMDBXGVCTNPZTXXGBOABMGIKTZUVDWRKZKHKRLYTETVDYS,1.0,R,1-556-434-4034
ND,4.0,EOTAGKXQGHRTGMZNTCY,EOT13462,United States of America,m,3820275.0,M,10.0,,Hialeah,Questar,O,4.0,KGZGKCXMDQVJAZUECYZPSU,Ffegtheqbp,zibxqfmsisiyebvtrutfcoybfyqcjtxedjeqtnmwa,116852.0,rtmokkglksmppmaxrozeckccobjgpfsxndfyrqzojhguhptdedppwfavafmwomdhaq,1.0,R,1-837-151-9912
NY,1.0,Rvlcyoyya,Rvl13463,United States of America,f,1873597.0,M,32.0,778.0,Overland Park,Levi Strauss,N,4.0,qjydtbrmytzdxdk,uizvyewnejs,nxedtrjignhvdshcidho,239502.0,bonwurclgcqecqweixwwmuupgnqgfebkpgpbqhjpcisrdys,0.0,R,1-149-598-8491
AK,2.0,AHGPCY,AHG13464,United States of America,f,575291.0,M,54.0,359.0,Paterson,Chesapeake Energy,,4.0,SEOEUQJHWJKUMCONIGTQKQRJONBHV,fwkochmo,Fmscgjygbqrlrtecziesdycdcdgsqgatidnprbwzeagfeykxjfxzeijktuu,219726.0,acdexsbrvjxrlcfdsteoeanbly,1.0,O,1-036-971-0352
CO,7.0,OOXJUCGVHDUQRVQ,OOX13465,United States of America,m,3767157.0,,70.0,591.0,Rockford,Starbucks,,1.0,sgogylovirgbxqoqbwjxy,shervv,Ywefvlylgucwebfvfqzsipspahnewbrxdidtoxgkynswxgjrbowzyqclytngqgndhgktfdnychlycbg,262854.0,HYELVSAFTBVDXEZUMRJIRWCQOFDVIGEYXJZKWUFFORKDUFBQY,5.0,O,1-697-829-7072
NV,4.0,SSUHTUHREECIVCVOIJNAMIPWZGPZM,SSU13466,Canada,f,538962.0,M,71.0,,Lubbock,Xerox,,2.0,Oxegmyjchdxl,,WEEJFNXTVJETCTVWPARWBIFFCMQFPGAEBIKTOBGUMWHXFTKOJIRJBHHTWEXBTGFRVSU,459503.0,,1.0,O,1-216-988-5304
TX,9.0,bidlggpdse,bid13467,United States of America,,1961830.0,D,75.0,458.0,Palmdale,Textron,,0.0,UVHAAAWBRANI,,Evvgqdqlvmdyejrflnwksgiogmc,462105.0,SXZTCDGBCIFFRTHVFWWWCJSWXFLMVCKEKWZSCVTKKBCNDMWOYXCBQN,4.0,O,1-256-106-4282
Alberta,2.0,Wnmifqajhorbgbrkbjrvitamd,Wnm13468,United States of America,,2415608.0,M,53.0,301.0,Salem,,,0.0,Gyryyzohlhftzupyejyhd,RZQZSOW,MVYCOBWWLUYNNHISTCBNVFKCZWDUNXRFCKMDIEFJ,198464.0,Omdijmkggcgyyjxaojizvdrrapiganfercrqagbpnvvssqrbmfnvhcwfeg,4.0,O,1-096-718-5768
CA,0.0,Xtfkjg,Xtf13469,United States of America,,3943144.0,S,9.0,655.0,Peoria,National Fuel Gas,H,0.0,yfndubpiqtgnyygxgih,VFIGH,fseokrxaudfbitpgrfplvpehacxaytuktfucscoccquainxtrpqkktajfgybnbnjtxpgspiimoclaru,,Xeckuetdcbnzdell,0.0,U,1-722-764-8131
GA,4.0,KICSFLWEJUOVPLUZ,KIC13470,United States of America,f,737530.0,M,63.0,525.0,Colorado Springs,Express Scripts,J,5.0,vwaxixokoyogd,DUUAKXTSJXXT,FXEYMDDOJDIHEVKKSICEPRQMIKXAWEAYMONEWLMHZLJYPAXKDMRKABEPABISAOHDQYHNZUG,106151.0,ikhmkdvjrwgksnyfkwwfajchptaxiljulsffiyswlvvgwgcjowl,4.0,O,1-424-631-4720
ID,,Jexeyuurmblwciiy,Jex13471,United States of America,f,1998384.0,D,69.0,606.0,New Haven,Fidelity National Information,d,2.0,OJMVCVDANIEQRAVKZKQIEJ,QLUCWCKGOIJ,WXEJZIIDOWDOMHXLFWSGFBDAZITPOSHOUMGLKNFBGBPWWR,328781.0,hupiquikinvsrmgjngyjvjnqmajlxpkthpygoqhqiccvxuqtbetwxznrrbujkjojxpgmhi,0.0,O,1-267-551-2342
ID,4.0,yfzslslqjljliieouudspx,yfz13472,,,,W,97.0,772.0,Alexandria,J.P. Morgan Chase & Co.,n,0.0,Umnzjlbfbqyqqhfosapclsmfax,GSGHOJSP,EEBYAWKQKD,956.0,Etrxcgyvoxgydfvprrltpvqoibnxh,0.0,O,1-847-816-0514
AK,9.0,UKPVIZDGEVBDKMSAD,UKP13473,United States of America,f,1334410.0,S,23.0,776.0,Boston,Brink's,,3.0,Kjblmsx,Xkinwjceqm,ZYEZIAWPLGPPXDQNTPAJNWRJWXKJXRUSEQFDKFEJJTIHVKQHSJBTTHGCPQS,133028.0,XJGFSJMYNQWETSDHHLVULYSGGDSWFYMVFXFGCFGRIGKSNEKGVQTLDENPMBIJGWN,3.0,O,
IN,2.0,Rqaxowfkgtbps,Rqa13474,United States of America,,3738739.0,S,81.0,655.0,Toledo,Lender Processing Services,c,4.0,JBRAEFLCHGS,Ktvitaiul,Hbybvrjpeedxc,123423.0,NIXITKGXMYPXPAAXRRQCUPVSAQZOCH,3.0,O,1-111-736-2325
NV,5.0,SVCDYUP,SVC13475,,M,3352677.0,U,95.0,811.0,Fayetteville,Mercury General,,1.0,suazpjqdav,NGIWK,xjpnhnjgyhmxnxenhudegmlcvfct,244414.0,bthhrimsiuvaymktfdvwgvivcsknpxawhhjxrmahdurcznhnxqtnkfekyoyaksffxchxveltys,,O,1-473-506-3410
ND,,Jrktrpahfgopgmkhrspjrsj,Jrk13476,,,2588787.0,W,73.0,315.0,Gary,Marsh & McLennan,,2.0,Kdwml,Qpkzpdpuzjfm,Xlzcpwbhlcxugrkb,182062.0,Lhimhslrcoulaagnwciebdueyrbioftsniwsopamyjujvycikevzsbbtpraltnfw,4.0,O,1-544-797-1619
ME,8.0,fdumuaqmqoclpd,fdu13477,,,1057130.0,S,42.0,487.0,Los Angeles,Marathon Oil,K,5.0,Oldiwarljduiykmxpzko,EPAAC,QKSRREWKNODZXWWQELQVCTQOJXCQWNHXBGKSPIHISZDWHQCUCCCD,478801.0,FZVSTCKAQKYZWNHZMUZLCVWDIEMGVZZYRCMMEHNTIT,4.0,O,1-689-680-0006
CO,3.0,EZURNGUKQRVSMEEQHJO,EZU13478,United States of America,F,2378969.0,S,59.0,777.0,Raleigh,PC Connection,,,Endqpbuanbyzzobifinuwcwyx,zwwme,LPCCBLWEQNMLMSO,376367.0,Shbtnzzrxxuygxlnejcenzzmfkkfhqxcsjaeagamldpsxcj,3.0,O,1-162-496-2739
MN,5.0,Jbdnsqjgkovqhggedppprp,Jbd13479,United States of America,F,1829485.0,U,93.0,439.0,Garland,Marsh & McLennan,k,3.0,Goixqdev,Xxwvjffwmejx,,63705.0,gsfxxiafpanbdrsvzmnjgduzxiadkrfksmgwrtmbjaukpkfeewvpkxdvgouxjesqbdtqtmvqipzmpel,4.0,R,1-486-955-5715
NJ,7.0,QJBNAOKQYFCKBQPCTSNNOSQBKXMU,QJB13480,United States of America,m,739478.0,U,5.0,576.0,Chicago,Delta Air Lines,D,2.0,Khthcjdatszrdyjfmjamxnpubiudu,Bkmkoursg,Ojugshxfbunbpuqgykrurlfcylbrgqrfmksgrwruckcrwpnjqbysrllivslyiaobwkpupovrvlsreuqc,170476.0,dlsmvmueuzkfxprhhttd,1.0,R,1-494-238-6555
