OwnOrRentFlag,State,MaritalStatus,MiddleInitial,Age,Employer,NumberCreditCards,Country,Phone,NumberCars,AddressLine1,AddressLine2,City,Income,LastName,NumberChildren,AgencyID,CreditRating,NetWorth,Gender,FirstName,PostalCode
R,WV,M,,16.0,Valero Energy,10.0,Canada,1-292-375-5585,3.0,MZQZOGXPXGTSNVXAEQBPCOIQJYCQHXVPYRMWWDDXNAHLVRMPGCAQKKCKCGYK,ofrndqatzctjxbnlzsmuqnpujeregulpqkfwbmswzkzvmnhytymmstqwaalwlycrgpttvjxnnmby,St. Louis,111767.0,TWJILPAITCFSIWFTVMPWVGGERJ,2.0,TWJ5889,810.0,2435785.0,f,fdekeqrkdewozsgxywhmrk,Fxbvpbl
O,WA,U,,37.0,Embarq,9.0,United States of America,1-071-386-8572,4.0,hostmgvbnfcobfxtxaxzjmumirfbdijyueaqhmaxyhyeazsahasmeqfwwxurzoyhvxdaautlv,tcgqdgjshwjimhfvvqnvlw,Omaha,281388.0,Vbwbeftrevarheksz,3.0,Vbw5890,699.0,,,ormlryyxdzyglnzdimzqgxdlkmk,Qdmxgni
U,FL,M,U,63.0,Marathon Oil,5.0,United States of America,1-887-660-6260,0.0,BRSUUMEHUWYUHFATPMBCMUFDKEQXUKLYJEUIQBRWX,Mlglginmmciuwygnwatyeeslvjfooessttsptpfvueebiilhqlqmvqohxfvunakwcnw,Pembroke Pines,370693.0,Cjudpvdcegd,1.0,Cju5891,462.0,2955584.0,,Szukhf,WUQWWY
O,MS,D,o,39.0,,3.0,Canada,1-837-618-1398,0.0,jgemfrnhgoepcmjpdwskalawuohnvkstpfmugchwifiraohqwstdfvnsvtu,ynslweeidoynycjf,Indianapolis,258212.0,Rdtpgts,0.0,Rdt5892,423.0,3467569.0,,Eakphsjb,ecwagsh
O,MO,S,l,11.0,Cognizant Technology Solutions,3.0,United States of America,1-841-048-6668,2.0,Xqixmhqshqwpqupfuodordp,Ltzctawaxzathyzudqxjacetkasimnalrudhvzjwl,El Monte,285667.0,Dvtdcoxpwuru,0.0,Dvt5893,828.0,139536.0,,tkupcuvbhjatantklgibqseq,dhjuvenn
O,AR,S,r,72.0,Liz Claiborne,7.0,Canada,1-222-104-2523,2.0,wxbbxkgvisdnprjmjgxhoqcbocdugfvn,SEQAVFHGITXQWIYYCDMAQXKDPFETVTRFCKPNJAYZFMHNTJA,Sacramento,58266.0,rdgjvzyaaphlojluklshtmsyczw,4.0,rdg5894,419.0,2610678.0,,Tpkpjptifzmepgdmomhwukvb,axmmxrvcvhg
O,CT,U,V,37.0,Bristol-Myers Squibb,5.0,United States of America,1-182-169-1203,0.0,cvnuprqrnihnjzbsagnrkiwtxmclahgtmbkfqmjovpltdbbww,WAXPBNNYTNFNFJCMX,St. Johns,151286.0,Mrhvmcpebgzorya,0.0,Mrh5895,568.0,1070636.0,,govzwarfndvvvixwlgswrdnijuqoh,fmlwo
,Nova Scotia,S,,7.0,Baldor Electric,5.0,United States of America,1-125-450-1718,4.0,Itmulhwcodzxffllzrsuotlbmaknltmlxidpkbfghhtxccpwjlioqbktsqtcpnqsqpn,qcqvyalodyuirfgxfikwcpweptfcurmqelzqcsajzzlnscrexwsbco,Norfolk,201796.0,Jkmpesmrvijjpptvuqbpwqoj,1.0,Jkm5896,807.0,1069755.0,,AHPZQTICIWEGHLEJV,
O,KY,W,C,22.0,Mosaic,8.0,United States of America,1-944-972-4013,2.0,Rksytxwqindtxdyvxqgfqg,urubmahnvyaobtcexgxhxqllswviftrfkxkxjdtbfxp,Garden Grove,150068.0,Umqiuhuvpmgjprjgid,5.0,Umq5897,603.0,2910768.0,,wgbdwstmyehcuavavgoyoby,yzdqddacd
U,WV,M,,97.0,Crown Holdings,7.0,United States of America,1-318-238-5309,3.0,RKJJVH,LADSWSHQURZPRNBGCLXVHQSZHJVCSSVGRENOHZDCAKWEDQNLQHNSKOUKMJOQOHTEFVCPAO,Las Cruces,86418.0,Cmvtratpfplbtjfupv,0.0,Cmv5898,559.0,3924236.0,,Moqjenhtnvfawehbhpvkzkxmpsyv,EBTBKSIRMOFV
O,Manitoba,W,,53.0,KAR Holdings,3.0,Canada,1-106-936-0027,3.0,zlptlgkwjvbstsrfpezofhzvglbhwrugxcxvlvsjagrsswiihda,Mgjempfsjjpjkjvkewdbldcjlshyupdguljsrljcbpvtgfooofsaugptdapvezdnsiifwutin,Dawson City,341317.0,Anmsdntgxcqudswsewjbo,0.0,Anm5899,797.0,1656931.0,f,Vhteghjueilf,
U,NV,M,,56.0,Erie Insurance Group,2.0,Canada,1-659-199-8615,0.0,xveudxhjtwwvqfjsfckjgyqokdmlstwxmc,Xdwhinvyucgsd,Irvine,56062.0,kmtxkcppfpbxsnamvpycasq,0.0,kmt5900,691.0,3574517.0,,Dchwmsg,Rlervwvkkdxc
O,AZ,W,,86.0,Brunswick,0.0,United States of America,1-317-127-2850,2.0,,knfmujii,San Antonio,476253.0,Mbcsgndgfpxvhmtcqawsinb,2.0,Mbc5901,834.0,565888.0,,Ddwsr,Dvmpaurv
U,AR,M,,49.0,Targa Resources,2.0,United States of America,1-241-853-6291,4.0,AQKMVBWHVTWSCISGXHSBVDHELWUUQDMCSTTKRQITRWAKWHBYGKAJBUTMFRQLMEBXD,,St. Catharines,167536.0,ocvkcdngecmbc,3.0,ocv5902,344.0,778032.0,,Siqatnzrthtjmdedkgtrdhe,xhrkwrqkzehs
R,NV,,Y,52.0,Arch Coal,1.0,United States of America,1-936-354-8700,0.0,Vdbwthaabrqkz,Vgneceackvysomlq,Montreal,458676.0,Uzbqhujldvowt,1.0,Uzb5903,325.0,2692844.0,m,Adsrgmjluvdtdvplx,
O,Prince Edward Island,D,,,Warnaco Group,1.0,United States of America,1-698-003-5320,0.0,Zerbgnlljhuxln,Nouzvotzximlgpxpwvqclkgwccclypqeijisdchlpzcjez,Casper,136724.0,FUVQAWAGYFAHICTCXZIKNGLKWK,5.0,FUV5904,430.0,797567.0,,Wbgflfugxko,rkxrh
O,MO,S,,14.0,Sanderson Farms,1.0,United States of America,1-275-335-2513,4.0,Mrbwspxbooynkqglcbcriituxfxobuxbxylhwundafhpqfupjbdqisqchkynzpprfbi,OFFUKXKFJUWQK,Denver,33573.0,Hqevgcubqhhuyriihoatipiqqtjkep,5.0,Hqe5905,743.0,3048104.0,,uehynldnpaycmamtxrudyyb,Oeeriawryn
O,WA,U,M,66.0,Regis,8.0,United States of America,1-065-285-5759,4.0,nswjvebdenyapucfdc,Ismvrjpxltegwtjfvlamqaagfkkqvhfseftgm,Riverside,13013.0,FGFAMQRNZJOWWTVS,0.0,FGF5906,675.0,2390389.0,,HEGMOMGNJNZXVPSPGD,Kqxdssblvhxx
O,AZ,S,,85.0,M&F Worldwide,5.0,United States of America,1-274-297-6662,5.0,LMKRTLCLARLQZOOJCTVPJNEOYVNOCWVMFBKVGGULOTXRBQWBGTSXJDISPCTRCKH,Jhbfiiqohlpmaqcmcygvkaawgpujwjrchjaaqyqetealrrkfllhfpxtx,Henderson,298583.0,zhrzcvgfwgqxobexjfpjby,3.0,zhr5907,621.0,3704795.0,M,xdjauletprkjcya,XTCLLX
O,FL,,W,65.0,,10.0,United States of America,1-547-682-9540,3.0,bsmrzndlwzbfqszkyyuplytvhdkoibqtphcbnjauw,,Mesa,223616.0,Teceyeqcptniedptmxmtviy,3.0,Tec5908,,,,Krdsx,LVRKM
R,British Columbia,U,t,4.0,BMC Software,0.0,Canada,1-716-378-9487,5.0,hcqzajmhnvigeufdpmkfnnceqptnfltfucdknmcwyjwshgrexfwtjvlxwntmsjkoyzzlbercfrf,gtvuztcjfuytjftgqoqbxxwkhinadngvmsvyzscajskupshlicyvguqlpczdwwlosbigqh,Biloxi,264883.0,OYWOUGJQP,5.0,OYW5909,392.0,1974258.0,f,Muupyhsgqzocprkesuyuulxbqpo,Pbsgt
O,MA,M,c,100.0,Susser Holdings,7.0,United States of America,1-206-822-3135,3.0,fmxlsxckrerrzgassugbpaaebwovquvmcywbquzlpkjufwaqcrbcsbhpjntapgdpukvbxcmijykms,Zvewkcijjpjpjvvtgarvpvxmxqzybrsaenkrvqdvutygnzrpxz,Lincoln,210406.0,IOXURLZGPFLDMW,1.0,IOX5910,708.0,2045471.0,F,Ljujyvltyjgmgbarkgd,pngphp
O,Newfoundland,U,W,,Rent A Center,3.0,United States of America,1-733-529-6063,2.0,Kihoaqqzvoxizfwpknmsdokpdexpcwoikkczvgdsjxwstnfaqmqkwvvusgfflpvupoiieren,Lnoowvcfyddrrefs,Montreal,94695.0,HJWYJAHX,0.0,HJW5911,405.0,3977705.0,F,sldliymk,Xlmonslnuua
R,VT,U,,,National Oilwell Varco,0.0,,1-138-352-2557,2.0,LWLOQJWYQKYFTQPZVTHUXRQIKCJWTMYSXFBPJSPKHWUORWTOLCGCKQXUOWIRNWPTVVCWBASSIFWJL,Cejorftwpblqkcydorjcxbkanqphpnnowpacfetwbxokcjcrfw,Durham,61089.0,Mfxonusvj,4.0,Mfx5912,819.0,1931237.0,,SHVWECGFXHMALMH,Lpuxscruw
R,Alberta,M,i,2.0,Office Depot,9.0,United States of America,,2.0,HXAHHECKJNWNENAJAAYNJDXIMABSRWEJYPLXZEOTFYDJFMXAOGEPVBXSPCUAW,MLCIFGAIJHLENEVZWMASKNPTXV,Nashua,192299.0,Ljkiwwmtqppcxohpfrquws,2.0,Ljk5913,729.0,1731208.0,F,nsttqzaauqmftnrtxemh,emauihfsms
O,GA,M,,8.0,Snap-On,8.0,United States of America,1-648-295-2847,2.0,nnjgssjhwfmxhcshvmcwkrjjsgdmzucookadrefirsxkamwshgkjmgnxeudamqmgzebfsg,Upkozvhpzdluecrwocqspbmqgqxfalxuciibwizapbuvxiidnlmmdgcylegdkmfjhtdvthybmeqmwqhn,Newark,296603.0,fpmdgyzbwgicjugspddnwchokolun,3.0,fpm5914,393.0,2393806.0,m,Elhisschlgeco,uaurb
,NM,M,k,85.0,Universal American,5.0,,1-681-416-8571,1.0,Pmfdbpelxnpqrptviepigaildihoejarmqkwzbhxrspocaxrmzkqbkiwimgxvyssfwtufx,WRQKAKKZUEIEMFTNVGUWRKYOCEIZNRTZGWPFAIHMMT,Salinas,82117.0,Aouqxvmtsouxvdua,2.0,Aou5915,647.0,2679337.0,,skhmsmwiv,OFONHDW
U,OR,M,K,63.0,Nvidia,0.0,United States of America,1-377-622-3262,4.0,lgtnyhvuzvtyjmqdpmykuwcycsmqtibvmrayezwahmbn,wvzrempymiebjblgdxfolz,Fresno,369339.0,Srfyxlhauzvhkgokpbwcwsnvga,5.0,Srf5916,811.0,1600619.0,F,LXPEEKWWVUYBIKVLUMFZPOLH,CWNVJMPFO
,LA,S,O,92.0,Office Depot,1.0,United States of America,1-589-051-7671,2.0,qvhfaddklzthljjwdnfosetwudwtkmkvadzytsle,Abiwfabxrnjgobfrgubwsjfcvneoaznkcdsjbkrfwkkgtrdzpcrospcgfzzxmqzfglpvbkmh,Garland,5947.0,TRJPPFXCMIBADTBHNB,4.0,TRJ5917,671.0,3240938.0,m,Twaqvdxvg,XADZBYN
O,MS,M,t,88.0,Intuit,4.0,Canada,1-632-206-1152,5.0,pcmhrexuwtugxzwefuogsjhpwxzeh,YFKQNEKZNYKNMMOWGJOCP,Honolulu,166888.0,Jvffjaczugz,,Jvf5918,658.0,2712555.0,f,Hmocsaidupkkewhdnmxuycrovqwd,Nbiase
U,ND,D,J,20.0,Magellan Health Services,6.0,Canada,1-697-297-2681,3.0,Jngvqvvykcploubntgesvqlebsqhlrnhhsorqvrpyqimsntzpyiizjiphwtfkusuddwdl,Hyqmncpfuwpwdksuuscfkytbqpvjkqolldrqyodtqqaezopjoemsozdmlxkapy,Escondido,114952.0,VVSNXQKO,3.0,VVS5919,470.0,3333776.0,,Sisqu,Riqabmtjos
R,Ontario,U,,19.0,Dell,9.0,United States of America,1-300-692-7195,3.0,fdfbsgrwtipyjlgwmpgwxzfhpiagwfxmlmjvhtqnvjbnnctpeteewhgxhjgyhbrm,Pgwqcttzaomkucydrapuokcggoqjnlohbzogqisubxtdffdr,Topeka,159968.0,EBKMEUPLTBIAFS,5.0,EBK5920,670.0,3210542.0,,nieizurwlaysxrewweouiwbbmvg,Qwgvkxka
O,Nova Scotia,S,,2.0,Procter & Gamble,4.0,United States of America,1-817-414-4063,3.0,STRORDQDYSKGQP,tgrcrproiaqvqzajrrhylixvqdwmlgrmrfwzrgfqwgbhkdckritcmztdrdyirwmffwakfdluokrkvllg,Casper,270567.0,Ifpxhxrifkf,4.0,Ifp5921,318.0,2361651.0,,Zakwiovxxfg,Eepjsfyaloi
R,IN,S,,27.0,Abercrombie & Fitch,5.0,,1-925-115-9371,3.0,wtyfu,Jfwdopujjxvhvnkhaodeazawxgswznkjgcl,Corona,408373.0,Swovmqbdthpnqmdestdiitsmew,0.0,Swo5922,405.0,3586893.0,f,OQRZE,ypprnqsiz
O,RI,,z,94.0,Nordstrom,10.0,United States of America,1-246-302-3650,1.0,UVZBBLYHPREJTYJGVAFEUGXYV,Jykifcdhmdphwnslvmduvirlkbyjqparphshvzgioglympgzr,Flint,42762.0,Wszgqtju,1.0,Wsz5923,378.0,3328666.0,f,Zgerdlqjh,KRNXLK
O,TX,U,Y,83.0,Macy's,2.0,United States of America,1-757-174-0542,3.0,oybepwfufbomlsioqikhicoktvbndirsiweyzjvnvfvoxlzdgmmnlzpzpjwvlgmwwfvbbflmrk,,Macon,224773.0,Epwdnzchjpuxrakemsjy,1.0,Epw5924,356.0,3610292.0,,Osfpdechhytizlji,zgwbjovnbcva
O,NV,M,E,63.0,Steel Dynamics,3.0,United States of America,1-836-352-8402,4.0,WAVVWRGLUCBIXNDOIJIGASUFEVWTBQBKHDUQSHJTTGLBSELENWIJOQAJKOGUXYPDOBZF,Undlnijjarwjtbjqtsvpeumdvxpsuhojkkqnroqqhfxergozkpuzviixvcgxrniptnrolqsk,Escondido,343006.0,Uzrzbnfysbafb,,Uzr5925,495.0,1762172.0,M,Rhwxokpvatgngtrsgvqegnowzl,ESFZWEIA
U,TN,M,d,64.0,Solo Cup,,Canada,1-583-840-5177,2.0,ulkqshnsksayjpzbbrzvlrljviomcpqavrnwsddditmgrxkswrxyljagbaqissfrxexknryuekqpvnj,Mpplf,Omaha,350070.0,RUYDJOUMQQRQRRZKLEAFOLRIOEWQ,2.0,RUY5926,812.0,422435.0,,Nubwrqhouxdyaboaioqvluokcimw,gkbhqvhi
O,MO,M,e,67.0,,10.0,United States of America,1-600-660-4823,2.0,BQQHUJSUKELOPAQHVFZULANRGEDUHVHQVLNGBEWNDGEFYGNKJFHWWC,Apxdemitxchtpmgbafhpxqcarsyuwugiztoqwzkutvxmmljxujqyehxyjyxqljqqyyuelrnefhcdi,Boston,233616.0,Xhnft,0.0,Xhn5927,644.0,2853653.0,M,Quhvq,JLMVVW
U,VT,U,v,72.0,Altria Group,8.0,United States of America,1-855-460-2939,4.0,,Qjzmjuymws,Philadelphia,255413.0,tlbjodvodubwgjb,4.0,tlb5928,651.0,641353.0,f,JVXVQCPWOYJNNBPLFAMTVAHSSHFWIP,Bgybh
O,MN,S,,1.0,Dollar Tree,3.0,United States of America,1-971-515-2849,5.0,Qajwjkhhwjvvr,zpdvrqtrfghbixj,Fullerton,88161.0,qiiticobwnqnmaaqutmstxhjhaidqw,0.0,qii5929,382.0,424023.0,,UZJECQJLR,VOIIXKSTTH
O,DE,S,E,43.0,El Paso,0.0,United States of America,1-198-204-5587,1.0,Mdfvlfcmvtzbvsxwlrxpghrwqameqqiirldjdvrrpntmxemdhhjwqzilbijzcioatto,qmlgzqaiuhkopavujduwcvufexf,Savannah,,Lthgsibecosgv,4.0,Lth5930,466.0,1841840.0,j,Qplevsrkkvhkxekpndwohu,OWAKRNU
O,NJ,D,,1.0,Complete Production Services,10.0,United States of America,1-099-005-4511,2.0,wvzruzvoipqnijunzokojqlwdmqiybaiiw,Xhwtjujhenwgotzvzthjejnkzbqekpggsjbyglebkeh,Idaho Falls,1810.0,Ypoipuwrrccnzucdgbiiycjuzotomz,0.0,Ypo5931,650.0,,,Jtrgwajfahiiiohtkjfgim,WKHOMA
O,NC,D,,4.0,,9.0,Canada,,3.0,WTPKPGBEHPMDRLDAEJUKGXEZCRTRXWDIGXSRASWSTPXABRLPN,Nfbibtsockhpgpetbmbpvjqxbmjokoupnmfhsnbjqkncsnlfbdpldrrighzlidheksuzbxldmob,Grand Prairie,341737.0,ofkjlesqissicxankyeiiod,1.0,ofk5932,682.0,3423926.0,F,Msgryoqukjkdkctvbotxctbanhh,Izmpkjcrc
,OR,S,,59.0,New Jersey Resources,2.0,United States of America,1-280-804-7182,1.0,Ipgxahsrnjybcdklqngvnwedjgvjvlusiwonuhtwwioeefxyrjcmml,Sxgznktzbvojtbmpblkfppknfxuvu,Overland Park,398570.0,Yccqpjebgtexnnxph,1.0,Ycc5933,457.0,2232690.0,F,eaynp,
O,ND,M,S,92.0,,2.0,,1-032-893-2788,0.0,vooppztdyxavbmukzjhnipn,zlatcpigubwlrlyetephdjdalyrvfdwjvwrcxozwkdrwnfazogmwahoigsghemlkhlv,Scottsdale,141153.0,EOFBWQKJTTV,,EOF5934,542.0,3870887.0,,HZFVQYQBBQRJGNWBUBMOMZGF,Dvjmascgoi
R,MO,M,,82.0,BorgWarner,6.0,United States of America,1-383-536-8474,2.0,hvvuvkipdkremixapyrurdapsnjnaxa,Ysifcuattwlgtgzwgsxtfzfxfxcvonlgtqzrudedjcfmtgaicjwlsekwpwaocdqcwulyjsblvah,Boston,222161.0,Jrhgthelag,5.0,Jrh5935,615.0,2447095.0,,Wdyxctqclutrq,cdsebof
O,Ontario,D,u,67.0,National Fuel Gas,7.0,United States of America,,1.0,Owamyerobxjbnacnoqwlfgkmdmpxocegqsppgpufmizdyxlbrthrpgyivqzbuscdmfbajqlmu,Urmwadhqleyifqzepqjwjbywlnsgoanztlirtpcxirkpfafvlrse,San Diego,66014.0,mscvprdyltzft,0.0,msc5936,417.0,3333556.0,,clvxoxlkguvrwxallobektbl,tmwdwwxsrfct
R,AR,U,x,71.0,Lowe's,8.0,United States of America,1-478-664-6129,4.0,dqidbvnzdtbgwwweqvvakkxmejdzbhlbkenqxkeeconnehqzvcl,Efqkeidurjerbltjenscrnukxszurnuddzmjakmivqttctnkut,Colorado Springs,19684.0,Qwifbhkpkrjgounitty,4.0,Qwi5937,841.0,3078698.0,,MHITG,euogt
U,MI,M,,59.0,Mettler-Toledo International,2.0,United States of America,1-636-503-4903,1.0,Ouepyfhjcrpyvtouwvckjmmpqpjomfnqipsdvotjxwsztxrolmtkwqybycbqykdqwimzutx,wxtvuailnngakggweoifhihnvtvuutzwmcrlmlkynakcxlohww,Moreno Valley,474610.0,DQAWTBSEYOPXD,0.0,DQA5938,761.0,,f,WGXDVJLELRLMBGB,Rpsgurq
U,TX,M,F,6.0,McCormick,4.0,United States of America,1-733-161-6497,2.0,Frfkyttjrmsqjyxksawjwijhnontyrimelwxerislyabvuvhsemd,Hsmormtzxmcmdelnkqdk,Hayward,11629.0,Wnwjojq,4.0,Wnw5939,476.0,2205447.0,,Cxgdckgddjcrvajh,xpktfcd
O,Quebec,S,,58.0,Belk,,Canada,1-502-579-0047,5.0,hkbldjxfgoscbhomlwgqmocrelrgovelanxmakpkxkseacgqbjqjpdveoiqcbpkzpyx,Buyobdhpkqqwyohmvknyckulmjwcupfvtxnsexdve,Lowell,180191.0,ldvwrb,3.0,ldv5940,745.0,2450744.0,M,Beoiafbrongy,
R,Prince Edward Island,S,,98.0,WellCare Health Plans,7.0,United States of America,1-543-487-4450,2.0,JCKLTRFOBSLHGVOXADKVCJWJDUHYRZJSZMJUWKXWDAVHRLVKETYBGABAGEYDXKGGJQOJHHDHFAX,RJHCOJDGKPAIXLIQUYFUVOUXAVVEOIIWFQWHLPFWAFMVDNHMKQMCFUTNUKAHEYXHVEMDOFMZCVVM,Santa Clara,144625.0,Kbyjkczhoragw,1.0,Kby5941,578.0,3198812.0,,Tsjnvfteodcmhrlxxzdwhfub,Uwokovtjz
O,IN,S,,52.0,KBR,4.0,United States of America,1-770-708-4460,1.0,Gaklolzmfcwvgfgtrsynwtyodrrbcljykamccdvgqnvmncscbhjhcqxt,adckmgudpzefmmiuigrtashjnpbmsvwacesrvuqxvwqzigzuzyjdwsnseyjqjxcxvejcxwzaqmegrisy,Pomona,347655.0,Oqzxfnf,4.0,Oqz5942,,2751693.0,f,Iqmsxfndziahqgmo,QUMGDWDRB
O,AK,S,,53.0,Southwest Gas,0.0,United States of America,1-348-852-1537,1.0,Emocofvdrqvnrzwjnceaomlmamzidcijxunhmititguqegkjtutrwyuyeiuvlapx,Ehkidgnnhopwzqrtrleyqefngzbwjxxqnvynrydgstwulyelbyucqijgtiqmjnyzpgszvmkccpd,Milwaukee,64427.0,Hvngvppuyulao,1.0,Hvn5943,825.0,3987700.0,,Fctematoykjgwwqjcixjxfl,Slgheh
R,NY,M,,20.0,Domtar,8.0,United States of America,1-284-945-7650,,,Hlalwzljxmzunoiskjecthnvfnikgprfydmrhwtcgnjuqytriwgfgsynrztddmodkhtftwzg,Madison,156353.0,Ilspjuthljthrnhrejfjmwimh,3.0,Ils5944,398.0,2409429.0,F,RELVEBNNMAESFGUCCAMAPSE,Anqkrrz
R,ME,M,u,0.0,Electronic Arts,1.0,United States of America,1-554-654-3945,3.0,Xtyidkxafeohnyzdgagrjiooomsretxiezfnkzvsrumfkgsimilfpbdxakszcqp,Ubsyrrgbimlemcemunhetmtsygydlemfpzfvt,Nashua,364942.0,Oqbnggp,1.0,Oqb5945,480.0,3333724.0,,Gackjiotb,MBWXRY
O,Ontario,U,r,33.0,Terex,6.0,United States of America,1-956-167-7511,3.0,Isoqxqdsbskq,CXDJCRXYKWHCETWQCCMZSOYEXUITTXDEHXTRQRIGNXJDRPYRIOVLXHFNER,Dayton,431646.0,owfukjs,4.0,owf5946,423.0,3034930.0,,Wyjyxhnlnuff,huwkxvra
,OR,M,,50.0,Navistar International,1.0,United States of America,1-194-390-3367,2.0,FTIVANVXFNMKJDMOJRWVXLONPPMRDGKTQZMXGUBATSUGNQJIRIVABCDUTRLBRBETQRFAERUASOJQPQ,qumybscpibxzcqkczhxdowzoznoirotjwac,Hayward,328255.0,Kutpppfpvwdtklthto,5.0,Kut5947,411.0,379271.0,,Rgovduwgpqolcqfegauoujtcbthyj,adysyy
O,IA,W,,87.0,BJ Services,8.0,United States of America,1-642-213-7391,3.0,,recfltwrpx,Provo,371451.0,Fusipm,4.0,Fus5948,428.0,1473848.0,m,MEMTEBPOQOV,Vguwmebprd
O,NC,M,o,4.0,Jo Ann Stores,2.0,United States of America,1-820-320-2830,2.0,ziqssaubka,,San Antonio,252811.0,Drhgrbmgexpvzrsnmukctxjuwkvuq,5.0,Drh5949,357.0,2082081.0,,Rjphhiiiesllbonyautmlklipejtxk,smosurdx
O,KY,U,t,92.0,Vornado Realty Trust,4.0,United States of America,,2.0,dwwumikarwwauifdqjwvfhriirokmsctgmgrbkpgdwjwrzpdrdyunxgjoblpsotnwex,Byyntcsrunmgdxtwgotm,Fort Collins,278109.0,ILHXSTPCBIYETPZBOF,5.0,ILH5950,798.0,1798223.0,,Aymulqopfvfony,Vupixaw
R,NE,,,95.0,Fortune Brands,2.0,United States of America,1-787-201-8177,5.0,,JNJOCWMSSFBIQEUQQAKYRETRA,Kansas City,369803.0,lzvnibuluubhsxxrt,0.0,lzv5951,626.0,970591.0,,Cwwhzwjonoqvrfrakfkibirkh,oqahkwd
O,Ontario,U,D,90.0,CenturyTel,8.0,Canada,1-146-562-4447,5.0,rvwyuocpuaiy,psinwjljaksyyfcngqjenonrnvsb,Santa Clara,468268.0,tptuqasjjinzhjixf,5.0,tpt5952,578.0,3243366.0,,IIKSBKLISLDUVUB,Spegq
O,Quebec,S,L,81.0,,4.0,United States of America,1-277-119-5123,1.0,UTJVYALDFYXAWGBNJMLTJUNGKPXBHCDJPTMDCYVIJFTHVXQSNHUSDPEMKFTXQMGMDESIJXFDQRGOHIY,Xvfhcohpjplvmsrffztwlfajoauydhxwxvidtltmnejhvagnvmndeqyhmpsoiyixtih,Spokane,99186.0,Yoxyzvzzonauhycswkcqngblv,2.0,Yox5953,749.0,327516.0,,Jxkudssbhhidrcbfgundam,JOZFSNEH
U,VT,U,B,11.0,Leggett & Platt,4.0,United States of America,1-884-327-3075,3.0,OFVDRJKISDABFQRAY,RBXZCDYEOKBCKGWRTHLPTPMZXYUTPGSMOBFTEEODQYQEE,Albuquerque,166638.0,Xompamwiyhlkezo,0.0,Xom5954,417.0,1061036.0,,Ddkexu,Iksxnn
O,MS,U,,,Kroger,2.0,United States of America,1-968-343-9174,5.0,DAVYOOENKCSDKOZZETGGR,Tsawhjnvfiknfzmscajmjspefcowmrrtkolnuhwvpabhedhmuuikexnmhidxwrotgvrtfjbuulvscj,Fontana,,ktwzprislvbbplwiz,2.0,ktw5955,392.0,1883495.0,M,Ococtfzbfvzpkdtjmkzwyccpf,PIWYJ
O,NH,W,,,Dresser-Rand Group,,United States of America,1-615-324-2112,4.0,,WBWCUNUJBGVQDHIB,Provo,,WCUEIVPNSJJBYPSL,0.0,WCU5956,498.0,196939.0,,Txkndcqpcxscjd,Hytuxjynr
R,TN,M,f,47.0,Mosaic,1.0,United States of America,1-535-017-4085,4.0,OSBNIFFLRVARTQZTWXAJGWZRFBPWHSKBMJTZHZL,Rydrdgulicxqzoepdgwuq,Jersey City,16475.0,Ohxpwnezdgckeeaifid,3.0,Ohx5957,508.0,,,qmlbpflvhcasyungqxqbjguelngso,Wgylxbusgc
O,VA,M,,23.0,Cliffs Natural Resources,6.0,United States of America,1-885-877-2651,0.0,Cyzzicsfbalupmwicobwmkhbgdebuxhpheyfibb,ngtkvdehfqjangjolfiiwfrgrjy,Charlotte,102779.0,schnwytwqobdfd,2.0,sch5958,660.0,3142047.0, ,Jzhuaisigeutdip,ofarezn
U,MS,U,A,84.0,Corning,3.0,United States of America,1-439-966-2374,1.0,Kghbmafyxdwvhfhwaavokmmwnigpcalnarotsulkplmlntbomqmxhrgfvadrnlqcrfdexnds,Qmfxryebxetjvwheupxuzt,Pembroke Pines,19522.0,RXJBUUZMSPLHFEZVLD,5.0,RXJ5959,656.0,1457542.0,M,Lyqbxctirjudumaaujvtfvgkfprs,Lpflt
O,Saskatchewan,U,g,63.0,D.R. Horton,1.0,United States of America,1-135-137-9361,0.0,Eaxsimyuczqeeuoxqnjxlelwvjropslhshqzgjoxzqhu,lwodtdgywmamtgpaagsthnmspajowjccvhgvgvrokkubilwuremhobejynsxtwiadejkitjqnxbb,Riverside,160836.0,YWFLFNKSQLUWPEKXRZYIJWCRZMVG,,YWF5960,483.0,2848079.0,F,ahbmxwwhn,xfwibewjfd
O,British Columbia,,p,93.0,Belk,5.0,United States of America,1-265-703-5277,4.0,Txitrgpgszhhhwtuztldqjlenzoxqomfzyxnveergkqsxbgqlbl,Ayqpyxrnwbhcmqnmdqwaavspxwhohabvebrjrgapjsjaiobafmrbziqffagvuejvqztvhvpvttoa,Rapid City,85671.0,MMPHNVPLKUMXB,4.0,MMP5961,810.0,3004831.0,,Wnfpatuooierqdxvpyvv,Qioziiufrbj
O,Prince Edward Island,,J,25.0,Oneok,0.0,United States of America,1-274-989-3631,3.0,lbmetwbhamnpjhwchwmpmdtmlytr,Lrqryhzdupu,Casper,384900.0,Vglghvmpgunkvdnqdnxhfta,1.0,Vgl5962,668.0,1413496.0,m,Rqbzcjw,YBGMRO
