MiddleInitial,Employer,NetWorth,Phone,State,City,LastName,MaritalStatus,FirstName,Gender,AgencyID,CreditRating,AddressLine1,NumberCars,OwnOrRentFlag,NumberChildren,NumberCreditCards,Age,AddressLine2,Country,Income,PostalCode
I,Toll Brothers,3139472.0,1-609-068-8022,MD,Richmond,Knbktnjjsyftiekpvsxpsalgkrwhp,U,Znfighdcfdtze,,Knb6001,605.0,Ypaiwjsmveqeollt,0.0,O,0.0,8.0,42.0,,United States of America,365939.0,Wxtrpnkei
,Securian Financial Group,1429822.0,1-081-107-4665,SD,Pittsburgh,Ssfghwptaupgcbbifcoswr,S,BJJPRPBZNGSAYEKKTFHFMJCECFXK,m,Ssf6002,674.0,Lxvorkfvp,1.0,O,1.0,4.0,42.0,WIGVBJKHXXTKZHJOSNGKKPQ,United States of America,347518.0,ygbyehantr
j,Tupperware Brands,1149885.0,1-649-829-8378,MD,Chesapeake,Fnbgmgxd,M,JQLKIZASIOVLFJKBSXCUCBLLBT,,Fnb6003,404.0,uocmpkxtpunpoycjxrifqiknplutuoqua,5.0,R,1.0,3.0,27.0,quomqpqcwudexfeerkcucxoxqasqghpktluavamikoxxt,United States of America,375774.0,Xvgpehxrdyxw
M,Energizer Holdings,3904902.0,1-530-021-0018,SD,Livonia,HVNGVYLIZXECKRAHBDCUN,D,Qxuernei,,HVN6004,680.0,obhkcrvovfoqyznm,3.0,O,0.0,4.0,18.0,Suhddmxkletxpoqefxdgzmtfnjjeixcfdcskuxizbthrtmcfrpvvqrknoze,Canada,275584.0,ytcfg
e,Sun Microsystems,1242860.0,1-506-426-1825,SC,Missoula,XMAWQ,,Irspdh,,XMA6005,670.0,AWOGSTMSDUJIMLVUKSKJTUSDCYFNQQCGMMBZPWHDHXCFSCDOZHNHZQYGEOKWGQLQ,5.0,O,2.0,10.0,15.0,eipehbvfcwzabjraizxkkbkrioqgqblwwrvtednnvjvrphxratuylzmzafeymthqtgfxbulvx,United States of America,320082.0,Xqjep
M,Exxon Mobil,2081209.0,1-807-841-4764,FL,Flint,Fpifrccvnrqtcsgdffmklhqtqmt,M,dxerpufwgzxxl,,Fpi6006,382.0,szxcbkxupkgrhjmdnkgutsrdesyudj,,O,0.0,1.0,20.0,Bytrgcqmhipnlismnimmobacatxqtozcyv,United States of America,94610.0,YNJCJINJSX
,Cabot,2347440.0,1-948-046-6021,Ontario,Costa Mesa,Zpbpklhvwmkhrwclzxcrvvy,M,VJNBHUENSNLDSBGJX,,Zpb6007,568.0,FYBIRKLAPHIVXHYVZISTFTORCSQEHMMPBBBGAVVDCTNDOZLRLWHPVQZTGOKQNKJHKTSREDFG,1.0,O,2.0,3.0,88.0,Lstbtzybcywwvslqjejmwqdrtfqysepqfgpclihwsklttceabmqzwetqqxuzpehhxawpaz,United States of America,188329.0,Tjffsdstjd
z,,2856187.0,1-634-022-0507,AL,Glendale,qgmhajxjhpvvouaoeq,S,IFBAVHUKPPNUNJDMLQWCSWW,m,qgm6008,597.0,Zzfecspobazyrctcosxlzyhcsyxcmycqccyvgeckzfggxfxbiwrjm,0.0,U,3.0,3.0,65.0,kfjlacxeibtbjzhltyloprxljhwavjqwipkjmlgenutrlsmyffevegptdttyatz,United States of America,409856.0,FPEPDF
,UAL,2403596.0,1-056-592-3905,IN,Salinas,FTUWV,D,DHXAJXJCTK,,FTU6009,397.0,Inhxldlhbmqkkfjpelsvctkzbqqdjlamqcjiveixvuvrztijxvqjpgnxoenjctljwj,2.0,O,1.0,10.0,46.0,Poholcsjejzbygybqlkofbzcmblvjttrvjukdozcopuugslelpqtloegvjyepvjszffwypbhks,United States of America,345168.0,RRTFXVWVH
,Auto-Owners Insurance,996659.0,1-597-579-5293,Manitoba,Cincinnati,rtlyjekzwbxwhchbjsaj,M,Veibanl,,rtl6010,758.0,Ujsgmwlyhnpsxqanjonpynaiftsemqnlubhuufrvzhqbqzgmtg,4.0,U,1.0,3.0,18.0,xhbsnwcexfdieewxxfbnkisdyyibdpxbrilmrwplgusgxjotzrhspf,United States of America,167436.0,Huptsuutwyv
,Oneok,1308387.0,1-862-580-8908,MI,Sioux Falls,ESEOP,U,TKJXUQKKWM,F,ESE6011,458.0,Sagkaa,3.0,U,1.0,8.0,56.0,djgylarkumjhrtbmnjghtkfcnktdsmgfhctioicruisxzmlbfcsourkvudhoep,United States of America,379355.0,Rmrmcr
T,Hub Group,1708121.0,1-014-327-7925,NY,Carrollton,fjbuffusayxhmbvtqjlo,S,cpbjkjqumu,F,fjb6012,457.0,Kimtqruoedndom,3.0,,5.0,3.0,53.0,aevlsnpljrwxycabmiagmipcdupizsfq,United States of America,159782.0,UHQQQQR
,Medco Health Solutions,2922949.0,1-319-344-7027,NV,Buffalo,aoemguallr,U,DJZFEJHXFSVNDUCLDLD,f,aoe6013,377.0,Onewuiuyzccsswkjwboygnrq,2.0,O,5.0,4.0,20.0,amglomeyuwbuvwrtluddkhickhtqwfuoiqbxopxxjwkqffxx,,359995.0,EETOU
r,Inergy Holdings,1208876.0,1-031-219-1816,VA,Santa Clara,uigqdnaxrettqraknchiayluqyl,M,fqddodroknexsuojeccvxuuggfiptg,,uig6014,398.0,MDIOXCPPHMMIRQKAPQPLUIMQZZKPZ,1.0,,1.0,6.0,100.0,BJWVEXBO,United States of America,63561.0,ZCSSTIM
,Molex,438328.0,1-933-394-5438,DE,Greensboro,fjtxxcwfy,S,OHXEHRHXIULMEPMINNK,,fjt6015,564.0,Ljtbifouganemiquwrbvrokhbqbzjzwijrcvrpgcspwvth,0.0,O,3.0,8.0,61.0,hnainukmamcnvtbivwlpkthpakuczaxueznwjhxyykqmp,United States of America,390274.0,Qwskeljimh
,,3299312.0,1-418-675-7803,Saskatchewan,Chicago,bpcnvewicrkpijossziihifwwbvwp,D,Vxmsqe,,bpc6016,,Xbadqyu,4.0,O,4.0,,9.0,,United States of America,6989.0,Azjzfcy
,Hershey,3593608.0,,ND,Chula Vista,ubtlmqfufb,M,Wfoqpkldicc,F,ubt6017,567.0,Ucfgzfqtlymusirhmnxwhfmbmwrhzbgoeokgkbbenoacpfkhqskhwngfwtxsxkuipmrfubngdibheer,4.0,R,5.0,6.0,91.0,Jysgvinmyjjzm,Canada,125872.0,XYDYDBVALJN
B,AGL Resources,3347149.0,1-820-749-2300,NV,Virginia Beach,Ahlxocboxxrecggftc,M,Dodudtfpkjfnmnacmvtckhkk,,Ahl6018,655.0,jonsxczsqvcjorrbdtuqlifiuehtavvxxkkkskmwknrgevamyodqlmcalsivqzxnkhveye,5.0,O,5.0,4.0,41.0,Bemxoqxtxvzoosouklxibnfrylglpnkvljoghavzrexlrfzgyxawtmqnybuqkgkbneo,United States of America,394700.0,Howgtp
,Omnicare,3986551.0,1-313-959-6960,KY,Burlington,Lbgtnlmgupccuwwubslwhwx,M,rlluyrqnhgqehescorovm,M,Lbg6019,,hwkbuvxkxqwmgmxhdzhsjdrdpsrtdlvaqtaklsruppmdqjwqqjezgurlfueuxcgrawmhqhbq,5.0,O,1.0,3.0,79.0,Dsqkqxfsvhwojsviimwutzjhcg,United States of America,,LAVATTP
S,Snap-On,2958456.0,,CA,Seattle,Ebvvnussmfavbfbvb,M,Ojasuhedkjadtbwdtffkhotagdjvq,,Ebv6020,563.0,XPQHJXTRAQJHTTJGPLBTHIMMIWIDXTVAPJTHFLVVLSXDACUIRXQKENVWQGLLMZYWICRPXNXGIJ,1.0,O,1.0,0.0,9.0,Qopjhqsdufampsfpbdinfpcizsnrhaiuagpuntyvyhxoxtrtjnjpdlukampmo,Canada,180016.0,Njstjxevrgeg
,Murphy Oil,1153265.0,1-662-352-7573,AL,Berkeley,Brllnot,M,Vapxqm,,Brl6021,304.0,Tuqidifgctcvaleoucuakmtpirfystghnghadadsajxj,1.0,O,5.0,2.0,62.0,xhiliirffbsjcpxilkfzcuwhixmlgcczqmn,United States of America,27721.0,KFPNTKL
,Zions Bancorp.,62067.0,1-648-999-6019,AL,Waterbury,Xoxmczkmbhkmbsbzqztltosnp,M,ekghzmacolecinpzwnncjlbgqwwm,f,Xox6022,635.0,QDPNVODCGQIIDWOUNHYZCFTRBLJTCATPQFB,0.0,R,4.0,6.0,78.0,Kkbexubozawvcnopxxhhdi,United States of America,499254.0,pkcbtlm
C,Broadridge Financial Solutions,,1-970-174-2752,MO,Atlanta,WMSYEHCQO,M,qvrjpnybptn,,WMS6023,535.0,Thrzdmhujyedwujpshubltmsvrsu,1.0,O,3.0,2.0,83.0,Zabbltdll,United States of America,444501.0,Bjoxrhavsorg
H,Mosaic,2820712.0,1-607-392-7402,DE,Mobile,SIPCB,M,LQKNDSFCDGXAB,M,SIP6024,597.0,Wsermflldgkdnkemjzqtsontmhiatsiqqyunbxubtgkhtjltklttqmqhkhprnazrhntcxqrb,3.0,O,4.0,7.0,22.0,Rhuntqbquklgfywmnnvmgesgmnfkzjkshhcpeuftkdukcxppxmeeg,United States of America,51069.0,DQDZEGJ
,,227824.0,1-506-990-2436,CO,Rochester,TMKHNEXJTPMIOXSCICIYHDZ,M,Wwsknuymcqaqsf,F,TMK6025,666.0,Gtqictbvsiakaieyseqhvfxjpdptadphrjtobpabqjujubtjxvkcqqmiznabaupfmqepmzqyzcvugpb,5.0,O,2.0,9.0,38.0,Bgjbajjbnkhhjiotjkxlelngsymonrtipyg,,79369.0,bxfomu
b,Dominion Resources,2952596.0,1-515-767-8341,Quebec,Stamford,Mklxjibrcnleruscqe,M,oozurdgx,M,Mkl6026,567.0,CDVBFTRNTNKJTZJAWSWYFNOUZZL,2.0,O,1.0,1.0,87.0,BEVSSWMJIXUUSHKBTPXHNEMKQNKIUBEESLBLJH,United States of America,94083.0,igjvwdgojevv
u,Unitrin,313625.0,1-118-438-9858,Nova Scotia,Bakersfield,Uvbzsmyvx,D,Dvhhh,,Uvb6027,,Zdyiaqrbdlqdninpxatfotsxzrwdi,5.0,R,4.0,10.0,1.0,UFOXHZRARWWPQRYKI,Canada,271991.0,Xelqvp
,Nicor,542945.0,,KY,Omaha,Rwqxidqvfiishtavuf,D,Rbyinkqyncuiizjvjtpxpdzm,,Rwq6028,410.0,Pmathlfgtvxirkhijjmybeylksqgavugdncfyye,2.0,O,3.0,4.0,72.0,Jwvzihovvrzqixlaagcjzpguzpyllhvbufurupcsgvrnuhdfxbbz,Canada,462897.0,Zmzekz
S,Catalyst Health Solutions,2546609.0,1-914-346-4819,MA,Orange,xpravmtaiemw,S,Mdwddezdvvmxzvfidtagppklqmgk,f,xpr6029,805.0,TNANEFLKFCMSKMUJKXKFRHXFZYSICUIFYOEXCDAZIMGIJYPWMFFRKNMTXSOXY,0.0,O,1.0,4.0,96.0,rkpjjkpswypovdemwbavyvzhidadrkfzfhvhftso,United States of America,224978.0,Fxnjthspb
I,Boise Cascade Holdings,3035116.0,1-456-965-5148,MT,Garland,QXUOGNMTNTHXXPGMXAIEBESRR,,PIXSYYTUQ,M,QXU6030,567.0,Mgofumpivfsdnshtspauciqkkki,5.0,O,5.0,0.0,9.0,Xcnthkmkkranjaqsurqyillsqclakygrtvaez,United States of America,26625.0,Yhzvnfpxpiic
,,2611776.0,1-246-513-5594,AK,Erie,UAHRPKM,S,RGQDRDBGMKXRWONFPTZAZZLC,,UAH6031,,DCJULENBCBXOTMREXJTJAONHCMDDVBYBVAZZJHVKFHTCMFXYRECJQTJGORZ,3.0,O,1.0,0.0,77.0,TFACJOLAYJTCHKVSIMOYFXFZIIUOXWNLHEEUKWGXXXFKC,United States of America,107221.0,xxrhwn
k,Georgia Gulf,3952703.0,,GA,Arlington,looxuwfamkcjguqoef,U,SJRMXLWRB,f,loo6032,790.0,Qtgauqyijnyncmfrryevbwlsbhtoluuloj,3.0,R,0.0,1.0,17.0,Udohccnidgmeuhakmueujnydiomaafagl,United States of America,102334.0,Otvrlfthral
G,Administaff,2411433.0,1-354-729-8373,MS,Topeka,hjmthlgxsoebt,M,ctzfjhsqfkrvpo,F,hjm6034,330.0,kqxlqifrlljqcxmmklucdpxwxabdmjnbrgxvlwmvnvplwmlbocqbrvujhrvdtpg,4.0,O,4.0,1.0,77.0,Qjpvjzwziwcadunhqkzqqxsxaikvuqqrnbbhmtfyelzpidxqmgqzjcftmckqeplprqcacomfmhq,United States of America,66231.0,ESYHMR
,IDT,2106015.0,1-485-506-8523,MI,Winnipeg,Vbexvtiowr,M,OOHCKQXUSOBBJTIEEMARJPSKW,m,Vbe6035,719.0,Zemfplggjzxwqyoovsghxkdawmfwzkxrtaaylomfcnvrjjterzlolvidiiddlwbtdgkd,2.0,R,2.0,9.0,98.0,GWLIKNYCIELJHLIBXAWQXUIQBACQKPXAETZDAMHJYARNIVGFGZNRIALVLLPELWO,Canada,206145.0,Jvxilakbyae
,Fastenal,2394201.0,1-764-681-3863,NH,St. Louis,CGKBWURAGUVOTCPYJQTPAUXIVS,S,Maedbgbaxipbb,,CGK6036,375.0,pouoddur,,O,2.0,9.0,97.0,Biquwzngwohkncy,United States of America,112290.0,yncegzu
,Molson Coors Brewing,1557270.0,1-237-293-5551,MI,San Diego,Lybykpjul,W,Sxubkcwfhkf,f,Lyb6037,444.0,Wnwmwrqbxnedusroforhgrodehwhjkhfrehcuhzwvmrjraxkazzrqyuvacrz,0.0,O,4.0,5.0,84.0,Bmahrdtvisutrdprzhtqyjltcftbjiwbximjebkdknufvmqcxdhqccvik,United States of America,240716.0,Lniktqqeja
K,Host Hotels & Resorts,781721.0,1-730-387-4831,AZ,Burlington,Inslovbnqjeja,M,DKCOBLIZXXWAQWEJQKXTKRKZ,M,Ins6038,679.0,Czogfprkjcyidhteojcpcfxlhgjmiobvdqukvzmqzvogbslrmftdwfowbvsgenqdyoiysvxasrwvw,1.0,O,4.0,3.0,65.0,Bpweedtowjfmfnzcvywxexgrvaxmjpeqnwibbnipyqlzuknxpbvasfvatuc,United States of America,140221.0,CLTAHG
,Sun Microsystems,178210.0,1-851-285-4289,ND,Sunnyvale,Lkjtfwzvjfdjqsawjptt,M,Emignepvc,f,Lkj6039,443.0,Eeelhwhyfsybzl,4.0,R,0.0,10.0,64.0,voghdskpdsp,United States of America,448438.0,Pzppsmnskug
,Beazer Homes USA,3095704.0,1-082-065-0348,DC,Toronto,Gwlomkakubrobrndlhkbb,S,dggbhtkhlewawkheaturyiqwo,M,Gwl6040,769.0,,1.0,,1.0,6.0,57.0,Vxypyzzlsycrpsnwzwmliikwmffhzisppvhldjrpqscevlzfdkuydsmekjrlaibgtyihkxaaqhduc,United States of America,349443.0,Ixybiw
,Sauer-Danfoss,275134.0,1-063-289-6623,UT,Biloxi,Ewimucntdxrdwokcfbjdjgf,M,Vrjuuiblsocfvg,m,Ewi6041,500.0,aaxtuwuwqjlojqbpggawbaaqfczizetaqxdaujayvisybhdjqdpkqegpwcddptyztkcrfl,4.0,O,5.0,9.0,45.0,haablajxbbpzpnfxkvjmoibtloeniictqdgxxkd,United States of America,401853.0,Pcxwkecly
c,Hill-Rom Holdings,1548310.0,1-194-259-6261,HI,Thousand Oaks,Xtpafjcpibnrtrbvvf,D,ZRZLMLDQSRLA,m,Xtp6042,757.0,bhhuvrzcujbupwwodomrfunsymfmccsyxwiueglxiwpilvppxajtnjefbjyvnjlpzkojvkcuqdmqkur,4.0,O,2.0,8.0,0.0,KEBMNKMLOSCGSWYSZEMEAUVLQFGHIQYHLSBMDNKYGPLWEZYUTNRNBPJLIIHSJELOPIFXHLUFQIHFMS,United States of America,394027.0,ibgkddhejuka
E,JetBlue Airways,3178615.0,1-516-907-8943,VT,Fairbanks,qpeyumkerk,M,bhevibhxqmimrbppvmul,,qpe6043,639.0,Pbioqwlrialnnnlmiursbgfwqiardqzrjusehvljjlwgcaxnhhfigvkkwmukdz,2.0,O,1.0,0.0,51.0,anietljkmjrigsgfkfoewyuzpuprgawkrullsduzqhopwzqgekrbdj,,195766.0,KBSSGR
,Country Financial Services,,1-988-608-9311,CT,Detroit,Hvhoudphmbzcixfq,M,Jwohbpqesmuklglrnui,,Hvh6044,763.0,oisrl,0.0,U,2.0,8.0,3.0,,Canada,410961.0,Ndxfxrksrcad
Q,Western Union,915763.0,1-051-413-2477,MS,Cincinnati,VOPGJGQGERGIKRTMXDXAKXHUZWU,M,Kmlsxngohgrvnogckgevskh,F,VOP6045,549.0,QLVOMQDNXADFSYBVNKMVXCOXPARTUAACSAIICRZCVEQLQVUKWUBAJXQJHYZJPGEDQCIMEXSMMVDNYW,1.0,O,5.0,3.0,32.0,Nvqafbayjgr,,272692.0,wtkfhcp
Z,Jo Ann Stores,592939.0,1-130-133-2232,ME,Huntington Beach,SLQVZMESLNXDBTUPJPBMOGEPUYF,S,Zlpbpifgsqkjqnzsdd,,SLQ6046,550.0,Vumpbyvwjsoyaabhwqiefepaysbardauqeodfnlsbuilncouyn,4.0,O,4.0,6.0,44.0,OOZDENKAWBHFZJKWDRTNNQGFSVDMEQPIUCHDNQHTOVRZEMJUDQPOOKQHFGLNLMHOFVZWRXDYUDQDEUJV,,245085.0,Bobgkbqg
E,Sara Lee,2608478.0,1-296-759-3814,NH,Tulsa,Uguinrwgjg,S,zktzdwkaadkhmzexpt,,Ugu6047,481.0,,0.0,O,1.0,8.0,28.0,Xswbaefytryfmhlkku,United States of America,,gdnthqjf
l,Hospira,1356607.0,,IN,Tempe,tkgmzrnilptehnc,M,VLDREYBCGHRWSBPJ,m,tkg6048,362.0,MTQMUPELRHJQRJP,5.0,O,2.0,,0.0,Lihqxdcdylkflqiugnidlcikiokvca,United States of America,60477.0,EVGSGW
,Pall,1703011.0,1-944-205-9178,AR,San Francisco,Ldjufqghkfmfbmcpcrqwbzrvb,M,Vklijifxrsqiii,,Ldj6049,420.0,Odvlboobdljfmesllundefbrrdnokyglsnbb,1.0,O,5.0,,3.0,hopswrwvksxolgmwfgdptzqmcttohuetblayxcviiwuacygjbcbg,United States of America,376795.0,fizmaltkhm
,BlueLinx Holdings,1185390.0,1-791-086-0720,FL,Shreveport,HZKDI,D,VTNCQYWY,,HZK6050,486.0,VBXSDFCBIUMDDXUFLGHCOQEHQPKIDIBMLUISELWLMZTAVHKHXTYQVFHUCIZ,3.0,O,2.0,10.0,76.0,Emdlvvzoiqhdokdaxwxhderoxhwvirgpenprfmqpjjhaxrptlhjo,United States of America,223055.0,AYBAWQWDXV
,Georgia Gulf,1883263.0,1-240-397-8658,AR,San Buenaventura,VCSQFISNYTFBHEHVBJXQYVASA,S,bhhlxjmezl,M,VCS6051,447.0,zqfkstesbxsniqrasvfikkbfutsnsexehmtciofjkemkykjndnfdccvwttlcf,0.0,R,4.0,8.0,82.0,Xefkbispmxv,United States of America,350030.0,Bjluqls
F,Berkshire Hathaway,372329.0,1-339-180-3401,FL,Independence,smftsytnhl,S,MGODVXNJEUW,,smf6052,849.0,Noqrygrflkzasiqiyvjzgnnmickuqohsesigkhnixhjbsifdm,0.0,R,2.0,7.0,99.0,cdvqmeytlctumcinewdovvznztmdowvscfkkntjnvspbprdyk,Canada,315596.0,VUADRTNZZK
,AGCO,1735129.0,1-370-230-9027,RI,Reno,Mqmfilt,S,OTPMHCRUCBKGRRWBTDEPXCPNFWWJEH,M,Mqm6053,422.0,,5.0,O,0.0,8.0,61.0,nbrufbuealkvpxvywlivrbwdtxbxyise,United States of America,141782.0,dwueg
,NSTAR,,1-927-622-7099,CO,Orange,jdllgsqdyhxzwbcs,,Qndugmptfpdzfcqypvbagbhx,,jdl6054,700.0,elbukluvik,5.0,O,0.0,2.0,90.0,owppncaqffkazoy,United States of America,131230.0,Yzpckqfw
U,Automatic Data Processing,,,MT,Overland Park,lvuahgnewyjicewizsnjwa,M,isopeqdoqvoglrei,,lvu6055,528.0,Tmrpqfwfalseuswlshlcteepcsqmruxevegobvrtcsw,3.0,O,3.0,1.0,86.0,Mqyavbjqxcvlwo,United States of America,5724.0,xgmqefuqbrec
b,Walt Disney,1999429.0,1-287-765-8025,ID,London,GBSVBOPZQCJE,U,Hwqisitnszyfiqwlrcr,m,GBS6056,828.0,ibpnchqcuctkmcpnlbdnczrqwdoqakgoshtujiduisdzptywfpsiakxiskpmxaswfghvhupjak,0.0,O,,5.0,3.0,Cdwttsrweixxkxtzjgmy,Canada,167902.0,Ccaroeb
,Lubrizol,2588132.0,1-693-538-0374,NY,Oshawa,Rputnjxtsgukwzabvqvhxmxhidvaki,M,Ktiagyshnlqvhcxhnxvglshslyobn,,Rpu6057,384.0,nzntawxtonbltgcdtd,4.0,O,3.0,4.0,26.0,PQXKEFIVMWBEIJEWQAWPOGXXUCQKWQYSEJTODMOFHWVCWRRFXHDSB,United States of America,286470.0,gcepfblkxm
E,Tiffany & Co,64045.0,1-580-274-1530,VA,Vallejo,GPKERNNFXOU,M,YDQQJYQDBVT,F,GPK6058,302.0,vbjlkaibuggupypwlbsaqtoltiapinfbkdllsrdvsltatuiefgxxmajadhsjqykuxosscooeg,0.0,O,2.0,10.0,9.0,Srysziuucqtcqsgquyxsgtmozihlkfsrdybvvwdjbnhwkofxsqfaqlsundfftkitahrqecfsctsppo,United States of America,120403.0,fivjkfupav
,Fidelity National Information,1616169.0,1-403-963-9738,OK,Charlotte,Ekdfmmpktjjjjcfqcdosd,U,WJSJOSXLNMNDBVEVISUO,,Ekd6059,464.0,Fplsiadldlnuaohkfmmldmmhgakvgjruwgmgguxodadrtlptezfkehvjudsur,2.0,O,2.0,10.0,8.0,Lnignqvlijbkgjqrlxjkltqbwnragjcehqqwbjveyxsxgyzwdyyfwyyuwgnkgrpeccbsj,United States of America,489998.0,Jvlnzm
w,Integrys Energy Group,325347.0,1-082-955-8294,ND,Raleigh,QTPYEDCGWTDWFO,U,Lxuawrzxzrcdthkrtwudd,,QTP6060,,yiqjonygdwbgqob,0.0,U,4.0,7.0,67.0,CZZPBVVBTANGVMRAYVBBZQBJAESNJG,Canada,25126.0,VNGMJ
,Affiliated Computer Services,,1-620-224-0373,Ontario,Ottawa,Gxtkgxuaieuklxpukcixcsssu,U,ETJAGRVHJMTTNTEVQOE,M,Gxt6061,830.0,xbkwqskrsfqaeajqefeqhzirzqqlrrcpvzs,5.0,O,4.0,,80.0,Pvxailtndiqjbrbmqibmvnskavljugbelxyvwy,United States of America,461559.0,TCEKVQN
,J.B. Hunt Transport Services,3375710.0,1-456-664-5682,OR,West Covina,xbbqxxhggslgmhjttn,W,Umvnul,m,xbb6062,466.0,,2.0,O,3.0,0.0,,Ikdubmqrckjlwfoqqtmvk,,365216.0,Vyxhs
,Lincoln Electric Holdings,1703699.0,1-662-461-5144,IA,Knoxville,IFIHZENLJNJZEDUPEZRIEXB,M,tdjkiivjoamwnubegogdfsxhiul,,IFI6063,705.0,nmoebpecqvehkbhzlrgdiacxdsstzwkfxwulcjlpeejaalqekhitvcotkuallsbphfhaalqw,2.0,O,4.0,8.0,35.0,Dcuhdbnry,United States of America,238345.0,Nootwbpbjel
,Owens Corning,3431209.0,1-928-340-3790,RI,Salinas,Ihuaaqrphhvmabynbjt,U,Caohbrklfgboftneuhbxwk,m,Ihu6064,360.0,Apkiomrqzmcephyhkhtybpvghojfvzqdcvoyqgxfhngp,4.0,R,1.0,3.0,93.0,Hxvzu,,154921.0,lmchu
l,Genuine Parts,1207935.0,1-401-065-8404,WY,Warwick,ZNTPJQARYGUPUZKTLOKFY,S,Ujctlp,,ZNT6065,765.0,JWAYLHLKRO,5.0,O,5.0,1.0,35.0,Byuvbsecivqmrn,United States of America,441342.0,Nocrlzuga
z,Hormel Foods,3569703.0,,NJ,Ann Arbor,WGIODWNHRKSYOLAULLFXKPJZVD,M,Qbxusyfljqxvqkwtoetttfbhcwcfpz,,WGI6066,753.0,,1.0,O,2.0,,96.0,OXFEYVKIVWDCNXKGAHSVRWDWZWMMWKVNUDPUMARXBYBUGTZVECZWOHJCPAYJK,United States of America,255147.0,plgaejowtdw
Q,SunTrust Banks,1416525.0,1-118-808-8460,CT,St. Louis,Jcqdtuoxzgaksiuwihtlijxv,S,Dohstfekpooussxlpjtaa,m,Jcq6067,641.0,vxmbenhfjfgnwofzrexpzatnsbzrn,3.0,O,0.0,0.0,66.0,Qgvgomginyqnpzuxadmmdkkvfygtfhyshuppzxdtpjnnxghtchxsofjbuoghesqqcgkovgeizbrh,United States of America,108538.0,Dszzrlo
Q,Church & Dwight,3682178.0,1-808-774-2504,OR,Overland Park,bguffj,M,Xpmbhgcvgnwyigj,F,bgu6068,376.0,Kkmsvpoefmmoliqthnrxgedurkareyqhqozsrmufpuwiyg,1.0,O,4.0,2.0,91.0,uoabbjxvvglrpfchbxwvvzyfdvnofopgwkwchtnzevqcypnghnvzvyziierooftswio,United States of America,333562.0,Cvvvrgtn
,Verso Paper,1317572.0,1-067-526-4224,UT,Hilo,Obcyfpeyi,M,Wcssx,,Obc6069,799.0,Cqxrvbsfxbrdwactdieeqlelobdvbgwkhqinejtiqnnxkijlrrkjaxglgifo,1.0,R,3.0,10.0,42.0,Jlebphbpseculeqtdxvmbihajkxbnmzozw,United States of America,365995.0,HALKYK
,Zimmer Holdings,1746403.0,1-493-333-1290,SD,Sunnyvale,PBCCNWM,S,Ifhhqc,M,PBC6070,610.0,Rfowgxyyzk,2.0,O,2.0,4.0,74.0,SDOLIHNEFPNTHHSQYLIYLGQULEOTXEQBWVHEAVOGACZEJPJCWUL,United States of America,461614.0,Ibcfvkgjetli
,Rockwood Holdings,3139127.0,1-678-618-6539,AL,Indianapolis,Ssvbly,W,Eehaisjugfjuxryefikqhsf,m,Ssv6071,596.0,Vdupfwouwtgjglpfjepomagqojmkeafjtaxocahnsglpzcmpaqopxecyehsbnac,3.0,O,1.0,9.0,11.0,QUSFJJASVDY,United States of America,355730.0,Kmoxjkaiu
,SAIC,2919397.0,1-682-240-3744,FL,Garland,glveauhcgjkpq,M,udsgrtvmfmwpgajtodetttaagrwssa,,glv6072,545.0,UQQXBKVJMGKPPAWWDQMNPLMNXUCJTLSTDWHHTRHKKZFOUEICXNFLQPMKBKZEFI,1.0,O,2.0,0.0,78.0,rqolyovrjnzlencveoelbdtuscsomobeuctohzzgqn,United States of America,402522.0,Sddrl
K,Spectrum Brands,1458129.0,1-758-729-3774,RI,Paterson,Gizaiiwwhht,,Eudrkuaxdgnqxvcqqzwcqlki,,Giz6073,833.0,Cbjlfnfuzrgvtbymwsiridhhdejorlbogdebxedcjwkx,4.0,O,2.0,2.0,26.0,Ahmzuoceapuxcmwbv,Canada,195841.0,Pcqtt
,Rock-Tenn,,1-706-273-2847,CT,St. Johns,gsaaltvdj,M,eulmsqpih,,gsa6074,591.0,Bcibkjnspiabfarkmddxtoyjrdvbmpacmfcqtnhlsrsnimjvzfcanjppnxerfnwwqua,3.0,U,3.0,3.0,82.0,mgstlhiknulchprvfiviefuilxmjmpkyr,United States of America,394243.0,Hnspvzivk
,Ball,3939119.0,1-577-213-3681,HI,Windsor,Jlesvpunqlwxyoplkqbwhlgawiplo,M,Tfektmwuqbzjqdxvfamk,f,Jle6075,723.0,FDAYNJDWMMTUWTIDSZYVSCSXJWFOCGVTELPQZBQIINIEQIK,3.0,O,1.0,8.0,40.0,Bykyisjgogkdiwfulsel,United States of America,489686.0,jclswf
H,NTK Holdings,363114.0,1-245-331-4931,NH,Carrollton,Xsbffwqjpyqsltqrr,M,NIVCCWMASHCW,,Xsb6076,668.0,rbwhbny,3.0,U,4.0,7.0,10.0,ZUKZVAWXIXA,United States of America,38775.0,eptkmqhdpv
p,Hewlett-Packard,711736.0,1-843-725-3211,WI,Beaumont,usgzgonumhnhbfcy,U,Tfanq,F,usg6077,717.0,RLEXMHAXSOIUZEQRRESTINGIDQMPMVLPDYOVQPKJMTSVHOKHQDUQTJAPMBNLNTBPAPOYFLDUAUBDAC,5.0,O,2.0,0.0,62.0,hygmglqpajnf,United States of America,296848.0,
