AgencyID,CreditRating,NumberCreditCards,NumberChildren,FirstName,MaritalStatus,LastName,MiddleInitial,Gender,AddressLine1,AddressLine2,PostalCode,City,State
PEI11693,423.0,9.0,4.0,ftpszhtwyddfpref,D,PEIIOEYNCDDMSKBQDEJW,F,,Yhiwghfqhrfptxlkaupseqswamdfvpipmctmrgvllvvqpsnsbmlv,Grwzedacxjcjzdicdmnoqfadjcincredijnbdtbbxibfufmojudi,Yxevhn,Escondido,OR
RBT11694,607.0,6.0,2.0,LTQEKHKLFGQUEEKLUGBHZUOQAGHSH,U,RBTNPGXNYUUYIVPIVV,,,Mwgmvkcgqltyvd,KGLVKPAHXKOPQGHHCYNTADXCQLVHUMQPMJXBUVTWHXJSINZKAITTRZCPK,ereqbtx,Vallejo,Alberta
Yka11695,606.0,7.0,1.0,UJMIUVSAVRVHMHEWTNFWGHVTPVSJ,D,Ykakquplmhqtqgsp,t,,mzlylvnmjdavszmcwclkbdjyjksmrayiw,TYAVXYLTRMTROYQLOXBSNISEBCTFZLAXTHGDZMCIDRRAKOGDOQBDOCJL,Hahbba,Santa Rosa,Prince Edward Island
WNT11696,594.0,6.0,3.0,Ubflbmhakslupfqo,M,WNTSCZXSGPLOVHYSZJTSFRET,,,jmsufcgsuzbkruilzvvhlgsehayblqplbwppnuhkwxvbluporpgucxaiehysbhrfxqompazp,QGINHHVVHPNYOOPWOXHXFCRTOF,hcerut,Corpus Christi,SC
ywr11697,357.0,0.0,5.0,Wlldjbisephyunjeyhsvlnzlmm,D,ywrrxbf,E,,Kvyqlqllprccegvoo,Hxsrvfwntamidzccgxiazborm,Cowzlf,Dayton,LA
Jbb11698,827.0,3.0,2.0,AGGOVTVWHRU,M,Jbbgalawii,,,WWFYJSOSCDCBFAGDNJSUTECVAQNWFRSUOQWUCTEWQFPUVMMXUTJXFAXWBLJKSXCV,pruauvkvwssijsycfhmw,Bxqjeyqcpjiw,St. Petersburg,AZ
AXF11700,457.0,2.0,,Ahfnusfjofqpkx,S,AXFDTOMDSCEXTAJFCFTFPANS,L,,INXSCZGILT,Clpzbylsmeqec,Pgnbslakx,Yellow Knife,WI
Lys11701,607.0,6.0,2.0,Bhxejnedghahotadeggrznokwd,D,Lysrcijul,,,ttjpzcibxzknrijuexhztxkhujcrbzasry,ujhzbqxbcqge,Sjituautbv,Mobile,LA
swu11702,373.0,8.0,4.0,dqgaootgsavfrrtotzfsyjh,M,swuyojqdixmhqwnyzducmbmg,Z,,icufrksxogkbojnduqxqldrrjvisxofuw,zlkrefntxvqgagwqmidwdddwybtsawynxbmybluiirecqxiooctfvgumgjtprmjxvfppskllsko,Krnlxqgvh,Omaha,VA
Zpg11703,675.0,9.0,3.0,Wqtqovajbcipjqqxtknudavuisans,U,Zpgetguso,,F,Bamgglydkykqpm,Rkstlbvuchicbuu,Xdromjnfftg,London,Manitoba
OAW11704,363.0,1.0,1.0,BGSVWLEGLVEFUOADSHMZCBZEM,D,OAWJLMMH,O,,Ohawlesdlepckfovkxcxyqzvlfwcjjqfeatarfs,tsrenliyfxdrzsaxykgxxwpxukspfd,Oqtnallelblv,Huntsville,NJ
Lfx11705,614.0,9.0,1.0,Maviygwocwd,U,Lfxjufypqpzn,,G,Kmmuna,JRBBFTTQPMGMDERVTEBOKPJUNGUDZIODLCGPJEOYOGLJIBNMP,BSPLCUEHFPK,Mesquite,HI
Yft11706,695.0,10.0,0.0,neireukqktr,W,Yftjelgexcbcddzvbmogad,,M,Stlywoxbfmhilemfyqnqchxovrbquewbcobomdychuvtnqatetganxdaxwylfdktrutdtvt,Lyomtgnqycizdtlgknldcejxudnkgtzattweasbwgbozriusxicxhmle,Vntnhuubt,Fairbanks,NY
Who11707,321.0,8.0,4.0,Uggrtznkwvzvessnwglspzbushsnd,M,Whogwrqsox,S,,Hpdsavspuf,IGBPJPOWIFJONEQQSLZCFNMMPOFPJQQZMGPCHDLTGNAXBOSNEVQRTEZWXLFCLKW,Zvcornlcgp,Warwick,TX
XWA11708,699.0,2.0,5.0,OVTWKXDMMMBKCZ,M,XWAICWIPUFSMRTGQGHNWFFATVZ,P,M,HLRDJNSIKGWBUUBOESUUZFODGSEWN,ZGQMKKIYQATUDHBVHFQJNPWNUGJLHCQHBILQAMIXE,Sclpxnpmiclu,Scottsdale,ME
RYC11709,818.0,4.0,2.0,Hgyicjwurbmhrgxqzpqtiegnrtbc,M,RYCTXTBJZSBGNLTGJTGZ,C,f,GINLFZQRGHDCPFMHCVNIGKAOPKSPCLGCRU,Lusqfuhfpghsodvoexdpehfoffvprrsmj,Hsxtbmjyrtx,Albuquerque,VT
zrz11710,427.0,3.0,5.0,BBORTYXAPTEWNVQHFX,M,zrzmg,Z,M,Cadeghefdriibsbsa,hmfyuxchc,pokoc,Kansas City,WY
Qvq11711,750.0,2.0,,blkolicmozus,W,Qvqvnxzovjvqlfqgfqqtitrn,,M,NUAQJZCDFYLIMAYBOXMPDBLYVJIMOWAO,apqkuixvexctvuyegrmbiwsuacmlziqanirz,Uljca,Jacksonville,MI
Iqy11712,,5.0,4.0,YTQQFKSMKC,D,Iqyziziil,W,,KTBONLJSXFLATXQDLWXYAVCFAUUVGBBTEGSJIETEIMLHGPMRWDSVWHMZYLXZWDEDHRTALXWMNXZMDBC,KJWNGJCXNLPZNFGRCUDXTYNCDFORKIEJPZOIVGFLGZRHUDKEUN,HYQGBQ,Missoula,UT
meq11713,780.0,9.0,,Oyxgxjjaxhmnoswfusibt,S,meqdnbzamtiwhfhfm,,,BFPECJYCWJTXNKVKUECFRXGPVECFOSDWZVEGTOMVPNIZPLKMUETIPHLZQ,BOCTMQGLUM,govbysnntupk,Waterbury,Prince Edward Island
Wda11714,639.0,5.0,3.0,Cptdqrqctsbxug,D,Wdafdldazlbqcpohixhxkrwlcz,,,Bnevkrjmckgszahqjuepj,XCRPTGJBSOYEBRCHRXAJCQRKCELVLDYOZGLHTXUETEWNBFXMBQPWJR,IMDKKSOMIENB,Orlando,MO
Khj11715,724.0,10.0,4.0,QDHVIUASNOURKRVQBTCNZQSQ,M,Khjddafdpoqhmldfcqdqpdngpl,H,,xkvsgteuvtgebfbkasaljrmuzhlmnoybbxozygrctqrmspziwr,boaclaakunmvxnypmxayynurozwkovybxemmik,Rhliqcqw,Toledo,KS
Hwu11716,448.0,2.0,0.0,KBETAIPSRXKTPWTDSLZKQL,M,Hwuxiacuatjhugyfjartk,,,OSEJEOWMMBBGELARRMTKNJOJMKCLPEDMVHXTFUDSRNEGKCKJWNSJIHPEMBG,PTOXWWMEHMQJQNGHTFQTMQWNWDSUPJHTTGVUXSRORKAGLKPZFIUJMAFFKADQQUJQXTGSUKQWC,FSCDNSS,Sterling Heights,RI
qpk11717,731.0,2.0,2.0,MDJCRN,U,qpkekoxcqhoockboxxrjefc,,F,xbeyroatnurldjodmibxprwiqm,Hroqhrpjyanqygchnbffceummpafphbsnqucnxab,YZLLQ,Baton Rouge,GA
Lxu11718,846.0,5.0,5.0,Esmskvmlofiqg,M,Lxueccrjhdzchlyeqnlgjowfpsooyb,Z,,icwogdotqgpmbktijzd,,Xofwwnkz,Grand Rapids,FL
BEJ11719,370.0,3.0,2.0,khubcmxvd,,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,k,,,,Gugfwmhve,Los Angeles,ME
Ilz11720,733.0,4.0,4.0,Bkjdwomgnipfadgl,M,Ilzob,f,,zpgogyakdyxxoqhwnnkligjhzcurqjwdbdcreuifybhloqbzh,FBAAJUQNLLAONPRXOSKDIPPCRNZBGVAVDARMBRKXKHORLEMSJTKECBUJGWRDZJEKOZYWLQWZW,Izjacpd,Fullerton,MN
TUM11721,545.0,7.0,0.0,Vrjnrisdaauumyqcrypkffz,M,TUMSNQMO,,,EERVBLYGNHMWDFBKTCMWROJTXNNIBZULQGNMYCFEUFKSKSZ,ABRVSFZXTQXBEGWQXGGXPIBZIJNDUZMMMIGINZYTRNOQGUJBOOWPNECBNDKEVNYVUAPHLVPXK,Srjfuixbkv,Rockford,SC
RJF11722,793.0,2.0,4.0,Ocnxvbhjoxkomjbqbqbtpjt,U,RJFCLWYFKQQAITVZWICMCFXFJS,,f,Buegftngqjftktduaotlngcvagurmmkmcctclxfkovdoabjp,Buvebmfyxgyvypoeisctcimapafefddwjuzilnyxbycadbzjagtpmf,Cxrdbasy,Lansing,KY
HNH11723,468.0,1.0,3.0,Wzrrvlcuzwt,U,HNHLDZXYQBX,,f,Sukuxhcqjjkugvodajzopgaqmsuralwidjzwvgjpbobinwdiimfguo,ctcpujo,Eklbk,Vallejo,SC
pll11724,843.0,6.0,,CQFPJIC,M,pllpkdihlzm,L,,PVEQLGQKSEPBYOXIPMLPBIAAGHMDF,LEPVDERCSPJVHBFRRURPGETCYDUHLIATZJCDZTMPBNYHOCCKJDBOQQDW,Oclezseob,Laredo,Nova Scotia
WWD11725,377.0,10.0,,kjkmevaboparyalvvxlnfnevakcul,S,WWDGUKYUT,,F,CMQOVVWGQR,Xtsqjaubqsznfaljhfzacpuwpnnmxhqjrqdsaenwcsikgmuefbwzrdffdadvfqxgwlxdvmbigvpxkg,Nqbqgtepxlaj,Dawson City,IA
BCL11726,846.0,5.0,5.0,zxpybiaukmxtx,W,BCLNBTXXACVDCBVY,P,,Azgvrgdoqnjmnbugedlkubkbjgcrgjur,jriawuktvvewctcnfgypnbtimeasesmnapeyoicrsobobwbljsaadfijmggtlrpddokpant,Xdaiarvskbj,Durham,NV
itk11727,508.0,,0.0,sxttpqveboqpcosqjqqskcjxlyb,M,itkkngsix,,F,cmvclsucztjnqadqdtyxidyiagqhobjduseaoxknpjphyvdmtpqoxeakovjkombpjmizntrckvjrkwcq,Bubceoiwclgbhkcwafepildpymjotevtxzdeb,Sqaeytkepdli,Cheyenne,FL
TRY11728,586.0,1.0,1.0,IDVGFKIZATSPYCXINUCC,M,TRYHPBJSWPLFTDYLX,q,,Putugzuewwlaisxacg,,Hmbglfxrztu,San Diego,British Columbia
asv11729,321.0,0.0,4.0,BLTRMJUAYVRJZNNMFCWKCYFD,M,asvtljaseahxf,y,,kfunqphklbxsjbrhlduukksisygyfgvhjucvjjyqlswwqsopjbwaxyeovcwlbrtbwytvbbanonx,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,Llowov,Colorado Springs,Saskatchewan
Ffa11730,681.0,6.0,0.0,Aqyiqvi,W,Ffauukhthuxgnxtbcrfuscnv,,,cgkwqfanduapwbnuavkpqlhozlttww,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,Mopcofad,Greensboro,AZ
ZKQ11731,387.0,10.0,4.0,Rgihiwsvllax,M,ZKQOKDNRQJTEFVLD,,,DLDJMHTVGEQOXMDPNVWRWY,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,,Great Falls,IA
mmu11732,845.0,4.0,4.0,EUEPIWJCDCPOJKN,S,mmuvrypz,,,Hrqzbmmsmnclwcstakysupkejfpmyuyfqnquyeheghnqurclwcoq,YLWZOEGJBTLYWFKXLAONKIDM,fcoaxp,Lewiston,NY
Iho11733,691.0,7.0,4.0,Wccekpfsbhaldkpoemjscesib,M,Ihopnkoefezymm,N,m,WKUDBUBODJTTNMCAETGREKYRH,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,rvsdpgiswz,Victoria,AZ
pxg11734,420.0,3.0,,GXEJOEANQO,M,pxgikurgvsnphpwkiayvns,,,evysfitsemrnjgohiohijogfgnxzzuxjxfxsrjvtxekvhfemynbxaf,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,qmrvjgtdl,San Francisco,ID
Gwr11735,625.0,1.0,3.0,mkjeb,U,Gwretmhrkplnht,,,ialfomzhapewfvysgrkuxyhbpoeclmwipgqxbvnstsqvcrqwurmrpaysdkqzunldkaqcabmjblr,,Mtfhmm,Huntington,VA
XVU11736,599.0,1.0,1.0,Cwgthyibnkqraeamnbnrwjurffsrw,M,XVULEG,,M,,MACPKA,Mmrevapjlob,Frederick,TX
Kbh11737,526.0,10.0,0.0,IYSQHUZCXFKWUQEDM,W,Kbhgthmwfxjfxpitiss,,M,Btolsmhnidxndenvyjcftdhmvwdbhtw,Pqmycnikcpwqnfwzzevexxkixbqlbipqinlioxzrmarsmcudvwaspbwpqdfcrwnwdmxcrpqakplsg,bymzjdm,Burlington,DC
Yvf11738,691.0,3.0,5.0,Wmswulnjsrmzcf,M,Yvfhrctwifspxgcwmg,,m,cqjyzpssbyttdmtdqdgghkrdreip,Kbjxcoukrxctjrsfgntbvhjdyqrpwbnsyfmdkpvovezalgrmmmhsykqtelkjrxfdywkhwi,Fpolqpmix,Irvine,AL
FAI11739,,2.0,0.0,Zcbwmsqred,U,FAISHNAJQHDMCIRHMPHCR,,M,EDFQTZUNLGOUTZDHVJRCDLAKUBRLTLYJEAPJICYGHPIOBMLDAGULQVFGPUFGUGWB,OXEZDANUILXRBXBBBPATOVX,vgwbytwi,London,OR
PYX11740,544.0,,2.0,PAXACVYVZHWHZLNLMWN,D,PYXUE,R,,Sqvguxmpwgtasuwhftgpulillxwmgalqablcxbjfosueepsyndbbhaqnclitjd,Mpglkkcbexyzvhqfluzocbjbesswkthgdcuefnqwuphyzsdintswwrflyjenamcfhmtgiuvpkmanvn,FEDYK,Fresno,HI
BLL11741,664.0,8.0,4.0,Wwvmntguryrgoablbycxewfcvpi,U,BLLKSMZWTZFURIIYWXPW,B,m,Ggrbietdnchadzjidbloalywnjjkxioakqnyjntyaabubozyemubdoutinfljbbutqwfqf,wkerbzsmrsobhxituxstqmocjkhfmlhnwz,Czbvtzosve,Montreal,Newfoundland
MBN11742,,6.0,0.0,YNPJZNARNRLMNV,M,MBNTFEGDHALGWFPACBCHXH,b,F,Wuuspdpdzrpcdfecsniypmisrqhgdkyfcwwoudwzpdaxxphikxmzb,XBCPPIXXBUOWPQZGEMIC,EXARTZFKFS,Providence,New Brunswick
Ika11743,,1.0,5.0,Wgqaamrtagkzwocchffoflkalpb,M,Ikazaimxyijvcrx,,,Vzjdcuxfqxgigfpuralbettxayiolyxcmztdwjjozuflldkbaypopwowxkbjmtjnmjwwdkqggwja,Bdquizerivmbdopylg,Sfxfjdjh,Ontario,ID
Sze11744,518.0,5.0,4.0,Lvbsaghvzxiryygvwfyl,S,Szegb,B,,Uqehaivjhrcvzdycskhlaaphkfxxxthaotxvfqbaerybko,ZAMHE,ZQUHYFEDUTPU,Riverside,WI
KTX11745,,2.0,0.0,gdltk,M,KTXHWQPBUJAGUFQPBEOUBRBFPUJD,,M,pedofoigdmgqmrjqahzipwgdyrcseppxfjntouizmqhqaxwqxfduytnmsh,vqejieogugecfdaxsanbawneoitouwivwwx,VVHKXE,Simi Valley,IN
blo11746,364.0,1.0,2.0,Hujensnbrrsorvigkwugamev,D,bloqtqwcqlixlljeizvno,,,Xwtqglblvvdsmznaarpduevcnigfhmdngwtpgufddoqztkebippohk,ufgmvmhczcpbliqyedcsiesuplgvpxtwectntiqxrwbtgcdsioqulopfxuiqpjkuwpmjhtwqb,NFDLLYQCMNVX,Fullerton,MN
dfh11747,714.0,5.0,,Koxhedgbppdxmhtfp,S,dfhqmbdbaw,,,Fitjzoxpohkmwppivzvttxnqzjihnitalekxhstvwlbcsfnkrctriekvarzpwjybatufqjybxoo,Ykbqrigj,Rdhmgkc,Rapid City,British Columbia
Xnw11748,824.0,5.0,5.0,hxkrcetjsqmybdmuckavoqzsepxevk,S,Xnwlpxyttuxolkoevmc,,f,botpihiylarrtgpkzioshggqunefqxmqghpbddmlilucs,Xyjfrlccbbwjapcledkpikeohigmhrmluvuefgfjfmnwbhjsmmyajobpfghv,Vklaivpkmemk,Irvine,NJ
Gch11749,403.0,10.0,1.0,bejjubxcmnmsnnzalhbrmvcd,S,Gchuzxufnlfvcidiaihpm,,f,CNGXGFBUMPMNWRTLHQVVIKEXNZSVPH,,Llpskxxlcxft,Elizabeth,NM
kpg11750,793.0,7.0,4.0,Sjeba,M,kpgpqamijf,Y,,Acqtqjnuihxceboovjauctcudshkiqavhqurbw,Ljbcmrsfopkjvnuuqyik,UKLKRSJSDUOI,Charlotte,OK
msb11751,546.0,3.0,,Spiprqtpddvyapofqovjtoo,,msbsmqjblhhkypa,E,F,taccjhxobsghmunuynaobqhdliyhuejeifmk,YQBOLUHPZXBGWXNLKXUSCNLLWITTUXZXFXSAKEELBMXYHSDQYWXTNHYTITLDPB,Tmxbkubd,Cincinnati,CO
Hnp11752,308.0,0.0,5.0,ZLJHCXEJ,M,Hnpsmrezgzmlp,d,,BJABXFDJUTGNVBUXSDEGNCRHMICWXGFLQYUVWDBQVUMAYVNSMQLABDQUWEJGKWBEVVQY,RUNJKMPJXWJRDDLNORWJPIALBXTFLOLWTLXHUJEOM,,West Covina,TX
QGK11753,570.0,8.0,1.0,Vtclnuulfvdphrdisbcu,M,QGKFGUOKTIOZ,i,m,,Losdbcqaf,Eobwmjo,Lowell,TX
Uej11754,796.0,6.0,0.0,Vuuasytqdbflsj,M,Uejxngcjbxf,,m,MNQESWGHPLBLIVPVMJOULRVEJNHINOKSLRV,faewbfvembowalxmiwnilwcceqibpmcxkdfolkaztbadh,gyctkpkdfdwq,Mount Pearl,IA
bav11755,376.0,7.0,5.0,Rjfhnbqrmuarojz,,bavqxetufaelzrkhywq,,,Xaqutmdwujewadryfpaohxzxitgrsybureiieobhxdvzdtzrdfebmebwmxeazueqmlqifwuvzyhhtykr,UIYQAWXKLRIWNOMSEORVUKMICXBLTUCWEDEXFDAHVIMPEQSAUJ,BBPFOJQC,Tallahassee,CT
Yuo11756,430.0,10.0,4.0,Lrwajzbkmzw,W,Yuoojalu,,,AWEXCSZMJDQNCKYKSOPPYABJNYGRRSZDCFDDSJMDTYGWGVMOIELTALB,EMGTQUVVHKC,hhjiyfqammhv,Grand Prairie,OH
YPX11757,419.0,10.0,4.0,buyjwllsyknpcnmydk,U,YPXWKDKDVD,W,F,hwruykznkyvgnqmelsyllspbohxwyfcsdyurgivnbttiwh,Hakwudzfrjkkkkan,IZLTGPAUHWU,Amarillo,RI
Xae11758,401.0,2.0,0.0,agmkrpzmjavgsscwccbosojissj,S,Xaeizuufsccamtnl,,,Ajuwfawojbxsyofpuqeexgtaonvjhwnrxwhxkddhsfgvbowuwcpuztvnneochxsdqckotoapjttkv,CWMTICAJMXOREPQVMZMGVPOMXQOXDGFTJEHUWEZJOFVFUHXPTZOUBKJKOKA,,Durham,IL
Vbs11759,546.0,6.0,2.0,KIDEIXYVNAQQFQKUWOPH,S,Vbsecrxumbyzodtpbst,F,M,YORUXUZIIOYUOPVMHDLNBZFZO,VFTGXBILMUVQEKJKLXEFUZVGUUD,Qnihppb,Philadelphia,CO
CUE11760,415.0,7.0,1.0,CZOVBFNPKADZRTEVLAG,M,CUEAWFPVJJYFOZOUUZTLA,n,,Xqkjunahpofrcalmfxycuezswqtixhhudkwukipk,bazffbfcvaqgtlrcmsgwipyotxeuiisyqoadxpfbbsfatnpriyahlbnceer,EJOQXMEU,Warren,MA
qmp11761,551.0,6.0,4.0,gkndjqugsmfgd,M,qmptrgqeyvmluvjz,b,,Duulufjjevig,ttxpnxgnxfewcotkatlsfeqysnrwtokklshrwmhqbcmmrlodbyvthfqughfluwrdcmaezeffwme,Xpqjrzaob,Chesapeake,HI
OES11762,523.0,5.0,1.0,bwfmnhdcegwoavbbpzgxbdgtbwrio,U,OESUYWFJEKHBGXYJJT,,F,Ynkxr,Edzfgkwnacobvyovdaaxfmntzllqdrevgbrxvcvydzvflcezqjurbkcivyvsv,jwmwaaomkci,New Haven,ID
Mzo11763,,9.0,5.0,Pbfivj,M,Mzokdxvhzrvdsimrwiizaqflxjcod,T,,SLKCHGRNSCHNWJTHHGIFVSMGTWJFDXERACBZAPVPAUGWJXANZFMRGXGYOFXAU,,Wjlvecvmkuzq,Vallejo,VA
Wxt11764,638.0,5.0,5.0,Vobhdnjppndvxqkshxrqapn,S,Wxtkasembzfkquecztchcbcssdfqn,,,AAEVGCJBTLMOWXIVBLAUVZUPSEFNOLZOUHJPLZOLRAYKCNHHMUPRTLZGTVWCQLEZWVPJSNEDHW,Fqcrtdqfupdpbd,Ozpzuq,Nashua,NY
Bts11765,366.0,8.0,0.0,Vkedzbc,S,Btsadoipmnsdxtbhdwdmubtjx,,,EDYESDPMZZAHMEFKZFD,Fkurvozolpthnbrpefvonuxbmzbyokagrgsosrtafbsourfmjsxhpjxxnndfhskehkcmmjyopngfnmsq,PFBMJWHV,Sherbrooke,Manitoba
Fhk11766,311.0,8.0,4.0,epekgijcifdxlzyp,U,Fhkttwlak,,M,Peyeuixbleutixpscwxbwwtrkuxvwgqjrnlhdwhngzlfiucrtebggjbaeyutkxqttqmlvwdmqmbt,WKQGXUFUU,hoyftvoa,Rancho Cucamonga,HI
Sua11767,762.0,4.0,3.0,tebaeqrredhpfbqfstxvhiyvh,W,Suaseenvfyqjnxaneinsmwnn,v,,Oforvlwiqakivuohnovgukrmaanvryvuaa,Oaxerhdkqsxwwefmxpguhprkhqwcefowcoijcawemgiu,mtphqhav,Thousand Oaks,LA
dyx11768,509.0,2.0,3.0,acwfvxvrelx,W,dyxjsspf,,,eltrgmewvttakuxgsqbfjbcqdfyaqopskkoigydmwmmgacimuhdpox,Omkyxfkrtowiosudvebsrdiiunowngfditlttqzbtfcemucjlkdvdsllgtvblvaweub,zkxacs,Henderson,Newfoundland
HUA11769,712.0,10.0,0.0,mxotgeesvxomnkecazphzt,M,HUADRMR,,,wcykdyusxzergtxsqtiwpofnituthzrfpvabeqgktvkvyghnemdqv,QYCDCXRCXOJARSYTHY,Imnxma,Ottawa,Ontario
Wfe11770,431.0,,1.0,Wufotdnkb,S,Wfeqjchy,Y,,SZOTFHLWPRJJVCJWGDYNWBNRFHUORCOSWRVQKFEPHMHQMCTBHMPLTGKVHFZISGPPOIBMZHX,Ehhxedxtnjqdgkxsslhkcbpjbzerrampwcptsdswtwgagcthganrojtaoctaxpymanmxwkokdfflm,UNCQCKGO,Tallahassee,OH
KRN11771,316.0,5.0,2.0,tqrsxaxsxjhyzwzgmstxrp,M,KRNEAUTTHVAYQRXLQJERJTJJHQT,i,F,voxzsncaotwzxskhywiwatmydoiubvxgutldvktqlfrdfqygq,Kajwdbyxpcbnotgmvvgfithwesyi,OOMVRSYBQNLX,Pembroke Pines,FL
ofi11772,,1.0,4.0,PFFXOZBDJIUCSSPHDTUFJF,M,ofidw,,,gdhuippdhpoiwxhaww,Gpazgedpjgeevxrmqwmueloonpuiheubaduj,Wpcmivs,Irving,TX
Xnr11773,412.0,0.0,2.0,XYZXRGZONS,M,Xnrloiadpjcltbljlxwgwfxk,,,Uxsvuttimmzjptmxxzjsluk,Mpvrlcsdbenfel,Dgiohbhdbfdn,Hayward,IA
Opf11774,,4.0,0.0,Yyuyaiamddddtvqqqcgswwowfxc,U,Opfqg,f,,Gvfhljblgcfwkybmmfbsawhnlmxvsmqubqus,Aslptvkjplsuhlbrlvpgdyvfmnaaqdijlnhwvpxetkhqsnnwnuxhasniydfgqstjxauiijlsavdbha,zjnrzmlj,Spokane,KY
Yyq11775,,6.0,,VNNQBRGA,M,Yyqathqnzebrdjalsnpmfvjcekayss,,m,Upkgpfnzowzxxnkcyinixhcppsivksjsbnzpganfzrrwoolygd,Qaltcooktkbqnnfdbdhniufvbsugfkyssjfzffxfcyazflfyshpz,Shqrdlnh,Windsor,CO
PRT11776,814.0,6.0,4.0,Vwohkdooahihxczidomsfbsed,U,PRTQDVQGOTDSYREIQUVGUF,,F,Sdvejmvuogsffqjqyyadwtoexkahccqlho,,CWJYVXH,London,TN
Fks11777,465.0,7.0,1.0,Udpfcivirrtrwnl,M,Fksavtwfzvbdrzjs,d,,YYBKCOGMZCLSFCLQDAKUKLOFTZZPBAHNCURXEAM,vtipamxuon,gfenenr,Modesto,MN
pvw11778,682.0,1.0,0.0,qeyzo,,pvwteb,,,Kkiiqtwhrnauqxiatzcvictgwxaylbvukwicfybhhlxgcwzrshtu,Yhqtzlvhxriemfkhwcqbwdgkytktkulkdzhoknzpiusodrpjfutplq,Wkegkdhurkl,Hialeah,ND
nep11779,687.0,3.0,5.0,GKYYQQX,M,nepdvmjjjuvmwbzlcdyuja,,M,UFPDSUTGKOIPXM,Ssdheubzijqmlpilvcqelzsicswvoztvuhdotpgvqhwhuindxkgpdhwmqkctzau,qmsfauhaqw,Greensboro,GA
Krw11780,305.0,2.0,1.0,jsmzbkfawplbycw,M,Krwpsmxmytjqywevzzblfchhx,,f,CIZBXPGPYNDUVXOQZOIODZEVKWDRHDPCQWAZBI,Cevjimofcvcfllaptfxxpakjifiacybfivlqploqrbcldedbxwgzmqolctxkofipp,Mtfkvgxvhglh,Richmond,UT
Veg11781,737.0,1.0,4.0,Dnbcnkgmqdlksakflpoua,M,Vegixpxevfmqchrpzoqanifnygeq,W,,Epzbwhuskwttowwzzipfgubfrpclqvzdarvdwujdmgrecmcpnskzmqmlvuemck,,IRNMSUSC,Garland,MO
Fub11782,789.0,8.0,4.0,BNSOIELNSU,U,Fubhxxqsgevapgapzovlrqqfi,,,HJEJCHOPCLOHLJBFJNBYSAXTWHUJNJSIFHQHVCTBGDANXEBHZUG,blkqohlvwlxksxmkveaqczpvywkanqxplmvpwxauybijcqrmhyuebcsdllzi,,Independence,Prince Edward Island
jvv11783,805.0,3.0,3.0,Rliuelgaexnbsccmmssqltd,M,jvvpcdttkcy,k,f,crwgtrnkmf,UGAWWEMQYDXSIZOJQGOBFSXWZCCFG,iwjlhzkfy,Biloxi,RI
RGN11784,518.0,1.0,5.0,coqwy,S,RGNOBIPU,T,m,bfjdmymbdpvbwllggzlukfzxotxwefoea,Lphuahacyawksoqicvlnuluqcdt,Nmrsuasasfb,Sterling Heights,OR
WVH11785,777.0,6.0,1.0,IIEHLIOOTNQKQKXGWJCQNMWI,U,WVHVLVGJLLDGKBSNGEWMZRM,,,KWMMAENVJUIDYXANJZTQQENK,bazzcowksbpbueggwjfyymprfnblvxgbtfbnbsmktkaspsvyiojxreetpxnkkdsuuh,DWTBQFM,Scottsdale,KY
iju11786,364.0,5.0,5.0,Zkfend,S,ijuvwmsomibdtngxwqxi,I,,ttacjeffjmniuorduedfsscodziwsvifiwar,Pjlhnmrnpkmhywreatbhzq,Qhsobcmvnnbi,Orange,IN
ifo11787,334.0,4.0,2.0,FXGRDAVNRFOVCOCPMNUUUTGQXLX,M,ifomkbifc,Q,,Heihkxrsvgrguntgycfgjisvrcqebjmtwrcag,WBABPQRTSPWUDIIGFRSWXUPHSHUQUJBRGK,jmtesubft,Erie,VA
pbl11788,321.0,0.0,5.0,HLFMSABBPKQQKRUDPTXRJU,,pblgqexqszjgyasgas,,,,Imwpgmdxvxgvsrswbyypsdpvkyjnjkbnkze,Gfehgwwomkff,Reno,AR
Ztr11789,612.0,3.0,0.0,Ftqlbcvxlgvk,M,Ztrisvrvotxefn,F,,atfnpmuqbnskbmjdbmermwxfppklwhgbuvtvtalwdpqjvponflwopxoxrlgbq,Pglwhjpebjnzldvtkblkvzqzyoondcqagccaojurvgxnkcazwdonduizif,qyvfd,Victoria,Prince Edward Island
Exc11790,608.0,10.0,1.0,Vejeicpmwkpekafvetvwlf,W,Excjelejpzswccjwbbyy,t,,TSJICREVNAABIUOTFNQAWUFPOKOQEGJSLFXPRWRCLBTQYXLWJNRVEHFUTKXFFTOIELBFSBE,wlwkcqbqzidjowjmxcp,UTQLRIEGB,Frederick,Alberta
