gndr,frstnm,pstlcd,nmbrchldrn,nmbrcrs,wnrrntflg,phn,mddlntl,ncm,ddrssln1,ct,ntwrth,mplr,stt,gncd,crdtrtng,cntr,lstnm,nmbrcrdtcrds,mrtlstts,g,ddrssln2
,JMVMARMOVVBXSXTDCUEKX,IFJUNDEWF,2.0,3.0,R,1-227-944-0589,f,281155.0,Zchglkkwgvjgivzmhjzpwucxmwywixbmfujwjyuuqrfskxcsyxkxvgnawjcchmifvabmzrsai,Baltimore,,Phoenix,UT,Uck14313,784.0,Canada,Uckpipvzijkfgsdvbr,2.0,D,91.0,Rklogy
M,gntpwoncljzl,TVHHEEMOVIRX,0.0,5.0,O,1-144-228-8381,,239023.0,BAIEQRCUGPMERGBSBCUXTWTAERQQUFTKPSYWBNCQ,London,272940.0,Allstate,DE,KXE14314,627.0,United States of America,KXEKO,9.0,M,40.0,xghclbvdybjkzkmvfgwpdu
m,Ngtccbomwrlmfgjezpw,swvuhmnctpeo,3.0,3.0,O,1-713-961-8769,M,220595.0,Vsxjfgrbmuxpcvncobofaswlcmohvd,Dallas,,McClatchy,ID,bcy14315,482.0,United States of America,bcyngjukvgapzmsyyqgtfdayhr,7.0,,31.0,Czyfnnluwqhqmtivnhipureoodolorauerrneeapsrhjndn
f,CCKEXKWEMWXVGMDLVGPTKLQB,jkebxjl,3.0,2.0,R,1-626-942-8519,,49702.0,Qmwwinsortkzcwqiowdcvjggpynd,Rapid City,473652.0,Helix Energy Solutions Group,British Columbia,OZS14316,415.0,United States of America,OZSPSAZSVXKNDSPQPYDRLFDKU,6.0,M,8.0,Sphbwzpwzljflrudnfivympmodvvbm
,uizvvdmtsmvzcvvnqakkpl,Wureizygtxh,2.0,0.0,O,1-286-351-3076,,23367.0,RWBIUPAGANJLRHVTTRLXWYUWOMTGOVEM,Peoria,2382860.0,Scholastic,CA,Ipr14317,708.0,United States of America,Iprsrgyi,5.0,M,50.0,OMMREKDDNDJAJIBAWFTNLGQQXTCBGVKCEVQGJ
,Cnnjqsnqzcp,Pagcgtomy,3.0,2.0,R,,a,399303.0,Ojclvubzbqucwzwqmru,Frederick,2025087.0,MGM Mirage,Alberta,mfs14318,568.0,United States of America,mfsrqdvwzolkpesrgyafiq,3.0,M,43.0,Xudmrpphglvcymygzxvelvnoukdpxfoxmx
,hedpuzwhis,,2.0,5.0,O,1-584-090-9521,,47756.0,Dufqmhljevfxsvgsnfchpymqwh,Nashua,3435641.0,USG,SD,Npm14319,501.0,United States of America,Npmuu,,W,9.0,OOWYOFOCPHCXQEKOYHNISQZBTEOUCBRNVHTMQCOUIOZXK
,dzmrcxt,Eqqgesewogx,,1.0,O,1-018-009-6742,Q,231626.0,NDYCXOC,St. Catharines,3921893.0,Cablevision Systems,HI,Erb14320,656.0,United States of America,Erbbgvkazwf,8.0,M,75.0,Eristnpbkirzfzpbvliqmoruy
M,Vuxryyepnyjqwuxawvpzfrttgfk,Shwejqcjqrh,4.0,2.0,O,1-061-724-0731,R,53642.0,Rnitgqbckvbmacapggnqlpspmhhbamepvbnigjbm,Plano,23463.0,Protective Life,Saskatchewan,now14321,813.0,United States of America,nowevgkkfxpmkhzijfzijewmd,1.0,,85.0,yqernxamrqymtenqhmosjnaijlefrntewjohdgfbsjsfopnibigaiuxwvryat
,Wgfrgypku,IVAIJEMBKL,0.0,2.0,O,1-022-106-1148,,51067.0,JSGNSNZBERNSMZNOEMQSLIFSPRGIDKCSVAEEJTJWMVUXKMARCRNPCKHPHKOOMDTZEPWJ,El Paso,3400991.0,Assurant,NM,Koc14322,388.0,United States of America,Koctfiwlpgfqtvyksjdhbmdkxfkl,2.0,U,44.0,fxiifsg
F,shqrqqmqbwfhrzhr,Lvlbxcve,1.0,5.0,O,1-172-025-6457,,,MCJUIHUYNFBWKCGKJJTPCEBZGDCKKP,Modesto,2045175.0,United Services Automobile,AK,VCT14323,834.0,Canada,VCTHLENGSMVNKXHCKPGDMIBJSHEQT,8.0,M,66.0,Kxbuxvwjcdcsghyjkixwjwlrlffqkblgivigqbtthrrrxjsrnndblmqdphnqmsmojmwgfjnwg
,AKSHJPSZRLRDUTXWGRT,Kpizupb,1.0,4.0,O,1-721-807-1477,S,482621.0,pliaqwunlblhjcegyxnbmrulrzevoygfacxvrtkkfoawrbkvpnzrsrvrqothsmutvs,Salem,1501916.0,Select Medical Holdings,VA,ATH14324,504.0,United States of America,ATHJYOVUSO,,S,43.0,iwuozzhnlypmhrlgtvlcaolxmzgnsbynydocflwpsmnczibwhrtcknkqqtskpxar
,Xfspavtvxylv,Jbanhfhyoaa,3.0,3.0,,1-759-544-7200,P,75916.0,wibtfmmtlvwkrstqaowcgofsuppfhfmxoklsroapvowkmiabwdemkklqxaqblawrovpcmpornswvew,Victoria,1225797.0,Quiksilver,IA,Wzi14325,727.0,United States of America,Wzizrldxpfllqecqkrakzkpktbff,7.0,M,22.0,VPVKRXGZAEWVSVUVEDVGBMCHFDMVQGLVXKVMDVJIMOWZR
F,CYNQQ,MMJQJ,,1.0,O,1-761-036-9479,,360863.0,eniwhcawlpmuexugsmcolhlknqdfmwfoysvywghasbysbnfpkqmisdbetxwrm,Fairbanks,75912.0,NuStar Energy,WA,Ytf14326,544.0,United States of America,Ytfdgoxzyetqpqagxs,10.0,M,,RCSCIFKTPDSTISVGIPUBJNHORNTAZBRCMFWSMMSUJBLNBKNCJ
,rdsignfir,Cbyfjoljiqin,4.0,4.0,O,1-921-064-4300,v,99177.0,Dlwoslxmfxrlvwkikzfifhnmmctccxoihfilniuxcmcnmfpptxepxgrlcfe,New Orleans,2377185.0,SAIC,VA,erq14327,783.0,United States of America,erqogngd,10.0,D,82.0,kcuarazshlpnjieaqakmogrnhbwadahvvgarmgrqdwosovxtslbizypvziwuihxrhdt
m,fyrusrmsjzpwyktbsxuhfyosvljuqa,Mvzogol,5.0,5.0,O,1-793-190-6995,,30780.0,PUNFJ,Seattle,48862.0,Tiffany & Co,NJ,Tzz14328,422.0,United States of America,Tzzinouvwgrtmrobddjnjgw,6.0,U,36.0,Ifwexhoegellsvryzojqzhejitzxxiislhuuqnokmz
f,Ckaadvxjenfvtxggeokemlprpaa,sbhnh,0.0,,R,1-480-035-4741,w,434785.0,nttkoueov,San Jose,1829664.0,Southwest Airlines,MO,NSD14329,673.0,Canada,NSDWECVQE,8.0,M,57.0,Hsvuokbkqptmzixonwpjoxwljhipgasjnplwsjsfshaeewyzbpiucmfuzoiydnbicbqspmrd
M,Xwcbghnuwkksljfqpqautvmasmah,Stgcqurnzhz,3.0,3.0,R,,,404943.0,Bsdujeoaqfaskmtduqxojbtnilvpmgwxdgurrdquwqflu,Carrollton,1073646.0,Masco,WI,Qmd14330,317.0,United States of America,Qmdqjjdcynpexwmbdlsirrioaqqfkf,6.0,U,29.0,xxdvsoefkv
,Cafwojmeenaqjenbcfmnypvqzec,Uogut,4.0,2.0,O,1-845-141-4063,K,116366.0,Afqemsscdgzrrukthhgdfmpoxzyvjkmxyrmutzuxa,Colorado Springs,1723913.0,Exide Technologies,AR,cti14331,313.0,United States of America,ctiqhwyv,,S,41.0,Jwfpmaomgepuzkbkqcwtiszrlvgaesaeyzfkgxmofhgudiryecokqesdbrdyxocg
,Mhhebmqfwyysypkhmeqhzyfkxxmr,nmvangfqf,1.0,5.0,R,1-363-990-6212,e,267173.0,sttpvlsdxxhywnrygtlortgmepwfszvjhwclzh,Reno,1063839.0,Harman International Ind.,RI,uvb14332,344.0,United States of America,uvbzbrjkkgx,8.0,M,31.0,yizugxvuqrnstitpltw
,fzcjzfvmsbzoxkeu,Cvwjlfijnqoi,1.0,5.0,O,1-905-625-0625,,322445.0,dinvlfjgdsdyiijef,Des Moines,1070991.0,Brown Shoe,MI,qqj14333,488.0,United States of America,qqjobeciyrqcqq,3.0,M,72.0,NOIIUIFGZIURHNTPUFJSUPNYCIXQJBIOAWPKMOELLBTIXIDBNWFIQUEMIRVYRFIOCO
f,Rtljkubntbstihgyknzyiekxjrpa,aozfxaajoejj,4.0,3.0,O,1-668-755-4784,,319200.0,,El Paso,,Brunswick,KS,mhh14334,651.0,Canada,mhhsiqfbjarmngjg,0.0,M,65.0,Oxkkkj
m,Tgkqvwbbgghylpt,Hxhawt,5.0,3.0,O,1-445-639-4001,L,277469.0,Eoudntomjhusoomtonuhkigbgigibijivjfufcysemhkaaihclafxtyfjnpdgad,Pittsburgh,,Eagle Rock Energy Partners,TN,zbk14335,514.0,United States of America,zbkggxaayqanfchswffyljgrs,2.0,M,16.0,cdzlqbie
,nxupkfqlmyceidhasjfcvdcrjz,Ycdnf,0.0,5.0,R,1-144-686-5831,Q,462515.0,ZKSFSGLPYSHISOYMYVYCZBIGLGOILDAZJTXKRWITKLOEMHKUTYTJJMRWXEYDIOD,Mesa,351485.0,NBTY,MD,jcj14336,310.0,United States of America,jcjcponwrrazz,5.0,S,32.0,DJDQPSAAIQZFROXDPORMXJRAIDXRMWZTFRVQ
M,Zlqgkudxsrctfzeldlfhtdypoxvwhd,Tjdpaybhd,0.0,3.0,O,1-880-624-0318,n,,baaadx,Lubbock,2510378.0,Paccar,KS,erb14337,584.0,United States of America,erblxbbedaigwlnjsjdvrklxmgp,7.0,M,39.0,rnwmgbjyqgizuielzzenpkuirexqcqzxmmgiosisgljyrffmdzlgxqmjxqxmbmwbtgtxpluscsquulda
,vckhjpoekoiddudehmaeffbv,Ekthoxbbcsx,2.0,,O,1-817-633-1185,,35561.0,Uklxjvwmjnznjfjleryfuctlhavcnoazwvwhabpndk,Palmdale,268764.0,Granite Construction,New Brunswick,exd14338,778.0,United States of America,exdjtmnneaivqj,6.0,W,7.0,Tdogaggbwsbpuiogypdduvsnmsreglumddvqhuctlbhmbpqezovjzytlxvcsyyryyruqrknlowdlgish
,tocqkpetugfsngbtmuxeqrdyll,Eztsudebhc,2.0,4.0,O,1-998-055-4109,,370801.0,fcwtcnhgvvdetrvrwcxy,Augusta,634180.0,Flowers Foods,LA,IWX14339,653.0,,IWXRRUFAJHXRSH,3.0,M,56.0,cdbhjkilacxcfkddgxrli
,Wbcxxecw,RXUNBJC,3.0,5.0,R,1-949-660-8555,,360406.0,Vllqhtcagmdibgmxolzbkxhlnuti,Little Rock,741713.0,Jones Lang LaSalle,Prince Edward Island,Amh14340,374.0,United States of America,Amhvifssua,9.0,W,46.0,
f,Jmbye,Xoxkhmw,4.0,0.0,O,1-776-320-1845,,495672.0,Hejjtsjcwzexyiixnl,Lansing,3312281.0,Affiliated Computer Services,GA,VNU14341,,United States of America,VNUTSMVFGINRBGEAFQNYJUKTI,10.0,U,47.0,Zifqrdallabqqdhkqafwsdedtbjvcskalqgwvpaxbgrrfjwc
,WSKJKUORGYUCVRDRAUKSKXUWMX,GRUKP,3.0,,O,1-808-615-6450,,95371.0,Lngznrfasanaxbnwnctgvhdqnbxz,Nashua,1181115.0,Eastman Kodak,MS,Kef14342,850.0,United States of America,Kefjpwrfnqehlvrzvod,10.0,U,67.0,Bhcglisimgbtqviqwloyrdrmovxfqialwcklousvtmldpbogxwhesasdfamjsielipha
,QHDLUOE,Kvezidlpkxf,3.0,1.0,O,1-276-622-7430,,123369.0,xiazcqdrxfkkxwwarvrsybirwghtmmeqetvlhruddjxbghudhsc,West Covina,3555262.0,MSC Industrial Direct,AR,zmg14343,662.0,United States of America,zmgfzyzgzwtappxa,0.0,M,74.0,Qpmunwhrcfmkjoffucsrkflwrzwbyhaxgqehljygfdqmlhnustkdxofoltjwszhexv
,zpmxxmdxrjiikcfqebf,kfqcierv,4.0,5.0,R,1-361-761-1014,,,twexxzzxkqnaaxdafsmbkgwmtbpqknbyhoszmipouadriehgpnan,Salem,3492950.0,Aventine Renewable Energy,OR,Klc14344,319.0,United States of America,Klcrqddaqgzwisrdh,5.0,M,23.0,Sodmqzdvxvxwpvvwekmahpsgzg
,ugjffyztnmzuvcchh,Yaxooyzpr,1.0,0.0,O,1-938-861-8366,L,367473.0,qpywnvpuskvnrjhutwjrtcumm,Missoula,546227.0,Comerica,AL,qox14345,767.0,United States of America,qoxtadonvzwjefhdgth,4.0,S,69.0,rowdvweumdptdewntleb
M,EMXWJJNGCVVV,cumtqqjaol,2.0,5.0,O,1-086-212-1033,,159505.0,Nagpmotucxoqihbnktbepexgwlpnwubfhguuggmuhxudhicpbxsysthrjddv,Cedar Rapids,3943292.0,Constellation Energy,TN,Fih14346,797.0,,Fihuafsb,3.0,,88.0,ZUZVUBICWELGVJBUIOV
,Vfrczmppgwha,bluxx,1.0,1.0,O,1-443-304-9881,g,73697.0,Vxaxofjygxjwivpkukfpbftfzfzoxwatuurvlrmipjbw,Escondido,1814873.0,Wesco International,ND,Wla14347,462.0,Canada,Wlaskykfijcgfflwmxr,,U,31.0,IVDPNUDHJPOBZQMMJMEVMESMMPQKDCOOLBQPTVBFODQGNFHTTUY
f,owfnqflvracluzxpu,,4.0,3.0,U,1-467-727-9361,S,,Jouremutmxemkqxgjvmcl,Little Rock,3626487.0,Neiman Marcus,Alberta,YHN14348,554.0,United States of America,YHNFGWGBLAALQDDNORYEJRXUIDUUO,9.0,U,13.0,eaeybfkbxnkqgekxjftt
M,Cujslftynacbnsngepi,Pswaxar,0.0,4.0,O,,P,307020.0,Hkfgzvxavwgwasrmzrdovtuqsbsvgnoajlvxrakcomaaxnyfiprlxxixmelbsvqhhtcrltsjerazri,Santa Clara,2109166.0,Mercury General,OR,QIJ14349,557.0,Canada,QIJSJHIMKREED,3.0,M,45.0,Lhvzikmjoozosvfiwwwbbpefqaykpgvgvorgyjhgywzrneigvksyuarresdqruolhgqsfrtxlvdkr
f,GYXTKEYFHE,icalfawfhp,4.0,5.0,R,1-724-945-7374,,320661.0,Zodefqumlptgvwuapxcsikojewwwd,Oakland,242007.0,Intuit,NJ,USM14350,654.0,United States of America,USMICCVRTQZCJY,3.0,U,9.0,Dvhaoqgyurcndvjtobtgxkudpnvrhsqtxvt
,Ynbhpqgsnnytd,mtssxeoer,2.0,2.0,O,1-576-834-0148,M,322224.0,kgejedyoyuxwtfrjcatfbnxzoilhwincluhywejpkyakxgnmkawuqh,Palmdale,1491431.0,McGraw-Hill,UT,Lea14351,683.0,United States of America,Leaoydvpypdihpruxreemzmlh,2.0,S,79.0,Qdullie
f,scnoqbfwgmjcyqg,Bgfmvfgaot,,5.0,O,1-491-986-9352,,480261.0,Cospsryjm,London,2342083.0,Energizer Holdings,OR,Stf14352,632.0,United States of America,Stfkvlayoj,7.0,M,30.0,TDURPSLNGQRXBEDLMBFMGIHQVGLHRCCVFTXKBYSJUIGWJBHLEW
f,pgrwloanurqauscg,Ddkwsvasubz,2.0,5.0,R,1-077-763-4195,N,366909.0,,Savannah,385957.0,Intel,HI,WKZ14353,,United States of America,WKZXFVPDTDAEYVGUWA,10.0,U,12.0,hpvptsnjiijimkdkwlewxqkjattliqmttvkgzujoavrpnemdzsldjagcaxjvfwzpzmvsszqnujxkb
,Yunsifljyfhbebdyqjgxdjqg,QFCQD,1.0,5.0,O,1-324-594-6236,e,478958.0,Ueccnfmfffnvfnteojsacgunpqfbvbjbcyihbylwnf,Tucson,3302731.0,Sonic Automotive,MD,lsd14354,688.0,United States of America,lsdmhejcpwsikot,1.0,U,14.0,CXRTIMRHDSPNOAXJUMGN
,Wqfcpcmxsjkpvgbqprd,Svntmlnxqlkb,2.0,5.0,R,1-964-033-6924,J,266268.0,Acjugchdjygulznemslpreeqsqkcisgamtyoqusqxvjdgyqhwsbjjpkidhfwrrkgrhvz,Springfield,173992.0,Symantec,CT,Qhp14355,588.0,United States of America,Qhpubxoaswy,1.0,U,54.0,UXVISTGGSFNAPBDWNUGYCDZPBGIBUSTBWNMNPIQYPKBTC
,Jubvcqgapplbjsohylaijuxec,,3.0,3.0,O,1-050-018-2160,u,405417.0,Fpksmnsemunilmwiwbrolhwdykpfojskdcgukshdtlqomcscoiocwilysehamgrunmxsiwdmpqszcurg,Fargo,980268.0,American International Group,OH,Ozz14356,637.0,United States of America,Ozzstmwvaqdrfe,10.0,M,88.0,Diqdfkubaobqgmopblxliqapdtpvul
,wpvbgvkfvxpetzqpqxepdcqeqnkuwd,UEQMMEZVLG,1.0,3.0,O,1-675-855-7571,,132516.0,awauyjbtdmigcquoyhinnijerpbrlsalqhqtcshbdfpotwfkuhtasgslvdheoczpzuezhonbfupwplwk,Bellevue,662673.0,Perrigo,NM,jna14357,640.0,,jnaseaiqlgfhdcqiqwnurahscjl,8.0,U,2.0,Wvqakhqejamchueaqtomqekubzbjbdyrtwpghqjnnahcxkuiacwcxy
m,dvldsdb,Mnfuvdrqd,3.0,4.0,O,1-081-314-7289,,429271.0,Rtuuyvnecqpwgvpiniufcygxzhgltpenqxdcfvozwcwycpvindhuifmjjafi,Birmingham,498358.0,Cracker Barrel Old Country,MS,Lpb14358,761.0,United States of America,Lpboyjkcgumzrejefeqeweausclc,3.0,M,61.0,Zsoydvmvolkvjzeh
,Gafwsfwimxqjbrk,Vdxxwwzjcss,0.0,1.0,O,1-259-486-5647,X,184507.0,Zcrozcwfxxwabmnirtrvenkgesqriljkhezlk,Orlando,3623607.0,,NC,UEP14359,775.0,United States of America,UEPRDRNMBCSHMOBOJY,1.0,W,14.0,oxwhvinfcgilspwvxtabjusdswc
F,hccbewcnmkblsineoexelptfpqeivl,Afwhlzwcfdtd,,1.0,O,1-959-179-8642,,,Fytofeheitglnyithufajrktguodjjlzntlrkrfcyszavlonqnscvhlelmzwtcytr,Sydney,2141106.0,Helix Energy Solutions Group,Alberta,dmx14360,628.0,United States of America,dmxnkqxqfxwidfykquqngfuvja,6.0,U,27.0,qobhzzthjahyosrmgcxxzsgfbrprexlphnznaousytbeypphojemume
,UTRMQNRRLSQRGABPBEQSOIB,hdawehfjths,0.0,5.0,O,1-624-202-4158,,225023.0,Iszramhqnxqpzoqkarwhyxiaowwcybortvfcuxdczwjxcifwcvpdgwvzmgyjqwphbczqlhijpgb,Virginia Beach,1477561.0,Iasis Healthcare,Newfoundland,Xsl14361,798.0,Canada,Xsljjoc,3.0,D,20.0,Eaxhzfuhoctynojhkr
,Rbxrwzeesvfgocfuyfx,Gtwzmqczrxds,2.0,2.0,O,1-973-611-2303,,438811.0,PKSZVKWYVFVH,Columbus,2909566.0,Hertz Global Holdings,British Columbia,KGT14362,,Canada,KGTXTFLV,9.0,M,65.0,Vjahrpujegvvajngtxddz
,tsrqmvtfzdcesbyxism,rfdohulval,4.0,4.0,O,1-363-980-1831,,227468.0,cidyypqabrbkclyhmylotvovecjcvqdqgkdbcjnzbstioemgfazlk,Alexandria,1178597.0,Northwestern Mutual,WV,Jpo14363,320.0,Canada,Jpoprdyjwqwbtbzpgscgxbviln,,S,17.0,Klhsxlcwzoxivxwicdjmvn
F,Tulhtjpupfaebyxhyoxtayclo,MUJGYVRACRZ,4.0,2.0,O,1-892-994-9793,,456512.0,DLDHGOOSUQQBROKFZKBAGRWRAYGCKAWDPONJMNGGMMVPOWVNDIV,Brownsville,2831005.0,DTE Energy,Prince Edward Island,guo14364,568.0,United States of America,guordmzuiugjetjrklg,0.0,U,82.0,Icioajaolennvwhxwjvcpwhoewbhrktzjtdxsgvsmatkjqdwqvzvzej
,Ngfyigcrgpdjauiaafe,RUXBE,3.0,2.0,O,1-285-572-7615,s,460160.0,oiplyhijrdyvcuicsocwmpypbappfdlmcugjlpastkdeidcdsovseecuklszobqbenvakdjwh,Pittsburgh,1858460.0,Joy Global,SD,WRC14365,705.0,United States of America,WRCIJVWEYPZ,4.0,S,41.0,Jiapscqkypbwdygqfanxfdkjvktnorafggv
m,tzrgirdnvtckbwuyelspbe,Ftybz,0.0,5.0,O,1-646-647-6992,,187618.0,ZTZHVCQPGSRHRQBVPLDKIVDQFCGVIQLQCTAOEZSSCYECFIQKXKCEHQINKFRSSKXKFJQ,Philadelphia,3317213.0,Snap-On,NE,Vij14366,578.0,United States of America,Vijktgqncgwarzrlryk,7.0,S,58.0,Hfmissdvcrlndkjzwxnykjwnzllpeckjkomwismkhrzsuvvjhmdfbf
,Umzakqtwthdgrs,KOOZODNWRCM,2.0,1.0,R,1-555-049-5554,,488866.0,,Lubbock,3980017.0,Plains Exploration,NV,Qej14367,354.0,Canada,Qejjhiobshocmflafkayjxixvlg,2.0,S,50.0,Jwcmptxfucckpzjwfrihbeycyvnppyztnynkmbcesfxffabcfckafk
,Ookittcxwhpibrgcsdhgqlppqg,BOXQOHS,1.0,2.0,O,1-280-072-5238,F,444962.0,bipwyjbyrvbuvmrampeicbhxvqklwxintjc,Lincoln,3457866.0,Coca-Cola Enterprises,RI,Tqz14368,668.0,United States of America,Tqzffzuthdlilqsqekwosdcdkinpl,6.0,W,89.0,Okbzgexrfmmfhlzxomdznbnrymxdhcnownveupnujtplqmjbpogndjqdzvpjdaraubvaiy
,Fwbgcbkoe,KFTQJPA,5.0,4.0,O,1-863-203-6498,,499056.0,Emgyjixvmfqefnxvljdcrpktfkqrjynaaosjgwengprfdadwrehrshsxjphjhldkzqvn,San Bernardino,278585.0,Buckeye GP Holdings,IL,CLH14369,369.0,Canada,CLHFJEVCAMWPUTVYM,1.0,U,12.0,pmimvufgdbanbksbfkxkwdnnskixdwmjxrnhwubnofunrb
m,odawzxrmsiinew,orfqqtzxzhmn,3.0,,,1-450-733-5018,g,98267.0,Vykygjpqqfyookxbntuyafgnqrrzpwxcnrdsxenjwajmkjaoapfotefqwp,Pittsburgh,1459764.0,Integrys Energy Group,OR,Fct14370,,,Fctklzmgeaichvsorshkfhfusmwq,2.0,S,82.0,Jcnrdzthexoxhaiisrdfvrlryhrsjwulfzypodnxhuqyerhllbsyfepdalifodcpbjtsmoucat
m,Jgsgcggc,HJLQKJ,,5.0,R,1-191-360-9125,,358619.0,Tzfekutogmwowsshojsjlodxt,Washington,2679173.0,Cooper-Standard Holdings,AZ,cru14371,439.0,United States of America,cruqlxotdbyjj,4.0,S,38.0,URLJWWFARIZJLLWYTOJSXGBWEXXVJYCCCTKSJDVULOYVUKBPTEPDEDUGT
,Dqqjjfrmdgdvelugij,EPLTNC,4.0,1.0,O,1-961-279-7183,,474392.0,,Hull,,,MN,JEF14372,640.0,United States of America,JEFQNMHQCMZB,3.0,S,17.0,DSFCBQUQDOSWSMAZKCHGJJPWASYBVCDLVFTQISTIQZXYVQHPPQDSL
F,Zhhqitajsvcv,jiruagetr,3.0,4.0,U,1-501-567-4652,,402628.0,kkutspcnyjjefyftxviokozayiglxllf,Lafayette,3223339.0,,GA,Sox14373,481.0,United States of America,Soxpkabxh,,D,32.0,sndavpqzrukoeqlhgdxdxmbuleqkfaorqhvsgmjmtevsvffjuscwrjmrjuruxrh
f,Hxcjwoigako,Defewgue,2.0,3.0,O,1-235-550-7015,N,302042.0,AUDXOXUCCVFCGYUKXHMRYLGSONPVERHW,Las Vegas,485851.0,Marriott International,New Brunswick,Xll14374,356.0,United States of America,Xllnvbrixtvrcmhxkrvt,4.0,U,4.0,EIGVDDSGLPNVDVSUQOBQSW
,tizwlqdkukowxvpsmhnqucingwkxld,Gerdl,0.0,0.0,R,1-905-293-8200,,439973.0,Rpnmhlhoikiqfxqqaxibez,Jersey City,3877401.0,BB&T Corp.,WY,Lsp14375,627.0,United States of America,Lspxpmojrelsdhwqgkoopycqty,2.0,U,72.0,ehxtgrzqgljieciwvbzybeivoblervdkbgdcsgpaoayjuzfxgcmf
,Rxdmuudoqzshdwhnnnwauenn,ulwwr,5.0,4.0,O,1-068-628-1298,h,153370.0,Vacfeiriranflubzheljmsuxfuerrfbudztpoxyhejskd,McAllen,2113722.0,Plains All American Pipeline,DE,Civ14376,399.0,United States of America,Civzzshubrnaxjdw,5.0,D,7.0,hydswztmvnexlrlzyeolzfmhrxnvgjbyxccblahapewkq
F,Lcyeallibgqhb,Zvnryhihcl,3.0,2.0,R,1-953-012-0279,,186181.0,,Rancho Cucamonga,1052651.0,Mettler-Toledo International,RI,Dct14377,814.0,,Dctnsouvyhauidwbvnjufoue,4.0,U,99.0,Jnmgshzupivnujapxwobkihnwdqscrejwknjwbnoklmxrgyvut
f,Sbyqoaxoomneg,LJURWLTSLK,2.0,3.0,U,1-613-057-0710,,493663.0,vrneljkpeqxxcjxbe,Lubbock,2843892.0,PG&E Corp.,KS,Ggy14378,722.0,United States of America,Ggybjalvjdkbriqfrytuocm,7.0,S,53.0,Vhdmfpqsekdxaawkdyznfvrbqfq
,cszencyribasvbtpikdqrk,Qvvqxctzv,1.0,3.0,O,1-575-614-0866,b,377463.0,HJFPPTFCUNXDCXZJTCZPJKBIMLZUGQPGBBQEDKZPMKGDGQZKRHJSWKZSSSH,Livonia,3964811.0,HSN,UT,IZT14379,683.0,Canada,IZTGLTSI,3.0,M,5.0,HUQXFPCURTPFUOLYPHDBWKWSERVNONFJLVNTNXJVQVJDXHQBLEBXCYBZLAUXSIRTNJAVANQJIKQHFAS
F,Ovcrzqtzxiyo,PQJPNLPWY,3.0,5.0,O,1-539-220-9202,s,411899.0,Nkqlhartabft,Stockton,447743.0,MPS Group,AZ,Hsz14380,544.0,United States of America,Hszetex,8.0,U,64.0,Ecshcgeihz
M,Wdjcga,esulf,5.0,0.0,O,1-410-583-3558,,447763.0,PEIACXZVBKEXSSVMVCPMLUOKQTPCHDIFSSSNKACIXSCUEAABGCSFYPPXDATVEROXMYSEG,Baltimore,3982933.0,Lithia Motors,SD,jyt14381,451.0,United States of America,jytlmbuzshe,7.0,W,43.0,Phmuveakabsdujixtfruaurjwvxvwru
F,UCNBSOKBPLQJMNBNKOZSEBEOSMLKJE,Phwcykdsxsb,5.0,5.0,O,1-840-141-0267,,484770.0,VPIWIYDJEFXAHMMSNFKOOYQNPVGEUYIETLOJQXCTPRP,Santa Clara,1059550.0,H.J. Heinz,OH,Llj14382,,,Lljrhavjuycjjopsrheuccy,9.0,M,71.0,rabwqpjihqpruqflcijocriv
,Ujrroi,Xynqavwu,5.0,4.0,O,1-178-473-4942,E,73639.0,Ewaijbktrzdjiifnmbdiwbptdhtbphytuvhowbzsypbrnzkleqqcqxhrzjomgdbgfro,Chula Vista,745124.0,Danaher,VA,QTP14383,578.0,Canada,QTPJVKNUFY,8.0,,87.0,Iensjorwjwaumgpizpfvmsbuuptfhltmkmxxqamtieagweqcamyauwfifrvfilfn
,Ejqvllcoeclvhpqy,MQUWTPNEWB,2.0,0.0,O,1-120-011-3497,d,174467.0,,Dawson City,1922274.0,TECO Energy,HI,jwy14384,589.0,United States of America,jwyfxwqbiqdfwkoeytyk,8.0,U,48.0,fxeybodyekybbhzlakmorphyhrmkgjthlqgyhknnxazwxabokrhjdomdteooeumvyeklizi
,Bgplojzxacuhmpbg,quwif,4.0,4.0,O,1-485-725-8328,B,197132.0,Vvzfubuenwrvjpuvcqmrbwfppduvrfgnbwrwxwzvrfleuablmdkldhwetitnznzbuk,Houston,,Mirant,WA,Pxv14385,703.0,United States of America,Pxvljkszcrvtaesmfwnvtq,1.0,U,,Yzrhpjxcwcgwdokldrtylxipwhsibvwaenilqhmhynspfztrlqyhnyacolszblln
,LYVDDO,DXOETR,3.0,1.0,O,1-108-046-2284,i,467114.0,NYRRLXSXXBKYFNUUDDFBEVDLACELEZDRVVDJPLX,Sherbrooke,1316528.0,Autodesk,AK,Ijh14386,767.0,United States of America,Ijhxeherchgn,4.0,W,86.0,INRNTWVMATIRXFSZXXMSDOWMAQYMGYPHQETSWAPRQNYFP
m,Cuvajwjkhfkfgjocewookzwqsjba,Hchwi,2.0,4.0,U,1-064-669-7551,v,317019.0,HJXGKIAZAUJBEW,Alexandria,3996579.0,Textron,DE,Sen14387,818.0,,Sengomeyhvrorbtk,8.0,S,1.0,MWAWNXLNTEZFBAGNICEPWMSVLQMTXOYOLJWBJDJILANHNOVOONHEFEOLJYVLMRBYGTY
